type	pathology_file_id	file_name	data_category	file_type	file_description	file_size	md5sum	file_mapping_level	file_access	acl	authz	file_url	dcf_indexd_guid	image_modality	license	magnification	fixation_embedding_method	staining_method	deidentification_method	percent_tumor	percent_necrosis	slim_url	crdc_id	id	sample.id
pathology_file	a532169a-3d50-417f-9356-55a0f815aabf	a532169a-3d50-417f-9356-55a0f815aabf.dcm	Pathology Imaging	dicom	FFPE_H&E_Image	235066970	469961055ae355e5950acfa21b160a6d	Sample	Open	['*']	['/open']	s3://idc-open-data/81c6c850-3db4-41cc-a383-e08165ecde18/a532169a-3d50-417f-9356-55a0f815aabf.dcm	dg.4DFC/59ef1288-6c29-11ee-9cde-5f5eee143bcb	Slide Microscopy	CC by 4.0	Not reported	Formalin fixed paraffin embedded (FFPE)	H&E	Not applicable					3a61be6f-b11d-5866-b890-9c3692608916	09ba1f96-740c-5021-b08d-9de062152740
pathology_file	191c7d91-8a36-4ec0-8795-439f9d2da015	191c7d91-8a36-4ec0-8795-439f9d2da015.dcm	Pathology Imaging	dicom	FFPE_H&E_Image	4063400	924eccb47fd57656db90c1274e0f1f47	Sample	Open	['*']	['/open']	s3://idc-open-data/d6f58fb0-38b4-4fc7-be02-a3f3d9637745/191c7d91-8a36-4ec0-8795-439f9d2da015.dcm	dg.4DFC/58e7a7f6-6c29-11ee-b5b7-a72a8fc6e153	Slide Microscopy	CC by 4.0	Not reported	Formalin fixed paraffin embedded (FFPE)	H&E	Not applicable					3a95c811-92cd-5716-bb3f-3adb94db9de4	418cc2e8-961d-5860-8f9e-f5cf8ed9c40c
pathology_file	e914219d-fd3e-4d0e-90f2-e80002fdee09	e914219d-fd3e-4d0e-90f2-e80002fdee09.dcm	Pathology Imaging	dicom	FFPE_H&E_Image	61018712	7cd82e3f3fa2676aac041f294d1c879f	Sample	Open	['*']	['/open']	s3://idc-open-data/fa7bea1b-cdb3-4e0e-bbc1-82849dad0cd5/e914219d-fd3e-4d0e-90f2-e80002fdee09.dcm	dg.4DFC/596866ca-6c29-11ee-8ba0-a7f4c406232e	Slide Microscopy	CC by 4.0	Not reported	Formalin fixed paraffin embedded (FFPE)	H&E	Not applicable					3aa92ed7-dc05-5814-b391-8d687e720c51	f8749b66-9d28-578d-862c-3aae7f7e07fd
pathology_file	fa23dfc6-0119-4667-9dcc-395d9afa96bb	fa23dfc6-0119-4667-9dcc-395d9afa96bb.dcm	Pathology Imaging	dicom	FFPE_H&E_Image	9523266	e254d16d33dc7f05a7ac9c9f2cb778bc	Sample	Open	['*']	['/open']	s3://idc-open-data/55eb02fd-d3f2-4a00-90e7-62404e7bbe74/fa23dfc6-0119-4667-9dcc-395d9afa96bb.dcm	dg.4DFC/59cd5c42-6c29-11ee-a62e-f792e71d05ce	Slide Microscopy	CC by 4.0	Not reported	Formalin fixed paraffin embedded (FFPE)	H&E	Not applicable					3aaa219a-da9c-5ee4-8b07-fd174af9f10d	9fa68490-af03-551c-9a5e-29425fa5d7a7
pathology_file	cd1039ca-2b74-4679-bd2a-19069c62432e	cd1039ca-2b74-4679-bd2a-19069c62432e.dcm	Pathology Imaging	dicom	FFPE_H&E_Image	2990985700	b35546a9bb6eccc5480689f412493444	Sample	Open	['*']	['/open']	s3://idc-open-data/50d7075c-d134-4aac-9d90-32fc75f69063/cd1039ca-2b74-4679-bd2a-19069c62432e.dcm	dg.4DFC/59600412-6c29-11ee-937a-b3f144e94768	Slide Microscopy	CC by 4.0	Not reported	Formalin fixed paraffin embedded (FFPE)	H&E	Not applicable					3abc2c8f-81a1-5bfa-818a-b8d519881dd7	a42264f3-aa6a-5c40-b4aa-eaa5c7fe1c8d
pathology_file	3759e333-9191-4702-9291-441c8ae8ed07	3759e333-9191-4702-9291-441c8ae8ed07.dcm	Pathology Imaging	dicom	FFPE_H&E_Image	2184780	6815fbec2db703baf7a728d253b5cc2f	Sample	Open	['*']	['/open']	s3://idc-open-data/1e4e139c-dbdd-413f-a411-74ceec0b01f0/3759e333-9191-4702-9291-441c8ae8ed07.dcm	dg.4DFC/59e01152-6c29-11ee-b8fa-077477eb27b4	Slide Microscopy	CC by 4.0	Not reported	Formalin fixed paraffin embedded (FFPE)	H&E	Not applicable					3abe4274-6157-5d39-8c0a-179d38213047	79abdbb6-a1de-5e4c-9fa4-306e439e8019
pathology_file	4d33c54e-d195-41b0-bc54-8691a638aab5	4d33c54e-d195-41b0-bc54-8691a638aab5.dcm	Pathology Imaging	dicom	FFPE_H&E_Image	7244979094	5873e6a9fbc565a12a46ee93a19238a9	Sample	Open	['*']	['/open']	s3://idc-open-data/6fcb4e06-49fa-4300-9c2a-5b6b74c45e02/4d33c54e-d195-41b0-bc54-8691a638aab5.dcm	dg.4DFC/587a4274-6c29-11ee-8da0-3fd193604fcb	Slide Microscopy	CC by 4.0	Not reported	Formalin fixed paraffin embedded (FFPE)	H&E	Not applicable					3acbd284-340f-5baf-b2a5-f8b709122d87	837daae9-6c49-5ca8-aebe-c6a4e894279a
pathology_file	1a4820e8-6f02-4435-bd23-85d5ab26a571	1a4820e8-6f02-4435-bd23-85d5ab26a571.dcm	Pathology Imaging	dicom	FFPE_H&E_Image	2514274	f3a0c1c55de5200be6ee3e53e30462d3	Sample	Open	['*']	['/open']	s3://idc-open-data/4aa93a00-34bd-4db4-8490-26d288e9a745/1a4820e8-6f02-4435-bd23-85d5ab26a571.dcm	dg.4DFC/590ed498-6c29-11ee-b802-33731f04aee4	Slide Microscopy	CC by 4.0	Not reported	Formalin fixed paraffin embedded (FFPE)	H&E	Not applicable					3acf4cff-5488-5a78-a4e6-22bb61032b1b	1b27ffae-ec54-54da-b3cd-d5e3b3d545f8
pathology_file	4671fc9a-b43d-4932-970d-3b92650819bc	4671fc9a-b43d-4932-970d-3b92650819bc.dcm	Pathology Imaging	dicom	FFPE_H&E_Image	15005575814	8d8a5460926537e6f4070f63538b6c97	Sample	Open	['*']	['/open']	s3://idc-open-data/5bcf9c21-b740-40da-9de6-f988704d5789/4671fc9a-b43d-4932-970d-3b92650819bc.dcm	dg.4DFC/5904bc7e-6c29-11ee-bb4e-e7d1b207c5ac	Slide Microscopy	CC by 4.0	Not reported	Formalin fixed paraffin embedded (FFPE)	H&E	Not applicable					3b2f45e1-1fc7-5ab2-83fd-a268c3f0bec6	de5390fc-dc12-5b78-9240-6445d80c2edf
pathology_file	98cf516c-90cd-4031-9942-dbf4222c8c76	98cf516c-90cd-4031-9942-dbf4222c8c76.dcm	Pathology Imaging	dicom	FFPE_H&E_Image	831614150	42714c7f6967ae58039052cdde44b553	Sample	Open	['*']	['/open']	s3://idc-open-data/9d07fb61-4fe3-425e-9700-bd63d0bd935c/98cf516c-90cd-4031-9942-dbf4222c8c76.dcm	dg.4DFC/5972cb9c-6c29-11ee-b02e-97762dd0c480	Slide Microscopy	CC by 4.0	Not reported	Formalin fixed paraffin embedded (FFPE)	H&E	Not applicable					3b5bd706-8a63-5db5-abf9-202ae3700010	0bc3d2d1-6799-5cca-b679-7ad329ce89d2
pathology_file	1b9169a9-4886-452f-8550-8ebd744a192e	1b9169a9-4886-452f-8550-8ebd744a192e.dcm	Pathology Imaging	dicom	FFPE_H&E_Image	19529194	1a799c1264f305e7c4854accd5ffde61	Sample	Open	['*']	['/open']	s3://idc-open-data/014749dc-5ae6-4d38-aa0a-4a03b31fc066/1b9169a9-4886-452f-8550-8ebd744a192e.dcm	dg.4DFC/5974d040-6c29-11ee-97a7-278518733b67	Slide Microscopy	CC by 4.0	Not reported	Formalin fixed paraffin embedded (FFPE)	H&E	Not applicable					3b61942e-4342-5a64-882c-7686d7a68d9f	4183ded2-4e30-51a7-865c-2131e447725d
pathology_file	3237a971-f484-4bda-b2bc-c7ce518165df	3237a971-f484-4bda-b2bc-c7ce518165df.dcm	Pathology Imaging	dicom	FFPE_H&E_Image	1723904	ded0e0a6cf41aa45cdbc7148086f247c	Sample	Open	['*']	['/open']	s3://idc-open-data/8e14f7f0-e8bf-4b05-8328-71c054a64edb/3237a971-f484-4bda-b2bc-c7ce518165df.dcm	dg.4DFC/59f960da-6c29-11ee-9a61-2398ce5721e3	Slide Microscopy	CC by 4.0	Not reported	Formalin fixed paraffin embedded (FFPE)	H&E	Not applicable					3b65170b-f4ba-5ce3-95d7-c87ee5508e81	3fbce687-1073-58a0-bcc0-c3b56c066747
pathology_file	3d03c3ed-439e-4ea3-963e-ae1332d9516c	3d03c3ed-439e-4ea3-963e-ae1332d9516c.dcm	Pathology Imaging	dicom	FFPE_H&E_Image	1292318	c0b18ede7a8a1533be8b72ed6de385b3	Sample	Open	['*']	['/open']	s3://idc-open-data/7a104c27-567d-499e-a367-cf9c0e02e5db/3d03c3ed-439e-4ea3-963e-ae1332d9516c.dcm	dg.4DFC/58e0a94c-6c29-11ee-b4c4-27468d0039c1	Slide Microscopy	CC by 4.0	Not reported	Formalin fixed paraffin embedded (FFPE)	H&E	Not applicable					3b694f88-6cc7-5f5c-8a63-5ba0342b68df	8c76bb2f-becf-57ca-8568-e47528d30ee3
pathology_file	6bf7cd42-d618-4c71-bfb7-39bd81161056	6bf7cd42-d618-4c71-bfb7-39bd81161056.dcm	Pathology Imaging	dicom	FFPE_H&E_Image	25303182	548d383093b3bee00c19c03c44ec4907	Sample	Open	['*']	['/open']	s3://idc-open-data/23dbc75c-2140-4e98-8b22-296ccfeef314/6bf7cd42-d618-4c71-bfb7-39bd81161056.dcm	dg.4DFC/5903e2ae-6c29-11ee-b662-4feea869cfaa	Slide Microscopy	CC by 4.0	Not reported	Formalin fixed paraffin embedded (FFPE)	H&E	Not applicable					3b785d2f-f934-50c7-82f0-932d5f755545	02958271-cc96-5d11-847c-e19ee06ede39
pathology_file	9bad7d6d-7105-4b64-b424-6f060eb86188	9bad7d6d-7105-4b64-b424-6f060eb86188.dcm	Pathology Imaging	dicom	FFPE_H&E_Image	2316562	d9cd4720d99453d8449efbca743cb028	Sample	Open	['*']	['/open']	s3://idc-open-data/300988d6-a32d-4625-8ddf-b2da6021ac03/9bad7d6d-7105-4b64-b424-6f060eb86188.dcm	dg.4DFC/58e361c8-6c29-11ee-8083-873ab064452b	Slide Microscopy	CC by 4.0	Not reported	Formalin fixed paraffin embedded (FFPE)	H&E	Not applicable					3b7eb159-7c47-551a-9c0d-889197dcf510	5a913070-5fec-5894-8fab-7dc63c4cd8a3
pathology_file	5e561a4c-9818-4722-9570-b3437c2bdbb8	5e561a4c-9818-4722-9570-b3437c2bdbb8.dcm	Pathology Imaging	dicom	FFPE_H&E_Image	16157521744	cbd3b6848528af83e878f5f79d10dc1a	Sample	Open	['*']	['/open']	s3://idc-open-data/5c756370-c480-46b4-82df-7d31e3ced42d/5e561a4c-9818-4722-9570-b3437c2bdbb8.dcm	dg.4DFC/595cd1d4-6c29-11ee-bf97-ff0051f7e3a2	Slide Microscopy	CC by 4.0	Not reported	Formalin fixed paraffin embedded (FFPE)	H&E	Not applicable					3b802409-59fc-5b7c-b542-33c4e807cbd1	1d83aac7-d952-5d78-81e2-913f8c19ba2c
pathology_file	6c297b07-13bb-4a6e-a168-1dd83e87693a	6c297b07-13bb-4a6e-a168-1dd83e87693a.dcm	Pathology Imaging	dicom	FFPE_H&E_Image	2553502	1eed63724eb83455c3c7a1a954d47578	Sample	Open	['*']	['/open']	s3://idc-open-data/ca8ee1dd-8bf3-4250-9350-80b2962e398a/6c297b07-13bb-4a6e-a168-1dd83e87693a.dcm	dg.4DFC/59eac9a8-6c29-11ee-8afd-0b71ceaef5c8	Slide Microscopy	CC by 4.0	Not reported	Formalin fixed paraffin embedded (FFPE)	H&E	Not applicable					3ba1d13e-9ab0-5e32-8904-1b407757bf44	82450366-0fc9-591c-87c7-5db73d5cc788
pathology_file	09a3d09e-93b7-4aa6-b5dc-af1bb5ef4864	09a3d09e-93b7-4aa6-b5dc-af1bb5ef4864.dcm	Pathology Imaging	dicom	FFPE_H&E_Image	3213562	8f160d3c31878b8e8ab5de4e7244f437	Sample	Open	['*']	['/open']	s3://idc-open-data/bb5e7694-b4ee-43bb-a9b7-588d4121a635/09a3d09e-93b7-4aa6-b5dc-af1bb5ef4864.dcm	dg.4DFC/5980cd14-6c29-11ee-a7f1-1b3d1f4dd289	Slide Microscopy	CC by 4.0	Not reported	Formalin fixed paraffin embedded (FFPE)	H&E	Not applicable					3befdfe6-153b-5eb6-9c97-98c1584b177a	9848d0c6-2b9b-5d72-8293-98478b333366
pathology_file	37c790f2-0119-4dd8-be9b-db38c887114f	37c790f2-0119-4dd8-be9b-db38c887114f.dcm	Pathology Imaging	dicom	FFPE_H&E_Image	5549065060	f27e8da0e3a1a922a4a503d72d12ed7e	Sample	Open	['*']	['/open']	s3://idc-open-data/1a0c7f70-16e7-43d1-a895-7e56b36678f1/37c790f2-0119-4dd8-be9b-db38c887114f.dcm	dg.4DFC/597cc0d4-6c29-11ee-be27-63d126b634cc	Slide Microscopy	CC by 4.0	Not reported	Formalin fixed paraffin embedded (FFPE)	H&E	Not applicable					3bfebbfa-88ad-5ed7-816b-990b777f86d2	0264663a-ccb5-53f7-9f65-1ca58a0488e7
pathology_file	996e43cc-cd33-4171-9b0c-eb7d9e42332d	996e43cc-cd33-4171-9b0c-eb7d9e42332d.dcm	Pathology Imaging	dicom	FFPE_H&E_Image	2316610	d0a4fbac6e20f23ac08e369c00c9b928	Sample	Open	['*']	['/open']	s3://idc-open-data/00fae7d4-49d7-4845-ae89-d082315d65fd/996e43cc-cd33-4171-9b0c-eb7d9e42332d.dcm	dg.4DFC/59e1ca4c-6c29-11ee-aa6b-0774b37f64d7	Slide Microscopy	CC by 4.0	Not reported	Formalin fixed paraffin embedded (FFPE)	H&E	Not applicable					3c02dae9-b5ae-5746-b4b2-319622486bb7	fa9a910c-3bc0-5fc8-afec-44197f6c7565
pathology_file	c69b1bec-1b4e-4867-86b3-67ad08fd88d6	c69b1bec-1b4e-4867-86b3-67ad08fd88d6.dcm	Pathology Imaging	dicom	FFPE_H&E_Image	6773326	5ab47b8cf10356f57868e6c3217f3d0e	Sample	Open	['*']	['/open']	s3://idc-open-data/77ec65ec-917e-4746-a33c-9b1d83fda77f/c69b1bec-1b4e-4867-86b3-67ad08fd88d6.dcm	dg.4DFC/58b3ad52-6c29-11ee-9ddb-f773dd172c6f	Slide Microscopy	CC by 4.0	Not reported	Formalin fixed paraffin embedded (FFPE)	H&E	Not applicable					3c081aa6-f71f-568e-96f2-b6aba22a037b	cf4797ba-dffd-50e9-b7fd-f02ce220d598
pathology_file	d5876d3a-d643-4839-91ea-e8218906fea5	d5876d3a-d643-4839-91ea-e8218906fea5.dcm	Pathology Imaging	dicom	FFPE_H&E_Image	230189652	955ea26b9f5d8af2334330b99bdafd09	Sample	Open	['*']	['/open']	s3://idc-open-data/e2f51b53-e65d-4449-8faf-a9dcb915c44c/d5876d3a-d643-4839-91ea-e8218906fea5.dcm	dg.4DFC/58f6d65e-6c29-11ee-9034-d3f4f8d3a4c3	Slide Microscopy	CC by 4.0	Not reported	Formalin fixed paraffin embedded (FFPE)	H&E	Not applicable					3c1c9037-1d27-52a6-a2d0-31899500d42d	109d2d9e-ee5e-546f-958c-cce3ded770d2
pathology_file	11075f5d-12ed-426c-a83d-2f05ad47136d	11075f5d-12ed-426c-a83d-2f05ad47136d.dcm	Pathology Imaging	dicom	FFPE_H&E_Image	765023464	5d998d1460ad7d3be96e8be41f5c2bd3	Sample	Open	['*']	['/open']	s3://idc-open-data/346490be-29cd-4fea-929a-84154f7cafdc/11075f5d-12ed-426c-a83d-2f05ad47136d.dcm	dg.4DFC/59efc9e4-6c29-11ee-bc45-37a13ed371d5	Slide Microscopy	CC by 4.0	Not reported	Formalin fixed paraffin embedded (FFPE)	H&E	Not applicable					3c34a98a-bc79-5431-87c0-e2637d51b5b0	68874547-2bde-5001-bdb8-adf66c6eb405
pathology_file	17ff152c-5a60-4a32-b7f3-c250bfb5985c	17ff152c-5a60-4a32-b7f3-c250bfb5985c.dcm	Pathology Imaging	dicom	FFPE_H&E_Image	1493026844	d1e6d75a96f637d052b4f4b674af2467	Sample	Open	['*']	['/open']	s3://idc-open-data/13d5f97e-625e-4bd6-95de-a90144fec187/17ff152c-5a60-4a32-b7f3-c250bfb5985c.dcm	dg.4DFC/588ed5a4-6c29-11ee-bf29-cb567deda7a9	Slide Microscopy	CC by 4.0	Not reported	Formalin fixed paraffin embedded (FFPE)	H&E	Not applicable					3c4474a6-ff76-5253-a785-eafaec6a142a	9d642b85-1709-55de-aab5-d4f675eafad0
pathology_file	d9c7ead1-e8eb-482e-b95b-70c2ba9de835	d9c7ead1-e8eb-482e-b95b-70c2ba9de835.dcm	Pathology Imaging	dicom	FFPE_H&E_Image	3213428	bca12941559a29f8eabf5dc26a497021	Sample	Open	['*']	['/open']	s3://idc-open-data/00e4cae1-62ae-40a1-9735-66bf934b8b64/d9c7ead1-e8eb-482e-b95b-70c2ba9de835.dcm	dg.4DFC/589c2cf4-6c29-11ee-9efa-2f435ef6ea41	Slide Microscopy	CC by 4.0	Not reported	Formalin fixed paraffin embedded (FFPE)	H&E	Not applicable					3c461253-a7e9-55fc-b514-9f4051f41d93	740a8fe4-04a6-5aae-bd5e-ce1ed1bac1d3
pathology_file	36362da5-772d-448d-9386-a596be78f819	36362da5-772d-448d-9386-a596be78f819.dcm	Pathology Imaging	dicom	FFPE_H&E_Image	17833282	056a090f0cfe97008e80b89ea2da0740	Sample	Open	['*']	['/open']	s3://idc-open-data/fb09dfd5-a511-4b81-ad65-d0f53b7d9122/36362da5-772d-448d-9386-a596be78f819.dcm	dg.4DFC/594cdf7c-6c29-11ee-ac6b-93a52c0c444b	Slide Microscopy	CC by 4.0	Not reported	Formalin fixed paraffin embedded (FFPE)	H&E	Not applicable					3c4b5eb0-a43d-5d51-8dbe-518ff37b6f95	392e0099-c673-57e1-bb64-d001ae6ca2f9
pathology_file	33b716e7-9d9e-4aaf-b0a0-08ad620143fe	33b716e7-9d9e-4aaf-b0a0-08ad620143fe.dcm	Pathology Imaging	dicom	FFPE_H&E_Image	8641600	700d41cf378a539c1b1e009775667b8d	Sample	Open	['*']	['/open']	s3://idc-open-data/ea0f326f-57e8-4f29-a0ee-333e8d964bde/33b716e7-9d9e-4aaf-b0a0-08ad620143fe.dcm	dg.4DFC/58a513c8-6c29-11ee-aeb5-03efd66f4e73	Slide Microscopy	CC by 4.0	Not reported	Formalin fixed paraffin embedded (FFPE)	H&E	Not applicable					3c5f2284-8d6f-5de3-aeb3-6826e338c77f	73068667-83e6-5753-8dde-42eb086accda
pathology_file	83083062-ad00-4dfa-9f94-ee64e2b33b4c	83083062-ad00-4dfa-9f94-ee64e2b33b4c.dcm	Pathology Imaging	dicom	FFPE_H&E_Image	2316468	9fa6b8cb6dab6a30ac893903bbc7dd9c	Sample	Open	['*']	['/open']	s3://idc-open-data/5cb76b1e-5641-4e06-9775-b99d6527a5fa/83083062-ad00-4dfa-9f94-ee64e2b33b4c.dcm	dg.4DFC/5884d266-6c29-11ee-9df0-0bb97ce65785	Slide Microscopy	CC by 4.0	Not reported	Formalin fixed paraffin embedded (FFPE)	H&E	Not applicable					3c7cb1fb-c351-50ac-9314-fa3165103f3a	f1dbc770-ccca-5163-a14c-fd02f90fe2b5
pathology_file	ff4cc039-9c4b-4906-9d11-4564a3b1378b	ff4cc039-9c4b-4906-9d11-4564a3b1378b.dcm	Pathology Imaging	dicom	FFPE_H&E_Image	2316690	8a35780f679f5e90836788d02ffc34f1	Sample	Open	['*']	['/open']	s3://idc-open-data/821aad36-5c3f-4990-b904-66c0ded5c79a/ff4cc039-9c4b-4906-9d11-4564a3b1378b.dcm	dg.4DFC/58923b04-6c29-11ee-88c5-c33f1023b9d9	Slide Microscopy	CC by 4.0	Not reported	Formalin fixed paraffin embedded (FFPE)	H&E	Not applicable					3c8840ae-1a1a-5538-a996-7b9390f139a4	601f5c77-0ac1-5f43-92c0-899f1d89ba59
pathology_file	11164254-0088-4a89-bbc8-31d9eab37df3	11164254-0088-4a89-bbc8-31d9eab37df3.dcm	Pathology Imaging	dicom	FFPE_H&E_Image	3213494	da1d4fab437ec42160e25d7a7c079aab	Sample	Open	['*']	['/open']	s3://idc-open-data/599da797-932a-468c-880a-b39bc749e63d/11164254-0088-4a89-bbc8-31d9eab37df3.dcm	dg.4DFC/58988810-6c29-11ee-8004-2bd4b0bd49e6	Slide Microscopy	CC by 4.0	Not reported	Formalin fixed paraffin embedded (FFPE)	H&E	Not applicable					3cb10049-092a-5dcd-a2aa-6da37fc09e43	16122955-f08b-5ff6-9dca-280e4739f405
pathology_file	a052d6ab-7983-4f8d-9f7c-9dcc8230f4e5	a052d6ab-7983-4f8d-9f7c-9dcc8230f4e5.dcm	Pathology Imaging	dicom	FFPE_H&E_Image	51241806	bda81c45388853d95b0a4dd77b45dc79	Sample	Open	['*']	['/open']	s3://idc-open-data/68790f00-3601-4616-ae40-acd5d8f1af75/a052d6ab-7983-4f8d-9f7c-9dcc8230f4e5.dcm	dg.4DFC/59f413e6-6c29-11ee-8539-33a7992857e3	Slide Microscopy	CC by 4.0	Not reported	Formalin fixed paraffin embedded (FFPE)	H&E	Not applicable					3cb2e8fa-a6d4-58a7-ad0b-89eee38637a2	2ccc5f5f-ce61-5569-ae8b-dd8aea1a033e
pathology_file	86f04237-b56c-4792-beab-7b2524342ac4	86f04237-b56c-4792-beab-7b2524342ac4.dcm	Pathology Imaging	dicom	FFPE_H&E_Image	137671460	47590a916ec77cea2a6528604597e190	Sample	Open	['*']	['/open']	s3://idc-open-data/92ce1a73-4b62-4586-80f4-b7c0c22daccb/86f04237-b56c-4792-beab-7b2524342ac4.dcm	dg.4DFC/58fc45da-6c29-11ee-b6fc-cf925d8a4134	Slide Microscopy	CC by 4.0	Not reported	Formalin fixed paraffin embedded (FFPE)	H&E	Not applicable					3cb91de9-00ec-5a4f-abfe-1f5db3f735b0	daca4535-0042-5a59-8bff-d0440957ff37
pathology_file	cf001724-787f-4507-aaa5-220b1da4137c	cf001724-787f-4507-aaa5-220b1da4137c.dcm	Pathology Imaging	dicom	FFPE_H&E_Image	362798866	99339742a67cf44d6871d4eb01c6772f	Sample	Open	['*']	['/open']	s3://idc-open-data/af6239fe-1749-4ca6-9398-953376759bd2/cf001724-787f-4507-aaa5-220b1da4137c.dcm	dg.4DFC/59d53d0e-6c29-11ee-bcac-abbed12429f8	Slide Microscopy	CC by 4.0	Not reported	Formalin fixed paraffin embedded (FFPE)	H&E	Not applicable					3cc89222-7fda-5a5e-bd70-9f6b3631962d	87c90f8a-f463-5bc4-8fb5-2cb446b17558
pathology_file	b9de96fe-afc1-43a2-9b0e-855233df30cf	b9de96fe-afc1-43a2-9b0e-855233df30cf.dcm	Pathology Imaging	dicom	FFPE_H&E_Image	13186986	65465351aeb0e8b7341d961a4f231681	Sample	Open	['*']	['/open']	s3://idc-open-data/4590a50f-b349-4a88-bb3f-b30eae1ccdbc/b9de96fe-afc1-43a2-9b0e-855233df30cf.dcm	dg.4DFC/58cfdf04-6c29-11ee-9663-b7c7ff6419b7	Slide Microscopy	CC by 4.0	Not reported	Formalin fixed paraffin embedded (FFPE)	H&E	Not applicable					3cd5a755-b55a-538a-82b7-9452acb7dc4d	870ea7c8-b6bb-5f21-b990-206582e59216
pathology_file	6fda75da-232e-459f-a527-66c614afcdfe	6fda75da-232e-459f-a527-66c614afcdfe.dcm	Pathology Imaging	dicom	FFPE_H&E_Image	2316692	74f329217a163616f186593103c18348	Sample	Open	['*']	['/open']	s3://idc-open-data/b22213ad-3c26-415f-8cf6-7bd4fa053bb2/6fda75da-232e-459f-a527-66c614afcdfe.dcm	dg.4DFC/595208bc-6c29-11ee-b3c4-8bb9d8463df1	Slide Microscopy	CC by 4.0	Not reported	Formalin fixed paraffin embedded (FFPE)	H&E	Not applicable					3ce818ff-ec5f-5204-ad49-94d135bea37d	60fc30a2-de03-572f-a42c-4d31095dd47d
pathology_file	1967df5b-5f4d-45f2-8684-f586b920b59a	1967df5b-5f4d-45f2-8684-f586b920b59a.dcm	Pathology Imaging	dicom	FFPE_H&E_Image	3581295766	91a9fb0d74bfb118ee53f08c990f617e	Sample	Open	['*']	['/open']	s3://idc-open-data/6b37fb60-742f-4701-891f-61235e4909bb/1967df5b-5f4d-45f2-8684-f586b920b59a.dcm	dg.4DFC/59d906e6-6c29-11ee-b106-7b0f9e559535	Slide Microscopy	CC by 4.0	Not reported	Formalin fixed paraffin embedded (FFPE)	H&E	Not applicable					3d0c5f91-7404-5bcb-8d25-21e1c075887d	89afc66f-83c8-5ff0-a80c-b13b730a6163
pathology_file	067b04af-6802-473c-85d9-9ab07121637e	067b04af-6802-473c-85d9-9ab07121637e.dcm	Pathology Imaging	dicom	FFPE_H&E_Image	12620924020	e1b9a316c181eb41b4c197d96ce3e8e9	Sample	Open	['*']	['/open']	s3://idc-open-data/61e78b2e-ca90-43f8-9ef5-1aeb7f599916/067b04af-6802-473c-85d9-9ab07121637e.dcm	dg.4DFC/59dc9d88-6c29-11ee-bae3-6f1c68109f1f	Slide Microscopy	CC by 4.0	Not reported	Formalin fixed paraffin embedded (FFPE)	H&E	Not applicable					3d2f8dc5-6514-5c69-9976-524c4247f7b4	f338c129-0e32-51a7-9cd9-5c890d82f97f
pathology_file	e776859c-294f-42ee-b590-bab739129ea8	e776859c-294f-42ee-b590-bab739129ea8.dcm	Pathology Imaging	dicom	FFPE_H&E_Image	10320882	310912d919c3f4308b42903554550445	Sample	Open	['*']	['/open']	s3://idc-open-data/22028684-4ac9-4fe2-82c9-470e9250fae8/e776859c-294f-42ee-b590-bab739129ea8.dcm	dg.4DFC/586fa8fa-6c29-11ee-9b5f-8bdaf1e4b19b	Slide Microscopy	CC by 4.0	Not reported	Formalin fixed paraffin embedded (FFPE)	H&E	Not applicable					3d34d0d7-d5c7-50ff-8502-ef121a9d467e	ed8c8fda-ab78-5fc4-b288-ceaf138a9f7f
pathology_file	63ce903c-c484-4b7f-a377-5235a5e00039	63ce903c-c484-4b7f-a377-5235a5e00039.dcm	Pathology Imaging	dicom	FFPE_H&E_Image	3213440	cbde9867c3ccc1cf46bbd78bab803fc3	Sample	Open	['*']	['/open']	s3://idc-open-data/ba4d5265-ebf6-44bd-a037-392421e60142/63ce903c-c484-4b7f-a377-5235a5e00039.dcm	dg.4DFC/58ef2e7c-6c29-11ee-a856-fb9678624e15	Slide Microscopy	CC by 4.0	Not reported	Formalin fixed paraffin embedded (FFPE)	H&E	Not applicable					3d5a23ee-2a8c-5ea0-975d-43499ab3ed07	92e276b5-db51-5a90-8a45-a6fc623b317c
pathology_file	bf328c73-0dd8-441f-a4cc-fe7a92e65195	bf328c73-0dd8-441f-a4cc-fe7a92e65195.dcm	Pathology Imaging	dicom	FFPE_H&E_Image	2065034	2256b7e2046fec492fd04b6408b9bd1b	Sample	Open	['*']	['/open']	s3://idc-open-data/2ae0789c-0bb8-4791-b0fa-6c3a271a2ce7/bf328c73-0dd8-441f-a4cc-fe7a92e65195.dcm	dg.4DFC/593f40f6-6c29-11ee-812a-ffe799e83381	Slide Microscopy	CC by 4.0	Not reported	Formalin fixed paraffin embedded (FFPE)	H&E	Not applicable					3d60f7bf-d0fc-5d65-b3e1-c5177ece45c2	e05250fe-a6fa-529a-bd37-a8a4919a57bc
