study_link_id	de_identification_method_type	license	image_modality	imaging_equipment_manufacturer	imaging_equipment_model	imaging_sofware	imaging_protocol	organ_or_tissue	tumor_tissue_type	tissue_fixative	embedding_medium	staining_method	objective	nominal_magnification	immersion	lens_numerical_aperture	working_distance	imaging_assay_type	pyramid	physical_size_x	physical_size_y	physical_size_z	size_c	size_t	size_x	size_y	size_z	channel_metadata_file_url_in_cds	type	file.file_id
img_395	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	Leica DM6000 B	Leica DM6000 B	Ariol Software v4.0	https://www.protocols.io/view/hematoxylin-and-eosin-stain-of-ffpe-tumor-tissue-bspnndme	Breast NOS	Additional Primary	Formalin	Unknown	Hematoxylin and Eosin Staining Method		40		0.75													image	dg.4DFC/62517b5e-7e68-11ee-aeaa-bb6ab65445d9
img_396	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	Leica DM6000 B	Leica DM6000 B	Ariol Software v4.0	https://www.protocols.io/view/hematoxylin-and-eosin-stain-of-ffpe-tumor-tissue-bspnndme	Breast NOS	Primary	Formalin	Unknown	Hematoxylin and Eosin Staining Method		40		0.75													image	dg.4DFC/62519fc6-7e68-11ee-a7a6-aba824c2abf8
img_397	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	Leica DM6000 B	Leica DM6000 B	Ariol Software v4.0	https://www.protocols.io/view/hematoxylin-and-eosin-stain-of-ffpe-tumor-tissue-bspnndme	Breast NOS	Primary	Formalin	Unknown	Hematoxylin and Eosin Staining Method		40		0.75													image	dg.4DFC/6251c3fc-7e68-11ee-932f-dfdc3c1a54b2
img_398	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	Leica DM6000 B	Leica DM6000 B	Ariol Software v4.0	https://www.protocols.io/view/hematoxylin-and-eosin-stain-of-ffpe-tumor-tissue-bspnndme	Breast NOS	Recurrent	Formalin	Unknown	Hematoxylin and Eosin Staining Method		40		0.75													image	dg.4DFC/6251e774-7e68-11ee-9f6c-97b8888e4f94
img_399	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	Leica DM6000 B	Leica DM6000 B	Ariol Software v4.0	https://www.protocols.io/view/hematoxylin-and-eosin-stain-of-ffpe-tumor-tissue-bspnndme	Breast NOS	Primary	Formalin	Unknown	Hematoxylin and Eosin Staining Method		40		0.75													image	dg.4DFC/62520b6e-7e68-11ee-a401-eb0e5a303c4c
img_400	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	MIBI-TOF Beta Apollo	MIBI-TOF Beta Apollo	Matlab r2016b	https://doi.org/10.1016/j.cell.2021.12.023	Breast NOS	Primary	Formalin	Unknown			20				MIBI	False	0.488	0.488	0.488	55.0	1.0	1024.0	1024.0	1.0	s3://cds-290-htan-x6gj-xr09/v22.6.2.img/htan-dcc-duke/mibi_imaging_level_2/mibi_channel_details.csv	image	dg.4DFC/6252330a-7e68-11ee-83d6-e321eb29cc8a
img_401	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	MIBI-TOF Beta Apollo	MIBI-TOF Beta Apollo	Matlab r2016b	https://doi.org/10.1016/j.cell.2021.12.023	Breast NOS	Recurrent	Formalin	Unknown			20				MIBI	False	0.488	0.488	0.488	55.0	1.0	1024.0	1024.0	1.0	s3://cds-290-htan-x6gj-xr09/v22.6.2.img/htan-dcc-duke/mibi_imaging_level_2/mibi_channel_details.csv	image	dg.4DFC/62525682-7e68-11ee-98d7-333d1aabafc3
img_402	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	Leica DM6000 B	Leica DM6000 B	Ariol Software v4.0	https://www.protocols.io/view/hematoxylin-and-eosin-stain-of-ffpe-tumor-tissue-bspnndme	Breast NOS	Recurrent	Formalin	Unknown	Hematoxylin and Eosin Staining Method		40		0.75													image	dg.4DFC/625279fa-7e68-11ee-bc27-6f536697c797
img_403	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	Leica DM6000 B	Leica DM6000 B	Ariol Software v4.0	https://www.protocols.io/view/hematoxylin-and-eosin-stain-of-ffpe-tumor-tissue-bspnndme	Breast NOS	Primary	Formalin	Unknown	Hematoxylin and Eosin Staining Method		40		0.75													image	dg.4DFC/6252a006-7e68-11ee-be99-6bbcbb40048b
img_404	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	MIBI-TOF Beta Apollo	MIBI-TOF Beta Apollo	Matlab r2016b	https://doi.org/10.1016/j.cell.2021.12.023	Breast NOS	Recurrent	Formalin	Unknown			20				MIBI	False	0.488	0.488	0.488	55.0	1.0	1024.0	1024.0	1.0	s3://cds-290-htan-x6gj-xr09/v22.6.2.img/htan-dcc-duke/mibi_imaging_level_2/mibi_channel_details.csv	image	dg.4DFC/6252c32e-7e68-11ee-bce9-e3ee506d30f8
img_405	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	Leica DM6000 B	Leica DM6000 B	Ariol Software v4.0	https://www.protocols.io/view/hematoxylin-and-eosin-stain-of-ffpe-tumor-tissue-bspnndme	Breast NOS	Primary	Formalin	Unknown	Hematoxylin and Eosin Staining Method		40		0.75													image	dg.4DFC/6252e750-7e68-11ee-b8af-fb82949f459f
img_406	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	MIBI-TOF Beta Apollo	MIBI-TOF Beta Apollo	Matlab r2016b	https://doi.org/10.1016/j.cell.2021.12.023	Breast NOS	Primary	Formalin	Unknown			20				MIBI	False	0.488	0.488	0.488	55.0	1.0	1024.0	1024.0	1.0	s3://cds-290-htan-x6gj-xr09/v22.6.2.img/htan-dcc-duke/mibi_imaging_level_2/mibi_channel_details.csv	image	dg.4DFC/62530ac8-7e68-11ee-8037-a39a30342dcc
img_407	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	MIBI-TOF Beta Apollo	MIBI-TOF Beta Apollo	Matlab r2016b	https://doi.org/10.1016/j.cell.2021.12.023	Breast NOS	Additional Primary	Formalin	Unknown			20				MIBI	False	0.488	0.488	0.488	55.0	1.0	1024.0	1024.0	1.0	s3://cds-290-htan-x6gj-xr09/v22.6.2.img/htan-dcc-duke/mibi_imaging_level_2/mibi_channel_details.csv	image	dg.4DFC/62532ecc-7e68-11ee-ab34-030edc5e73f6
img_408	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	Leica DM6000 B	Leica DM6000 B	Ariol Software v4.0	https://www.protocols.io/view/hematoxylin-and-eosin-stain-of-ffpe-tumor-tissue-bspnndme	Breast NOS	Additional Primary	Formalin	Unknown	Hematoxylin and Eosin Staining Method		40		0.75													image	dg.4DFC/62535618-7e68-11ee-b9f0-d3b3f8707f14
img_409	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	Leica DM6000 B	Leica DM6000 B	Ariol Software v4.0	https://www.protocols.io/view/hematoxylin-and-eosin-stain-of-ffpe-tumor-tissue-bspnndme	Breast NOS	Primary	Formalin	Unknown	Hematoxylin and Eosin Staining Method		40		0.75													image	dg.4DFC/62537a1c-7e68-11ee-8593-afb7828a418b
img_410	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	Leica DM6000 B	Leica DM6000 B	Ariol Software v4.0	https://www.protocols.io/view/hematoxylin-and-eosin-stain-of-ffpe-tumor-tissue-bspnndme	Breast NOS	Primary	Formalin	Unknown	Hematoxylin and Eosin Staining Method		40		0.75													image	dg.4DFC/62539d44-7e68-11ee-a5c7-fba637c20f3a
img_411	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	Leica DM6000 B	Leica DM6000 B	Ariol Software v4.0	https://www.protocols.io/view/hematoxylin-and-eosin-stain-of-ffpe-tumor-tissue-bspnndme	Breast NOS	Primary	Formalin	Unknown	Hematoxylin and Eosin Staining Method		40		0.75													image	dg.4DFC/6253c062-7e68-11ee-88c9-ef3eceb0d711
img_412	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	Leica DM6000 B	Leica DM6000 B	Ariol Software v4.0	https://www.protocols.io/view/hematoxylin-and-eosin-stain-of-ffpe-tumor-tissue-bspnndme	Breast NOS	Primary	Formalin	Unknown	Hematoxylin and Eosin Staining Method		40		0.75													image	dg.4DFC/6253e9d4-7e68-11ee-aff5-bf5b56e65009
img_413	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	MIBI-TOF Beta Apollo	MIBI-TOF Beta Apollo	Matlab r2016b	https://doi.org/10.1016/j.cell.2021.12.023	Breast NOS	Primary	Formalin	Unknown			20				MIBI	False	0.488	0.488	0.488	55.0	1.0	1024.0	1024.0	1.0	s3://cds-290-htan-x6gj-xr09/v22.6.2.img/htan-dcc-duke/mibi_imaging_level_2/mibi_channel_details.csv	image	dg.4DFC/62540dce-7e68-11ee-9e31-7b6b99d7342d
img_414	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	Leica DM6000 B	Leica DM6000 B	Ariol Software v4.0	https://www.protocols.io/view/hematoxylin-and-eosin-stain-of-ffpe-tumor-tissue-bspnndme	Breast NOS	Primary	Formalin	Unknown	Hematoxylin and Eosin Staining Method		40		0.75													image	dg.4DFC/625430e2-7e68-11ee-8466-4716512204dd
img_415	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	MIBI-TOF Beta Apollo	MIBI-TOF Beta Apollo	Matlab r2016b	https://doi.org/10.1016/j.cell.2021.12.023	Breast NOS	Primary	Formalin	Unknown			20				MIBI	False	0.488	0.488	0.488	55.0	1.0	1024.0	1024.0	1.0	s3://cds-290-htan-x6gj-xr09/v22.6.2.img/htan-dcc-duke/mibi_imaging_level_2/mibi_channel_details.csv	image	dg.4DFC/625454be-7e68-11ee-b3f6-a703d0d60e57
img_416	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	Leica DM6000 B	Leica DM6000 B	Ariol Software v4.0	https://www.protocols.io/view/hematoxylin-and-eosin-stain-of-ffpe-tumor-tissue-bspnndme	Breast NOS	Primary	Formalin	Unknown	Hematoxylin and Eosin Staining Method		40		0.75													image	dg.4DFC/62547b2e-7e68-11ee-af9c-8b2b1c58530b
img_417	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	Leica DM6000 B	Leica DM6000 B	Ariol Software v4.0	https://www.protocols.io/view/hematoxylin-and-eosin-stain-of-ffpe-tumor-tissue-bspnndme	Breast NOS	Primary	Formalin	Unknown	Hematoxylin and Eosin Staining Method		40		0.75													image	dg.4DFC/62549fd2-7e68-11ee-bf95-cf3fcb045ac3
img_418	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	MIBI-TOF Beta Apollo	MIBI-TOF Beta Apollo	Matlab r2016b	https://doi.org/10.1016/j.cell.2021.12.023	Breast NOS	Primary	Formalin	Unknown			20				MIBI	False	0.488	0.488	0.488	55.0	1.0	1024.0	1024.0	1.0	s3://cds-290-htan-x6gj-xr09/v22.6.2.img/htan-dcc-duke/mibi_imaging_level_2/mibi_channel_details.csv	image	dg.4DFC/6254c390-7e68-11ee-b6ea-734fb9e22eda
img_419	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	Leica DM6000 B	Leica DM6000 B	Ariol Software v4.0	https://www.protocols.io/view/hematoxylin-and-eosin-stain-of-ffpe-tumor-tissue-bspnndme	Breast NOS	Primary	Formalin	Unknown	Hematoxylin and Eosin Staining Method		40		0.75													image	dg.4DFC/6254eaf0-7e68-11ee-8230-572e5ed73d70
img_420	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	MIBI-TOF Beta Apollo	MIBI-TOF Beta Apollo	Matlab r2016b	https://doi.org/10.1016/j.cell.2021.12.023	Breast NOS	Primary	Formalin	Unknown			20				MIBI	False	0.488	0.488	0.488	55.0	1.0	1024.0	1024.0	1.0	s3://cds-290-htan-x6gj-xr09/v22.6.2.img/htan-dcc-duke/mibi_imaging_level_2/mibi_channel_details.csv	image	dg.4DFC/62550fc6-7e68-11ee-aa2c-5f58f3fe243d
img_421	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	Leica DM6000 B	Leica DM6000 B	Ariol Software v4.0	https://www.protocols.io/view/hematoxylin-and-eosin-stain-of-ffpe-tumor-tissue-bspnndme	Breast NOS	Primary	Formalin	Unknown	Hematoxylin and Eosin Staining Method		40		0.75													image	dg.4DFC/625533ca-7e68-11ee-9549-87eb51ad0bea
img_422	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	Leica DM6000 B	Leica DM6000 B	Ariol Software v4.0	https://www.protocols.io/view/hematoxylin-and-eosin-stain-of-ffpe-tumor-tissue-bspnndme	Breast NOS	Primary	Formalin	Unknown	Hematoxylin and Eosin Staining Method		40		0.75													image	dg.4DFC/625557d8-7e68-11ee-abf9-4f6eea1b1713
img_423	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	MIBI-TOF Beta Apollo	MIBI-TOF Beta Apollo	Matlab r2016b	https://doi.org/10.1016/j.cell.2021.12.023	Breast NOS	Primary	Formalin	Unknown			20				MIBI	False	0.488	0.488	0.488	55.0	1.0	1024.0	1024.0	1.0	s3://cds-290-htan-x6gj-xr09/v22.6.2.img/htan-dcc-duke/mibi_imaging_level_2/mibi_channel_details.csv	image	dg.4DFC/62557b28-7e68-11ee-ad0e-f3d60853a9cc
img_424	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	Leica DM6000 B	Leica DM6000 B	Ariol Software v4.0	https://www.protocols.io/view/hematoxylin-and-eosin-stain-of-ffpe-tumor-tissue-bspnndme	Breast NOS	Primary	Formalin	Unknown	Hematoxylin and Eosin Staining Method		40		0.75													image	dg.4DFC/62559f4a-7e68-11ee-beb1-7f44280b6228
img_425	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	Leica DM6000 B	Leica DM6000 B	Ariol Software v4.0	https://www.protocols.io/view/hematoxylin-and-eosin-stain-of-ffpe-tumor-tissue-bspnndme	Breast NOS	Additional Primary	Formalin	Unknown	Hematoxylin and Eosin Staining Method		40		0.75													image	dg.4DFC/6255c484-7e68-11ee-83c4-2b5bbafce3d2
img_426	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	Leica DM6000 B	Leica DM6000 B	Ariol Software v4.0	https://www.protocols.io/view/hematoxylin-and-eosin-stain-of-ffpe-tumor-tissue-bspnndme	Breast NOS	Primary	Formalin	Unknown	Hematoxylin and Eosin Staining Method		40		0.75													image	dg.4DFC/6255e81a-7e68-11ee-add3-abf978ea4e32
img_427	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	MIBI-TOF Beta Apollo	MIBI-TOF Beta Apollo	Matlab r2016b	https://doi.org/10.1016/j.cell.2021.12.023	Breast NOS	Additional Primary	Formalin	Unknown			20				MIBI	False	0.488	0.488	0.488	55.0	1.0	1024.0	1024.0	1.0	s3://cds-290-htan-x6gj-xr09/v22.6.2.img/htan-dcc-duke/mibi_imaging_level_2/mibi_channel_details.csv	image	dg.4DFC/62560b7e-7e68-11ee-a562-57a85c07b164
img_428	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	Leica DM6000 B	Leica DM6000 B	Ariol Software v4.0	https://www.protocols.io/view/hematoxylin-and-eosin-stain-of-ffpe-tumor-tissue-bspnndme	Breast NOS	Primary	Formalin	Unknown	Hematoxylin and Eosin Staining Method		40		0.75													image	dg.4DFC/62562f5a-7e68-11ee-b33d-6b6b259c2c33
img_429	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	Leica DM6000 B	Leica DM6000 B	Ariol Software v4.0	https://www.protocols.io/view/hematoxylin-and-eosin-stain-of-ffpe-tumor-tissue-bspnndme	Breast NOS	Additional Primary	Formalin	Unknown	Hematoxylin and Eosin Staining Method		40		0.75													image	dg.4DFC/625653fe-7e68-11ee-80ae-db30478cf567
img_430	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	MIBI-TOF Beta Apollo	MIBI-TOF Beta Apollo	Matlab r2016b	https://doi.org/10.1016/j.cell.2021.12.023	Breast NOS	Primary	Formalin	Unknown			20				MIBI	False	0.488	0.488	0.488	55.0	1.0	1024.0	1024.0	1.0	s3://cds-290-htan-x6gj-xr09/v22.6.2.img/htan-dcc-duke/mibi_imaging_level_2/mibi_channel_details.csv	image	dg.4DFC/62567816-7e68-11ee-9c5e-43ae71935e1f
img_431	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	Leica DM6000 B	Leica DM6000 B	Ariol Software v4.0	https://www.protocols.io/view/hematoxylin-and-eosin-stain-of-ffpe-tumor-tissue-bspnndme	Breast NOS	Primary	Formalin	Unknown	Hematoxylin and Eosin Staining Method		40		0.75													image	dg.4DFC/62569bac-7e68-11ee-8022-8b4727522a72
img_432	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	MIBI-TOF Beta Apollo	MIBI-TOF Beta Apollo	Matlab r2016b	https://doi.org/10.1016/j.cell.2021.12.023	Breast NOS	Primary	Formalin	Unknown			20				MIBI	False	0.488	0.488	0.488	55.0	1.0	1024.0	1024.0	1.0	s3://cds-290-htan-x6gj-xr09/v22.6.2.img/htan-dcc-duke/mibi_imaging_level_2/mibi_channel_details.csv	image	dg.4DFC/6256beca-7e68-11ee-9934-376e092e04a2
img_433	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	MIBI-TOF Beta Apollo	MIBI-TOF Beta Apollo	Matlab r2016b	https://doi.org/10.1016/j.cell.2021.12.023	Breast NOS	Additional Primary	Formalin	Unknown			20				MIBI	False	0.488	0.488	0.488	55.0	1.0	1024.0	1024.0	1.0	s3://cds-290-htan-x6gj-xr09/v22.6.2.img/htan-dcc-duke/mibi_imaging_level_2/mibi_channel_details.csv	image	dg.4DFC/6256e3f0-7e68-11ee-82b5-831af46e933d
img_434	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	Leica DM6000 B	Leica DM6000 B	Ariol Software v4.0	https://www.protocols.io/view/hematoxylin-and-eosin-stain-of-ffpe-tumor-tissue-bspnndme	Breast NOS	Primary	Formalin	Unknown	Hematoxylin and Eosin Staining Method		40		0.75													image	dg.4DFC/625707a4-7e68-11ee-84f6-afd3f2964b31
img_435	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	Leica DM6000 B	Leica DM6000 B	Ariol Software v4.0	https://www.protocols.io/view/hematoxylin-and-eosin-stain-of-ffpe-tumor-tissue-bspnndme	Breast NOS	Additional Primary	Formalin	Unknown	Hematoxylin and Eosin Staining Method		40		0.75													image	dg.4DFC/62572b62-7e68-11ee-aa90-7b5f25ee2e5e
img_436	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	Leica DM6000 B	Leica DM6000 B	Ariol Software v4.0	https://www.protocols.io/view/hematoxylin-and-eosin-stain-of-ffpe-tumor-tissue-bspnndme	Breast NOS	Primary	Formalin	Unknown	Hematoxylin and Eosin Staining Method		40		0.75													image	dg.4DFC/62574f16-7e68-11ee-8915-6b73304510a8
img_437	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	Leica DM6000 B	Leica DM6000 B	Ariol Software v4.0	https://www.protocols.io/view/hematoxylin-and-eosin-stain-of-ffpe-tumor-tissue-bspnndme	Breast NOS	Primary	Formalin	Unknown	Hematoxylin and Eosin Staining Method		40		0.75													image	dg.4DFC/62577220-7e68-11ee-8526-272467894a6a
img_438	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	Leica DM6000 B	Leica DM6000 B	Ariol Software v4.0	https://www.protocols.io/view/hematoxylin-and-eosin-stain-of-ffpe-tumor-tissue-bspnndme	Breast NOS	Recurrent	Formalin	Unknown	Hematoxylin and Eosin Staining Method		40		0.75													image	dg.4DFC/62579d54-7e68-11ee-84c9-efe70ef7c5cb
img_439	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	Leica DM6000 B	Leica DM6000 B	Ariol Software v4.0	https://www.protocols.io/view/hematoxylin-and-eosin-stain-of-ffpe-tumor-tissue-bspnndme	Breast NOS	Primary	Formalin	Unknown	Hematoxylin and Eosin Staining Method		40		0.75													image	dg.4DFC/6257c662-7e68-11ee-9a57-a7b0370cb7eb
img_440	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	MIBI-TOF Beta Apollo	MIBI-TOF Beta Apollo	Matlab r2016b	https://doi.org/10.1016/j.cell.2021.12.023	Breast NOS	Primary	Formalin	Unknown			20				MIBI	False	0.488	0.488	0.488	55.0	1.0	1024.0	1024.0	1.0	s3://cds-290-htan-x6gj-xr09/v22.6.2.img/htan-dcc-duke/mibi_imaging_level_2/mibi_channel_details.csv	image	dg.4DFC/6257e9e4-7e68-11ee-9854-f7b430cad561
img_441	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	Leica DM6000 B	Leica DM6000 B	Ariol Software v4.0	https://www.protocols.io/view/hematoxylin-and-eosin-stain-of-ffpe-tumor-tissue-bspnndme	Breast NOS	Primary	Formalin	Unknown	Hematoxylin and Eosin Staining Method		40		0.75													image	dg.4DFC/62580d3e-7e68-11ee-b42e-53132d6c327e
img_442	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	Leica DM6000 B	Leica DM6000 B	Ariol Software v4.0	https://www.protocols.io/view/hematoxylin-and-eosin-stain-of-ffpe-tumor-tissue-bspnndme	Breast NOS	Recurrent	Formalin	Unknown	Hematoxylin and Eosin Staining Method		40		0.75													image	dg.4DFC/6258334a-7e68-11ee-9e93-e720e9616ef3
img_443	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	MIBI-TOF Beta Apollo	MIBI-TOF Beta Apollo	Matlab r2016b	https://doi.org/10.1016/j.cell.2021.12.023	Breast NOS	Recurrent	Formalin	Unknown			20				MIBI	False	0.488	0.488	0.488	55.0	1.0	1024.0	1024.0	1.0	s3://cds-290-htan-x6gj-xr09/v22.6.2.img/htan-dcc-duke/mibi_imaging_level_2/mibi_channel_details.csv	image	dg.4DFC/625857f8-7e68-11ee-9ab4-c701068ea228
img_444	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	Leica DM6000 B	Leica DM6000 B	Ariol Software v4.0	https://www.protocols.io/view/hematoxylin-and-eosin-stain-of-ffpe-tumor-tissue-bspnndme	Breast NOS	Primary	Formalin	Unknown	Hematoxylin and Eosin Staining Method		40		0.75													image	dg.4DFC/62587c10-7e68-11ee-8a3e-1b4fe8df5ed2
img_445	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	MIBI-TOF Beta Apollo	MIBI-TOF Beta Apollo	Matlab r2016b	https://doi.org/10.1016/j.cell.2021.12.023	Breast NOS	Primary	Formalin	Unknown			20				MIBI	False	0.488	0.488	0.488	55.0	1.0	1024.0	1024.0	1.0	s3://cds-290-htan-x6gj-xr09/v22.6.2.img/htan-dcc-duke/mibi_imaging_level_2/mibi_channel_details.csv	image	dg.4DFC/62589fc4-7e68-11ee-aa8d-bb81bc4a78ab
img_446	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	Leica DM6000 B	Leica DM6000 B	Ariol Software v4.0	https://www.protocols.io/view/hematoxylin-and-eosin-stain-of-ffpe-tumor-tissue-bspnndme	Breast NOS	Primary	Formalin	Unknown	Hematoxylin and Eosin Staining Method		40		0.75													image	dg.4DFC/6258c468-7e68-11ee-87cf-fff7eca0b8cd
img_447	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	Leica DM6000 B	Leica DM6000 B	Ariol Software v4.0	https://www.protocols.io/view/hematoxylin-and-eosin-stain-of-ffpe-tumor-tissue-bspnndme	Breast NOS	Additional Primary	Formalin	Unknown	Hematoxylin and Eosin Staining Method		40		0.75													image	dg.4DFC/6258e8d0-7e68-11ee-953f-13f976f935cb
img_448	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	Leica DM6000 B	Leica DM6000 B	Ariol Software v4.0	https://www.protocols.io/view/hematoxylin-and-eosin-stain-of-ffpe-tumor-tissue-bspnndme	Breast NOS	Primary	Formalin	Unknown	Hematoxylin and Eosin Staining Method		40		0.75													image	dg.4DFC/62590c20-7e68-11ee-97df-1b50a1441e84
img_449	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	MIBI-TOF Beta Apollo	MIBI-TOF Beta Apollo	Matlab r2016b	https://doi.org/10.1016/j.cell.2021.12.023	Breast NOS	Primary	Formalin	Unknown			20				MIBI	False	0.488	0.488	0.488	55.0	1.0	1024.0	1024.0	1.0	s3://cds-290-htan-x6gj-xr09/v22.6.2.img/htan-dcc-duke/mibi_imaging_level_2/mibi_channel_details.csv	image	dg.4DFC/62592f7a-7e68-11ee-8bf8-7f4f799c6879
img_450	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	Leica DM6000 B	Leica DM6000 B	Ariol Software v4.0	https://www.protocols.io/view/hematoxylin-and-eosin-stain-of-ffpe-tumor-tissue-bspnndme	Breast NOS	Primary	Formalin	Unknown	Hematoxylin and Eosin Staining Method		40		0.75													image	dg.4DFC/62595554-7e68-11ee-a8af-c376a35e037f
img_451	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	Leica DM6000 B	Leica DM6000 B	Ariol Software v4.0	https://www.protocols.io/view/hematoxylin-and-eosin-stain-of-ffpe-tumor-tissue-bspnndme	Breast NOS	Primary	Formalin	Unknown	Hematoxylin and Eosin Staining Method		40		0.75													image	dg.4DFC/625978a4-7e68-11ee-abbb-037790695d48
img_452	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	Leica DM6000 B	Leica DM6000 B	Ariol Software v4.0	https://www.protocols.io/view/hematoxylin-and-eosin-stain-of-ffpe-tumor-tissue-bspnndme	Breast NOS	Primary	Formalin	Unknown	Hematoxylin and Eosin Staining Method		40		0.75													image	dg.4DFC/62599c58-7e68-11ee-93c8-33e6a71ce8ad
img_453	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	MIBI-TOF Beta Apollo	MIBI-TOF Beta Apollo	Matlab r2016b	https://doi.org/10.1016/j.cell.2021.12.023	Breast NOS	Primary	Formalin	Unknown			20				MIBI	False	0.488	0.488	0.488	55.0	1.0	1024.0	1024.0	1.0	s3://cds-290-htan-x6gj-xr09/v22.6.2.img/htan-dcc-duke/mibi_imaging_level_2/mibi_channel_details.csv	image	dg.4DFC/6259bfc6-7e68-11ee-ba67-47f456f45285
img_454	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	Leica DM6000 B	Leica DM6000 B	Ariol Software v4.0	https://www.protocols.io/view/hematoxylin-and-eosin-stain-of-ffpe-tumor-tissue-bspnndme	Breast NOS	Primary	Formalin	Unknown	Hematoxylin and Eosin Staining Method		40		0.75													image	dg.4DFC/6259e398-7e68-11ee-9c86-07e2380c7917
img_455	Manual	CC BY 4.0    https://creativecommons.org/licenses/by/4.0/	SM	Leica DM6000 B	Leica DM6000 B	Ariol Software v4.0	https://www.protocols.io/view/hematoxylin-and-eosin-stain-of-ffpe-tumor-tissue-bspnndme	Breast NOS	Primary	Formalin	Unknown	Hematoxylin and Eosin Staining Method		40		0.75													image	dg.4DFC/625a076a-7e68-11ee-bf22-9fcbbae7323c
