"type"	"id"	"reference_file_id"	"file_name"	"file_type"	"file_description"	"file_category"	"file_size"	"md5sum"	"reference_file_url"	"dcf_indexd_guid"	"study.id"
"reference_file"	"512965cd-1e90-5b4f-a2a1-dbed41716a26"	"35787f74-b2d0-4ab1-b239-335b98ce9685"	"PBBRXN.json"	"json"	"JSON file containing input source data"	"input source data"	"22343"	"39bb4ee2d97c514cc20be3a89bb32900"	"s3://cds-305-phs002790-production-ccdi-ctsmc/2025_05_05_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2024H2/PBBRXN.json"	"dg.4DFC/9d99e052-c714-447d-9fcf-211d0daad0d4"	"aeabcb94-66df-5dc9-8c96-d49cd2a43a44"
"reference_file"	"63d2dd5b-aaf8-595e-a917-304bdb6edd20"	"ae5cadd6-3f93-44f9-ba2e-d9ea792b4230"	"PBBRXR.json"	"json"	"JSON file containing input source data"	"input source data"	"27326"	"0dce3d31713a7358c5c1eb1ef49c9505"	"s3://cds-305-phs002790-production-ccdi-ctsmc/2025_05_05_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2024H2/PBBRXR.json"	"dg.4DFC/4674674c-6dfa-4d54-ad38-7551d1698dd6"	"aeabcb94-66df-5dc9-8c96-d49cd2a43a44"
"reference_file"	"939d3a33-7805-5111-82dc-ac75d861b893"	"eb8e938b-c0c5-4b2a-87a7-58babcf099f8"	"PBBRYA.json"	"json"	"JSON file containing input source data"	"input source data"	"31700"	"04195cb42f833626cf9d8602c15c7e8f"	"s3://cds-305-phs002790-production-ccdi-ctsmc/2025_05_05_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2024H2/PBBRYA.json"	"dg.4DFC/cfbe5e5b-3ed3-4f43-8e49-dabe389687a6"	"aeabcb94-66df-5dc9-8c96-d49cd2a43a44"
"reference_file"	"93174b72-d47b-52b9-b833-7cbd687abb43"	"bd8bfeaf-161a-4b14-a6ac-65539883c669"	"PBBRYJ.json"	"json"	"JSON file containing input source data"	"input source data"	"16713"	"131fe2901652a5b7e41e837421d312a5"	"s3://cds-305-phs002790-production-ccdi-ctsmc/2025_05_05_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2024H2/PBBRYJ.json"	"dg.4DFC/049c7fc8-6ce9-4e71-8cf5-d0009a4524f0"	"aeabcb94-66df-5dc9-8c96-d49cd2a43a44"
"reference_file"	"26c1dda9-2983-5758-aa69-305d12b640b9"	"532fe2e7-e17a-4cb9-924c-52b6ce7d9273"	"PBBRYM.json"	"json"	"JSON file containing input source data"	"input source data"	"28207"	"75473d66af1f7a088d96e1c9ef3e5a75"	"s3://cds-305-phs002790-production-ccdi-ctsmc/2025_05_05_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2024H2/PBBRYM.json"	"dg.4DFC/dba45a60-1f7e-453b-80bf-ee0da9b477d9"	"aeabcb94-66df-5dc9-8c96-d49cd2a43a44"
"reference_file"	"ac53a21a-b32c-5b45-8972-f0b82eda8b60"	"0c13b241-0301-448d-841c-e18a3b714ee4"	"PBBRYS.json"	"json"	"JSON file containing input source data"	"input source data"	"27925"	"2142a3bdb8b8b01471188be59bc605bf"	"s3://cds-305-phs002790-production-ccdi-ctsmc/2025_05_05_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2024H2/PBBRYS.json"	"dg.4DFC/5d8a50d3-0a8e-45e3-8703-c796add793a9"	"aeabcb94-66df-5dc9-8c96-d49cd2a43a44"
"reference_file"	"0623d0fd-e86f-5b48-94f7-763ad8f8a035"	"6b934b70-cd0d-4d63-a606-7718a8f1d7ba"	"PBBRYT.json"	"json"	"JSON file containing input source data"	"input source data"	"28432"	"d753f9cc433ac20e898e3b5d991e87cb"	"s3://cds-305-phs002790-production-ccdi-ctsmc/2025_05_05_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2024H2/PBBRYT.json"	"dg.4DFC/35276b52-2644-4d9f-8d10-84e9c937b143"	"aeabcb94-66df-5dc9-8c96-d49cd2a43a44"
"reference_file"	"7127485d-d8dc-5820-ab1f-940eb15c0300"	"fba2e940-e1e8-43e0-9d25-d6fa7bae9bfc"	"PBBRZB.json"	"json"	"JSON file containing input source data"	"input source data"	"50922"	"c43cb068cb90d37908125b2e886d91ee"	"s3://cds-305-phs002790-production-ccdi-ctsmc/2025_05_05_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2024H2/PBBRZB.json"	"dg.4DFC/657207ca-9ef6-48a1-ba2d-859a9761e244"	"aeabcb94-66df-5dc9-8c96-d49cd2a43a44"
"reference_file"	"57867b5d-771b-5dee-bdf6-0dfe4f9d685d"	"0c65a4d7-e27b-4fcc-80b1-39fb5b485e8c"	"PBBRZD.json"	"json"	"JSON file containing input source data"	"input source data"	"27288"	"e2ab37954f20dbf0c6f364d703aea09e"	"s3://cds-305-phs002790-production-ccdi-ctsmc/2025_05_05_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2024H2/PBBRZD.json"	"dg.4DFC/7853d3f3-a276-4265-b332-0af3f7bc3a11"	"aeabcb94-66df-5dc9-8c96-d49cd2a43a44"
"reference_file"	"7164caa2-59a8-5eff-83a8-d09435c161dd"	"f1fd0a93-bcdd-4b4e-a294-9b7697b04af1"	"PBBRZH.json"	"json"	"JSON file containing input source data"	"input source data"	"7607"	"54374fcb32d0d0df001046001de8a0ab"	"s3://cds-305-phs002790-production-ccdi-ctsmc/2025_05_05_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2024H2/PBBRZH.json"	"dg.4DFC/f017a547-c578-4763-9962-c2c0c7dcca45"	"aeabcb94-66df-5dc9-8c96-d49cd2a43a44"
"reference_file"	"eb476a38-6c02-51f4-8f32-97a846d2eba8"	"fbd5f218-3823-4a52-88f9-283e5e4b8bba"	"PBBRZR.json"	"json"	"JSON file containing input source data"	"input source data"	"24388"	"2f741e383d3ea75d459eda59f5e97f41"	"s3://cds-305-phs002790-production-ccdi-ctsmc/2025_05_05_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2024H2/PBBRZR.json"	"dg.4DFC/263d56a2-2e35-481f-8409-9ec825e932e8"	"aeabcb94-66df-5dc9-8c96-d49cd2a43a44"
"reference_file"	"a00e880c-2566-553e-88dc-b7b3dedb92d5"	"1b643ea5-a812-4abc-a682-56b54451fd6a"	"PBBRZV.json"	"json"	"JSON file containing input source data"	"input source data"	"48238"	"c3420761964c3cb64862bf2c8b91e57e"	"s3://cds-305-phs002790-production-ccdi-ctsmc/2025_05_05_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2024H2/PBBRZV.json"	"dg.4DFC/05bc7a12-0682-4501-ba54-29ace37125ef"	"aeabcb94-66df-5dc9-8c96-d49cd2a43a44"
"reference_file"	"1d4bb50d-140d-5d0e-ba27-bcbcaa00c02b"	"d8f2925a-84ac-4d8c-9f24-c778f33856fe"	"PBBRZX.json"	"json"	"JSON file containing input source data"	"input source data"	"27268"	"b33c87a0f5200c3f2042a3dc86e96b02"	"s3://cds-305-phs002790-production-ccdi-ctsmc/2025_05_05_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2024H2/PBBRZX.json"	"dg.4DFC/581d82b3-d6c4-4118-95b1-7f886b9256d5"	"aeabcb94-66df-5dc9-8c96-d49cd2a43a44"
"reference_file"	"f47bf05c-277f-5554-a1ac-80d1e7ecc058"	"712dea32-4a13-494b-9a6c-c5e378787747"	"PBBSAE.json"	"json"	"JSON file containing input source data"	"input source data"	"7585"	"46d7f5a794e426cab64530d9e4d200c5"	"s3://cds-305-phs002790-production-ccdi-ctsmc/2025_05_05_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2024H2/PBBSAE.json"	"dg.4DFC/5fafd052-0c2a-4f91-9aa1-de53e0baf7ae"	"aeabcb94-66df-5dc9-8c96-d49cd2a43a44"
"reference_file"	"69a04e59-5c52-59d2-a9ae-4b3cab7c51d4"	"c0417b9c-16b1-4fda-bff8-5aac84a930d7"	"PBBSAI.json"	"json"	"JSON file containing input source data"	"input source data"	"22524"	"caf1191a2a425a219a01681f758d8c45"	"s3://cds-305-phs002790-production-ccdi-ctsmc/2025_05_05_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2024H2/PBBSAI.json"	"dg.4DFC/be44557b-9960-46d0-bfb3-e97139133f1d"	"aeabcb94-66df-5dc9-8c96-d49cd2a43a44"
"reference_file"	"2b7a93ca-e9ed-5086-8a70-6a6e74629697"	"6c7bdb57-22f4-42f8-a391-24b5ede2a6e4"	"PBBSAX.json"	"json"	"JSON file containing input source data"	"input source data"	"22327"	"035d1e9145de1138e030be41af99ea57"	"s3://cds-305-phs002790-production-ccdi-ctsmc/2025_05_05_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2024H2/PBBSAX.json"	"dg.4DFC/badeb07e-8a36-4db5-b2af-f4bbac884be0"	"aeabcb94-66df-5dc9-8c96-d49cd2a43a44"
"reference_file"	"5acf43e5-afcc-56df-8067-694ac1e29c5d"	"b4042083-a09b-474a-97ff-32cb311a04ab"	"PBBSBG.json"	"json"	"JSON file containing input source data"	"input source data"	"17733"	"c9fdea2e6d62f8ccb9d77a2382484e08"	"s3://cds-305-phs002790-production-ccdi-ctsmc/2025_05_05_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2024H2/PBBSBG.json"	"dg.4DFC/fe8a203f-9a30-4d5d-8be4-8931f25d2630"	"aeabcb94-66df-5dc9-8c96-d49cd2a43a44"
"reference_file"	"c26509da-93b1-5e8b-a1fd-d3df0205d8df"	"278336b9-d7de-4510-9de1-a120d3c8e37e"	"PBBSBL.json"	"json"	"JSON file containing input source data"	"input source data"	"27949"	"480dc0d409ae9786c602faea4af0c239"	"s3://cds-305-phs002790-production-ccdi-ctsmc/2025_05_05_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2024H2/PBBSBL.json"	"dg.4DFC/07eaad14-9313-4c33-9567-17eca54bd6a2"	"aeabcb94-66df-5dc9-8c96-d49cd2a43a44"
"reference_file"	"957f1621-a210-572a-8849-d47793a55d55"	"d4c8b795-4303-40a6-8ba8-a42bd929b195"	"PBBSBS.json"	"json"	"JSON file containing input source data"	"input source data"	"47753"	"6d6c6482975faf8dec4be22dda536e1e"	"s3://cds-305-phs002790-production-ccdi-ctsmc/2025_05_05_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2024H2/PBBSBS.json"	"dg.4DFC/30f0071a-fd9b-44a1-be3c-9dcc21def2a3"	"aeabcb94-66df-5dc9-8c96-d49cd2a43a44"
"reference_file"	"abc52416-1714-5068-861d-5431a0e4114a"	"03514599-b053-4863-88c7-badb29b48c62"	"PBBSBT.json"	"json"	"JSON file containing input source data"	"input source data"	"27329"	"d06243139262629649f757ab7853f4ad"	"s3://cds-305-phs002790-production-ccdi-ctsmc/2025_05_05_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2024H2/PBBSBT.json"	"dg.4DFC/57e30615-8b62-49fc-adb8-a4eda31b6e92"	"aeabcb94-66df-5dc9-8c96-d49cd2a43a44"
"reference_file"	"aaf4311c-6be8-5b71-bb87-b8efc8e636d6"	"d4cc5664-bbb8-45ff-8e45-95b7fad063a9"	"PBBSCH.json"	"json"	"JSON file containing input source data"	"input source data"	"22313"	"226b2e2f5bca9f6257971f57056c29f3"	"s3://cds-305-phs002790-production-ccdi-ctsmc/2025_05_05_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2024H2/PBBSCH.json"	"dg.4DFC/0d36b476-ea3d-4cf0-9b68-791cb13811b4"	"aeabcb94-66df-5dc9-8c96-d49cd2a43a44"
"reference_file"	"597734ca-0946-5cbd-8f65-1ccf022f9fa2"	"22b5aefb-81c5-49da-a7ea-dbfbcfb3dec7"	"PBBSCI.json"	"json"	"JSON file containing input source data"	"input source data"	"27298"	"6a1d9905c7a4346ffa5042ab96c7af9c"	"s3://cds-305-phs002790-production-ccdi-ctsmc/2025_05_05_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2024H2/PBBSCI.json"	"dg.4DFC/bcfd47f4-eb02-44c1-9a6b-2776bae093ff"	"aeabcb94-66df-5dc9-8c96-d49cd2a43a44"
"reference_file"	"70acc585-e981-5e89-b356-763da747afe2"	"0789133c-4a62-4697-96a0-9be65d955be3"	"PBBSCK.json"	"json"	"JSON file containing input source data"	"input source data"	"46593"	"22a59524eb568f4f6b22d4d594544790"	"s3://cds-305-phs002790-production-ccdi-ctsmc/2025_05_05_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2024H2/PBBSCK.json"	"dg.4DFC/c028307f-e2e1-4abf-9dd9-c569c9670151"	"aeabcb94-66df-5dc9-8c96-d49cd2a43a44"
"reference_file"	"acf197db-176f-5a96-88a4-0921d96b4f41"	"1f8cc3ef-cc81-430f-9eeb-af8b9029fe54"	"PBBSCL.json"	"json"	"JSON file containing input source data"	"input source data"	"48315"	"f367adc11a16f6658ce93eb5e761954c"	"s3://cds-305-phs002790-production-ccdi-ctsmc/2025_05_05_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2024H2/PBBSCL.json"	"dg.4DFC/9c4534e3-2adf-460e-a8d9-4f76a37e7860"	"aeabcb94-66df-5dc9-8c96-d49cd2a43a44"
"reference_file"	"7731524b-b875-59f4-80b4-f2501d1a8972"	"7214e618-d8de-424d-a94e-ede79de57d16"	"PBBSCT.json"	"json"	"JSON file containing input source data"	"input source data"	"28500"	"2f98ff6258bd8ba287a315c6a5c0a328"	"s3://cds-305-phs002790-production-ccdi-ctsmc/2025_05_05_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2024H2/PBBSCT.json"	"dg.4DFC/5beccafd-92f2-4fdf-a208-149c746fe758"	"aeabcb94-66df-5dc9-8c96-d49cd2a43a44"
"reference_file"	"84f93b12-deea-5912-ba7d-ef500d3466ca"	"b13dcb62-860b-4a9b-8467-f9d5b2276324"	"PBBSDA.json"	"json"	"JSON file containing input source data"	"input source data"	"43229"	"bb0a8924a5ae4650dfb263e214017b33"	"s3://cds-305-phs002790-production-ccdi-ctsmc/2025_05_05_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2024H2/PBBSDA.json"	"dg.4DFC/6d2392c1-e01e-46fd-a9c4-411d47d0247e"	"aeabcb94-66df-5dc9-8c96-d49cd2a43a44"
"reference_file"	"f3b0131f-a346-5c74-b216-f01df9702d9e"	"b11041df-3a4f-43c4-8fed-89dfa62764e1"	"PBBSDG.json"	"json"	"JSON file containing input source data"	"input source data"	"7576"	"4afb0cf123345e6a9e36971d3f1d0f9d"	"s3://cds-305-phs002790-production-ccdi-ctsmc/2025_05_05_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2024H2/PBBSDG.json"	"dg.4DFC/78855acd-6d88-4a95-b2b4-63fd75b2c139"	"aeabcb94-66df-5dc9-8c96-d49cd2a43a44"
"reference_file"	"96cf43e8-7748-5c61-83ee-d94c68aa1c53"	"0aaf3870-cefe-48f9-97a0-bc2a32f0d9df"	"PBBSDR.json"	"json"	"JSON file containing input source data"	"input source data"	"7514"	"0c59ab0c6d48dcad58f262d52ff284f4"	"s3://cds-305-phs002790-production-ccdi-ctsmc/2025_05_05_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2024H2/PBBSDR.json"	"dg.4DFC/348d10f9-612d-47ad-bdfa-c6910462be09"	"aeabcb94-66df-5dc9-8c96-d49cd2a43a44"
"reference_file"	"30de78d8-3ab7-5eaf-840d-1d20aec467cc"	"230b9b78-5342-495d-8bf7-4581acf06d37"	"PBBSED.json"	"json"	"JSON file containing input source data"	"input source data"	"16688"	"e7c385bd1e2d79d9384762d6b69449a9"	"s3://cds-305-phs002790-production-ccdi-ctsmc/2025_05_05_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2024H2/PBBSED.json"	"dg.4DFC/418af143-64e3-431b-922e-8356758d0b8d"	"aeabcb94-66df-5dc9-8c96-d49cd2a43a44"
"reference_file"	"c0d1f05a-6ac2-5710-957c-dda58542f43b"	"e80a22ee-3f12-42e1-aaed-451e85c93cb6"	"PBBSEE.json"	"json"	"JSON file containing input source data"	"input source data"	"27312"	"0002840fff2188f21fbdaa47345c72ef"	"s3://cds-305-phs002790-production-ccdi-ctsmc/2025_05_05_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2024H2/PBBSEE.json"	"dg.4DFC/efeedea3-76a8-45d7-8399-67114e84bde6"	"aeabcb94-66df-5dc9-8c96-d49cd2a43a44"
"reference_file"	"ca97651b-f619-5e91-8ae6-15ed92141125"	"18cdcb00-c458-45a7-8bd3-1f8fba263a61"	"PBBSEG.json"	"json"	"JSON file containing input source data"	"input source data"	"28351"	"1125e9a35a3d11e54c149dc7ba611fe9"	"s3://cds-305-phs002790-production-ccdi-ctsmc/2025_05_05_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2024H2/PBBSEG.json"	"dg.4DFC/2ebe4cd6-5a31-4685-9ce6-04e41da9c7a1"	"aeabcb94-66df-5dc9-8c96-d49cd2a43a44"
"reference_file"	"7a5ebd34-de50-54af-9b21-652e71d8b3ef"	"abc1c387-8d60-4775-b808-c83dc37fffda"	"PBBSEP.json"	"json"	"JSON file containing input source data"	"input source data"	"7622"	"babcab7de52c731a9edc8eef6d86b3eb"	"s3://cds-305-phs002790-production-ccdi-ctsmc/2025_05_05_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2024H2/PBBSEP.json"	"dg.4DFC/a477de89-112a-42ce-8980-85233f64b7db"	"aeabcb94-66df-5dc9-8c96-d49cd2a43a44"
"reference_file"	"50b8c499-ebed-5987-8b26-879706be210f"	"adefdae6-723b-43cd-887b-f95c04a641ed"	"PBBSER.json"	"json"	"JSON file containing input source data"	"input source data"	"26013"	"7e2337bed14fa2a2c7a4b67d097c66c0"	"s3://cds-305-phs002790-production-ccdi-ctsmc/2025_05_05_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2024H2/PBBSER.json"	"dg.4DFC/924bebef-1fd2-424a-bc49-cbc77ad825f1"	"aeabcb94-66df-5dc9-8c96-d49cd2a43a44"
"reference_file"	"0c826502-127b-5a1e-bf3a-8ad3910e0882"	"77202cc9-43fb-4b05-8206-405faa1479ad"	"PBBSEW.json"	"json"	"JSON file containing input source data"	"input source data"	"26836"	"eaf5ce9cc29b8262e4059a040db53cd1"	"s3://cds-305-phs002790-production-ccdi-ctsmc/2025_05_05_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2024H2/PBBSEW.json"	"dg.4DFC/7634325d-8848-48c0-a701-63584419f7f8"	"aeabcb94-66df-5dc9-8c96-d49cd2a43a44"
"reference_file"	"e13fd74a-aa90-5b87-9407-ebc73b176005"	"053a2895-6692-4691-8d35-6640d3887e47"	"PBBSEY.json"	"json"	"JSON file containing input source data"	"input source data"	"23662"	"69d73f2d06196d87912b1ddfc3a7d7fa"	"s3://cds-305-phs002790-production-ccdi-ctsmc/2025_05_05_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2024H2/PBBSEY.json"	"dg.4DFC/548379b4-7098-4cd6-90a3-fd9f7e0ba6d5"	"aeabcb94-66df-5dc9-8c96-d49cd2a43a44"
"reference_file"	"ce46c594-aecc-5d6e-8182-d9a61b5ce398"	"60bd1e32-4213-4a80-8def-54dfb0626999"	"PBBSFA.json"	"json"	"JSON file containing input source data"	"input source data"	"26846"	"5e47088e0cac34bbe28adac9d3427404"	"s3://cds-305-phs002790-production-ccdi-ctsmc/2025_05_05_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2024H2/PBBSFA.json"	"dg.4DFC/3507d6c4-0ed3-4772-8c10-e68fce0c1e93"	"aeabcb94-66df-5dc9-8c96-d49cd2a43a44"
"reference_file"	"fff72690-d9de-5d68-97cd-2bdc66d7d496"	"b7ab5a34-0f04-434a-bd0f-e4d679ed8126"	"PBBSFF.json"	"json"	"JSON file containing input source data"	"input source data"	"7642"	"84c2482eef6e9525911b0c6aad578614"	"s3://cds-305-phs002790-production-ccdi-ctsmc/2025_05_05_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2024H2/PBBSFF.json"	"dg.4DFC/686013fd-7543-485b-8b46-6f1723d13040"	"aeabcb94-66df-5dc9-8c96-d49cd2a43a44"
"reference_file"	"cf026cd0-1bb8-57cc-a2ce-12336b1240d1"	"97e27ccb-c5dc-4621-bc38-c867b8509435"	"PBBSFK.json"	"json"	"JSON file containing input source data"	"input source data"	"7577"	"f12bf4b9b562a3c5aba7e3d548c70dbd"	"s3://cds-305-phs002790-production-ccdi-ctsmc/2025_05_05_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2024H2/PBBSFK.json"	"dg.4DFC/58e83970-61a9-44d5-bbcb-13de3604af56"	"aeabcb94-66df-5dc9-8c96-d49cd2a43a44"
"reference_file"	"017f0033-b119-5cee-abe2-b80309f1ad40"	"b46d81c6-1653-439a-9ed1-4aa1446813d9"	"PBBSFL.json"	"json"	"JSON file containing input source data"	"input source data"	"8198"	"41836c0e42800b92fdab874f3fc83249"	"s3://cds-305-phs002790-production-ccdi-ctsmc/2025_05_05_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2024H2/PBBSFL.json"	"dg.4DFC/50bd4bf3-61f0-46fb-9bac-fa15fc71265b"	"aeabcb94-66df-5dc9-8c96-d49cd2a43a44"
"reference_file"	"bf3eb756-fba8-5eeb-a47e-09e369bd1cbf"	"dc1334ce-0029-4313-8186-d2924e1080b8"	"PBBSFM.json"	"json"	"JSON file containing input source data"	"input source data"	"27299"	"0da7cea46b24b24c4bb0ec170102586a"	"s3://cds-305-phs002790-production-ccdi-ctsmc/2025_05_05_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2024H2/PBBSFM.json"	"dg.4DFC/f201d618-3a08-4f54-90bf-4df1b06a1590"	"aeabcb94-66df-5dc9-8c96-d49cd2a43a44"
"reference_file"	"57b43846-54f5-5d15-8605-a75861047dee"	"c7f9d36d-9c9d-4a93-a3aa-ac3f336ff947"	"PBBSFT.json"	"json"	"JSON file containing input source data"	"input source data"	"46584"	"7a26dc1b1f8896911e07de9d6fa93025"	"s3://cds-305-phs002790-production-ccdi-ctsmc/2025_05_05_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2024H2/PBBSFT.json"	"dg.4DFC/cd8832ed-2f9c-4ffb-b74a-fd2fa47f588d"	"aeabcb94-66df-5dc9-8c96-d49cd2a43a44"
"reference_file"	"29ae9c23-5275-53c0-b42c-066cb0aa02f1"	"cd142fb5-63db-4f62-8d94-058cad6e58cd"	"PBBSGA.json"	"json"	"JSON file containing input source data"	"input source data"	"27337"	"d5f7e27f91ea00330cfd056117cc84c7"	"s3://cds-305-phs002790-production-ccdi-ctsmc/2025_05_05_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2024H2/PBBSGA.json"	"dg.4DFC/fe22d92e-fcbd-433a-9ca3-d28312bcc886"	"aeabcb94-66df-5dc9-8c96-d49cd2a43a44"
"reference_file"	"9b4f13d6-87a8-50b8-a3d9-dffa3baeef35"	"1f84d0f8-21d1-4919-9774-40f3e7ad722d"	"PBBSGI.json"	"json"	"JSON file containing input source data"	"input source data"	"25639"	"70cca198cf042c1a5c397bfbb8aef265"	"s3://cds-305-phs002790-production-ccdi-ctsmc/2025_05_05_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2024H2/PBBSGI.json"	"dg.4DFC/6f7f0ff9-bdfc-4972-8a47-2e355374ef6a"	"aeabcb94-66df-5dc9-8c96-d49cd2a43a44"
"reference_file"	"31d6a339-c70e-5cdc-b1c7-abe2400e4171"	"8416a84f-3dd7-4f09-abbc-b73e0324b6c8"	"PBBSGJ.json"	"json"	"JSON file containing input source data"	"input source data"	"7569"	"1b0af8ab40cac781993cef53c7deb51c"	"s3://cds-305-phs002790-production-ccdi-ctsmc/2025_05_05_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2024H2/PBBSGJ.json"	"dg.4DFC/d550316f-6f69-4a47-9194-3cd4e6fdfe76"	"aeabcb94-66df-5dc9-8c96-d49cd2a43a44"
"reference_file"	"a3ea2900-18d0-5cb6-9ac2-238d74b9fc61"	"cd7c4c08-9035-493a-9610-83da1b43cdf0"	"PBBSGU.json"	"json"	"JSON file containing input source data"	"input source data"	"23586"	"75d0736214b8de659fba3a019c6a302a"	"s3://cds-305-phs002790-production-ccdi-ctsmc/2025_05_05_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2024H2/PBBSGU.json"	"dg.4DFC/1a6265a2-e0e7-47e3-9e55-65006ad91dd8"	"aeabcb94-66df-5dc9-8c96-d49cd2a43a44"
"reference_file"	"c02d49f5-7513-531e-a243-8e61b1eb2232"	"c3fe1c18-6b45-4836-a1a3-dede243ecbb3"	"PBBSHC.json"	"json"	"JSON file containing input source data"	"input source data"	"23227"	"7c9d123c62cb9a6c6ac91bca8290b197"	"s3://cds-305-phs002790-production-ccdi-ctsmc/2025_05_05_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2024H2/PBBSHC.json"	"dg.4DFC/946aac1e-88aa-4a75-8403-46f6de12cea9"	"aeabcb94-66df-5dc9-8c96-d49cd2a43a44"
"reference_file"	"4c91c31e-6ad9-514b-b898-1adc699d8a32"	"acf0f071-8fce-4d38-b452-ff856dce64cd"	"PBBSHJ.json"	"json"	"JSON file containing input source data"	"input source data"	"30607"	"52cd7a9232a471ea92e929c0ee4180ab"	"s3://cds-305-phs002790-production-ccdi-ctsmc/2025_05_05_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2024H2/PBBSHJ.json"	"dg.4DFC/a52090da-197c-4f0a-95f3-e1aad2149860"	"aeabcb94-66df-5dc9-8c96-d49cd2a43a44"
"reference_file"	"e08334c4-6d69-5268-81f2-9eda70bcb341"	"fae460c3-a573-43b8-a78f-912abae61ed0"	"PBBSHZ.json"	"json"	"JSON file containing input source data"	"input source data"	"7621"	"5170b93c21f61f688ffdea3f106fed78"	"s3://cds-305-phs002790-production-ccdi-ctsmc/2025_05_05_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2024H2/PBBSHZ.json"	"dg.4DFC/779a958b-f3ee-416d-b32a-03d10bacd045"	"aeabcb94-66df-5dc9-8c96-d49cd2a43a44"
"reference_file"	"507c8171-5bb6-5db2-8610-d56ea64f7a15"	"1da9905c-4c6c-4594-9a36-12546853e3b0"	"PBBSID.json"	"json"	"JSON file containing input source data"	"input source data"	"22322"	"75a9e1af540fca3deceb4cce2e1a2254"	"s3://cds-305-phs002790-production-ccdi-ctsmc/2025_05_05_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2024H2/PBBSID.json"	"dg.4DFC/da8f5ed5-8446-4673-bdd8-80aad0c4f560"	"aeabcb94-66df-5dc9-8c96-d49cd2a43a44"
"reference_file"	"725dd121-5233-5aae-8903-6e8bd7865ec1"	"ec6d0e0e-6f25-4779-b31e-240eb6cff95c"	"PBBSIH.json"	"json"	"JSON file containing input source data"	"input source data"	"28429"	"ae0d429a9340fb5382c3cdad5b014f54"	"s3://cds-305-phs002790-production-ccdi-ctsmc/2025_05_05_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2024H2/PBBSIH.json"	"dg.4DFC/25cfa401-5759-4e53-b54e-13e402c5ebb0"	"aeabcb94-66df-5dc9-8c96-d49cd2a43a44"
