type	pdx_id	model_id	mouse_strain	sample_type_for_implantation	implantation_type	implantation_site	tumor_confirmed_not_to_be_mus_or_ebv_origin	is_tumor_from_untreated_patient	passage_number	passages_tested	validation_technique	id	study.id	sample.id
pdx	6919-RBL-0059_FP.pdx	ALL-74	NSG	cell suspension	intravenous	tail vein		Yes				f19f0b46-5fab-5962-9a3e-2de6ed6a7421		76b9b479-3009-5c7a-b165-bc916226aba7
pdx	6919-RBL-0064_FP.pdx	ALL-100	NSG	cell suspension	intravenous	tail vein		No				f3207672-7786-56e1-aa6d-7ce318d0f47c		e312ccf6-ac1c-51a3-a181-b3dfdf1c0c2b
pdx	6919-RBL-0067_FP.pdx	ALL-216	NSG	cell suspension	intravenous	tail vein		Yes				f426f470-4a21-5293-9e17-65add0690c40		aa1711fe-b3d2-5d02-924a-5f73be7c3e9b
pdx	6919-RBL-0077.pdx	ALL-14	Unknown	cell suspension	intravenous	tail vein		Yes				f70b1d0c-92cd-5831-8eb2-6d7cf9fb785d		9342a0fe-0d9e-5eb2-bec1-42f509b1cad3
pdx	6919-RBL-0099.pdx	ALL-74	NSG	cell suspension	intravenous	tail vein		Yes				f9ab92c1-999d-50f8-b5ad-c148113d9575		f74328e7-4cb3-5972-a4b4-f75d6e3084cf
pdx	6919-RBL-0144.pdx	ALL-206	NSG	cell suspension	intravenous	tail vein		Yes				facab40a-dedf-5fcb-a668-9ae66b5597e1		b999eb16-cd36-5c56-96b8-65eaff2517bb
pdx	6919-RBL-0061_FP.pdx	ALL-96	NSG	cell suspension	intravenous	tail vein		Yes				fb2b8898-cb19-5eff-9ccf-139f2a710384		df2067cf-1822-5c2e-a30e-2eb022010383
pdx	6919-RBL-0142.pdx	ALL-18	Unknown	cell suspension	intravenous	tail vein		No				ff2a2a52-8e06-5a59-b935-95515d6b22d1		2f3bb8fc-5a0a-5ae4-b349-96611cbefaa9
pdx	6919-RBL-0104.pdx	ALL-100	NSG	cell suspension	intravenous	tail vein		No				ff7790bc-cf65-5adf-b3cd-1a62af6cf254		ba87ba35-047f-5bf5-bb53-0b3cb705473c
pdx	6919-RBL-0066_FP.pdx	ALL-226	NSG	cell suspension	intravenous	tail vein		Yes				ffff4226-b9d3-5da2-82c6-2c63fd1a4797		32c596b9-f023-511a-8e3a-0be0b850a124
