library_id	bases	avg_read_length	coverage	reference_genome_assembly	library_strategy	library_layout	library_source	library_selection	platform	instrument_model	type	genomic_info_id	file.file_id
L180123A_E02_H180213A_E02	8786013743	125	55.319674	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/30251f22-206d-11ee-afaf-a7a1f16e9f61_L180123A_E02_H180213A_E02	dg.4DFC/30251f22-206d-11ee-afaf-a7a1f16e9f61
L180117A_H10_H180202A_H10	8136004299	125	51.090996	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/302540ba-206d-11ee-aa73-13d6ea9757d4_L180117A_H10_H180202A_H10	dg.4DFC/302540ba-206d-11ee-aa73-13d6ea9757d4
L180117A_H10_H180202A_H10	8136004299	125	51.090996	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/30256630-206d-11ee-a794-1f57803fd683_L180117A_H10_H180202A_H10	dg.4DFC/30256630-206d-11ee-a794-1f57803fd683
L171031A_C03_H171107A_C03	7437469818	125	47.892494	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/302587fa-206d-11ee-a0ed-73b4049f8bc2_L171031A_C03_H171107A_C03	dg.4DFC/302587fa-206d-11ee-a0ed-73b4049f8bc2
L171031A_C03_H171107A_C03	7437469818	125	47.892494	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/3025aaaa-206d-11ee-a4aa-5f8d5414980f_L171031A_C03_H171107A_C03	dg.4DFC/3025aaaa-206d-11ee-a4aa-5f8d5414980f
L171214A_E07_H180109A_E07	8638560910	125	54.611582	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/3025ccd8-206d-11ee-a1b0-83c6865d36aa_L171214A_E07_H180109A_E07	dg.4DFC/3025ccd8-206d-11ee-a1b0-83c6865d36aa
L171214A_E07_H180109A_E07	8638560910	125	54.611582	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/3025eef2-206d-11ee-9849-4b0b582116d3_L171214A_E07_H180109A_E07	dg.4DFC/3025eef2-206d-11ee-9849-4b0b582116d3
L170919A_H08_H170925A_H08	14113446724	125	70.935749	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/30261148-206d-11ee-9fa2-3754794f9e93_L170919A_H08_H170925A_H08	dg.4DFC/30261148-206d-11ee-9fa2-3754794f9e93
L170919A_H08_H170925A_H08	14113446724	125	70.935749	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/3026338a-206d-11ee-9352-c7754847a1b3_L170919A_H08_H170925A_H08	dg.4DFC/3026338a-206d-11ee-9352-c7754847a1b3
L171011A_H10_H171017A_H10	9184501239	125	55.223138	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/3026552c-206d-11ee-a0a6-efef06378f77_L171011A_H10_H171017A_H10	dg.4DFC/3026552c-206d-11ee-a0a6-efef06378f77
L171011A_H10_H171017A_H10	9184501239	125	55.223138	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/302676b0-206d-11ee-ac08-23c58c7abf1e_L171011A_H10_H171017A_H10	dg.4DFC/302676b0-206d-11ee-ac08-23c58c7abf1e
L180111A_G02_H180130A_G02	8247277194	125	50.5773	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/30269c26-206d-11ee-9fe3-fb92105d0ce7_L180111A_G02_H180130A_G02	dg.4DFC/30269c26-206d-11ee-9fe3-fb92105d0ce7
L180111A_G02_H180130A_G02	8247277194	125	50.5773	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/3026be86-206d-11ee-83d1-274922c28201_L180111A_G02_H180130A_G02	dg.4DFC/3026be86-206d-11ee-83d1-274922c28201
L180117A_A10_H180202A_A10	8531233248	125	51.574455	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/3026e046-206d-11ee-8005-a3e1a1bc688f_L180117A_A10_H180202A_A10	dg.4DFC/3026e046-206d-11ee-8005-a3e1a1bc688f
L180117A_A10_H180202A_A10	8531233248	125	51.574455	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/302701ac-206d-11ee-82c9-33425aa53c49_L180117A_A10_H180202A_A10	dg.4DFC/302701ac-206d-11ee-82c9-33425aa53c49
L171108A_C10_H171114A_C10	8355061615	125	54.37379	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/30272312-206d-11ee-95a9-9b602b8019ff_L171108A_C10_H171114A_C10	dg.4DFC/30272312-206d-11ee-95a9-9b602b8019ff
L171108A_C10_H171114A_C10	8355061615	125	54.37379	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/302745d6-206d-11ee-8d03-c798fc64c025_L171108A_C10_H171114A_C10	dg.4DFC/302745d6-206d-11ee-8d03-c798fc64c025
L171023A_C11_H171030A_C11	9762677121	125	60.158256	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/3027675a-206d-11ee-b976-a773ce16a92e_L171023A_C11_H171030A_C11	dg.4DFC/3027675a-206d-11ee-b976-a773ce16a92e
L171023A_C11_H171030A_C11	9762677121	125	60.158256	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/3027892e-206d-11ee-906f-f7dd79742809_L171023A_C11_H171030A_C11	dg.4DFC/3027892e-206d-11ee-906f-f7dd79742809
L171030A_B02_H171106A_B02	9653090288	125	60.056033	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/3027ab98-206d-11ee-a2c0-2f8233efb90e_L171030A_B02_H171106A_B02	dg.4DFC/3027ab98-206d-11ee-a2c0-2f8233efb90e
L171030A_B02_H171106A_B02	9653090288	125	60.056033	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/3027d1b8-206d-11ee-92d1-079c69fa49ef_L171030A_B02_H171106A_B02	dg.4DFC/3027d1b8-206d-11ee-92d1-079c69fa49ef
L171211A_E03_H180103A_E03	8200777710	125	50.673571	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/3027f35a-206d-11ee-8295-4b307cd443c4_L171211A_E03_H180103A_E03	dg.4DFC/3027f35a-206d-11ee-8295-4b307cd443c4
L171211A_E03_H180103A_E03	8200777710	125	50.673571	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/302814f2-206d-11ee-a0ef-cb0946fc96e0_L171211A_E03_H180103A_E03	dg.4DFC/302814f2-206d-11ee-a0ef-cb0946fc96e0
L180221A_G02_H180228A_G02	8268464043	125	51.729406	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/302836a8-206d-11ee-a2d3-c7fcfad282eb_L180221A_G02_H180228A_G02	dg.4DFC/302836a8-206d-11ee-a2d3-c7fcfad282eb
L180221A_G02_H180228A_G02	8268464043	125	51.729406	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/3028582c-206d-11ee-a114-8b2f8db33c86_L180221A_G02_H180228A_G02	dg.4DFC/3028582c-206d-11ee-a114-8b2f8db33c86
L171227A_F10_H180123A_F10	10001652067	125	61.692454	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/30287cf8-206d-11ee-9580-c32c79ea018a_L171227A_F10_H180123A_F10	dg.4DFC/30287cf8-206d-11ee-9580-c32c79ea018a
L171227A_F10_H180123A_F10	10001652067	125	61.692454	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/30289eb8-206d-11ee-81c0-83d434580624_L171227A_F10_H180123A_F10	dg.4DFC/30289eb8-206d-11ee-81c0-83d434580624
L170927A_E08_H171003A_E08	12487608522	125	75.820651	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/3028c0be-206d-11ee-be46-a32983554dcf_L170927A_E08_H171003A_E08	dg.4DFC/3028c0be-206d-11ee-be46-a32983554dcf
L170927A_E08_H171003A_E08	12487608522	125	75.820651	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/3028e22e-206d-11ee-a72d-6f8b2781acaa_L170927A_E08_H171003A_E08	dg.4DFC/3028e22e-206d-11ee-a72d-6f8b2781acaa
L171106A_B05_H171113A_B05	9094121281	125	54.347186	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/302906d2-206d-11ee-8a40-bfec6a12bc44_L171106A_B05_H171113A_B05	dg.4DFC/302906d2-206d-11ee-8a40-bfec6a12bc44
L171106A_B05_H171113A_B05	9094121281	125	54.347186	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/302928c4-206d-11ee-9977-bbc98368ef74_L171106A_B05_H171113A_B05	dg.4DFC/302928c4-206d-11ee-9977-bbc98368ef74
L171102A_A03_H171110A_A03	10407124440	125	62.148845	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/30294a2a-206d-11ee-bf41-7f296bdbf5c6_L171102A_A03_H171110A_A03	dg.4DFC/30294a2a-206d-11ee-bf41-7f296bdbf5c6
L171102A_A03_H171110A_A03	10407124440	125	62.148845	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/30296c1c-206d-11ee-9797-438ccc0a932f_L171102A_A03_H171110A_A03	dg.4DFC/30296c1c-206d-11ee-9797-438ccc0a932f
L180111A_E02_H180130A_E02	8014782692	125	51.816367	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/30298dd2-206d-11ee-897d-33a3ce7b0b80_L180111A_E02_H180130A_E02	dg.4DFC/30298dd2-206d-11ee-897d-33a3ce7b0b80
L180111A_E02_H180130A_E02	8014782692	125	51.816367	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/3029b280-206d-11ee-a8e5-f3acd532173d_L180111A_E02_H180130A_E02	dg.4DFC/3029b280-206d-11ee-a8e5-f3acd532173d
L180129A_H07_H180221A_H07	5344813677	125	32.76754	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/3029d490-206d-11ee-8b1a-7f068e541bb7_L180129A_H07_H180221A_H07	dg.4DFC/3029d490-206d-11ee-8b1a-7f068e541bb7
L180129A_H07_H180221A_H07	5344813677	125	32.76754	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/3029f664-206d-11ee-8f63-c3c3fb1116af_L180129A_H07_H180221A_H07	dg.4DFC/3029f664-206d-11ee-8f63-c3c3fb1116af
L171108A_F08_H171114A_F08	8889334970	125	57.326927	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/302a17de-206d-11ee-8a88-93e593badbd5_L171108A_F08_H171114A_F08	dg.4DFC/302a17de-206d-11ee-8a88-93e593badbd5
L171108A_F08_H171114A_F08	8889334970	125	57.326927	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/302a3e80-206d-11ee-8850-f3b13243ca6a_L171108A_F08_H171114A_F08	dg.4DFC/302a3e80-206d-11ee-8850-f3b13243ca6a
L171004A_C07_H171009B_C07	8493344256	125	50.121526	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/302a6108-206d-11ee-b78b-330ee7660340_L171004A_C07_H171009B_C07	dg.4DFC/302a6108-206d-11ee-b78b-330ee7660340
L171004A_C07_H171009B_C07	8493344256	125	50.121526	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/302a82b4-206d-11ee-9d36-3b4f10e3d99e_L171004A_C07_H171009B_C07	dg.4DFC/302a82b4-206d-11ee-9d36-3b4f10e3d99e
L170914A_B05_H170919A_B05	9387955631	125	57.882348	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/302aa44c-206d-11ee-bc4e-d33ff5973f45_L170914A_B05_H170919A_B05	dg.4DFC/302aa44c-206d-11ee-bc4e-d33ff5973f45
L170914A_B05_H170919A_B05	9387955631	125	57.882348	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/302ac5bc-206d-11ee-b706-2f424d92961c_L170914A_B05_H170919A_B05	dg.4DFC/302ac5bc-206d-11ee-b706-2f424d92961c
L171026A_C10_H171102A_C10	10252306724	125	66.106182	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/302ae8bc-206d-11ee-a55d-8f622398c59c_L171026A_C10_H171102A_C10	dg.4DFC/302ae8bc-206d-11ee-a55d-8f622398c59c
L171026A_C10_H171102A_C10	10252306724	125	66.106182	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/302b0a5e-206d-11ee-81a3-ff73370f2e54_L171026A_C10_H171102A_C10	dg.4DFC/302b0a5e-206d-11ee-81a3-ff73370f2e54
L170913A_C04_H170915A_C04	7718115089	125	46.079064	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/302b2c32-206d-11ee-90e0-cf0192b53543_L170913A_C04_H170915A_C04	dg.4DFC/302b2c32-206d-11ee-90e0-cf0192b53543
L170913A_C04_H170915A_C04	7718115089	125	46.079064	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/302b4ea6-206d-11ee-b1e7-e7f227db9eac_L170913A_C04_H170915A_C04	dg.4DFC/302b4ea6-206d-11ee-b1e7-e7f227db9eac
L180402A_B08_H180423A_B08	8572114732	125	55.745373	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/302b7214-206d-11ee-a463-97d7d4fc42e0_L180402A_B08_H180423A_B08	dg.4DFC/302b7214-206d-11ee-a463-97d7d4fc42e0
L180402A_B08_H180423A_B08	8572114732	125	55.745373	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/302b94ce-206d-11ee-959b-2fc2184c43cc_L180402A_B08_H180423A_B08	dg.4DFC/302b94ce-206d-11ee-959b-2fc2184c43cc
L171030A_C09_H171106A_C09	7704543597	125	49.037322	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/302bb6ac-206d-11ee-b091-a746cc42aad6_L171030A_C09_H171106A_C09	dg.4DFC/302bb6ac-206d-11ee-b091-a746cc42aad6
L171030A_C09_H171106A_C09	7704543597	125	49.037322	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/302bd830-206d-11ee-a4c1-2b5bb8d161e6_L171030A_C09_H171106A_C09	dg.4DFC/302bd830-206d-11ee-a4c1-2b5bb8d161e6
L171213A_F05_H180108A_F05	12366739711	125	65.432552	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/302bf9b4-206d-11ee-b646-b3259fb1fcda_L171213A_F05_H180108A_F05	dg.4DFC/302bf9b4-206d-11ee-b646-b3259fb1fcda
L171213A_F05_H180108A_F05	12366739711	125	65.432552	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/302c1c32-206d-11ee-b2d4-2387b4e7c3c7_L171213A_F05_H180108A_F05	dg.4DFC/302c1c32-206d-11ee-b2d4-2387b4e7c3c7
L180509A_A01_H180514A_H06	7825347832	125	51.519701	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/302c3d70-206d-11ee-b404-6fe62516cdb0_L180509A_A01_H180514A_H06	dg.4DFC/302c3d70-206d-11ee-b404-6fe62516cdb0
L180509A_A01_H180514A_H06	7825347832	125	51.519701	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/302c5f30-206d-11ee-83b5-7716a88827ab_L180509A_A01_H180514A_H06	dg.4DFC/302c5f30-206d-11ee-83b5-7716a88827ab
L180219A_A05_H180223A_A05	8000009549	125	48.767249	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/302c81cc-206d-11ee-908e-7786796a7fb3_L180219A_A05_H180223A_A05	dg.4DFC/302c81cc-206d-11ee-908e-7786796a7fb3
L180219A_A05_H180223A_A05	8000009549	125	48.767249	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/302ca3aa-206d-11ee-a2ba-57a5ce4c40b1_L180219A_A05_H180223A_A05	dg.4DFC/302ca3aa-206d-11ee-a2ba-57a5ce4c40b1
L171011A_H08_H171017A_H08	10385830186	125	63.861601	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/302cc8e4-206d-11ee-8995-eb9b6ff6ece0_L171011A_H08_H171017A_H08	dg.4DFC/302cc8e4-206d-11ee-8995-eb9b6ff6ece0
L171011A_H08_H171017A_H08	10385830186	125	63.861601	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/302cf2e2-206d-11ee-80f5-4b69fa2fb978_L171011A_H08_H171017A_H08	dg.4DFC/302cf2e2-206d-11ee-80f5-4b69fa2fb978
L171004A_G04_H171009B_G04	9143662538	125	57.422286	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/302d1592-206d-11ee-8f22-d7cb91debf50_L171004A_G04_H171009B_G04	dg.4DFC/302d1592-206d-11ee-8f22-d7cb91debf50
L171004A_G04_H171009B_G04	9143662538	125	57.422286	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/302d370c-206d-11ee-bd43-8731928c94a3_L171004A_G04_H171009B_G04	dg.4DFC/302d370c-206d-11ee-bd43-8731928c94a3
L171106A_F02_H171113A_F02	7964535026	125	48.642625	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/302d5bb0-206d-11ee-8ea0-43bd573b093c_L171106A_F02_H171113A_F02	dg.4DFC/302d5bb0-206d-11ee-8ea0-43bd573b093c
L171106A_F02_H171113A_F02	7964535026	125	48.642625	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/302d7d7a-206d-11ee-b721-e75496deaff5_L171106A_F02_H171113A_F02	dg.4DFC/302d7d7a-206d-11ee-b721-e75496deaff5
L170928A_D04_H171004A_D04	9219584674	125	55.349891	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/302d9ee0-206d-11ee-b3e2-e312307aca75_L170928A_D04_H171004A_D04	dg.4DFC/302d9ee0-206d-11ee-b3e2-e312307aca75
L170928A_D04_H171004A_D04	9219584674	125	55.349891	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/302dc0fa-206d-11ee-939d-8717982e4fcd_L170928A_D04_H171004A_D04	dg.4DFC/302dc0fa-206d-11ee-939d-8717982e4fcd
L171211A_A01_H180103A_A01	7667599518	125	50.057756	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/302de59e-206d-11ee-abf9-f78e07fced87_L171211A_A01_H180103A_A01	dg.4DFC/302de59e-206d-11ee-abf9-f78e07fced87
L171211A_A01_H180103A_A01	7667599518	125	50.057756	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/302e07c2-206d-11ee-8fa0-33829f0f6c90_L171211A_A01_H180103A_A01	dg.4DFC/302e07c2-206d-11ee-8fa0-33829f0f6c90
L171004A_B06_H171009B_B06	9217953098	125	57.677206	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/302e2a40-206d-11ee-b4cc-27474204a777_L171004A_B06_H171009B_B06	dg.4DFC/302e2a40-206d-11ee-b4cc-27474204a777
L171004A_B06_H171009B_B06	9217953098	125	57.677206	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/302e4c1e-206d-11ee-b097-f3767866c16a_L171004A_B06_H171009B_B06	dg.4DFC/302e4c1e-206d-11ee-b097-f3767866c16a
L171109A_E04_H171115A_E04	8842010301	125	57.551391	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/302e6e60-206d-11ee-a982-4f4222ae2f78_L171109A_E04_H171115A_E04	dg.4DFC/302e6e60-206d-11ee-a982-4f4222ae2f78
L171109A_E04_H171115A_E04	8842010301	125	57.551391	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/302e9188-206d-11ee-8198-271802e4c486_L171109A_E04_H171115A_E04	dg.4DFC/302e9188-206d-11ee-8198-271802e4c486
L171120A_B04_H171205A_B04	9349147498	125	55.709472	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/302eb398-206d-11ee-b467-2bd2bc80b3c0_L171120A_B04_H171205A_B04	dg.4DFC/302eb398-206d-11ee-b467-2bd2bc80b3c0
L171120A_B04_H171205A_B04	9349147498	125	55.709472	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/302ed60c-206d-11ee-998d-1b95a13b5d45_L171120A_B04_H171205A_B04	dg.4DFC/302ed60c-206d-11ee-998d-1b95a13b5d45
L170919A_E04_H170925A_E04	7730382684	125	48.552733	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/302ef7d6-206d-11ee-8722-dbeb6448d2b2_L170919A_E04_H170925A_E04	dg.4DFC/302ef7d6-206d-11ee-8722-dbeb6448d2b2
L170919A_E04_H170925A_E04	7730382684	125	48.552733	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/302f1dc4-206d-11ee-a9a2-f7fe8c2fee66_L170919A_E04_H170925A_E04	dg.4DFC/302f1dc4-206d-11ee-a9a2-f7fe8c2fee66
L180111A_D08_H180130A_D08	11670816799	125	68.814973	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/302f3fac-206d-11ee-8e4d-13386bc3970d_L180111A_D08_H180130A_D08	dg.4DFC/302f3fac-206d-11ee-8e4d-13386bc3970d
L180111A_D08_H180130A_D08	11670816799	125	68.814973	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/302f61b2-206d-11ee-b6ee-e7f1bda9510a_L180111A_D08_H180130A_D08	dg.4DFC/302f61b2-206d-11ee-b6ee-e7f1bda9510a
L171205A_A02_H171219A_A02	6998652860	125	43.248546	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/302f8340-206d-11ee-bd9d-dff2fafcc3ae_L171205A_A02_H171219A_A02	dg.4DFC/302f8340-206d-11ee-bd9d-dff2fafcc3ae
L171205A_A02_H171219A_A02	6998652860	125	43.248546	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/302fa4b0-206d-11ee-beb3-030db524c1e1_L171205A_A02_H171219A_A02	dg.4DFC/302fa4b0-206d-11ee-beb3-030db524c1e1
L171108A_H06_H171114A_H06	8588967228	125	55.892124	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/302fc882-206d-11ee-b57b-2be4525e36c7_L171108A_H06_H171114A_H06	dg.4DFC/302fc882-206d-11ee-b57b-2be4525e36c7
L171108A_H06_H171114A_H06	8588967228	125	55.892124	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/302fead8-206d-11ee-938b-9f131aff8d9c_L171108A_H06_H171114A_H06	dg.4DFC/302fead8-206d-11ee-938b-9f131aff8d9c
L171024A_B09_H171031A_B09	7434848023	125	45.235662	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/30300c7a-206d-11ee-83a8-ff0a22e425cd_L171024A_B09_H171031A_B09	dg.4DFC/30300c7a-206d-11ee-83a8-ff0a22e425cd
L171024A_B09_H171031A_B09	7434848023	125	45.235662	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/30302dd6-206d-11ee-944c-9f27140879c3_L171024A_B09_H171031A_B09	dg.4DFC/30302dd6-206d-11ee-944c-9f27140879c3
L170921A_C04_H170927A_C04	9413798072	125	58.813718	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/303050ae-206d-11ee-b998-8ba7f63ce287_L170921A_C04_H170927A_C04	dg.4DFC/303050ae-206d-11ee-b998-8ba7f63ce287
