id	sample.id	dcf_indexd_guid	deidentification_method	file_description	file_mapping_level	file_name	file_size	file_type	file_url_in_cds	fixation_embedding_method	image_modality	license	magnification	md5sum	pathology_file_id	staining_method	updated	type	study
phs002430::HBC-392_152-5_patientH_E	phs002430::152-5	dg.4DFC/63ee6412-3268-4a88-a655-fe80f646c955	manual			HBC-392_152-5.czi - Scene #3.tif	285859185	tiff	s3://cds-255-phs002430-sequencefiles-p30-fy20/HBC-392_152-5.czi%20-%20Scene%20%233.tif	Formalin fixed paraffin embedded (FFPE)	Slide Microscopy	CC by 4.0	20	da19a92e9827771ec54e5d3dca033958	HBC-392_152-5_patientH_E	H&E	2024-05-23T14:50:31.101000000+00:00	pathology_file	phs002430
phs002430::HBC-392_159-4_patientH_E	phs002430::159-4	dg.4DFC/2a8fe1a1-bffb-4e02-a9e2-1deb2d681b5e	manual			HBC-392_159-4.tif	192814647	tiff	s3://cds-255-phs002430-sequencefiles-p30-fy20/HBC-392_159-4.tif	Formalin fixed paraffin embedded (FFPE)	Slide Microscopy	CC by 4.0	20	966e21887689b514cfc10fa330947961	HBC-392_159-4_patientH_E	H&E	2024-05-23T14:50:31.103000000+00:00	pathology_file	phs002430
phs002430::HBC-392_166-20_patientH_E	phs002430::166-20	dg.4DFC/6397982e-dccc-4ad6-842f-43f73048918c	manual			HBC-392_166-20.czi - Scene #5.tif	284006850	tiff	s3://cds-255-phs002430-sequencefiles-p30-fy20/HBC-392_166-20.czi%20-%20Scene%20%235.tif	Formalin fixed paraffin embedded (FFPE)	Slide Microscopy	CC by 4.0	20	84dee81a623ad0be62dd898497626f41	HBC-392_166-20_patientH_E	H&E	2024-05-23T14:50:31.104000000+00:00	pathology_file	phs002430
phs002430::HBC-392_166-7_patientH_E	phs002430::166-7	dg.4DFC/ba88cd93-c04f-428d-b7bf-4245fc2a42be	manual			HBC-392_166-7.czi - Scene #1.tif	227197455	tiff	s3://cds-255-phs002430-sequencefiles-p30-fy20/HBC-392_166-7.czi%20-%20Scene%20%231.tif	Formalin fixed paraffin embedded (FFPE)	Slide Microscopy	CC by 4.0	20	2ec63736b4e25340867ac9b1a1a5d9d7	HBC-392_166-7_patientH_E	H&E	2024-05-23T14:50:31.107000000+00:00	pathology_file	phs002430
phs002430::HBC-392_186_B_patientH_E	phs002430::186-8	dg.4DFC/676d6fe5-cbdd-41ee-9f21-1a49f0f61a84	manual			HBC-392_186 B.czi - Scene #1.tif	149695317	tiff	s3://cds-255-phs002430-sequencefiles-p30-fy20/HBC-392_186%20B.czi%20-%20Scene%20%231.tif	Formalin fixed paraffin embedded (FFPE)	Slide Microscopy	CC by 4.0	20	5a4fbdc390f81a3560b2a5547b0f5bf4	HBC-392_186_B_patientH_E	H&E	2024-05-23T14:50:31.110000000+00:00	pathology_file	phs002430
phs002430::HBC-392_186_R_patientH_E	phs002430::186-10	dg.4DFC/13fb48e4-e30b-4a03-907c-77ec8577bb73	manual			HBC-392_186 R.czi - Scene #2.tif	277454916	tiff	s3://cds-255-phs002430-sequencefiles-p30-fy20/HBC-392_186%20R.czi%20-%20Scene%20%232.tif	Formalin fixed paraffin embedded (FFPE)	Slide Microscopy	CC by 4.0	20	2584c2af471e0503d0aebf6d2125b052	HBC-392_186_R_patientH_E	H&E	2024-05-23T14:50:31.108000000+00:00	pathology_file	phs002430
phs002430::HBC-392_229_1_patientH_E	phs002430::229-1	dg.4DFC/248e3046-98bf-43eb-ba9d-eaf0761bb0b6	manual			HBC-392_229_1.czi - Scene #3.tif	258618909	tiff	s3://cds-255-phs002430-sequencefiles-p30-fy20/HBC-392_229_1.czi%20-%20Scene%20%233.tif	Formalin fixed paraffin embedded (FFPE)	Slide Microscopy	CC by 4.0	20	4cdd18e8aac88c8ce320983f8b8ede66	HBC-392_229_1_patientH_E	H&E	2024-05-23T14:50:31.112000000+00:00	pathology_file	phs002430
phs002430::HBC-392_231_1_patientH_E	phs002430::231-1	dg.4DFC/2fd630f8-d4f5-406c-83f5-665b96804af1	manual			HBC-392_231_1.czi - Scene #05.tif	206424219	tiff	s3://cds-255-phs002430-sequencefiles-p30-fy20/HBC-392_231_1.czi%20-%20Scene%20%2305.tif	Formalin fixed paraffin embedded (FFPE)	Slide Microscopy	CC by 4.0	20	6cf7082326d69b2987945eb9d9f89e89	HBC-392_231_1_patientH_E	H&E	2024-05-23T14:50:31.113000000+00:00	pathology_file	phs002430
phs002430::HBC-392_255-1_patientH_E	phs002430::255-1	dg.4DFC/51d57540-bf17-47de-816a-05d52ac1538a	manual			HBC-392_255-1.czi - Scene #3.tif	267574719	tiff	s3://cds-255-phs002430-sequencefiles-p30-fy20/HBC-392_255-1.czi%20-%20Scene%20%233.tif	Formalin fixed paraffin embedded (FFPE)	Slide Microscopy	CC by 4.0	20	660b5213113878575a4f60fe0434d77c	HBC-392_255-1_patientH_E	H&E	2024-05-23T14:50:31.115000000+00:00	pathology_file	phs002430
phs002430::HBC-392_256_1_patientH_E	phs002430::256-1	dg.4DFC/7144a341-dbb5-4199-a225-029f0cda6842	manual			HBC-392_256_1.czi - Scene #1.tif	100187271	tiff	s3://cds-255-phs002430-sequencefiles-p30-fy20/HBC-392_256_1.czi%20-%20Scene%20%231.tif	Formalin fixed paraffin embedded (FFPE)	Slide Microscopy	CC by 4.0	20	256debdb3a7cf9af49219248e5459d61	HBC-392_256_1_patientH_E	H&E	2024-05-23T14:50:31.117000000+00:00	pathology_file	phs002430
phs002430::HBC-392_270-15_patientH_E	phs002430::270-15	dg.4DFC/d37539de-6358-470d-ac5c-38119adbe093	manual			HBC-392_270-15.czi - Scene #2.tif	296010219	tiff	s3://cds-255-phs002430-sequencefiles-p30-fy20/HBC-392_270-15.czi%20-%20Scene%20%232.tif	Formalin fixed paraffin embedded (FFPE)	Slide Microscopy	CC by 4.0	20	d5c700fe9a485b605860016aca92f0b4	HBC-392_270-15_patientH_E	H&E	2024-05-23T14:50:31.123000000+00:00	pathology_file	phs002430
phs002430::HBC-392_274-1_patientH_E	phs002430::274-1	dg.4DFC/0d14b29c-ae07-49e3-bf90-c496ad012cfd	manual			HBC-392_274-1.czi - Scene #2.tif	188303733	tiff	s3://cds-255-phs002430-sequencefiles-p30-fy20/HBC-392_274-1.czi%20-%20Scene%20%232.tif	Formalin fixed paraffin embedded (FFPE)	Slide Microscopy	CC by 4.0	20	fc7185a160862f7dc0e2d098a44d8247	HBC-392_274-1_patientH_E	H&E	2024-05-23T14:50:31.125000000+00:00	pathology_file	phs002430
phs002430::HBC-392_293-14__1_patientH_E	phs002430::293-14	dg.4DFC/493fae2c-61ee-4220-af13-2badedbe823c	manual			HBC-392_293-14 (1).czi - Scene #2.tif	224986629	tiff	s3://cds-255-phs002430-sequencefiles-p30-fy20/HBC-392_293-14%20(1).czi%20-%20Scene%20%232.tif	Formalin fixed paraffin embedded (FFPE)	Slide Microscopy	CC by 4.0	20	ef9dde5ef74047eafa253257c7142c73	HBC-392_293-14__1_patientH_E	H&E	2024-05-23T14:50:31.128000000+00:00	pathology_file	phs002430
phs002430::HBC-392_293-6_patientH_E	phs002430::293-6	dg.4DFC/7b8c7fa8-039b-47c3-b722-3c47d9810ffe	manual			HBC-392_293-6.czi - Scene #3.tif	213439944	tiff	s3://cds-255-phs002430-sequencefiles-p30-fy20/HBC-392_293-6.czi%20-%20Scene%20%233.tif	Formalin fixed paraffin embedded (FFPE)	Slide Microscopy	CC by 4.0	20	c8cb9c6eafed810a1bdd4789734e78b5	HBC-392_293-6_patientH_E	H&E	2024-05-23T14:50:31.135000000+00:00	pathology_file	phs002430
phs002430::HBC-392_307-10_patientH_E	phs002430::307-10	dg.4DFC/d58de6be-f638-4f0f-a389-464990befcec	manual			HBC-392_307-10.czi - Scene #2.tif	160639533	tiff	s3://cds-255-phs002430-sequencefiles-p30-fy20/HBC-392_307-10.czi%20-%20Scene%20%232.tif	Formalin fixed paraffin embedded (FFPE)	Slide Microscopy	CC by 4.0	20	d82dd38f6a7a3dcff8e5d77cfb4d1421	HBC-392_307-10_patientH_E	H&E	2024-05-23T14:50:31.144000000+00:00	pathology_file	phs002430
phs002430::HBC-392_307-1_patientH_E	phs002430::307-1	dg.4DFC/73998129-04b9-4f11-9228-6e523723b1b9	manual			HBC-392_307-1.czi - Scene #3.tif	201595833	tiff	s3://cds-255-phs002430-sequencefiles-p30-fy20/HBC-392_307-1.czi%20-%20Scene%20%233.tif	Formalin fixed paraffin embedded (FFPE)	Slide Microscopy	CC by 4.0	20	17a9ebf3a0b5f6872da4b1c365062cd2	HBC-392_307-1_patientH_E	H&E	2024-05-23T14:50:31.140000000+00:00	pathology_file	phs002430
phs002430::HBC-392_308-3_patientH_E	phs002430::308-3	dg.4DFC/d51cf9ee-866f-4a13-8a31-504611acdee3	manual			HBC-392_308-3.czi - Scene #01.tif	287624259	tiff	s3://cds-255-phs002430-sequencefiles-p30-fy20/HBC-392_308-3.czi%20-%20Scene%20%2301.tif	Formalin fixed paraffin embedded (FFPE)	Slide Microscopy	CC by 4.0	20	ebbaeddba6e34769194a72b32b5ab649	HBC-392_308-3_patientH_E	H&E	2024-05-23T14:50:31.146000000+00:00	pathology_file	phs002430
phs002430::HBC-392_316-1_patientH_E_5	phs002430::316-1	dg.4DFC/9b25cb66-123a-4daa-81a6-ea3dac863f4e	manual			HBC-392_316-1.czi - Scene #5.tif	260545887	tiff	s3://cds-255-phs002430-sequencefiles-p30-fy20/HBC-392_316-1.czi%20-%20Scene%20%235.tif	Formalin fixed paraffin embedded (FFPE)	Slide Microscopy	CC by 4.0	20	832bb16a4b35c8eea902671b09d650bf	HBC-392_316-1_patientH_E_5	H&E	2024-05-23T14:50:31.151000000+00:00	pathology_file	phs002430
phs002430::HBC-392_316-1_patientH_E_6	phs002430::316-1	dg.4DFC/f59fc00a-5f48-49e1-91d7-bb65ffb1a327	manual			HBC-392_316-1.czi - Scene #6.tif	139171932	tiff	s3://cds-255-phs002430-sequencefiles-p30-fy20/HBC-392_316-1.czi%20-%20Scene%20%236.tif	Formalin fixed paraffin embedded (FFPE)	Slide Microscopy	CC by 4.0	20	08f754fd4919661e03a1bf7d7d33b8b3	HBC-392_316-1_patientH_E_6	H&E	2024-05-23T14:50:31.148000000+00:00	pathology_file	phs002430
phs002430::HBC-392_321-1_patientH_E	phs002430::321-1	dg.4DFC/10ba4c5b-fc37-44d1-8dd2-c83f29242ce9	manual			HBC-392_321-1.czi - Scene #2.tif	296512065	tiff	s3://cds-255-phs002430-sequencefiles-p30-fy20/HBC-392_321-1.czi%20-%20Scene%20%232.tif	Formalin fixed paraffin embedded (FFPE)	Slide Microscopy	CC by 4.0	20	790a8ac37af9c1ee5ccb63a77f59ba6f	HBC-392_321-1_patientH_E	H&E	2024-05-23T14:50:31.152000000+00:00	pathology_file	phs002430
phs002430::HBC-392_357-10_2_patientH_E	phs002430::357-10	dg.4DFC/fa5ebe5f-89ab-4cc9-af4a-f99466703200	manual			HBC-392_357-10(2).czi - Scene #5.tif	298535547	tiff	s3://cds-255-phs002430-sequencefiles-p30-fy20/HBC-392_357-10(2).czi%20-%20Scene%20%235.tif	Formalin fixed paraffin embedded (FFPE)	Slide Microscopy	CC by 4.0	20	abc7722b2810ef1d49ba0dac29246fed	HBC-392_357-10_2_patientH_E	H&E	2024-05-23T14:50:31.154000000+00:00	pathology_file	phs002430
phs002430::HBC-392_357-13_patientH_E	phs002430::357-13	dg.4DFC/0e29c46d-31d7-4a1b-b123-6134a78c5487	manual			HBC-392_357-13.czi - Scene #3.tif	274881951	tiff	s3://cds-255-phs002430-sequencefiles-p30-fy20/HBC-392_357-13.czi%20-%20Scene%20%233.tif	Formalin fixed paraffin embedded (FFPE)	Slide Microscopy	CC by 4.0	20	f0b1d263c1afb6cd119d498cba8df11f	HBC-392_357-13_patientH_E	H&E	2024-05-23T14:50:31.158000000+00:00	pathology_file	phs002430
phs002430::HBC-392_357-39_patientH_E	phs002430::357-39	dg.4DFC/c69a6a2a-5853-46ad-a2d7-18e30a8083cb	manual			HBC-392_357-39.czi - Scene #3.tif	226400811	tiff	s3://cds-255-phs002430-sequencefiles-p30-fy20/HBC-392_357-39.czi%20-%20Scene%20%233.tif	Formalin fixed paraffin embedded (FFPE)	Slide Microscopy	CC by 4.0	20	13aadb8e27c6223b4ea3164981d805b3	HBC-392_357-39_patientH_E	H&E	2024-05-23T14:50:31.165000000+00:00	pathology_file	phs002430
phs002430::HBC-392_357-40_patientH_E	phs002430::357-40	dg.4DFC/2aa10ea1-aa1d-45c5-9672-aa99ccee7b2e	manual			HBC-392_357-40.czi - Scene #2.tif	249666939	tiff	s3://cds-255-phs002430-sequencefiles-p30-fy20/HBC-392_357-40.czi%20-%20Scene%20%232.tif	Formalin fixed paraffin embedded (FFPE)	Slide Microscopy	CC by 4.0	20	048b2df14341499dd962231c18c07b12	HBC-392_357-40_patientH_E	H&E	2024-05-23T14:50:31.167000000+00:00	pathology_file	phs002430
phs002430::HBC-392_360-3_patientH_E_2	phs002430::360-3	dg.4DFC/6cb5a4b8-bd14-40e1-9232-d6cf59192329	manual			HBC-392_360-3.czi - Scene #02.tif	171268419	tiff	s3://cds-255-phs002430-sequencefiles-p30-fy20/HBC-392_360-3.czi%20-%20Scene%20%2302.tif	Formalin fixed paraffin embedded (FFPE)	Slide Microscopy	CC by 4.0	20	eaba33c68486bd974e6f88985be75e63	HBC-392_360-3_patientH_E_2	H&E	2024-05-23T14:50:31.168000000+00:00	pathology_file	phs002430
phs002430::HBC-392_360-3_patientH_E_4	phs002430::360-3	dg.4DFC/4a2d57d5-1bcc-471d-ba22-96050c42a48c	manual			HBC-392_360-3.2.czi - Scene #4.tif	214170300	tiff	s3://cds-255-phs002430-sequencefiles-p30-fy20/HBC-392_360-3.2.czi%20-%20Scene%20%234.tif	Formalin fixed paraffin embedded (FFPE)	Slide Microscopy	CC by 4.0	20	57d36c1cb2096ab0ea4a82a616996276	HBC-392_360-3_patientH_E_4	H&E	2024-05-23T14:50:31.170000000+00:00	pathology_file	phs002430
phs002430::HBC-392_360-7_#1_patientH_E	phs002430::360-7	dg.4DFC/4f1c1961-f41a-4806-bdfc-792bd6453f5b	manual			HBC-392_360-7 #1.czi - Scene #2.tif	258780867	tiff	s3://cds-255-phs002430-sequencefiles-p30-fy20/HBC-392_360-7%20%231.czi%20-%20Scene%20%232.tif	Formalin fixed paraffin embedded (FFPE)	Slide Microscopy	CC by 4.0	20	773067dbf3777f03635c46dd37c8468d	HBC-392_360-7_#1_patientH_E	H&E	2024-05-23T14:50:31.172000000+00:00	pathology_file	phs002430
phs002430::HBC-392_361-3_#2_patientH_E	phs002430::361-3	dg.4DFC/bf7ec3d3-6c22-4ed7-9be0-7f0d10671b6f	manual			HBC-392_361-3 #2.czi - Scene #5.tif	180400971	tiff	s3://cds-255-phs002430-sequencefiles-p30-fy20/HBC-392_361-3%20%232.czi%20-%20Scene%20%235.tif	Formalin fixed paraffin embedded (FFPE)	Slide Microscopy	CC by 4.0	20	d49ec98d7ae5b1c8a713cfba9180b792	HBC-392_361-3_#2_patientH_E	H&E	2024-05-23T14:50:31.176000000+00:00	pathology_file	phs002430
phs002430::HBC-392_361-3_patientH_E	phs002430::361-3	dg.4DFC/b01ea10c-bf25-4569-9296-e0ff82a0c241	manual			HBC-392_361-3.czi - Scene #02.tif	272246019	tiff	s3://cds-255-phs002430-sequencefiles-p30-fy20/HBC-392_361-3.czi%20-%20Scene%20%2302.tif	Formalin fixed paraffin embedded (FFPE)	Slide Microscopy	CC by 4.0	20	f525ebd8564c2b811b8a0e49a8b5c30c	HBC-392_361-3_patientH_E	H&E	2024-05-23T14:50:31.178000000+00:00	pathology_file	phs002430
phs002430::HBC-392_367-3_patientH_E	phs002430::367-3	dg.4DFC/d116566a-943a-4d26-8310-23727394936a	manual			HBC-392_367-3.czi - Scene #3.tif	242456235	tiff	s3://cds-255-phs002430-sequencefiles-p30-fy20/HBC-392_367-3.czi%20-%20Scene%20%233.tif	Formalin fixed paraffin embedded (FFPE)	Slide Microscopy	CC by 4.0	20	c80f1295fb70994cce710619debcfbe1	HBC-392_367-3_patientH_E	H&E	2024-05-23T14:50:31.180000000+00:00	pathology_file	phs002430
phs002430::HBC-392_369-6_patientH_E	phs002430::369-6	dg.4DFC/75c919b8-ef03-4e5e-8448-03ba645a2233	manual			HBC-392_369-6.czi - Scene #2.tif	216838755	tiff	s3://cds-255-phs002430-sequencefiles-p30-fy20/HBC-392_369-6.czi%20-%20Scene%20%232.tif	Formalin fixed paraffin embedded (FFPE)	Slide Microscopy	CC by 4.0	20	6a2c873f1737f55713351fd81b574096	HBC-392_369-6_patientH_E	H&E	2024-05-23T14:50:31.182000000+00:00	pathology_file	phs002430
phs002430::HBC-392_384-9_patientH_E	phs002430::384-9	dg.4DFC/46e4c615-24ea-4090-aab5-7bab291251c2	manual			HBC-392_384-9.czi - Scene #1.tif	283704603	tiff	s3://cds-255-phs002430-sequencefiles-p30-fy20/HBC-392_384-9.czi%20-%20Scene%20%231.tif	Formalin fixed paraffin embedded (FFPE)	Slide Microscopy	CC by 4.0	20	311f973bd3d2ec8f9716860c7a73c821	HBC-392_384-9_patientH_E	H&E	2024-05-23T14:50:31.183000000+00:00	pathology_file	phs002430
phs002430::HBC-392_390-3__5_patientH_E	phs002430::390-3	dg.4DFC/e389900c-2018-4b05-a520-2c5a86a65ef7	manual			HBC-392_390-3 (5).czi - Scene #1.tif	150154899	tiff	s3://cds-255-phs002430-sequencefiles-p30-fy20/HBC-392_390-3%20(5).czi%20-%20Scene%20%231.tif	Formalin fixed paraffin embedded (FFPE)	Slide Microscopy	CC by 4.0	20	9c9665bf4f782a805436252e09b9d925	HBC-392_390-3__5_patientH_E	H&E	2024-05-23T14:50:31.185000000+00:00	pathology_file	phs002430
phs002430::HBC-392_403-4__2_patientH_E	phs002430::403-4	dg.4DFC/2a9fa466-b97d-4766-9b5a-d4e0a923fb52	manual			HBC-392_403-4 (2).czi - Scene #2.tif	149967363	tiff	s3://cds-255-phs002430-sequencefiles-p30-fy20/HBC-392_403-4%20(2).czi%20-%20Scene%20%232.tif	Formalin fixed paraffin embedded (FFPE)	Slide Microscopy	CC by 4.0	20	ca81aefc85d5d06019ce2df1f7d68926	HBC-392_403-4__2_patientH_E	H&E	2024-05-23T14:50:31.187000000+00:00	pathology_file	phs002430
phs002430::HBC-392_403-5_patientH_E	phs002430::403-5	dg.4DFC/bb37a351-0a44-46ab-8e09-a6da2819236f	manual			HBC-392_403-5.czi - Scene #1.tif	208882689	tiff	s3://cds-255-phs002430-sequencefiles-p30-fy20/HBC-392_403-5.czi%20-%20Scene%20%231.tif	Formalin fixed paraffin embedded (FFPE)	Slide Microscopy	CC by 4.0	20	5cacef1261f552105da14659376b32a4	HBC-392_403-5_patientH_E	H&E	2024-05-23T14:50:31.189000000+00:00	pathology_file	phs002430
phs002430::HBC-392_405-3_patientH_E	phs002430::405-3	dg.4DFC/dce45091-f35d-4b57-a5ee-d29e1e114183	manual			HBC-392_405-3.czi - Scene #06.tif	288903744	tiff	s3://cds-255-phs002430-sequencefiles-p30-fy20/HBC-392_405-3.czi%20-%20Scene%20%2306.tif	Formalin fixed paraffin embedded (FFPE)	Slide Microscopy	CC by 4.0	20	9243144fd8d6702e7f36f29a0836ecdc	HBC-392_405-3_patientH_E	H&E	2024-05-23T14:50:31.190000000+00:00	pathology_file	phs002430
phs002430::HBC-392_408-3_patientH_E	phs002430::408-3	dg.4DFC/4c19460e-4a79-4ef4-b868-3bbf6aa9b877	manual			HBC-392_408-3.czi - Scene #2.tif	192191991	tiff	s3://cds-255-phs002430-sequencefiles-p30-fy20/HBC-392_408-3.czi%20-%20Scene%20%232.tif	Formalin fixed paraffin embedded (FFPE)	Slide Microscopy	CC by 4.0	20	b708f18b65050feb9d4ad9659febcc90	HBC-392_408-3_patientH_E	H&E	2024-05-23T14:50:31.192000000+00:00	pathology_file	phs002430
phs002430::HBC-392_410-2_patientH_E	phs002430::410-2	dg.4DFC/2802f14d-d320-4585-a1b4-6b7f86c1dcfe	manual			HBC-392_410-2.czi - Scene #1.tif	235054059	tiff	s3://cds-255-phs002430-sequencefiles-p30-fy20/HBC-392_410-2.czi%20-%20Scene%20%231.tif	Formalin fixed paraffin embedded (FFPE)	Slide Microscopy	CC by 4.0	20	f29afdd180ed318950040e7a94ebac71	HBC-392_410-2_patientH_E	H&E	2024-05-23T14:50:31.194000000+00:00	pathology_file	phs002430
phs002430::HBC-392_425-1__2_patientH_E	phs002430::425-1_2	dg.4DFC/c5b24127-c279-4c4a-a09d-f1e866cf89dc	manual			HBC-392_425-1 (2).czi - Scene #4.tif	174931725	tiff	s3://cds-255-phs002430-sequencefiles-p30-fy20/HBC-392_425-1%20(2).czi%20-%20Scene%20%234.tif	Formalin fixed paraffin embedded (FFPE)	Slide Microscopy	CC by 4.0	20	2c2a643011340e6c8dc631b40f286bd7	HBC-392_425-1__2_patientH_E	H&E	2024-05-23T14:50:31.195000000+00:00	pathology_file	phs002430
phs002430::HBC-392_427-5_patientH_E	phs002430::427-5	dg.4DFC/257ec5fd-f4d8-4b12-94f5-8eb0f9b7e7cb	manual			HBC-392_427-5.czi - Scene #1.tif	234737904	tiff	s3://cds-255-phs002430-sequencefiles-p30-fy20/HBC-392_427-5.czi%20-%20Scene%20%231.tif	Formalin fixed paraffin embedded (FFPE)	Slide Microscopy	CC by 4.0	20	693baf4bce2f89633f48975a2c412faa	HBC-392_427-5_patientH_E	H&E	2024-05-23T14:50:31.197000000+00:00	pathology_file	phs002430
phs002430::HBC-392_432-3_3B__1_liver_patientH_E	phs002430::432-3_3	dg.4DFC/4bb6d470-01bc-4754-996e-20ffa0a24082	manual			HBC-392_432-3_3B (1) liver.czi - Scene #07.tif	204765519	tiff	s3://cds-255-phs002430-sequencefiles-p30-fy20/HBC-392_432-3_3B%20(1)%20liver.czi%20-%20Scene%20%2307.tif	Formalin fixed paraffin embedded (FFPE)	Slide Microscopy	CC by 4.0	20	a33731d5fc4ee8b8af57bafa7d3082e1	HBC-392_432-3_3B__1_liver_patientH_E	H&E	2024-05-23T14:50:31.200000000+00:00	pathology_file	phs002430
phs002430::HBC-392_432-3__2A_patientH_E	phs002430::432-3_2	dg.4DFC/f90aa6d5-6e1d-4088-b5ff-5728bccb7194	manual			HBC-392_432-3 (2A).czi - Scene #1.tif	220205583	tiff	s3://cds-255-phs002430-sequencefiles-p30-fy20/HBC-392_432-3%20(2A).czi%20-%20Scene%20%231.tif	Formalin fixed paraffin embedded (FFPE)	Slide Microscopy	CC by 4.0	20	7554a3a68719c4248b2dce759843f395	HBC-392_432-3__2A_patientH_E	H&E	2024-05-23T14:50:31.198000000+00:00	pathology_file	phs002430
phs002430::HBC-392_433-3_patientH_E	phs002430::433-3	dg.4DFC/3bd01e17-1c7b-4c28-ba44-66b6c4c0f16d	manual			HBC-392_433-3.czi - Scene #2.tif	262580019	tiff	s3://cds-255-phs002430-sequencefiles-p30-fy20/HBC-392_433-3.czi%20-%20Scene%20%232.tif	Formalin fixed paraffin embedded (FFPE)	Slide Microscopy	CC by 4.0	20	2f5e868aa594e76172a79b33de7874a1	HBC-392_433-3_patientH_E	H&E	2024-05-23T14:50:31.205000000+00:00	pathology_file	phs002430
phs002430::HBC-392_435-3_1_patientH_E	phs002430::435-3_1	dg.4DFC/ed019859-3e50-4553-9c8d-5262e7aad4cb	manual			HBC-392_435-3(1).czi - Scene #2.tif	229129359	tiff	s3://cds-255-phs002430-sequencefiles-p30-fy20/HBC-392_435-3(1).czi%20-%20Scene%20%232.tif	Formalin fixed paraffin embedded (FFPE)	Slide Microscopy	CC by 4.0	20	a2d9150e6302764f0807958ab09c9493	HBC-392_435-3_1_patientH_E	H&E	2024-05-23T14:50:31.207000000+00:00	pathology_file	phs002430
phs002430::HBC-392_435-3_2_#1_patientH_E	phs002430::435-3_2	dg.4DFC/adafa46e-d04b-4610-ab87-53c3ee9a4f74	manual			HBC-392_435-3(2) #1.czi - Scene #4.tif	284209887	tiff	s3://cds-255-phs002430-sequencefiles-p30-fy20/HBC-392_435-3(2)%20%231.czi%20-%20Scene%20%234.tif	Formalin fixed paraffin embedded (FFPE)	Slide Microscopy	CC by 4.0	20	64d398d821ea7cf381c6120634a6a3b5	HBC-392_435-3_2_#1_patientH_E	H&E	2024-05-23T14:50:31.208000000+00:00	pathology_file	phs002430
phs002430::HBC-392_435-3_3_patientH_E	phs002430::435-3_3	dg.4DFC/760a1c16-9188-4a74-916d-c6422a70c712	manual			HBC-392_435-3(3).tif	185199441	tiff	s3://cds-255-phs002430-sequencefiles-p30-fy20/HBC-392_435-3(3).tif	Formalin fixed paraffin embedded (FFPE)	Slide Microscopy	CC by 4.0	20	a01ddc52a4fcd0379f9313b7253b4de1	HBC-392_435-3_3_patientH_E	H&E	2024-05-23T14:50:31.210000000+00:00	pathology_file	phs002430
phs002430::HBC-392_436-12_patientH_E	phs002430::436-12	dg.4DFC/b9e92560-f8be-4b9e-94aa-8074da1a8606	manual			HBC-392_436-12.czi - Scene #1.tif	254281584	tiff	s3://cds-255-phs002430-sequencefiles-p30-fy20/HBC-392_436-12.czi%20-%20Scene%20%231.tif	Formalin fixed paraffin embedded (FFPE)	Slide Microscopy	CC by 4.0	20	168c71e257c1f5c20dc9750a09a881e4	HBC-392_436-12_patientH_E	H&E	2024-05-23T14:50:31.212000000+00:00	pathology_file	phs002430
phs002430::HBC-392_436-8_patientH_E	phs002430::436-8	dg.4DFC/86aab3d8-be54-49f4-bd75-f1038a3390c2	manual			HBC-392_436-8.czi - Scene #1.tif	239673765	tiff	s3://cds-255-phs002430-sequencefiles-p30-fy20/HBC-392_436-8.czi%20-%20Scene%20%231.tif	Formalin fixed paraffin embedded (FFPE)	Slide Microscopy	CC by 4.0	20	743187a94dd70ecaf0378e5d752dc7b5	HBC-392_436-8_patientH_E	H&E	2024-05-23T14:50:31.214000000+00:00	pathology_file	phs002430
phs002430::HBC-392_438-1_patientH_E	phs002430::438-1	dg.4DFC/e0e588b5-9ca3-46b6-8c90-954dea1c2e9d	manual			HBC-392_438-1.czi - Scene #3.tif	201791721	tiff	s3://cds-255-phs002430-sequencefiles-p30-fy20/HBC-392_438-1.czi%20-%20Scene%20%233.tif	Formalin fixed paraffin embedded (FFPE)	Slide Microscopy	CC by 4.0	20	0bae4c410f9bfef4d2352fcb6ece7109	HBC-392_438-1_patientH_E	H&E	2024-05-23T14:50:31.219000000+00:00	pathology_file	phs002430
phs002430::HBC-392_441-9_patientH_E	phs002430::441-9	dg.4DFC/50536bb5-e102-4b77-9595-495de817d20c	manual			HBC-392_441-9.czi - Scene #3.tif	76917171	tiff	s3://cds-255-phs002430-sequencefiles-p30-fy20/HBC-392_441-9.czi%20-%20Scene%20%233.tif	Formalin fixed paraffin embedded (FFPE)	Slide Microscopy	CC by 4.0	20	a136757e8dc780e390b8999943e928ef	HBC-392_441-9_patientH_E	H&E	2024-05-23T14:50:31.220000000+00:00	pathology_file	phs002430
phs002430::HBC-392_453-1_patientH_E	phs002430::453-1	dg.4DFC/9816fb3d-08a3-4cc6-abc1-ab5a30cf13ad	manual			HBC-392_453-1.czi - Scene #1.tif	189741912	tiff	s3://cds-255-phs002430-sequencefiles-p30-fy20/HBC-392_453-1.czi%20-%20Scene%20%231.tif	Formalin fixed paraffin embedded (FFPE)	Slide Microscopy	CC by 4.0	20	ba911f515aa828eec7c5e3734f600f2d	HBC-392_453-1_patientH_E	H&E	2024-05-23T14:50:31.222000000+00:00	pathology_file	phs002430
