library_id	number_of_reads	coverage	reference_genome_assembly	design_description	library_strategy	library_layout	library_source	library_selection	platform	instrument_model	type	genomic_info_id	file.file_id
HALB3019392			GRCh38	IDT xGen Exome v2 hyb panel	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/640c0087-463a-474e-8d0b-c2fb908fbfe3_HALB3019392	dg.4DFC/640c0087-463a-474e-8d0b-c2fb908fbfe3
HALB3019392			GRCh38	IDT xGen Exome v2 hyb panel	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/86238b28-4427-4366-b43c-d052b5bf36ad_HALB3019392	dg.4DFC/86238b28-4427-4366-b43c-d052b5bf36ad
HALB3019392			GRCh38	IDT xGen Exome v2 hyb panel	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/6ecc92b2-f762-45b7-a151-0728bebdab49_HALB3019392	dg.4DFC/6ecc92b2-f762-45b7-a151-0728bebdab49
HALB3019392			GRCh38	IDT xGen Exome v2 hyb panel	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/6068be4d-baf2-494a-a2b0-494ef0c28706_HALB3019392	dg.4DFC/6068be4d-baf2-494a-a2b0-494ef0c28706
HALB3019392			GRCh38	IDT xGen Exome v2 hyb panel	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/1a2f8355-a47e-45be-aca3-be6c92f62356_HALB3019392	dg.4DFC/1a2f8355-a47e-45be-aca3-be6c92f62356
HALB3019392			GRCh38	IDT xGen Exome v2 hyb panel	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/81de9e6e-520f-4424-84f4-892ea7b79dfa_HALB3019392	dg.4DFC/81de9e6e-520f-4424-84f4-892ea7b79dfa
HALB3019392			GRCh38	IDT xGen Exome v2 hyb panel	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/07e96750-3cd1-4602-9122-2b52d2f76690_HALB3019392	dg.4DFC/07e96750-3cd1-4602-9122-2b52d2f76690
HALB3019392			GRCh38	IDT xGen Exome v2 hyb panel	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/f5e949b3-657f-48ec-a373-1ad63001d500_HALB3019392	dg.4DFC/f5e949b3-657f-48ec-a373-1ad63001d500
HALB3019392			GRCh38	IDT xGen Exome v2 hyb panel	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/13859e39-14d5-46a6-8c6d-7e182cb04f83_HALB3019392	dg.4DFC/13859e39-14d5-46a6-8c6d-7e182cb04f83
HALB3019392			GRCh38	IDT xGen Exome v2 hyb panel	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/b5fc863b-9223-4e9b-a382-ce4575b5e284_HALB3019392	dg.4DFC/b5fc863b-9223-4e9b-a382-ce4575b5e284
HALB3019392			GRCh38	IDT xGen Exome v2 hyb panel	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/877f1d5b-1976-4c55-a245-f501c55730c5_HALB3019392	dg.4DFC/877f1d5b-1976-4c55-a245-f501c55730c5
HALB3019392			GRCh38	IDT xGen Exome v2 hyb panel	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/1f871e78-d426-4e4c-9080-7f004b7a83b8_HALB3019392	dg.4DFC/1f871e78-d426-4e4c-9080-7f004b7a83b8
HALB3019392			GRCh38	IDT xGen Exome v2 hyb panel	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/52084a94-d904-4fbf-9e4f-ffa325fa987e_HALB3019392	dg.4DFC/52084a94-d904-4fbf-9e4f-ffa325fa987e
HALB3019392			GRCh38	IDT xGen Exome v2 hyb panel	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/2975a173-fb5d-4cd6-bb86-2020dde1faf7_HALB3019392	dg.4DFC/2975a173-fb5d-4cd6-bb86-2020dde1faf7
HALB3019392			GRCh38	IDT xGen Exome v2 hyb panel	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/4ffc2de5-991f-4596-af3b-c9f5dd188c4c_HALB3019392	dg.4DFC/4ffc2de5-991f-4596-af3b-c9f5dd188c4c
HALB3019392			GRCh38	IDT xGen Exome v2 hyb panel	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/4d87e786-934c-4134-8e7f-db4b58286e87_HALB3019392	dg.4DFC/4d87e786-934c-4134-8e7f-db4b58286e87
HALB3019392			GRCh38	IDT xGen Exome v2 hyb panel	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5db6f85b-fc42-4885-b6a2-de65dbf04324_HALB3019392	dg.4DFC/5db6f85b-fc42-4885-b6a2-de65dbf04324
HALB3019392			GRCh38	IDT xGen Exome v2 hyb panel	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/c2e7884b-e6dc-4be8-810e-9a8b77c64206_HALB3019392	dg.4DFC/c2e7884b-e6dc-4be8-810e-9a8b77c64206
HALB3023549			GRCh38	xGen(TM) Sample Identification (ID) Amplicon Panel	AMPLICON	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/4e7addd7-2c00-40c2-b375-700b44478b19_HALB3023549	dg.4DFC/4e7addd7-2c00-40c2-b375-700b44478b19
HALB3023549			GRCh38	xGen(TM) Sample Identification (ID) Amplicon Panel	AMPLICON	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/2e295517-118c-4117-8f02-ab375d1084a3_HALB3023549	dg.4DFC/2e295517-118c-4117-8f02-ab375d1084a3
HALB3023549			GRCh38	xGen(TM) Sample Identification (ID) Amplicon Panel	AMPLICON	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/94199836-e8b2-426e-b46b-934226270f6a_HALB3023549	dg.4DFC/94199836-e8b2-426e-b46b-934226270f6a
HALB3023549			GRCh38	xGen(TM) Sample Identification (ID) Amplicon Panel	AMPLICON	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/a9edafdb-a8fc-4422-a4ee-29fa7d4e33d8_HALB3023549	dg.4DFC/a9edafdb-a8fc-4422-a4ee-29fa7d4e33d8
HALB3023549			GRCh38	xGen(TM) Sample Identification (ID) Amplicon Panel	AMPLICON	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/73c9f002-7f16-4763-8cb2-a2e9fdb40b17_HALB3023549	dg.4DFC/73c9f002-7f16-4763-8cb2-a2e9fdb40b17
HALB3023549			GRCh38	xGen(TM) Sample Identification (ID) Amplicon Panel	AMPLICON	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/62ce9a2d-fd29-47fe-8922-a8b9d5eb1b6d_HALB3023549	dg.4DFC/62ce9a2d-fd29-47fe-8922-a8b9d5eb1b6d
HALB3023549			GRCh38	xGen(TM) Sample Identification (ID) Amplicon Panel	AMPLICON	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/59302e02-66c7-4edb-b70f-bb5be9993064_HALB3023549	dg.4DFC/59302e02-66c7-4edb-b70f-bb5be9993064
HALB3023549			GRCh38	xGen(TM) Sample Identification (ID) Amplicon Panel	AMPLICON	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/3040e5f8-1814-424e-bafe-ed3748667c82_HALB3023549	dg.4DFC/3040e5f8-1814-424e-bafe-ed3748667c82
HALB3023549			GRCh38	xGen(TM) Sample Identification (ID) Amplicon Panel	AMPLICON	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/013ca4d2-9646-4b4b-8e2c-6649a7bc1b0c_HALB3023549	dg.4DFC/013ca4d2-9646-4b4b-8e2c-6649a7bc1b0c
HALB3023549			GRCh38	xGen(TM) Sample Identification (ID) Amplicon Panel	AMPLICON	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/13af30e1-7397-45dc-bf28-1339a55ee278_HALB3023549	dg.4DFC/13af30e1-7397-45dc-bf28-1339a55ee278
HALB3023549			GRCh38	xGen(TM) Sample Identification (ID) Amplicon Panel	AMPLICON	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/157a1e43-0cdb-4db0-8788-42fad41e6495_HALB3023549	dg.4DFC/157a1e43-0cdb-4db0-8788-42fad41e6495
HALB3023549		26326.616822	GRCh38	xGen(TM) Sample Identification (ID) Amplicon Panel	AMPLICON	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/627a7b15-b625-43de-85c7-cc80277a2bdf_HALB3023549	dg.4DFC/627a7b15-b625-43de-85c7-cc80277a2bdf
HALB3023549			GRCh38	xGen(TM) Sample Identification (ID) Amplicon Panel	AMPLICON	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/3d7a3b93-a58c-4a20-a981-1048622e4d61_HALB3023549	dg.4DFC/3d7a3b93-a58c-4a20-a981-1048622e4d61
HALB3023549			GRCh38	xGen(TM) Sample Identification (ID) Amplicon Panel	AMPLICON	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/fb760aa9-626f-42e1-be04-7f082eaf3b1e_HALB3023549	dg.4DFC/fb760aa9-626f-42e1-be04-7f082eaf3b1e
HALB3023549			GRCh38	xGen(TM) Sample Identification (ID) Amplicon Panel	AMPLICON	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/62fa1f82-36c0-4c42-83f2-bc760f4af0a8_HALB3023549	dg.4DFC/62fa1f82-36c0-4c42-83f2-bc760f4af0a8
HALB3023549			GRCh38	xGen(TM) Sample Identification (ID) Amplicon Panel	AMPLICON	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/57e492ce-d45c-4c84-ab71-6db541f37e67_HALB3023549	dg.4DFC/57e492ce-d45c-4c84-ab71-6db541f37e67
HALB3023549			GRCh38	xGen(TM) Sample Identification (ID) Amplicon Panel	AMPLICON	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/9bb584b1-3f1f-4ad6-a638-01a70366f5e7_HALB3023549	dg.4DFC/9bb584b1-3f1f-4ad6-a638-01a70366f5e7
HALB3023549			GRCh38	xGen(TM) Sample Identification (ID) Amplicon Panel	AMPLICON	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/de5b77f9-91d4-421d-b3d0-31b9de109923_HALB3023549	dg.4DFC/de5b77f9-91d4-421d-b3d0-31b9de109923
HALB3023549			GRCh38	xGen(TM) Sample Identification (ID) Amplicon Panel	AMPLICON	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/85d42908-f406-4f38-ba55-fddbdfefbd5f_HALB3023549	dg.4DFC/85d42908-f406-4f38-ba55-fddbdfefbd5f
HALB3023549			GRCh38	xGen(TM) Sample Identification (ID) Amplicon Panel	AMPLICON	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/ed24b268-78cf-4e10-a9d7-9aee1189ceb3_HALB3023549	dg.4DFC/ed24b268-78cf-4e10-a9d7-9aee1189ceb3
HALB3023549			GRCh38	xGen(TM) Sample Identification (ID) Amplicon Panel	AMPLICON	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/38264053-6893-4e51-8b60-a99678f1c398_HALB3023549	dg.4DFC/38264053-6893-4e51-8b60-a99678f1c398
HALB3023549			GRCh38	xGen(TM) Sample Identification (ID) Amplicon Panel	AMPLICON	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/f316db74-ac2a-4162-be0f-de05411abdf4_HALB3023549	dg.4DFC/f316db74-ac2a-4162-be0f-de05411abdf4
HALB3023549			GRCh38	xGen(TM) Sample Identification (ID) Amplicon Panel	AMPLICON	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/0fe7e7e3-69b8-44eb-ae97-f150acd94752_HALB3023549	dg.4DFC/0fe7e7e3-69b8-44eb-ae97-f150acd94752
HALB3023549			GRCh38	xGen(TM) Sample Identification (ID) Amplicon Panel	AMPLICON	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/105b35d7-8b62-41c0-aaf2-33c1ca97e8d6_HALB3023549	dg.4DFC/105b35d7-8b62-41c0-aaf2-33c1ca97e8d6
HALB3023549			GRCh38	xGen(TM) Sample Identification (ID) Amplicon Panel	AMPLICON	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/b3d78f92-00e6-45cd-9c88-52dbc8f6ee68_HALB3023549	dg.4DFC/b3d78f92-00e6-45cd-9c88-52dbc8f6ee68
HALB3023549			GRCh38	xGen(TM) Sample Identification (ID) Amplicon Panel	AMPLICON	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/6489326a-c6b6-4ebb-8e44-80bdf7549dc7_HALB3023549	dg.4DFC/6489326a-c6b6-4ebb-8e44-80bdf7549dc7
HALB3023549			GRCh38	xGen(TM) Sample Identification (ID) Amplicon Panel	AMPLICON	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/21f2e2c4-cb9c-4a87-a18c-dbd779e96f87_HALB3023549	dg.4DFC/21f2e2c4-cb9c-4a87-a18c-dbd779e96f87
HALB3023549			GRCh38	xGen(TM) Sample Identification (ID) Amplicon Panel	AMPLICON	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/2e86d51e-5550-4371-8f84-d0b24cace886_HALB3023549	dg.4DFC/2e86d51e-5550-4371-8f84-d0b24cace886
HALB3023549			GRCh38	xGen(TM) Sample Identification (ID) Amplicon Panel	AMPLICON	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/8fade1c1-d1cb-46d3-ab1c-356d17040121_HALB3023549	dg.4DFC/8fade1c1-d1cb-46d3-ab1c-356d17040121
HALB3023549			GRCh38	xGen(TM) Sample Identification (ID) Amplicon Panel	AMPLICON	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/b1f7b491-cb77-4f84-9d94-43bec943e5d0_HALB3023549	dg.4DFC/b1f7b491-cb77-4f84-9d94-43bec943e5d0
HALB3023549			GRCh38	xGen(TM) Sample Identification (ID) Amplicon Panel	AMPLICON	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/91f692d9-1bf8-43b7-bd43-95703f42fdea_HALB3023549	dg.4DFC/91f692d9-1bf8-43b7-bd43-95703f42fdea
HALB3023549			GRCh38	xGen(TM) Sample Identification (ID) Amplicon Panel	AMPLICON	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/769fc3a0-5550-462d-9e93-cfafd58f7e7b_HALB3023549	dg.4DFC/769fc3a0-5550-462d-9e93-cfafd58f7e7b
HALB3023549			GRCh38	xGen(TM) Sample Identification (ID) Amplicon Panel	AMPLICON	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/af10b8d9-7ed9-44dd-92fc-554dc5da4449_HALB3023549	dg.4DFC/af10b8d9-7ed9-44dd-92fc-554dc5da4449
HALB3023549			GRCh38	xGen(TM) Sample Identification (ID) Amplicon Panel	AMPLICON	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/d50c602c-7af1-482d-9012-2c95cd21b973_HALB3023549	dg.4DFC/d50c602c-7af1-482d-9012-2c95cd21b973
HALB3023549			GRCh38	xGen(TM) Sample Identification (ID) Amplicon Panel	AMPLICON	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/6554f9a9-9d2c-4ef5-b756-c7c74762dd2d_HALB3023549	dg.4DFC/6554f9a9-9d2c-4ef5-b756-c7c74762dd2d
HALB3023549			GRCh38	xGen(TM) Sample Identification (ID) Amplicon Panel	AMPLICON	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/fae51504-9311-4504-8cd3-fed7b72802f3_HALB3023549	dg.4DFC/fae51504-9311-4504-8cd3-fed7b72802f3
HALB3023549			GRCh38	xGen(TM) Sample Identification (ID) Amplicon Panel	AMPLICON	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/78b6471d-89a7-482a-8c48-10c750bd447b_HALB3023549	dg.4DFC/78b6471d-89a7-482a-8c48-10c750bd447b
HALB3023549			GRCh38	xGen(TM) Sample Identification (ID) Amplicon Panel	AMPLICON	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/c7d8f69c-5faa-433d-8e41-5a60eab16ffc_HALB3023549	dg.4DFC/c7d8f69c-5faa-433d-8e41-5a60eab16ffc
HALB3023549			GRCh38	xGen(TM) Sample Identification (ID) Amplicon Panel	AMPLICON	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/38d762cb-c421-47c1-8288-f63553bdc8e8_HALB3023549	dg.4DFC/38d762cb-c421-47c1-8288-f63553bdc8e8
HALB3023549			GRCh38	xGen(TM) Sample Identification (ID) Amplicon Panel	AMPLICON	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/a0ed940a-ae54-4bb4-8f7d-5accf0611ca6_HALB3023549	dg.4DFC/a0ed940a-ae54-4bb4-8f7d-5accf0611ca6
HALB3023549			GRCh38	xGen(TM) Sample Identification (ID) Amplicon Panel	AMPLICON	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/534c0908-a60e-4d45-8c2d-c3129485bfb3_HALB3023549	dg.4DFC/534c0908-a60e-4d45-8c2d-c3129485bfb3
HALB3023549			GRCh38	xGen(TM) Sample Identification (ID) Amplicon Panel	AMPLICON	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5da79dde-b2e2-498e-a1ea-bc32aac8917d_HALB3023549	dg.4DFC/5da79dde-b2e2-498e-a1ea-bc32aac8917d
HALB3023549			GRCh38	xGen(TM) Sample Identification (ID) Amplicon Panel	AMPLICON	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/e2338620-2749-4e94-b356-ce3fa8c57586_HALB3023549	dg.4DFC/e2338620-2749-4e94-b356-ce3fa8c57586
HALB3023549			GRCh38	xGen(TM) Sample Identification (ID) Amplicon Panel	AMPLICON	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/9cb3c6c4-3496-40eb-bc2a-40c08e3e560e_HALB3023549	dg.4DFC/9cb3c6c4-3496-40eb-bc2a-40c08e3e560e
HALB3023549			GRCh38	xGen(TM) Sample Identification (ID) Amplicon Panel	AMPLICON	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/d11c593a-fabb-46b0-9d80-d6ff8f8bb630_HALB3023549	dg.4DFC/d11c593a-fabb-46b0-9d80-d6ff8f8bb630
HALB3019399			GRCh38	IDT xGen Exome v2 hyb panel	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/a5eed8f1-7298-4110-a374-d27aabc137bd_HALB3019399	dg.4DFC/a5eed8f1-7298-4110-a374-d27aabc137bd
HALB3019399			GRCh38	IDT xGen Exome v2 hyb panel	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/907199de-18b1-4a57-abc3-5a4f08aca8c6_HALB3019399	dg.4DFC/907199de-18b1-4a57-abc3-5a4f08aca8c6
HALB3019399			GRCh38	IDT xGen Exome v2 hyb panel	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/6723693d-f4db-4d0e-ba8d-838ea7dcdb55_HALB3019399	dg.4DFC/6723693d-f4db-4d0e-ba8d-838ea7dcdb55
HALB3019399			GRCh38	IDT xGen Exome v2 hyb panel	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/aca66731-8cc1-4c40-b628-41d4dd939b24_HALB3019399	dg.4DFC/aca66731-8cc1-4c40-b628-41d4dd939b24
HALB3019399			GRCh38	IDT xGen Exome v2 hyb panel	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/cf2e3155-160a-480a-bcd0-d88715b0f150_HALB3019399	dg.4DFC/cf2e3155-160a-480a-bcd0-d88715b0f150
HALB3019399			GRCh38	IDT xGen Exome v2 hyb panel	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/e24f1b8b-1f37-427b-a11a-a11252e9d06e_HALB3019399	dg.4DFC/e24f1b8b-1f37-427b-a11a-a11252e9d06e
HALB3019399			GRCh38	IDT xGen Exome v2 hyb panel	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/06253583-7b58-4dc2-9f7e-110cf77a0bbe_HALB3019399	dg.4DFC/06253583-7b58-4dc2-9f7e-110cf77a0bbe
HALB3019399			GRCh38	IDT xGen Exome v2 hyb panel	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/aa2f85eb-0d8a-4b01-8245-60b07f89f13f_HALB3019399	dg.4DFC/aa2f85eb-0d8a-4b01-8245-60b07f89f13f
HALB3019399			GRCh38	IDT xGen Exome v2 hyb panel	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/2efab6db-8403-4fd4-b05a-2d59e61d6a83_HALB3019399	dg.4DFC/2efab6db-8403-4fd4-b05a-2d59e61d6a83
HALB3019399			GRCh38	IDT xGen Exome v2 hyb panel	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/1b651a27-24d0-4a5b-8184-8dee66ad5a21_HALB3019399	dg.4DFC/1b651a27-24d0-4a5b-8184-8dee66ad5a21
HALB3019399			GRCh38	IDT xGen Exome v2 hyb panel	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/dc926a6d-05a9-4035-8c8d-c4393a7bfde0_HALB3019399	dg.4DFC/dc926a6d-05a9-4035-8c8d-c4393a7bfde0
HALB3019399			GRCh38	IDT xGen Exome v2 hyb panel	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/b9883faf-1cec-4264-bbd9-1a826d118f55_HALB3019399	dg.4DFC/b9883faf-1cec-4264-bbd9-1a826d118f55
HALB3019399		330.356143	GRCh38	IDT xGen Exome v2 hyb panel	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/92f2891f-b106-4fd2-af67-2b1911efe9be_HALB3019399	dg.4DFC/92f2891f-b106-4fd2-af67-2b1911efe9be
HALB3019399			GRCh38	IDT xGen Exome v2 hyb panel	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/a8071a59-b573-4d41-a338-fabb1682817f_HALB3019399	dg.4DFC/a8071a59-b573-4d41-a338-fabb1682817f
HALB3019399			GRCh38	IDT xGen Exome v2 hyb panel	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/a800286f-dbfc-4ca7-8c16-d994e7d44b0f_HALB3019399	dg.4DFC/a800286f-dbfc-4ca7-8c16-d994e7d44b0f
HALB3019399			GRCh38	IDT xGen Exome v2 hyb panel	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/708601d8-a3e5-4be6-bd48-36b8b4ee0de5_HALB3019399	dg.4DFC/708601d8-a3e5-4be6-bd48-36b8b4ee0de5
HALB3019399			GRCh38	IDT xGen Exome v2 hyb panel	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/3ca7064b-41d1-4c08-b0d1-6d06b5f53a95_HALB3019399	dg.4DFC/3ca7064b-41d1-4c08-b0d1-6d06b5f53a95
HALB3019399			GRCh38	IDT xGen Exome v2 hyb panel	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/656d0d32-52da-457c-85e4-f98598829cf6_HALB3019399	dg.4DFC/656d0d32-52da-457c-85e4-f98598829cf6
HALB3019399	228925848		GRCh38	IDT xGen Exome v2 hyb panel	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/842b2b06-bd0e-442a-8bcf-257c1068c100_HALB3019399	dg.4DFC/842b2b06-bd0e-442a-8bcf-257c1068c100
HALB3019399	228925848		GRCh38	IDT xGen Exome v2 hyb panel	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/cf4ff47e-2f0f-44d0-b1e7-a5d500c94267_HALB3019399	dg.4DFC/cf4ff47e-2f0f-44d0-b1e7-a5d500c94267
HALB3019399			GRCh38	IDT xGen Exome v2 hyb panel	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/7db4837e-209d-4534-a28c-4c50b0ac0964_HALB3019399	dg.4DFC/7db4837e-209d-4534-a28c-4c50b0ac0964
HALB3019399			GRCh38	IDT xGen Exome v2 hyb panel	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/f85ea53c-e81d-4ea8-973b-724609cdfa9d_HALB3019399	dg.4DFC/f85ea53c-e81d-4ea8-973b-724609cdfa9d
