library_id	bases	number_of_reads	avg_read_length	design_description	library_strategy	library_layout	library_source	library_selection	platform	instrument_model	type	genomic_info_id	file.file_id	reference_genome_assembly
S082D.1.3	6378244536	63150936	101	Genomic DNA capture was performed with NimbleGen SeqCap EZ Exome probes, version 3.0. Sequencing was performed on an Illumina HiSeq 2000 at the Oregon Health & Science University Massively Parallel Sequencing Shared Resource	WXS	Single-indexed	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2000	genomic_info	dg.4DFC/9cf2153d-0760-4599-94f5-f1865adc5ca0_S082D.1.3	dg.4DFC/9cf2153d-0760-4599-94f5-f1865adc5ca0	Not specified in data
S010R.1.2	7479192000	59833536	125	RNA sequencing libraries were prepared using Roche KAPA Total RNASeq with standard protocols. Libraries were sequenced on an Illumina HiSeq X at the New York Genome Center	RNA-Seq	Paired-End	Transcriptomic	Poly-A Enriched Genomic Library	Illumina	Illumina HiSeq X Ten	genomic_info	dg.4DFC/69bca015-c890-45fc-b7d3-1b7b8b76c3af_S010R.1.2	dg.4DFC/69bca015-c890-45fc-b7d3-1b7b8b76c3af	Not specified in data
S010R.1.2	7479192000	59833536	125	RNA sequencing libraries were prepared using Roche KAPA Total RNASeq with standard protocols. Libraries were sequenced on an Illumina HiSeq X at the New York Genome Center	RNA-Seq	Paired-End	Transcriptomic	Poly-A Enriched Genomic Library	Illumina	Illumina HiSeq X Ten	genomic_info	dg.4DFC/7fbf3fe9-d505-47e1-8538-04eda260a1f9_S010R.1.2	dg.4DFC/7fbf3fe9-d505-47e1-8538-04eda260a1f9	Not specified in data
S010R.1.1	7500100000	60000800	125	RNA sequencing libraries were prepared using Roche KAPA Total RNASeq with standard protocols. Libraries were sequenced on an Illumina HiSeq X at the New York Genome Center	RNA-Seq	Paired-End	Transcriptomic	Poly-A Enriched Genomic Library	Illumina	Illumina HiSeq X Ten	genomic_info	dg.4DFC/64848a65-05cf-4eab-974c-1cbebf929ee6_S010R.1.1	dg.4DFC/64848a65-05cf-4eab-974c-1cbebf929ee6	Not specified in data
S010R.1.1	7500100000	60000800	125	RNA sequencing libraries were prepared using Roche KAPA Total RNASeq with standard protocols. Libraries were sequenced on an Illumina HiSeq X at the New York Genome Center	RNA-Seq	Paired-End	Transcriptomic	Poly-A Enriched Genomic Library	Illumina	Illumina HiSeq X Ten	genomic_info	dg.4DFC/84595c7c-735f-46de-a98d-89a6e99057b4_S010R.1.1	dg.4DFC/84595c7c-735f-46de-a98d-89a6e99057b4	Not specified in data
S064D.1.4	5401711896	53482296	101	Genomic DNA capture was performed with NimbleGen SeqCap EZ Exome probes, version 3.0. Sequencing was performed on an Illumina HiSeq 2000 at the Oregon Health & Science University Massively Parallel Sequencing Shared Resource	WXS	Single-indexed	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2000	genomic_info	dg.4DFC/51ff4b37-ce54-49e9-b4cb-50bfd30c2d9d_S064D.1.4	dg.4DFC/51ff4b37-ce54-49e9-b4cb-50bfd30c2d9d	Not specified in data
S052D.1.5	7988333208	79092408	101	Genomic DNA capture was performed with NimbleGen SeqCap EZ Exome probes, version 3.0. Sequencing was performed on an Illumina HiSeq 2000 at the Oregon Health & Science University Massively Parallel Sequencing Shared Resource	WXS	Single-indexed	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2000	genomic_info	dg.4DFC/b9f28937-2988-42e9-9ab3-e3886c5b5899_S052D.1.5	dg.4DFC/b9f28937-2988-42e9-9ab3-e3886c5b5899	Not specified in data
S052R.4.3	6930940170	68623170	101	RNA sequencing libraries were prepared using Illumina Truseq with standard protocols. Libraries were sequenced on an Illumina HiSeq 2000 at the Oregon Health & Science University Massively Parallel Sequencing Shared Resource	RNA-Seq	Paired-End	Transcriptomic	Poly-A Enriched Genomic Library	Illumina	Illumina HiSeq 2000	genomic_info	dg.4DFC/d5b1ba27-4176-4edd-a5f3-b9c4cf3e970d_S052R.4.3	dg.4DFC/d5b1ba27-4176-4edd-a5f3-b9c4cf3e970d	Not specified in data
S052R.4.3	6930940170	68623170	101	RNA sequencing libraries were prepared using Illumina Truseq with standard protocols. Libraries were sequenced on an Illumina HiSeq 2000 at the Oregon Health & Science University Massively Parallel Sequencing Shared Resource	RNA-Seq	Paired-End	Transcriptomic	Poly-A Enriched Genomic Library	Illumina	Illumina HiSeq 2000	genomic_info	dg.4DFC/a6315045-0126-4e2a-97ba-97dc7a6b5c19_S052R.4.3	dg.4DFC/a6315045-0126-4e2a-97ba-97dc7a6b5c19	Not specified in data
S066D.1.8	4916021480	48673480	101	Genomic DNA capture was performed with NimbleGen SeqCap EZ Exome probes, version 3.0. Sequencing was performed on an Illumina HiSeq 2000 at the Oregon Health & Science University Massively Parallel Sequencing Shared Resource	WXS	Single-indexed	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2000	genomic_info	dg.4DFC/c6a57c3d-b0a6-453e-a9a5-2e443bdd3c41_S066D.1.8	dg.4DFC/c6a57c3d-b0a6-453e-a9a5-2e443bdd3c41	Not specified in data
S089D.3.2	3284820980	32522980	101	Genomic DNA capture was performed with a library of custom capture probes from Roche/Nimblegen, as described in Maxson et al, NEJM, 2013 (PMID 23656643). Sequencing was performed on an Illumina HiSeq 2000 at the Oregon Health & Science University Massively Parallel Sequencing Shared Resource	Targeted-Capture	Single-indexed	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2000	genomic_info	dg.4DFC/77077d0e-8d5d-480b-8be5-a5a5882a5f31_S089D.3.2	dg.4DFC/77077d0e-8d5d-480b-8be5-a5a5882a5f31	Not specified in data
S045D.1.2	15448359959	152954059	101	Genomic DNA capture was performed with NimbleGen SeqCap EZ Exome probes, version 3.0. Sequencing was performed on an Illumina HiSeq 3000 at the Oregon State University Sequencing Core Facility	WXS	Single-indexed	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 3000	genomic_info	dg.4DFC/891b6d87-75b9-47f3-9c39-3d27f7d3cce8_S045D.1.2	dg.4DFC/891b6d87-75b9-47f3-9c39-3d27f7d3cce8	Not specified in data
S025D.4.3	5585533007	55302307	101	Genomic DNA capture was performed with a library of custom capture probes from Roche/Nimblegen, as described in Maxson et al, NEJM, 2013 (PMID 23656643). Sequencing was performed on an Illumina HiSeq 2000 at the Oregon Health & Science University Massively Parallel Sequencing Shared Resource	Targeted-Capture	Single-indexed	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2000	genomic_info	dg.4DFC/28991d44-4633-42c8-9471-51f091455468_S025D.4.3	dg.4DFC/28991d44-4633-42c8-9471-51f091455468	Not specified in data
S093D.3.8	3534501666	34995066	101	Genomic DNA capture was performed with a library of custom capture probes from Roche/Nimblegen, as described in Maxson et al, NEJM, 2013 (PMID 23656643). Sequencing was performed on an Illumina HiSeq 2000 at the Oregon Health & Science University Massively Parallel Sequencing Shared Resource	Targeted-Capture	Single-indexed	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2000	genomic_info	dg.4DFC/6b562470-4914-4de1-b96d-4d52a97a4f1c_S093D.3.8	dg.4DFC/6b562470-4914-4de1-b96d-4d52a97a4f1c	Not specified in data
S041D.2.6	12966959538	128385738	101	Genomic DNA capture was performed with NimbleGen SeqCap EZ Exome probes, version 3.0. Sequencing was performed on an Illumina HiSeq 3000 at the Oregon State University Sequencing Core Facility	WXS	Single-indexed	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 3000	genomic_info	dg.4DFC/d5114330-eb3e-42a1-80b4-1cd63a32b0ca_S041D.2.6	dg.4DFC/d5114330-eb3e-42a1-80b4-1cd63a32b0ca	Not specified in data
S041R.2.5	7001160250	56009282	125	RNA sequencing libraries were prepared using Roche KAPA Total RNASeq with standard protocols. Libraries were sequenced on an Illumina HiSeq X at the New York Genome Center	RNA-Seq	Paired-End	Transcriptomic	Poly-A Enriched Genomic Library	Illumina	Illumina HiSeq X Ten	genomic_info	dg.4DFC/ac33aa90-821e-4b8c-b445-bf686fa68347_S041R.2.5	dg.4DFC/ac33aa90-821e-4b8c-b445-bf686fa68347	Not specified in data
S041R.2.5	7001160250	56009282	125	RNA sequencing libraries were prepared using Roche KAPA Total RNASeq with standard protocols. Libraries were sequenced on an Illumina HiSeq X at the New York Genome Center	RNA-Seq	Paired-End	Transcriptomic	Poly-A Enriched Genomic Library	Illumina	Illumina HiSeq X Ten	genomic_info	dg.4DFC/dd9f9f95-5cde-431f-96a7-ca30519ef409_S041R.2.5	dg.4DFC/dd9f9f95-5cde-431f-96a7-ca30519ef409	Not specified in data
S074D.2.6	11253983782	111425582	101	Genomic DNA capture was performed with NimbleGen SeqCap EZ Exome probes, version 3.0. Sequencing was performed on an Illumina HiSeq 3000 at the Oregon State University Sequencing Core Facility	WXS	Single-indexed	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 3000	genomic_info	dg.4DFC/fbb1b1ab-a927-410a-8f75-0ac26607b823_S074D.2.6	dg.4DFC/fbb1b1ab-a927-410a-8f75-0ac26607b823	Not specified in data
S074R.2.5	7773516750	62188134	125	RNA sequencing libraries were prepared using Roche KAPA Total RNASeq with standard protocols. Libraries were sequenced on an Illumina HiSeq X at the New York Genome Center	RNA-Seq	Paired-End	Transcriptomic	Poly-A Enriched Genomic Library	Illumina	Illumina HiSeq X Ten	genomic_info	dg.4DFC/26d01adc-c659-4fff-8eee-e10d641b5e15_S074R.2.5	dg.4DFC/26d01adc-c659-4fff-8eee-e10d641b5e15	Not specified in data
S074R.2.5	7773516750	62188134	125	RNA sequencing libraries were prepared using Roche KAPA Total RNASeq with standard protocols. Libraries were sequenced on an Illumina HiSeq X at the New York Genome Center	RNA-Seq	Paired-End	Transcriptomic	Poly-A Enriched Genomic Library	Illumina	Illumina HiSeq X Ten	genomic_info	dg.4DFC/e0c378a7-7e5f-47dd-825d-a4b14b156a33_S074R.2.5	dg.4DFC/e0c378a7-7e5f-47dd-825d-a4b14b156a33	Not specified in data
S074R.2.4	7934666750	63477334	125	RNA sequencing libraries were prepared using Roche KAPA Total RNASeq with standard protocols. Libraries were sequenced on an Illumina HiSeq X at the New York Genome Center	RNA-Seq	Paired-End	Transcriptomic	Poly-A Enriched Genomic Library	Illumina	Illumina HiSeq X Ten	genomic_info	dg.4DFC/b1f9d7c1-4c88-49e3-b718-6221fd780348_S074R.2.4	dg.4DFC/b1f9d7c1-4c88-49e3-b718-6221fd780348	Not specified in data
S074R.2.4	7934666750	63477334	125	RNA sequencing libraries were prepared using Roche KAPA Total RNASeq with standard protocols. Libraries were sequenced on an Illumina HiSeq X at the New York Genome Center	RNA-Seq	Paired-End	Transcriptomic	Poly-A Enriched Genomic Library	Illumina	Illumina HiSeq X Ten	genomic_info	dg.4DFC/e2b8ee2a-2e28-41d2-981f-db0786a59fb3_S074R.2.4	dg.4DFC/e2b8ee2a-2e28-41d2-981f-db0786a59fb3	Not specified in data
S001D.2.7	14503538693	143599393	101	Genomic DNA capture was performed with NimbleGen SeqCap EZ Exome probes, version 3.0. Sequencing was performed on an Illumina HiSeq 3000 at the Oregon State University Sequencing Core Facility	WXS	Single-indexed	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 3000	genomic_info	dg.4DFC/b393ffd2-8a8d-45a5-b3c1-5216018fe701_S001D.2.7	dg.4DFC/b393ffd2-8a8d-45a5-b3c1-5216018fe701	Not specified in data
S001R.1.1	7317207500	58537660	125	RNA sequencing libraries were prepared using Roche KAPA Total RNASeq with standard protocols. Libraries were sequenced on an Illumina HiSeq X at the New York Genome Center	RNA-Seq	Paired-End	Transcriptomic	Poly-A Enriched Genomic Library	Illumina	Illumina HiSeq X Ten	genomic_info	dg.4DFC/2481a6b6-e3fc-4928-9c9a-011f89053ac8_S001R.1.1	dg.4DFC/2481a6b6-e3fc-4928-9c9a-011f89053ac8	Not specified in data
S001R.1.1	7317207500	58537660	125	RNA sequencing libraries were prepared using Roche KAPA Total RNASeq with standard protocols. Libraries were sequenced on an Illumina HiSeq X at the New York Genome Center	RNA-Seq	Paired-End	Transcriptomic	Poly-A Enriched Genomic Library	Illumina	Illumina HiSeq X Ten	genomic_info	dg.4DFC/d5cc5a4b-9438-49b4-aaab-13e788145986_S001R.1.1	dg.4DFC/d5cc5a4b-9438-49b4-aaab-13e788145986	Not specified in data
S001R.1.2	7295587500	58364700	125	RNA sequencing libraries were prepared using Roche KAPA Total RNASeq with standard protocols. Libraries were sequenced on an Illumina HiSeq X at the New York Genome Center	RNA-Seq	Paired-End	Transcriptomic	Poly-A Enriched Genomic Library	Illumina	Illumina HiSeq X Ten	genomic_info	dg.4DFC/7853a2ad-7ef9-441f-b5d0-c867ae9d0718_S001R.1.2	dg.4DFC/7853a2ad-7ef9-441f-b5d0-c867ae9d0718	Not specified in data
S001R.1.2	7295587500	58364700	125	RNA sequencing libraries were prepared using Roche KAPA Total RNASeq with standard protocols. Libraries were sequenced on an Illumina HiSeq X at the New York Genome Center	RNA-Seq	Paired-End	Transcriptomic	Poly-A Enriched Genomic Library	Illumina	Illumina HiSeq X Ten	genomic_info	dg.4DFC/ccd67741-8b02-45e3-bdb1-d65643fcf64f_S001R.1.2	dg.4DFC/ccd67741-8b02-45e3-bdb1-d65643fcf64f	Not specified in data
S063D.1.6	4146402000	41464020	100	Genomic DNA capture was performed with Nextera Rapid Capture Exome probes, version 1.2. Sequencing was performed on an Illumina HiSeq 2500 at the Oregon Health & Science University Massively Parallel Sequencing Shared Resource	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/734e7a6e-ed0a-4f49-9a60-ec59af2d6acc_S063D.1.6	dg.4DFC/734e7a6e-ed0a-4f49-9a60-ec59af2d6acc	Not specified in data
S063D.1.6	4146402000	41464020	100	Genomic DNA capture was performed with Nextera Rapid Capture Exome probes, version 1.2. Sequencing was performed on an Illumina HiSeq 2500 at the Oregon Health & Science University Massively Parallel Sequencing Shared Resource	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/0dea0495-25f8-402b-a763-dbda675bc1d3_S063D.1.6	dg.4DFC/0dea0495-25f8-402b-a763-dbda675bc1d3	Not specified in data
S063D.1.7	4163018600	41630186	100	Genomic DNA capture was performed with Nextera Rapid Capture Exome probes, version 1.2. Sequencing was performed on an Illumina HiSeq 2500 at the Oregon Health & Science University Massively Parallel Sequencing Shared Resource	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/1f119efd-fe23-48eb-baaf-13d0fe811ddb_S063D.1.7	dg.4DFC/1f119efd-fe23-48eb-baaf-13d0fe811ddb	Not specified in data
S063D.1.7	4163018600	41630186	100	Genomic DNA capture was performed with Nextera Rapid Capture Exome probes, version 1.2. Sequencing was performed on an Illumina HiSeq 2500 at the Oregon Health & Science University Massively Parallel Sequencing Shared Resource	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/cd063ba3-d10f-4f52-9a68-ae83d296ca8e_S063D.1.7	dg.4DFC/cd063ba3-d10f-4f52-9a68-ae83d296ca8e	Not specified in data
S063D.1.8	4169816400	41698164	100	Genomic DNA capture was performed with Nextera Rapid Capture Exome probes, version 1.2. Sequencing was performed on an Illumina HiSeq 2500 at the Oregon Health & Science University Massively Parallel Sequencing Shared Resource	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/83c1b055-fe4f-42a5-89f3-239e4744967d_S063D.1.8	dg.4DFC/83c1b055-fe4f-42a5-89f3-239e4744967d	Not specified in data
S063D.1.8	4169816400	41698164	100	Genomic DNA capture was performed with Nextera Rapid Capture Exome probes, version 1.2. Sequencing was performed on an Illumina HiSeq 2500 at the Oregon Health & Science University Massively Parallel Sequencing Shared Resource	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/b01ea929-d389-4176-9320-a9f6726769bf_S063D.1.8	dg.4DFC/b01ea929-d389-4176-9320-a9f6726769bf	Not specified in data
S063R.2.1	14332846600	143328466	100	RNA sequencing libraries were prepared using Agilent SureSelect Stranded RNA with standard protocols. Libraries were sequenced on an Illumina HiSeq 2500 at the Oregon Health & Science University Massively Parallel Sequencing Shared Resource	RNA-Seq	Paired-End	Transcriptomic	Poly-A Enriched Genomic Library	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/9f31b9b4-8ea7-4662-8adc-433762804b55_S063R.2.1	dg.4DFC/9f31b9b4-8ea7-4662-8adc-433762804b55	Not specified in data
S063R.2.1	14332846600	143328466	100	RNA sequencing libraries were prepared using Agilent SureSelect Stranded RNA with standard protocols. Libraries were sequenced on an Illumina HiSeq 2500 at the Oregon Health & Science University Massively Parallel Sequencing Shared Resource	RNA-Seq	Paired-End	Transcriptomic	Poly-A Enriched Genomic Library	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/ad0cd546-2c9b-438f-8709-c25c860dbe9a_S063R.2.1	dg.4DFC/ad0cd546-2c9b-438f-8709-c25c860dbe9a	Not specified in data
S058D.2.2	6791665311	67244211	101	Genomic DNA capture was performed with NimbleGen SeqCap EZ Exome probes, version 3.0. Sequencing was performed on an Illumina HiSeq 2000 at the Oregon Health & Science University Massively Parallel Sequencing Shared Resource	WXS	Single-indexed	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2000	genomic_info	dg.4DFC/b96583e6-8f37-47e2-a0b5-c62d16dae00e_S058D.2.2	dg.4DFC/b96583e6-8f37-47e2-a0b5-c62d16dae00e	Not specified in data
S058R.2.4	7723867738	76473938	101	RNA sequencing libraries were prepared using Illumina Truseq with standard protocols. Libraries were sequenced on an Illumina HiSeq 2000 at the Oregon Health & Science University Massively Parallel Sequencing Shared Resource	RNA-Seq	Paired-End	Transcriptomic	Poly-A Enriched Genomic Library	Illumina	Illumina HiSeq 2000	genomic_info	dg.4DFC/37641275-7ce9-47b7-87ce-f8a0bb744960_S058R.2.4	dg.4DFC/37641275-7ce9-47b7-87ce-f8a0bb744960	Not specified in data
S058R.2.4	7723867738	76473938	101	RNA sequencing libraries were prepared using Illumina Truseq with standard protocols. Libraries were sequenced on an Illumina HiSeq 2000 at the Oregon Health & Science University Massively Parallel Sequencing Shared Resource	RNA-Seq	Paired-End	Transcriptomic	Poly-A Enriched Genomic Library	Illumina	Illumina HiSeq 2000	genomic_info	dg.4DFC/e78643f3-8706-4e28-b094-91bd33e759e8_S058R.2.4	dg.4DFC/e78643f3-8706-4e28-b094-91bd33e759e8	Not specified in data
S031D.1.1	2459261726	24349126	101	Genomic DNA capture was performed with a library of custom capture probes from Roche/Nimblegen, as described in Maxson et al, NEJM, 2013 (PMID 23656643). Sequencing was performed on an Illumina HiSeq 2000 at the Oregon Health & Science University Massively Parallel Sequencing Shared Resource	Targeted-Capture	Single-indexed	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2000	genomic_info	dg.4DFC/452f8822-481c-4bc7-b126-c024817b42f4_S031D.1.1	dg.4DFC/452f8822-481c-4bc7-b126-c024817b42f4	Not specified in data
S031R.1.3	7654276000	61234208	125	RNA sequencing libraries were prepared using Roche KAPA Total RNASeq with standard protocols. Libraries were sequenced on an Illumina HiSeq X at the New York Genome Center	RNA-Seq	Paired-End	Transcriptomic	Poly-A Enriched Genomic Library	Illumina	Illumina HiSeq X Ten	genomic_info	dg.4DFC/503d53b9-2a47-4ee3-b082-52592af819a9_S031R.1.3	dg.4DFC/503d53b9-2a47-4ee3-b082-52592af819a9	Not specified in data
S031R.1.3	7654276000	61234208	125	RNA sequencing libraries were prepared using Roche KAPA Total RNASeq with standard protocols. Libraries were sequenced on an Illumina HiSeq X at the New York Genome Center	RNA-Seq	Paired-End	Transcriptomic	Poly-A Enriched Genomic Library	Illumina	Illumina HiSeq X Ten	genomic_info	dg.4DFC/1e537b0e-d12f-4446-9098-3cf73accd4eb_S031R.1.3	dg.4DFC/1e537b0e-d12f-4446-9098-3cf73accd4eb	Not specified in data
S031R.1.4	7677456500	61419652	125	RNA sequencing libraries were prepared using Roche KAPA Total RNASeq with standard protocols. Libraries were sequenced on an Illumina HiSeq X at the New York Genome Center	RNA-Seq	Paired-End	Transcriptomic	Poly-A Enriched Genomic Library	Illumina	Illumina HiSeq X Ten	genomic_info	dg.4DFC/48c3ca74-17a7-4b80-9e45-0a60cd5bd529_S031R.1.4	dg.4DFC/48c3ca74-17a7-4b80-9e45-0a60cd5bd529	Not specified in data
S031R.1.4	7677456500	61419652	125	RNA sequencing libraries were prepared using Roche KAPA Total RNASeq with standard protocols. Libraries were sequenced on an Illumina HiSeq X at the New York Genome Center	RNA-Seq	Paired-End	Transcriptomic	Poly-A Enriched Genomic Library	Illumina	Illumina HiSeq X Ten	genomic_info	dg.4DFC/f92a4184-33b5-48c1-ba07-b68b522bef72_S031R.1.4	dg.4DFC/f92a4184-33b5-48c1-ba07-b68b522bef72	Not specified in data
S076D.1.4	2955221519	29259619	101	Genomic DNA capture was performed with a library of custom capture probes from Roche/Nimblegen, as described in Maxson et al, NEJM, 2013 (PMID 23656643). Sequencing was performed on an Illumina HiSeq 2000 at the Oregon Health & Science University Massively Parallel Sequencing Shared Resource	Targeted-Capture	Single-indexed	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2000	genomic_info	dg.4DFC/9b71a93f-82d7-4428-b9db-e22f3ef9db80_S076D.1.4	dg.4DFC/9b71a93f-82d7-4428-b9db-e22f3ef9db80	Not specified in data
S105D.1.4	2826895262	27989062	101	Genomic DNA capture was performed with a library of custom capture probes from Roche/Nimblegen, as described in Maxson et al, NEJM, 2013 (PMID 23656643). Sequencing was performed on an Illumina HiSeq 2000 at the Oregon Health & Science University Massively Parallel Sequencing Shared Resource	Targeted-Capture	Single-indexed	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2000	genomic_info	dg.4DFC/c4b6432c-074c-4321-aee5-6cf4ef7cd816_S105D.1.4	dg.4DFC/c4b6432c-074c-4321-aee5-6cf4ef7cd816	Not specified in data
S086D.3.6	3215297731	31834631	101	Genomic DNA capture was performed with a library of custom capture probes from Roche/Nimblegen, as described in Maxson et al, NEJM, 2013 (PMID 23656643). Sequencing was performed on an Illumina HiSeq 2000 at the Oregon Health & Science University Massively Parallel Sequencing Shared Resource	Targeted-Capture	Single-indexed	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2000	genomic_info	dg.4DFC/366581a3-2ef6-4eb6-a13b-05fe30a53efc_S086D.3.6	dg.4DFC/366581a3-2ef6-4eb6-a13b-05fe30a53efc	Not specified in data
S034D.2.2	1949284244	19299844	101	Genomic DNA capture was performed with a library of custom capture probes from Roche/Nimblegen, as described in Maxson et al, NEJM, 2013 (PMID 23656643). Sequencing was performed on an Illumina HiSeq 2000 at the Oregon Health & Science University Massively Parallel Sequencing Shared Resource	Targeted-Capture	Single-indexed	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2000	genomic_info	dg.4DFC/6963d708-51af-480a-86df-333a8830f515_S034D.2.2	dg.4DFC/6963d708-51af-480a-86df-333a8830f515	Not specified in data
S020R.1.8	11053707200	110537072	100	RNA sequencing libraries were prepared using Agilent SureSelect Stranded RNA with standard protocols. Libraries were sequenced on an Illumina HiSeq 2500 at the Oregon Health & Science University Massively Parallel Sequencing Shared Resource	RNA-Seq	Paired-End	Transcriptomic	Poly-A Enriched Genomic Library	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/d40fd060-cffe-49f6-be58-e74539b8a76c_S020R.1.8	dg.4DFC/d40fd060-cffe-49f6-be58-e74539b8a76c	Not specified in data
S020R.1.8	11053707200	110537072	100	RNA sequencing libraries were prepared using Agilent SureSelect Stranded RNA with standard protocols. Libraries were sequenced on an Illumina HiSeq 2500 at the Oregon Health & Science University Massively Parallel Sequencing Shared Resource	RNA-Seq	Paired-End	Transcriptomic	Poly-A Enriched Genomic Library	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/aeb3a514-619d-4812-a202-f6c290e0de6c_S020R.1.8	dg.4DFC/aeb3a514-619d-4812-a202-f6c290e0de6c	Not specified in data
S095D.1.8	2641212721	26150621	101	Genomic DNA capture was performed with a library of custom capture probes from Roche/Nimblegen, as described in Maxson et al, NEJM, 2013 (PMID 23656643). Sequencing was performed on an Illumina HiSeq 2000 at the Oregon Health & Science University Massively Parallel Sequencing Shared Resource	Targeted-Capture	Single-indexed	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2000	genomic_info	dg.4DFC/06448232-b6ab-4c76-9478-4659534d37ed_S095D.1.8	dg.4DFC/06448232-b6ab-4c76-9478-4659534d37ed	Not specified in data
S097D.2.5	3207835800	32078358	100	Genomic DNA capture was performed with Nextera Rapid Capture Exome probes, version 1.2. Sequencing was performed on an Illumina HiSeq 2500 at the Oregon Health & Science University Massively Parallel Sequencing Shared Resource	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/d6959fd8-1a05-482c-b614-23c2e2d95ebe_S097D.2.5	dg.4DFC/d6959fd8-1a05-482c-b614-23c2e2d95ebe	Not specified in data
S097D.2.5	3207835800	32078358	100	Genomic DNA capture was performed with Nextera Rapid Capture Exome probes, version 1.2. Sequencing was performed on an Illumina HiSeq 2500 at the Oregon Health & Science University Massively Parallel Sequencing Shared Resource	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/80945842-0ac1-4baa-8993-9061f3ea974c_S097D.2.5	dg.4DFC/80945842-0ac1-4baa-8993-9061f3ea974c	Not specified in data
S097D.2.3	3192799400	31927994	100	Genomic DNA capture was performed with Nextera Rapid Capture Exome probes, version 1.2. Sequencing was performed on an Illumina HiSeq 2500 at the Oregon Health & Science University Massively Parallel Sequencing Shared Resource	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/4782445a-d852-414d-b602-3d141ea6fd04_S097D.2.3	dg.4DFC/4782445a-d852-414d-b602-3d141ea6fd04	Not specified in data
S097D.2.3	3192799400	31927994	100	Genomic DNA capture was performed with Nextera Rapid Capture Exome probes, version 1.2. Sequencing was performed on an Illumina HiSeq 2500 at the Oregon Health & Science University Massively Parallel Sequencing Shared Resource	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/59a82efe-a59c-4fec-969f-5f5d8ec9f9a2_S097D.2.3	dg.4DFC/59a82efe-a59c-4fec-969f-5f5d8ec9f9a2	Not specified in data
S097D.2.4	3204674600	32046746	100	Genomic DNA capture was performed with Nextera Rapid Capture Exome probes, version 1.2. Sequencing was performed on an Illumina HiSeq 2500 at the Oregon Health & Science University Massively Parallel Sequencing Shared Resource	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/e1192226-b530-4a65-9458-d70086cb778c_S097D.2.4	dg.4DFC/e1192226-b530-4a65-9458-d70086cb778c	Not specified in data
S097D.2.4	3204674600	32046746	100	Genomic DNA capture was performed with Nextera Rapid Capture Exome probes, version 1.2. Sequencing was performed on an Illumina HiSeq 2500 at the Oregon Health & Science University Massively Parallel Sequencing Shared Resource	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/49797cea-f766-4e82-9dac-60f1f8a728b3_S097D.2.4	dg.4DFC/49797cea-f766-4e82-9dac-60f1f8a728b3	Not specified in data
