library_id	bases	number_of_reads	avg_read_length	coverage	reference_genome_assembly	design_description	library_layout	library_source	platform	instrument_model	type	genomic_info_id	file.file_id	library_strategy	library_selection
L200625W_C06	110000000000	697898232	132	38	GRCh37	750ng of gDNA was sheared to 500bp using Covaris LE220Plus; fragmented DNA was size selected using dsSPRI; libraries were generated using KapaHyper Prep Library Prep kit reagents for whole genome PCRfree sequencing.: WGS_PCRFree_KHP_LibraryPrep_CIDR_Protocol_v1	Paired-End	Genomic	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/c5b9122f-a4b2-41e9-bb07-12b9f4ed0d61_L200625W_C06	dg.4DFC/c5b9122f-a4b2-41e9-bb07-12b9f4ed0d61	Not specified in data	Not specified in data
L200625W_C12	96200000000	633330710	132	34	GRCh37	750ng of gDNA was sheared to 500bp using Covaris LE220Plus; fragmented DNA was size selected using dsSPRI; libraries were generated using KapaHyper Prep Library Prep kit reagents for whole genome PCRfree sequencing.: WGS_PCRFree_KHP_LibraryPrep_CIDR_Protocol_v1	Paired-End	Genomic	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/4505604d-1289-4f34-b87a-4be8f2f35299_L200625W_C12	dg.4DFC/4505604d-1289-4f34-b87a-4be8f2f35299	Not specified in data	Not specified in data
L200625W_C12	96200000000	633330710	132	34	GRCh37	750ng of gDNA was sheared to 500bp using Covaris LE220Plus; fragmented DNA was size selected using dsSPRI; libraries were generated using KapaHyper Prep Library Prep kit reagents for whole genome PCRfree sequencing.: WGS_PCRFree_KHP_LibraryPrep_CIDR_Protocol_v1	Paired-End	Genomic	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/d041c2b0-945c-422e-9992-eded91d24adc_L200625W_C12	dg.4DFC/d041c2b0-945c-422e-9992-eded91d24adc	Not specified in data	Not specified in data
L200625W_C10	98800000000	613586292	132	35	GRCh37	750ng of gDNA was sheared to 500bp using Covaris LE220Plus; fragmented DNA was size selected using dsSPRI; libraries were generated using KapaHyper Prep Library Prep kit reagents for whole genome PCRfree sequencing.: WGS_PCRFree_KHP_LibraryPrep_CIDR_Protocol_v1	Paired-End	Genomic	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/a1fcd372-f118-416f-ba8f-197b4abf27f5_L200625W_C10	dg.4DFC/a1fcd372-f118-416f-ba8f-197b4abf27f5	Not specified in data	Not specified in data
L200625W_C10	98800000000	613586292	132	35	GRCh37	750ng of gDNA was sheared to 500bp using Covaris LE220Plus; fragmented DNA was size selected using dsSPRI; libraries were generated using KapaHyper Prep Library Prep kit reagents for whole genome PCRfree sequencing.: WGS_PCRFree_KHP_LibraryPrep_CIDR_Protocol_v1	Paired-End	Genomic	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5170b651-3f59-480b-867f-f1e8c9fe26a9_L200625W_C10	dg.4DFC/5170b651-3f59-480b-867f-f1e8c9fe26a9	Not specified in data	Not specified in data
L200625W_B08	119000000000	713965870	132	41	GRCh37	750ng of gDNA was sheared to 500bp using Covaris LE220Plus; fragmented DNA was size selected using dsSPRI; libraries were generated using KapaHyper Prep Library Prep kit reagents for whole genome PCRfree sequencing.: WGS_PCRFree_KHP_LibraryPrep_CIDR_Protocol_v1	Paired-End	Genomic	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/1c4be426-1892-4320-a669-1da90594fedb_L200625W_B08	dg.4DFC/1c4be426-1892-4320-a669-1da90594fedb	Not specified in data	Not specified in data
L200625W_B08	119000000000	713965870	132	41	GRCh37	750ng of gDNA was sheared to 500bp using Covaris LE220Plus; fragmented DNA was size selected using dsSPRI; libraries were generated using KapaHyper Prep Library Prep kit reagents for whole genome PCRfree sequencing.: WGS_PCRFree_KHP_LibraryPrep_CIDR_Protocol_v1	Paired-End	Genomic	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/4fc0c446-a82b-4044-88b6-5a757095d62b_L200625W_B08	dg.4DFC/4fc0c446-a82b-4044-88b6-5a757095d62b	Not specified in data	Not specified in data
L200625W_D05	99600000000	632100976	132	37	GRCh37	750ng of gDNA was sheared to 500bp using Covaris LE220Plus; fragmented DNA was size selected using dsSPRI; libraries were generated using KapaHyper Prep Library Prep kit reagents for whole genome PCRfree sequencing.: WGS_PCRFree_KHP_LibraryPrep_CIDR_Protocol_v1	Paired-End	Genomic	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/d003938e-b264-4175-860f-83a91fb2be05_L200625W_D05	dg.4DFC/d003938e-b264-4175-860f-83a91fb2be05	Not specified in data	Not specified in data
L200625W_D05	99600000000	632100976	132	37	GRCh37	750ng of gDNA was sheared to 500bp using Covaris LE220Plus; fragmented DNA was size selected using dsSPRI; libraries were generated using KapaHyper Prep Library Prep kit reagents for whole genome PCRfree sequencing.: WGS_PCRFree_KHP_LibraryPrep_CIDR_Protocol_v1	Paired-End	Genomic	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/b3d3169b-dfee-489e-b78e-ebeafbe70d34_L200625W_D05	dg.4DFC/b3d3169b-dfee-489e-b78e-ebeafbe70d34	Not specified in data	Not specified in data
L200625W_C07	92400000000	720015040	132	39	GRCh37	750ng of gDNA was sheared to 500bp using Covaris LE220Plus; fragmented DNA was size selected using dsSPRI; libraries were generated using KapaHyper Prep Library Prep kit reagents for whole genome PCRfree sequencing.: WGS_PCRFree_KHP_LibraryPrep_CIDR_Protocol_v1	Paired-End	Genomic	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/3e07522f-35fb-4ed5-8fe0-d643d2110190_L200625W_C07	dg.4DFC/3e07522f-35fb-4ed5-8fe0-d643d2110190	Not specified in data	Not specified in data
L200625W_C07	92400000000	720015040	132	39	GRCh37	750ng of gDNA was sheared to 500bp using Covaris LE220Plus; fragmented DNA was size selected using dsSPRI; libraries were generated using KapaHyper Prep Library Prep kit reagents for whole genome PCRfree sequencing.: WGS_PCRFree_KHP_LibraryPrep_CIDR_Protocol_v1	Paired-End	Genomic	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/c7ce3371-6c10-4501-92f7-baf2ce6c4b49_L200625W_C07	dg.4DFC/c7ce3371-6c10-4501-92f7-baf2ce6c4b49	Not specified in data	Not specified in data
L200625W_B05	103000000000	676523188	132	39	GRCh37	750ng of gDNA was sheared to 500bp using Covaris LE220Plus; fragmented DNA was size selected using dsSPRI; libraries were generated using KapaHyper Prep Library Prep kit reagents for whole genome PCRfree sequencing.: WGS_PCRFree_KHP_LibraryPrep_CIDR_Protocol_v1	Paired-End	Genomic	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/a9d120cc-9e54-4732-bc6c-8230bbb5cc8f_L200625W_B05	dg.4DFC/a9d120cc-9e54-4732-bc6c-8230bbb5cc8f	Not specified in data	Not specified in data
L200625W_B05	103000000000	676523188	132	39	GRCh37	750ng of gDNA was sheared to 500bp using Covaris LE220Plus; fragmented DNA was size selected using dsSPRI; libraries were generated using KapaHyper Prep Library Prep kit reagents for whole genome PCRfree sequencing.: WGS_PCRFree_KHP_LibraryPrep_CIDR_Protocol_v1	Paired-End	Genomic	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/16a77faa-d888-4e6c-aceb-3e515e6d14d0_L200625W_B05	dg.4DFC/16a77faa-d888-4e6c-aceb-3e515e6d14d0	Not specified in data	Not specified in data
L200625W_B07	88800000000	780899616	132	45	GRCh37	750ng of gDNA was sheared to 500bp using Covaris LE220Plus; fragmented DNA was size selected using dsSPRI; libraries were generated using KapaHyper Prep Library Prep kit reagents for whole genome PCRfree sequencing.: WGS_PCRFree_KHP_LibraryPrep_CIDR_Protocol_v1	Paired-End	Genomic	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/87b07d38-0e18-4b93-9180-224a04281ab9_L200625W_B07	dg.4DFC/87b07d38-0e18-4b93-9180-224a04281ab9	Not specified in data	Not specified in data
L200625W_B07	88800000000	780899616	132	45	GRCh37	750ng of gDNA was sheared to 500bp using Covaris LE220Plus; fragmented DNA was size selected using dsSPRI; libraries were generated using KapaHyper Prep Library Prep kit reagents for whole genome PCRfree sequencing.: WGS_PCRFree_KHP_LibraryPrep_CIDR_Protocol_v1	Paired-End	Genomic	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/862c46ec-8265-44d0-9b35-3ddb06b4d1e9_L200625W_B07	dg.4DFC/862c46ec-8265-44d0-9b35-3ddb06b4d1e9	Not specified in data	Not specified in data
L200625W_C05	101000000000	663618614	132	37	GRCh37	750ng of gDNA was sheared to 500bp using Covaris LE220Plus; fragmented DNA was size selected using dsSPRI; libraries were generated using KapaHyper Prep Library Prep kit reagents for whole genome PCRfree sequencing.: WGS_PCRFree_KHP_LibraryPrep_CIDR_Protocol_v1	Paired-End	Genomic	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/de47cf5c-0d18-4e56-afef-97b57b17381b_L200625W_C05	dg.4DFC/de47cf5c-0d18-4e56-afef-97b57b17381b	Not specified in data	Not specified in data
L200625W_C05	101000000000	663618614	132	37	GRCh37	750ng of gDNA was sheared to 500bp using Covaris LE220Plus; fragmented DNA was size selected using dsSPRI; libraries were generated using KapaHyper Prep Library Prep kit reagents for whole genome PCRfree sequencing.: WGS_PCRFree_KHP_LibraryPrep_CIDR_Protocol_v1	Paired-End	Genomic	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/3e79b060-4b2e-4b4e-8265-1d7f0eb52d24_L200625W_C05	dg.4DFC/3e79b060-4b2e-4b4e-8265-1d7f0eb52d24	Not specified in data	Not specified in data
L200625W_D10	99400000000	643346498	132	35	GRCh37	750ng of gDNA was sheared to 500bp using Covaris LE220Plus; fragmented DNA was size selected using dsSPRI; libraries were generated using KapaHyper Prep Library Prep kit reagents for whole genome PCRfree sequencing.: WGS_PCRFree_KHP_LibraryPrep_CIDR_Protocol_v1	Paired-End	Genomic	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5af4818f-417b-4bc6-be33-3823dafa3ddb_L200625W_D10	dg.4DFC/5af4818f-417b-4bc6-be33-3823dafa3ddb	Not specified in data	Not specified in data
L200625W_D10	99400000000	643346498	132	35	GRCh37	750ng of gDNA was sheared to 500bp using Covaris LE220Plus; fragmented DNA was size selected using dsSPRI; libraries were generated using KapaHyper Prep Library Prep kit reagents for whole genome PCRfree sequencing.: WGS_PCRFree_KHP_LibraryPrep_CIDR_Protocol_v1	Paired-End	Genomic	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/bf3e875f-28ec-432f-8a81-d0709e6c0552_L200625W_D10	dg.4DFC/bf3e875f-28ec-432f-8a81-d0709e6c0552	Not specified in data	Not specified in data
L200625W_D02	75600000000	731776880	132	40	GRCh37	750ng of gDNA was sheared to 500bp using Covaris LE220Plus; fragmented DNA was size selected using dsSPRI; libraries were generated using KapaHyper Prep Library Prep kit reagents for whole genome PCRfree sequencing.: WGS_PCRFree_KHP_LibraryPrep_CIDR_Protocol_v1	Paired-End	Genomic	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/7907a9c3-4c68-4727-a36d-70bac2bbd569_L200625W_D02	dg.4DFC/7907a9c3-4c68-4727-a36d-70bac2bbd569	Not specified in data	Not specified in data
L200625W_D02	75600000000	731776880	132	40	GRCh37	750ng of gDNA was sheared to 500bp using Covaris LE220Plus; fragmented DNA was size selected using dsSPRI; libraries were generated using KapaHyper Prep Library Prep kit reagents for whole genome PCRfree sequencing.: WGS_PCRFree_KHP_LibraryPrep_CIDR_Protocol_v1	Paired-End	Genomic	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/f3feffcd-d3c5-467a-9a39-5b1d547e8039_L200625W_D02	dg.4DFC/f3feffcd-d3c5-467a-9a39-5b1d547e8039	Not specified in data	Not specified in data
L200625W_B11	87000000000	712673634	132	39	GRCh37	750ng of gDNA was sheared to 500bp using Covaris LE220Plus; fragmented DNA was size selected using dsSPRI; libraries were generated using KapaHyper Prep Library Prep kit reagents for whole genome PCRfree sequencing.: WGS_PCRFree_KHP_LibraryPrep_CIDR_Protocol_v1	Paired-End	Genomic	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/6e02f58d-73d1-4a95-b3d2-8820be4e55aa_L200625W_B11	dg.4DFC/6e02f58d-73d1-4a95-b3d2-8820be4e55aa	Not specified in data	Not specified in data
L200625W_B11	87000000000	712673634	132	39	GRCh37	750ng of gDNA was sheared to 500bp using Covaris LE220Plus; fragmented DNA was size selected using dsSPRI; libraries were generated using KapaHyper Prep Library Prep kit reagents for whole genome PCRfree sequencing.: WGS_PCRFree_KHP_LibraryPrep_CIDR_Protocol_v1	Paired-End	Genomic	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/b0d41bab-5a2c-4366-9c2b-10316a87dcdb_L200625W_B11	dg.4DFC/b0d41bab-5a2c-4366-9c2b-10316a87dcdb	Not specified in data	Not specified in data
L200625W_B06	112000000000	732014000	132	40	GRCh37	750ng of gDNA was sheared to 500bp using Covaris LE220Plus; fragmented DNA was size selected using dsSPRI; libraries were generated using KapaHyper Prep Library Prep kit reagents for whole genome PCRfree sequencing.: WGS_PCRFree_KHP_LibraryPrep_CIDR_Protocol_v1	Paired-End	Genomic	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/cf12f7a6-d79f-453d-972f-8aa4318ef1aa_L200625W_B06	dg.4DFC/cf12f7a6-d79f-453d-972f-8aa4318ef1aa	Not specified in data	Not specified in data
L200625W_B06	112000000000	732014000	132	40	GRCh37	750ng of gDNA was sheared to 500bp using Covaris LE220Plus; fragmented DNA was size selected using dsSPRI; libraries were generated using KapaHyper Prep Library Prep kit reagents for whole genome PCRfree sequencing.: WGS_PCRFree_KHP_LibraryPrep_CIDR_Protocol_v1	Paired-End	Genomic	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/d07a11c0-f6d2-4075-85e4-428ed5ad8444_L200625W_B06	dg.4DFC/d07a11c0-f6d2-4075-85e4-428ed5ad8444	Not specified in data	Not specified in data
L200625W_D08	95800000000	636747828	132	35	GRCh37	750ng of gDNA was sheared to 500bp using Covaris LE220Plus; fragmented DNA was size selected using dsSPRI; libraries were generated using KapaHyper Prep Library Prep kit reagents for whole genome PCRfree sequencing.: WGS_PCRFree_KHP_LibraryPrep_CIDR_Protocol_v1	Paired-End	Genomic	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/db1361e4-c35b-4227-a998-bf3b23c00dfa_L200625W_D08	dg.4DFC/db1361e4-c35b-4227-a998-bf3b23c00dfa	Not specified in data	Not specified in data
L200625W_D08	95800000000	636747828	132	35	GRCh37	750ng of gDNA was sheared to 500bp using Covaris LE220Plus; fragmented DNA was size selected using dsSPRI; libraries were generated using KapaHyper Prep Library Prep kit reagents for whole genome PCRfree sequencing.: WGS_PCRFree_KHP_LibraryPrep_CIDR_Protocol_v1	Paired-End	Genomic	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/7979b4c1-afb6-4eed-ae5e-5cf0a24fd3a6_L200625W_D08	dg.4DFC/7979b4c1-afb6-4eed-ae5e-5cf0a24fd3a6	Not specified in data	Not specified in data
L200625W_D09	89600000000	658748906	132	36	GRCh37	750ng of gDNA was sheared to 500bp using Covaris LE220Plus; fragmented DNA was size selected using dsSPRI; libraries were generated using KapaHyper Prep Library Prep kit reagents for whole genome PCRfree sequencing.: WGS_PCRFree_KHP_LibraryPrep_CIDR_Protocol_v1	Paired-End	Genomic	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/a8aba4ba-0cd4-4511-b8f4-86352060d292_L200625W_D09	dg.4DFC/a8aba4ba-0cd4-4511-b8f4-86352060d292	Not specified in data	Not specified in data
L200625W_D09	89600000000	658748906	132	36	GRCh37	750ng of gDNA was sheared to 500bp using Covaris LE220Plus; fragmented DNA was size selected using dsSPRI; libraries were generated using KapaHyper Prep Library Prep kit reagents for whole genome PCRfree sequencing.: WGS_PCRFree_KHP_LibraryPrep_CIDR_Protocol_v1	Paired-End	Genomic	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/01eb2ec1-5181-4e9a-b223-de13bd8613ed_L200625W_D09	dg.4DFC/01eb2ec1-5181-4e9a-b223-de13bd8613ed	Not specified in data	Not specified in data
L200625W_A10	145000000000	753847230	132	43	GRCh37	750ng of gDNA was sheared to 500bp using Covaris LE220Plus; fragmented DNA was size selected using dsSPRI; libraries were generated using KapaHyper Prep Library Prep kit reagents for whole genome PCRfree sequencing.: WGS_PCRFree_KHP_LibraryPrep_CIDR_Protocol_v1	Paired-End	Genomic	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/1e04eb7e-04d7-417b-80ef-b105c021a5fa_L200625W_A10	dg.4DFC/1e04eb7e-04d7-417b-80ef-b105c021a5fa	Not specified in data	Not specified in data
L200625W_A10	145000000000	753847230	132	43	GRCh37	750ng of gDNA was sheared to 500bp using Covaris LE220Plus; fragmented DNA was size selected using dsSPRI; libraries were generated using KapaHyper Prep Library Prep kit reagents for whole genome PCRfree sequencing.: WGS_PCRFree_KHP_LibraryPrep_CIDR_Protocol_v1	Paired-End	Genomic	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/388415fa-d0be-4dff-84a9-5309ea00bb59_L200625W_A10	dg.4DFC/388415fa-d0be-4dff-84a9-5309ea00bb59	Not specified in data	Not specified in data
L200625W_C04	104000000000	653388370	132	36	GRCh37	750ng of gDNA was sheared to 500bp using Covaris LE220Plus; fragmented DNA was size selected using dsSPRI; libraries were generated using KapaHyper Prep Library Prep kit reagents for whole genome PCRfree sequencing.: WGS_PCRFree_KHP_LibraryPrep_CIDR_Protocol_v1	Paired-End	Genomic	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/60030629-f7cf-454d-bfe5-eaecd7fef5cb_L200625W_C04	dg.4DFC/60030629-f7cf-454d-bfe5-eaecd7fef5cb	Not specified in data	Not specified in data
L200625W_C04	104000000000	653388370	132	36	GRCh37	750ng of gDNA was sheared to 500bp using Covaris LE220Plus; fragmented DNA was size selected using dsSPRI; libraries were generated using KapaHyper Prep Library Prep kit reagents for whole genome PCRfree sequencing.: WGS_PCRFree_KHP_LibraryPrep_CIDR_Protocol_v1	Paired-End	Genomic	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/c60efe66-46bd-49a4-a991-87571f114420_L200625W_C04	dg.4DFC/c60efe66-46bd-49a4-a991-87571f114420	Not specified in data	Not specified in data
L200625W_B12	103000000000	623876360	132	34	GRCh37	750ng of gDNA was sheared to 500bp using Covaris LE220Plus; fragmented DNA was size selected using dsSPRI; libraries were generated using KapaHyper Prep Library Prep kit reagents for whole genome PCRfree sequencing.: WGS_PCRFree_KHP_LibraryPrep_CIDR_Protocol_v1	Paired-End	Genomic	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/9d838c20-9ea1-4609-b07c-691d7507f036_L200625W_B12	dg.4DFC/9d838c20-9ea1-4609-b07c-691d7507f036	Not specified in data	Not specified in data
L200625W_B12	103000000000	623876360	132	34	GRCh37	750ng of gDNA was sheared to 500bp using Covaris LE220Plus; fragmented DNA was size selected using dsSPRI; libraries were generated using KapaHyper Prep Library Prep kit reagents for whole genome PCRfree sequencing.: WGS_PCRFree_KHP_LibraryPrep_CIDR_Protocol_v1	Paired-End	Genomic	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/57b187b0-3a4a-4bda-b552-a2657f1e1fd4_L200625W_B12	dg.4DFC/57b187b0-3a4a-4bda-b552-a2657f1e1fd4	Not specified in data	Not specified in data
L200625W_C11	143000000000	610670542	132	33	GRCh37	750ng of gDNA was sheared to 500bp using Covaris LE220Plus; fragmented DNA was size selected using dsSPRI; libraries were generated using KapaHyper Prep Library Prep kit reagents for whole genome PCRfree sequencing.: WGS_PCRFree_KHP_LibraryPrep_CIDR_Protocol_v1	Paired-End	Genomic	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/21362a01-3972-43ac-9d93-07fb167cdb43_L200625W_C11	dg.4DFC/21362a01-3972-43ac-9d93-07fb167cdb43	Not specified in data	Not specified in data
L200625W_C11	143000000000	610670542	132	33	GRCh37	750ng of gDNA was sheared to 500bp using Covaris LE220Plus; fragmented DNA was size selected using dsSPRI; libraries were generated using KapaHyper Prep Library Prep kit reagents for whole genome PCRfree sequencing.: WGS_PCRFree_KHP_LibraryPrep_CIDR_Protocol_v1	Paired-End	Genomic	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/3bcb481b-04e3-4b72-a690-e8fdfa7d48d9_L200625W_C11	dg.4DFC/3bcb481b-04e3-4b72-a690-e8fdfa7d48d9	Not specified in data	Not specified in data
L200625W_D04	99800000000	759804672	132	42	GRCh37	750ng of gDNA was sheared to 500bp using Covaris LE220Plus; fragmented DNA was size selected using dsSPRI; libraries were generated using KapaHyper Prep Library Prep kit reagents for whole genome PCRfree sequencing.: WGS_PCRFree_KHP_LibraryPrep_CIDR_Protocol_v1	Paired-End	Genomic	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/7168bdf5-d16a-4916-81a0-560e9cb48167_L200625W_D04	dg.4DFC/7168bdf5-d16a-4916-81a0-560e9cb48167	Not specified in data	Not specified in data
L200625W_D04	99800000000	759804672	132	42	GRCh37	750ng of gDNA was sheared to 500bp using Covaris LE220Plus; fragmented DNA was size selected using dsSPRI; libraries were generated using KapaHyper Prep Library Prep kit reagents for whole genome PCRfree sequencing.: WGS_PCRFree_KHP_LibraryPrep_CIDR_Protocol_v1	Paired-End	Genomic	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/ab3b7cbe-7367-447c-ba0e-f39cfc37f525_L200625W_D04	dg.4DFC/ab3b7cbe-7367-447c-ba0e-f39cfc37f525	Not specified in data	Not specified in data
L200909W_B01	92800000000	571046952	132	57	GRCh37	750ng of gDNA was sheared to 500bp using Covaris LE220Plus; fragmented DNA was size selected using dsSPRI; libraries were generated using KapaHyper Prep Library Prep kit reagents for whole genome PCRfree sequencing.: WGS_PCRFree_KHP_LibraryPrep_CIDR_Protocol_v1	Paired-End	Genomic	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/848b9a1f-d712-4d10-8eb1-4f44305c24c7_L200909W_B01	dg.4DFC/848b9a1f-d712-4d10-8eb1-4f44305c24c7	Not specified in data	Not specified in data
L200909W_B01	92800000000	571046952	132	57	GRCh37	750ng of gDNA was sheared to 500bp using Covaris LE220Plus; fragmented DNA was size selected using dsSPRI; libraries were generated using KapaHyper Prep Library Prep kit reagents for whole genome PCRfree sequencing.: WGS_PCRFree_KHP_LibraryPrep_CIDR_Protocol_v1	Paired-End	Genomic	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/d6999d0a-7b38-499b-bf61-dabc7ed02743_L200909W_B01	dg.4DFC/d6999d0a-7b38-499b-bf61-dabc7ed02743	Not specified in data	Not specified in data
L200625W_B02	77200000000	598677474	132	33	GRCh37	750ng of gDNA was sheared to 500bp using Covaris LE220Plus; fragmented DNA was size selected using dsSPRI; libraries were generated using KapaHyper Prep Library Prep kit reagents for whole genome PCRfree sequencing.: WGS_PCRFree_KHP_LibraryPrep_CIDR_Protocol_v1	Paired-End	Genomic	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/06caed76-2aae-4165-aa50-e73cf50eea2c_L200625W_B02	dg.4DFC/06caed76-2aae-4165-aa50-e73cf50eea2c	Not specified in data	Not specified in data
L200625W_B02	77200000000	598677474	132	33	GRCh37	750ng of gDNA was sheared to 500bp using Covaris LE220Plus; fragmented DNA was size selected using dsSPRI; libraries were generated using KapaHyper Prep Library Prep kit reagents for whole genome PCRfree sequencing.: WGS_PCRFree_KHP_LibraryPrep_CIDR_Protocol_v1	Paired-End	Genomic	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/49d99a98-8989-458e-a613-9d1bb244b72d_L200625W_B02	dg.4DFC/49d99a98-8989-458e-a613-9d1bb244b72d	Not specified in data	Not specified in data
L200625W_D06	158000000000	737660572	132	40	GRCh37	750ng of gDNA was sheared to 500bp using Covaris LE220Plus; fragmented DNA was size selected using dsSPRI; libraries were generated using KapaHyper Prep Library Prep kit reagents for whole genome PCRfree sequencing.: WGS_PCRFree_KHP_LibraryPrep_CIDR_Protocol_v1	Paired-End	Genomic	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/03dd8131-e294-40d5-b0d8-80cbbb38dffd_L200625W_D06	dg.4DFC/03dd8131-e294-40d5-b0d8-80cbbb38dffd	Not specified in data	Not specified in data
L200625W_D06	158000000000	737660572	132	40	GRCh37	750ng of gDNA was sheared to 500bp using Covaris LE220Plus; fragmented DNA was size selected using dsSPRI; libraries were generated using KapaHyper Prep Library Prep kit reagents for whole genome PCRfree sequencing.: WGS_PCRFree_KHP_LibraryPrep_CIDR_Protocol_v1	Paired-End	Genomic	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/d26c4459-553a-413a-883e-2e2b78b4608c_L200625W_D06	dg.4DFC/d26c4459-553a-413a-883e-2e2b78b4608c	Not specified in data	Not specified in data
L200625W_C02	92400000000	602575882	132	35	GRCh37	750ng of gDNA was sheared to 500bp using Covaris LE220Plus; fragmented DNA was size selected using dsSPRI; libraries were generated using KapaHyper Prep Library Prep kit reagents for whole genome PCRfree sequencing.: WGS_PCRFree_KHP_LibraryPrep_CIDR_Protocol_v1	Paired-End	Genomic	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/0b4c46f1-22be-4034-8560-2fc1785d40ad_L200625W_C02	dg.4DFC/0b4c46f1-22be-4034-8560-2fc1785d40ad	Not specified in data	Not specified in data
L200625W_C02	92400000000	602575882	132	35	GRCh37	750ng of gDNA was sheared to 500bp using Covaris LE220Plus; fragmented DNA was size selected using dsSPRI; libraries were generated using KapaHyper Prep Library Prep kit reagents for whole genome PCRfree sequencing.: WGS_PCRFree_KHP_LibraryPrep_CIDR_Protocol_v1	Paired-End	Genomic	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/b9de8261-2a44-4f71-9e3d-12f4e52c36de_L200625W_C02	dg.4DFC/b9de8261-2a44-4f71-9e3d-12f4e52c36de	Not specified in data	Not specified in data
L200625W_C08	113000000000	583112468	132	33	GRCh37	750ng of gDNA was sheared to 500bp using Covaris LE220Plus; fragmented DNA was size selected using dsSPRI; libraries were generated using KapaHyper Prep Library Prep kit reagents for whole genome PCRfree sequencing.: WGS_PCRFree_KHP_LibraryPrep_CIDR_Protocol_v1	Paired-End	Genomic	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/dc506858-b3b4-4578-9af8-7660d456ef5c_L200625W_C08	dg.4DFC/dc506858-b3b4-4578-9af8-7660d456ef5c	Not specified in data	Not specified in data
L200625W_C08	113000000000	583112468	132	33	GRCh37	750ng of gDNA was sheared to 500bp using Covaris LE220Plus; fragmented DNA was size selected using dsSPRI; libraries were generated using KapaHyper Prep Library Prep kit reagents for whole genome PCRfree sequencing.: WGS_PCRFree_KHP_LibraryPrep_CIDR_Protocol_v1	Paired-End	Genomic	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/522c43f8-8b94-4455-8bfe-2ebf85dd4475_L200625W_C08	dg.4DFC/522c43f8-8b94-4455-8bfe-2ebf85dd4475	Not specified in data	Not specified in data
