reference_genome_assembly	design_description	library_strategy	library_layout	library_source	type	genomic_info_id	file.file_id	platform	instrument_model	library_selection
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c417440-fb35-11ed-9ea8-afca399198da	dg.4DFC/6c417440-fb35-11ed-9ea8-afca399198da	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c4199ca-fb35-11ed-bd35-3fa9f551cbc6	dg.4DFC/6c4199ca-fb35-11ed-bd35-3fa9f551cbc6	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c41bb62-fb35-11ed-9b43-1b7c2c174f89	dg.4DFC/6c41bb62-fb35-11ed-9b43-1b7c2c174f89	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c41e1f0-fb35-11ed-b8b1-4b84f4d0780a	dg.4DFC/6c41e1f0-fb35-11ed-b8b1-4b84f4d0780a	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c42040a-fb35-11ed-b133-53fbb99a3866	dg.4DFC/6c42040a-fb35-11ed-b133-53fbb99a3866	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c422a7a-fb35-11ed-89e6-2701f58daca4	dg.4DFC/6c422a7a-fb35-11ed-89e6-2701f58daca4	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c424cb2-fb35-11ed-9127-4b3936172625	dg.4DFC/6c424cb2-fb35-11ed-9127-4b3936172625	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c426fc6-fb35-11ed-b5f9-7f6c104d6bdc	dg.4DFC/6c426fc6-fb35-11ed-b5f9-7f6c104d6bdc	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c42930c-fb35-11ed-9f67-6f8afc62fac1	dg.4DFC/6c42930c-fb35-11ed-9f67-6f8afc62fac1	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c42b65c-fb35-11ed-b386-afbd2e11cbcb	dg.4DFC/6c42b65c-fb35-11ed-b386-afbd2e11cbcb	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c42dcea-fb35-11ed-ab93-c762c5eb1836	dg.4DFC/6c42dcea-fb35-11ed-ab93-c762c5eb1836	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c42ffe0-fb35-11ed-a57a-77bbef4f1428	dg.4DFC/6c42ffe0-fb35-11ed-a57a-77bbef4f1428	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c432254-fb35-11ed-bb88-0bce2cd6ce46	dg.4DFC/6c432254-fb35-11ed-bb88-0bce2cd6ce46	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c434464-fb35-11ed-a40f-e7106b97d9e0	dg.4DFC/6c434464-fb35-11ed-a40f-e7106b97d9e0	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c436660-fb35-11ed-83f5-4f9c99013e4a	dg.4DFC/6c436660-fb35-11ed-83f5-4f9c99013e4a	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c43880c-fb35-11ed-9871-e3dc463bdf19	dg.4DFC/6c43880c-fb35-11ed-9871-e3dc463bdf19	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c43ab16-fb35-11ed-915b-53ed7f7aced1	dg.4DFC/6c43ab16-fb35-11ed-915b-53ed7f7aced1	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c43cd76-fb35-11ed-906d-e7ff3847b643	dg.4DFC/6c43cd76-fb35-11ed-906d-e7ff3847b643	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c43ef4a-fb35-11ed-80c2-9ba8379ae42c	dg.4DFC/6c43ef4a-fb35-11ed-80c2-9ba8379ae42c	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c4413e4-fb35-11ed-b3ff-976229b33b4e	dg.4DFC/6c4413e4-fb35-11ed-b3ff-976229b33b4e	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c443bda-fb35-11ed-950f-4f0a20e1609c	dg.4DFC/6c443bda-fb35-11ed-950f-4f0a20e1609c	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c4461b4-fb35-11ed-bb6f-bf8d6b14319d	dg.4DFC/6c4461b4-fb35-11ed-bb6f-bf8d6b14319d	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c448540-fb35-11ed-9147-57d27760a531	dg.4DFC/6c448540-fb35-11ed-9147-57d27760a531	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c44a7fa-fb35-11ed-a928-636864cea27e	dg.4DFC/6c44a7fa-fb35-11ed-a928-636864cea27e	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c44c9f6-fb35-11ed-a6f2-73d3d4581da9	dg.4DFC/6c44c9f6-fb35-11ed-a6f2-73d3d4581da9	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c44ef76-fb35-11ed-b11b-ab025e2c3c46	dg.4DFC/6c44ef76-fb35-11ed-b11b-ab025e2c3c46	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c45114a-fb35-11ed-adb8-fb1ddcac0ba2	dg.4DFC/6c45114a-fb35-11ed-adb8-fb1ddcac0ba2	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c4532e2-fb35-11ed-9473-f78a8b69f0d7	dg.4DFC/6c4532e2-fb35-11ed-9473-f78a8b69f0d7	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c455484-fb35-11ed-aec4-7f310181578f	dg.4DFC/6c455484-fb35-11ed-aec4-7f310181578f	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c45790a-fb35-11ed-aded-bfd4f93c1b88	dg.4DFC/6c45790a-fb35-11ed-aded-bfd4f93c1b88	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c459f52-fb35-11ed-9bf7-2f776524e5d3	dg.4DFC/6c459f52-fb35-11ed-9bf7-2f776524e5d3	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c45c1bc-fb35-11ed-92e5-03eb6d87f3d5	dg.4DFC/6c45c1bc-fb35-11ed-92e5-03eb6d87f3d5	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c45e336-fb35-11ed-a549-6bb12176682a	dg.4DFC/6c45e336-fb35-11ed-a549-6bb12176682a	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c4605d2-fb35-11ed-adae-179fcf426042	dg.4DFC/6c4605d2-fb35-11ed-adae-179fcf426042	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c462b7a-fb35-11ed-97e0-93ba4c245b34	dg.4DFC/6c462b7a-fb35-11ed-97e0-93ba4c245b34	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c464cf4-fb35-11ed-ac12-8faaddda3220	dg.4DFC/6c464cf4-fb35-11ed-ac12-8faaddda3220	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c466efa-fb35-11ed-ac95-17dfab9cc19e	dg.4DFC/6c466efa-fb35-11ed-ac95-17dfab9cc19e	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c4690a6-fb35-11ed-992c-cf2d66cca119	dg.4DFC/6c4690a6-fb35-11ed-992c-cf2d66cca119	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c46b496-fb35-11ed-b515-5b6c7d326254	dg.4DFC/6c46b496-fb35-11ed-b515-5b6c7d326254	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c46d746-fb35-11ed-a40c-77a316003d9d	dg.4DFC/6c46d746-fb35-11ed-a40c-77a316003d9d	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c46f988-fb35-11ed-ad53-777ab28e5bed	dg.4DFC/6c46f988-fb35-11ed-ad53-777ab28e5bed	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c472016-fb35-11ed-a3ef-1b0c7bcd9aa2	dg.4DFC/6c472016-fb35-11ed-a3ef-1b0c7bcd9aa2	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c4742a8-fb35-11ed-a488-67234d9085bf	dg.4DFC/6c4742a8-fb35-11ed-a488-67234d9085bf	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c4763fa-fb35-11ed-84ec-2fabab60c7fd	dg.4DFC/6c4763fa-fb35-11ed-84ec-2fabab60c7fd	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c47859c-fb35-11ed-ad72-07a7296e08e2	dg.4DFC/6c47859c-fb35-11ed-ad72-07a7296e08e2	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c47a7ac-fb35-11ed-9c20-93236f8657d3	dg.4DFC/6c47a7ac-fb35-11ed-9c20-93236f8657d3	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c47c962-fb35-11ed-848f-a3b36e762c70	dg.4DFC/6c47c962-fb35-11ed-848f-a3b36e762c70	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c47ee24-fb35-11ed-9b39-a7c6aba1bdfd	dg.4DFC/6c47ee24-fb35-11ed-9b39-a7c6aba1bdfd	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c4813ea-fb35-11ed-a473-87f4ae4d9ae5	dg.4DFC/6c4813ea-fb35-11ed-a473-87f4ae4d9ae5	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c4835f0-fb35-11ed-ab0f-4b2c6363abda	dg.4DFC/6c4835f0-fb35-11ed-ab0f-4b2c6363abda	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c485b0c-fb35-11ed-8525-1bff337a868a	dg.4DFC/6c485b0c-fb35-11ed-8525-1bff337a868a	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c487e7a-fb35-11ed-b810-1321d4862eb6	dg.4DFC/6c487e7a-fb35-11ed-b810-1321d4862eb6	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c48a09e-fb35-11ed-83fb-5f90f67dea14	dg.4DFC/6c48a09e-fb35-11ed-83fb-5f90f67dea14	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c48c3da-fb35-11ed-9184-eba3d96a5c34	dg.4DFC/6c48c3da-fb35-11ed-9184-eba3d96a5c34	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c48e75c-fb35-11ed-93ce-7736b7230416	dg.4DFC/6c48e75c-fb35-11ed-93ce-7736b7230416	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c490a2a-fb35-11ed-ba73-5324d64092df	dg.4DFC/6c490a2a-fb35-11ed-ba73-5324d64092df	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c493518-fb35-11ed-9d8e-4fa4f18733ce	dg.4DFC/6c493518-fb35-11ed-9d8e-4fa4f18733ce	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c495796-fb35-11ed-b4a9-ff1495d17798	dg.4DFC/6c495796-fb35-11ed-b4a9-ff1495d17798	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c497a46-fb35-11ed-9227-4b76a084ffb5	dg.4DFC/6c497a46-fb35-11ed-9227-4b76a084ffb5	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c49a048-fb35-11ed-8ca4-43654ce43812	dg.4DFC/6c49a048-fb35-11ed-8ca4-43654ce43812	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c49c58c-fb35-11ed-90a7-6faea0a07f32	dg.4DFC/6c49c58c-fb35-11ed-90a7-6faea0a07f32	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c49ecb0-fb35-11ed-a27f-43b38a55df98	dg.4DFC/6c49ecb0-fb35-11ed-a27f-43b38a55df98	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c4a0f38-fb35-11ed-8918-5fb5c26699ab	dg.4DFC/6c4a0f38-fb35-11ed-8918-5fb5c26699ab	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c4a359e-fb35-11ed-9331-bf7699bd5e33	dg.4DFC/6c4a359e-fb35-11ed-9331-bf7699bd5e33	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c4a584e-fb35-11ed-b3fe-53793608d7e0	dg.4DFC/6c4a584e-fb35-11ed-b3fe-53793608d7e0	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c4a7a72-fb35-11ed-a359-6bac049c77ee	dg.4DFC/6c4a7a72-fb35-11ed-a359-6bac049c77ee	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c4a9c6e-fb35-11ed-8f62-f795cddef3f9	dg.4DFC/6c4a9c6e-fb35-11ed-8f62-f795cddef3f9	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c4abe7e-fb35-11ed-9ecb-9bd38c2eaee4	dg.4DFC/6c4abe7e-fb35-11ed-9ecb-9bd38c2eaee4	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c4ae084-fb35-11ed-87b7-8bce5f159480	dg.4DFC/6c4ae084-fb35-11ed-87b7-8bce5f159480	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c4b03de-fb35-11ed-97ba-c3cdd1c8389b	dg.4DFC/6c4b03de-fb35-11ed-97ba-c3cdd1c8389b	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c4b2ab2-fb35-11ed-a714-ffa65d177f12	dg.4DFC/6c4b2ab2-fb35-11ed-a714-ffa65d177f12	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c4b4eb6-fb35-11ed-b6eb-03803ef8ba6a	dg.4DFC/6c4b4eb6-fb35-11ed-b6eb-03803ef8ba6a	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c4b70bc-fb35-11ed-bce2-b707b408bcca	dg.4DFC/6c4b70bc-fb35-11ed-bce2-b707b408bcca	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c4b94ca-fb35-11ed-a857-8b464552afbb	dg.4DFC/6c4b94ca-fb35-11ed-a857-8b464552afbb	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c4bb798-fb35-11ed-84d7-c7bb604ca321	dg.4DFC/6c4bb798-fb35-11ed-84d7-c7bb604ca321	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c4bda2a-fb35-11ed-afb8-8762b44f915b	dg.4DFC/6c4bda2a-fb35-11ed-afb8-8762b44f915b	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c4bfc76-fb35-11ed-9213-871d3ad609c7	dg.4DFC/6c4bfc76-fb35-11ed-9213-871d3ad609c7	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c4c24a8-fb35-11ed-a3f1-a32c83ac3dc8	dg.4DFC/6c4c24a8-fb35-11ed-a3f1-a32c83ac3dc8	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c4c476c-fb35-11ed-b2d1-1b99af22e653	dg.4DFC/6c4c476c-fb35-11ed-b2d1-1b99af22e653	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c4c6bb6-fb35-11ed-9da0-47d6483104ed	dg.4DFC/6c4c6bb6-fb35-11ed-9da0-47d6483104ed	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c4c8fce-fb35-11ed-a5f7-ef6678dc61df	dg.4DFC/6c4c8fce-fb35-11ed-a5f7-ef6678dc61df	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c4cb72e-fb35-11ed-ad84-47ef82fc5947	dg.4DFC/6c4cb72e-fb35-11ed-ad84-47ef82fc5947	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c4cdfb0-fb35-11ed-86c0-bb09f13efefa	dg.4DFC/6c4cdfb0-fb35-11ed-86c0-bb09f13efefa	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c4d01c0-fb35-11ed-8ab4-8f72d184c7af	dg.4DFC/6c4d01c0-fb35-11ed-8ab4-8f72d184c7af	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c4d24f2-fb35-11ed-ac4d-2bad1665ef92	dg.4DFC/6c4d24f2-fb35-11ed-ac4d-2bad1665ef92	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c4d477a-fb35-11ed-993d-6f193b0c871d	dg.4DFC/6c4d477a-fb35-11ed-993d-6f193b0c871d	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c4d6a34-fb35-11ed-bbfd-d76f1b762d2d	dg.4DFC/6c4d6a34-fb35-11ed-bbfd-d76f1b762d2d	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c4d8c3a-fb35-11ed-bc05-7fc70b26f630	dg.4DFC/6c4d8c3a-fb35-11ed-bc05-7fc70b26f630	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c4dae4a-fb35-11ed-a5fc-f39bce8fe9ab	dg.4DFC/6c4dae4a-fb35-11ed-a5fc-f39bce8fe9ab	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c4dd08c-fb35-11ed-889a-c734cbfab63e	dg.4DFC/6c4dd08c-fb35-11ed-889a-c734cbfab63e	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c4dfde6-fb35-11ed-af29-977632b7dbf8	dg.4DFC/6c4dfde6-fb35-11ed-af29-977632b7dbf8	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c4e23ac-fb35-11ed-812b-77bc8bcf15b1	dg.4DFC/6c4e23ac-fb35-11ed-812b-77bc8bcf15b1	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c4e474c-fb35-11ed-a4ac-9b5dc3abe8da	dg.4DFC/6c4e474c-fb35-11ed-a4ac-9b5dc3abe8da	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c4e6966-fb35-11ed-8723-c31d141491df	dg.4DFC/6c4e6966-fb35-11ed-8723-c31d141491df	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c4e8b08-fb35-11ed-bb1c-3b73c8a3b3bd	dg.4DFC/6c4e8b08-fb35-11ed-bb1c-3b73c8a3b3bd	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c4ead18-fb35-11ed-b070-23e2aabb9ccd	dg.4DFC/6c4ead18-fb35-11ed-b070-23e2aabb9ccd	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c4ece92-fb35-11ed-a441-0b906fef5c6b	dg.4DFC/6c4ece92-fb35-11ed-a441-0b906fef5c6b	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c4ef14c-fb35-11ed-bbb2-4bebb20437bf	dg.4DFC/6c4ef14c-fb35-11ed-bbb2-4bebb20437bf	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c4f1348-fb35-11ed-a6f5-cf1b7e1e7ffe	dg.4DFC/6c4f1348-fb35-11ed-a6f5-cf1b7e1e7ffe	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c4f38be-fb35-11ed-b25f-13942f8fea47	dg.4DFC/6c4f38be-fb35-11ed-b25f-13942f8fea47	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c4f5a6a-fb35-11ed-9eff-0b50d41ca3cd	dg.4DFC/6c4f5a6a-fb35-11ed-9eff-0b50d41ca3cd	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c4f808a-fb35-11ed-833b-9f3b8347e9ee	dg.4DFC/6c4f808a-fb35-11ed-833b-9f3b8347e9ee	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c4fa240-fb35-11ed-a8a5-d315c8a91d85	dg.4DFC/6c4fa240-fb35-11ed-a8a5-d315c8a91d85	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c4fc3d8-fb35-11ed-93e1-47d6dace64ee	dg.4DFC/6c4fc3d8-fb35-11ed-93e1-47d6dace64ee	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c4fe656-fb35-11ed-ac86-176dc80b20b4	dg.4DFC/6c4fe656-fb35-11ed-ac86-176dc80b20b4	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c500802-fb35-11ed-8e1d-573d4d763cc9	dg.4DFC/6c500802-fb35-11ed-8e1d-573d4d763cc9	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c502d6e-fb35-11ed-aa9f-8b56c37d8ff9	dg.4DFC/6c502d6e-fb35-11ed-aa9f-8b56c37d8ff9	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c504f9c-fb35-11ed-a2dc-dfcc2273df8a	dg.4DFC/6c504f9c-fb35-11ed-a2dc-dfcc2273df8a	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c507774-fb35-11ed-9893-c319b76005cf	dg.4DFC/6c507774-fb35-11ed-9893-c319b76005cf	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c509a6a-fb35-11ed-9e78-dfffba7bf114	dg.4DFC/6c509a6a-fb35-11ed-9e78-dfffba7bf114	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c50c21a-fb35-11ed-9157-c3b3422659dd	dg.4DFC/6c50c21a-fb35-11ed-9157-c3b3422659dd	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c50e434-fb35-11ed-9f3c-6b972b0ade44	dg.4DFC/6c50e434-fb35-11ed-9f3c-6b972b0ade44	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c510a18-fb35-11ed-8434-57550f5a310a	dg.4DFC/6c510a18-fb35-11ed-8434-57550f5a310a	Not specified in data	Not specified in data	Not specified in data
