type	file_id	crdc_id	experimental_strategy_and_data_subtypes	experimental_strategy_and_data_subtypes_concept_code	file_description	file_mapping_level	file_mapping_level_concept_code	file_name	file_size	file_type	file_type_concept_code	file_url_in_cds	is_supplementary_file	md5sum	release_datetime	sample.sample_id	study.phs_accession	submission_version
file	dg.4DFC/4f303e9d-a4a9-4264-8d2d-ebda3416b739	dg.4DFC/4f303e9d-a4a9-4264-8d2d-ebda3416b739	RNA-Seq	C124261	FastP quality and adapter trimming report	Sample	C70699	6949-JMM-0102_fastp_report.html	467876	HTML	C142380	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/rnaseq/6949-JMM-0102/stats/6949-JMM-0102_fastp_report.html		84e99149d244e6a092780798c615ce93	2025-10-03T12:02:01Z	6949-JMM-0102.pdx.samp	phs003163	phs003163.v1.p1
file	dg.4DFC/4f48a5b4-1ee9-4196-b31f-7258b25a955c	dg.4DFC/4f48a5b4-1ee9-4196-b31f-7258b25a955c	DNA-Seq	C153598	GATK CoverageMetrics QC metrics	Sample	C70699	6949-JMM-0068_CoverageMetrics.txt	5757	TXT	C85873	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/wes/6949-JMM-0068/stats/6949-JMM-0068_CoverageMetrics.txt		7abb777dc2c6f75d476c826cbb109bd0	2025-10-03T12:02:01Z	6949-JMM-0068.pdx.samp	phs003163	phs003163.v1.p1
file	dg.4DFC/4f4eea33-5bb3-4931-9811-29d898546e93	dg.4DFC/4f4eea33-5bb3-4931-9811-29d898546e93	DNA-Seq	C153598	"Plot showing BAF and LogR pre correction for logR of the tumour sample with genomic GC content, replication timing used"	Sample	C70699	Before_correction_6949-JMM-0041.tumour.png	670507	PNG	C85437	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/cnvarray/Before_correction_6949-JMM-0041.tumour.png		e83799f34713618ee9213b87f11a8c25	2025-10-03T12:02:01Z	6949-JMM-0041.pdx.samp	phs003163	phs003163.v1.p1
file	dg.4DFC/4f7a713b-d5ca-4489-a838-bd8bb9a55753	dg.4DFC/4f7a713b-d5ca-4489-a838-bd8bb9a55753	DNA-Seq	C153598	FastQC report files for read 2. FastQC run on quality trimmed reads	Sample	C70699	6949-JMM-0066_R2.fastq.gz_filtered_trimmed_fastqc.zip	963339	TXT	C85873	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/wes/6949-JMM-0066/stats/6949-JMM-0066_R2.fastq.gz_filtered_trimmed_fastqc.zip		18ab16488ccd27fe50b24109ace0397d	2025-10-03T12:02:01Z	6949-JMM-0066.pdx.samp	phs003163	phs003163.v1.p1
file	dg.4DFC/4f7b703e-d803-47fc-9168-1166128d4dcd	dg.4DFC/4f7b703e-d803-47fc-9168-1166128d4dcd	DNA-Seq	C153598	"VCF with combined SNP and insertions and deletions following filtering by FilterMutectCalls, depth and quality filters and annoated with dbSNP IDs and SNPeff. Raw reads were first trimmed for quality using a custom python script. Human / mouse disambiguation of quality filtered reads was done with Xenome. Human specifc reads were mapped with BWA to GRCh38. Duplicate reads were marked with Picard MarkDuplicates. Base recalibration was then done and applied with GATK. Variants were called with GATK Mutect2 in tumor only mode, reads were called against a panel of normal samples from the 1000 genome project and germline reference from the GnomAD project both references provided by GATK. Variants were soft filtered with FilterMutectCalls, and depth and quality filters. Variant were annotated with dbsnpID and snpEFF"	Sample	C70699	6949-JMM-0068_SNP_INDEL_filtered_annotated_final.vcf	108695144	VCF	C172216	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/wes/6949-JMM-0068/6949-JMM-0068_SNP_INDEL_filtered_annotated_final.vcf		eb4158c04c328aaf06b4b9d8ea3bc2a4	2025-10-03T12:02:01Z	6949-JMM-0068.pdx.samp	phs003163	phs003163.v1.p1
file	dg.4DFC/4fb2d5e2-d4e9-4b6a-9761-9ec52d001363	dg.4DFC/4fb2d5e2-d4e9-4b6a-9761-9ec52d001363	RNA-Seq	C124261	Mouse Picard CollectRNAseqMetrics QC metrics	Sample	C70699	6949-JMM-0085_mouse_picard_aln_metrics.txt	3100	TXT	C85873	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/rnaseq/6949-JMM-0085_mouse/stats/6949-JMM-0085_mouse_picard_aln_metrics.txt		c335183ff9b78242568e96fac546d09d	2025-10-03T12:02:01Z	6949-JMM-0085.pdx.samp	phs003163	phs003163.v1.p1
file	dg.4DFC/4fd40001-ee89-4c9b-9c8a-9e2fdc880fc0	dg.4DFC/4fd40001-ee89-4c9b-9c8a-9e2fdc880fc0	DNA-Seq	C153598	"Plot showing BAF and LogR post correction for logR of the tumour sample with genomic GC content, replication timing used"	Sample	C70699	After_correction_6949-JMM-0068.tumour.png	921013	PNG	C85437	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/cnvarray/After_correction_6949-JMM-0068.tumour.png		644802dce9d6f474181329ae85bab1f2	2025-10-03T12:02:01Z	6949-JMM-0068.pdx.samp	phs003163	phs003163.v1.p1
file	dg.4DFC/4fd6ed4f-75c8-4182-a644-0edb84818736	dg.4DFC/4fd6ed4f-75c8-4182-a644-0edb84818736	DNA-Seq	C153598	Picard MarkDuplicates QC metrics	Sample	C70699	6949-JMM-0053_dup_metrics.txt	3600	TXT	C85873	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/wes/6949-JMM-0053/stats/6949-JMM-0053_dup_metrics.txt		9713e04572ab2b05caecdbb148df5f17	2025-10-03T12:02:01Z	6949-JMM-0053.pdx.samp	phs003163	phs003163.v1.p1
file	dg.4DFC/4fe6a95e-6f03-4a06-918e-41b275427c5d	dg.4DFC/4fe6a95e-6f03-4a06-918e-41b275427c5d	RNA-Seq	C124261	"Mouse isoform expression quantification from RSEM. Raw reads were quality and adapter with FastP, mouse and human reads were deconvolved with Xenome, and mouse reads were mapped with STAR to GRCm38 with ensembl v102annotations. Mapped reads were quantified with RSEM"	Sample	C70699	6949-JMM-0106_mouse.isoforms.results	12619565	TXT	C85873	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/rnaseq/6949-JMM-0106_mouse/6949-JMM-0106_mouse.isoforms.results		470dd2d5a9458755b6fa64965132d962	2025-10-03T12:02:01Z	6949-JMM-0106.pdx.samp	phs003163	phs003163.v1.p1
file	dg.4DFC/50001930-5fd6-451c-bebc-07d9ea873473	dg.4DFC/50001930-5fd6-451c-bebc-07d9ea873473	RNA-Seq	C124261	"MultiQC report file aggregating FastP statistics, used in MultiQC plotting"	Sample	C70699	mqc_fastp-seq-content-gc-plot_Read_1_Before_filtering.txt	43966	TXT	C85873	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/rnaseq/multiqc/multiqc_data/mqc_fastp-seq-content-gc-plot_Read_1_Before_filtering.txt		73e9ebe059d5eab75b09f6bbe75739c1	2025-10-03T12:02:01Z	6949-JMM-0085.pdx.samp | 6949-JMM-0080.pdx.samp | 6949-JMM-0084.pdx.samp | 6949-JMM-0095.pdx.samp | 6949-JMM-0104.pdx.samp | 6949-JMM-0073.pdx.samp | 6949-JMM-0100.pdx.samp | 6949-JMM-0075.pdx.samp | 6949-JMM-0094.pdx.samp | 6949-JMM-0086.pdx.samp | 6949-JMM-0077.pdx.samp | 6949-JMM-0078.pdx.samp | 6949-JMM-0102.pdx.samp | 6949-JMM-0087.pdx.samp | 6949-JMM-0099.pdx.samp | 6949-JMM-0088.pdx.samp | 6949-JMM-0101.pdx.samp | 6949-JMM-0081.pdx.samp | 6949-JMM-0083.pdx.samp | 6949-JMM-0097.pdx.samp | 6949-JMM-0091.pdx.samp | 6949-JMM-0108.pdx.samp | 6949-JMM-0082.pdx.samp | 6949-JMM-0096.pdx.samp | 6949-JMM-0098.pdx.samp | 6949-JMM-0105.pdx.samp | 6949-JMM-0103.pdx.samp | 6949-JMM-0074.pdx.samp | 6949-JMM-0090.pdx.samp | 6949-JMM-0076.pdx.samp | 6949-JMM-0106.pdx.samp | 6949-JMM-0079.pdx.samp | 6949-JMM-0093.pdx.samp | 6949-JMM-0089.pdx.samp | 6949-JMM-0092.pdx.samp | 6949-JMM-0107.pdx.samp	phs003163	phs003163.v1.p1
file	dg.4DFC/500b558b-b474-4005-97a1-cf0198cd9831	dg.4DFC/500b558b-b474-4005-97a1-cf0198cd9831	DNA-Seq	C153598	ASCAT CNV segments files containing the copy number segments of each sample without any rounding applied	Sample	C70699	6949-JMM-0053.segments_raw.txt	3365	TXT	C85873	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/cnvarray/6949-JMM-0053.segments_raw.txt		8704eeedbb3241e42fd2c1e4ecfd204e	2025-10-03T12:02:01Z	6949-JMM-0053.pdx.samp	phs003163	phs003163.v1.p1
file	dg.4DFC/500d4f80-53e9-4658-a85f-0333216efb5f	dg.4DFC/500d4f80-53e9-4658-a85f-0333216efb5f	DNA-Seq	C153598	GATK CoverageMetrics QC metrics	Sample	C70699	6949-JMM-0047_CoverageMetrics.txt	5722	TXT	C85873	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/wes/6949-JMM-0047/stats/6949-JMM-0047_CoverageMetrics.txt		f46687de967d4ad2da15d47b7ac338a8	2025-10-03T12:02:01Z	6949-JMM-0047.pdx.samp	phs003163	phs003163.v1.p1
file	dg.4DFC/502f80a7-b099-4a56-ad55-f3f6499720c1	dg.4DFC/502f80a7-b099-4a56-ad55-f3f6499720c1	DNA-Seq	C153598	FastQC report files for read 2. FastQC run on quality trimmed reads	Sample	C70699	6949-JMM-0065_R2.fastq.gz_filtered_trimmed_fastqc.zip	961223	TXT	C85873	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/wes/6949-JMM-0065/stats/6949-JMM-0065_R2.fastq.gz_filtered_trimmed_fastqc.zip		6a7e6c95b694a3e53e10bba57f9fb997	2025-10-03T12:02:01Z	6949-JMM-0065.pdx.samp	phs003163	phs003163.v1.p1
file	dg.4DFC/50420caa-94f7-48b2-9cea-d7274e41a989	dg.4DFC/50420caa-94f7-48b2-9cea-d7274e41a989	DNA-Seq	C153598	"Full SNP and InDEL variants ll annotated with dbSNP IDs. Raw reads trimmed with CutAdapt, mapped with BWA to GRCh38, and primer sequence was removed with primerclip. GATK was used for base quality score recalibration calculation and application. Variants were then called with GATK Haplotypecaller."	Sample	C70699	6949-JMM-0049_FP_variants_raw_dbsnpID.vcf	220970	VCF	C172216	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/amplicon/6949-JMM-0049_FP/6949-JMM-0049_FP_variants_raw_dbsnpID.vcf		2cacbae2ee7016d847047d467cf2c3d7	2025-10-03T12:02:01Z	6949-JMM-0049_FP.pdx.samp	phs003163	phs003163.v1.p1
file	dg.4DFC/5056817b-e4d7-463a-ba61-c8dfbae96285	dg.4DFC/5056817b-e4d7-463a-ba61-c8dfbae96285	DNA-Seq	C153598	Log file summarizing general sample QC metrics	Sample	C70699	6949-JMM-0043_summary_stats.txt	719	TXT	C85873	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/wes/6949-JMM-0043/stats/6949-JMM-0043_summary_stats.txt		8420354813ecc278a9d968e3ce2c176e	2025-10-03T12:02:01Z	6949-JMM-0043.pdx.samp	phs003163	phs003163.v1.p1
file	dg.4DFC/50738ee7-eb53-4029-8b11-0469489418b7	dg.4DFC/50738ee7-eb53-4029-8b11-0469489418b7	DNA-Seq	C153598	Plot showing ASCAT CNV profile showing copy change from ploidy and regions of loss of heterozygosity	Sample	C70699	6949-JMM-0041_segmentsgenomeplot.copydiffploidy.png	46822	PNG	C85437	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/cnvarray/6949-JMM-0041_segmentsgenomeplot.copydiffploidy.png		a6d5930e4776877d83455c34349dfaa5	2025-10-03T12:02:01Z	6949-JMM-0041.pdx.samp	phs003163	phs003163.v1.p1
file	dg.4DFC/507a36ec-e607-46c7-b42b-521e62066a75	dg.4DFC/507a36ec-e607-46c7-b42b-521e62066a75	DNA-Seq	C153598	"VCF with filtered insertion and deletion calls with dbSNP IDs. Raw reads were first trimmed for quality using a custom python script. Human / mouse disambiguation of quality filtered reads was done with Xenome. Human specifc reads were mapped with BWA to GRCh38. Duplicate reads were marked with Picard MarkDuplicates. Base recalibration was then done and applied with GATK. Variants were called with GATK Mutect2 in tumor only mode, reads were called against a panel of normal samples from the 1000 genome project and germline reference from the GnomAD project both references provided by GATK. Variants were soft filtered with FilterMutectCalls, and depth and quality filters. Variant were annotated with dbsnpID"	Sample	C70699	6949-JMM-0046_INDEL_filtered_dbsnpID.vcf	1983221	VCF	C172216	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/wes/6949-JMM-0046/6949-JMM-0046_INDEL_filtered_dbsnpID.vcf		67c255409fdd76facbeac8cf6fcfec4b	2025-10-03T12:02:01Z	6949-JMM-0046.pdx.samp	phs003163	phs003163.v1.p1
file	dg.4DFC/507c2898-91f1-4653-acaf-5e0c396634e0	dg.4DFC/507c2898-91f1-4653-acaf-5e0c396634e0	DNA-Seq	C153598	"SNP variants called that are not part of the xGen Sample ID amplicon panel. Raw reads trimmed with CutAdapt, mapped with BWA to GRCh38, and primer sequence was removed with primerclip. GATK was used for base quality score recalibration calculation and application. Variants were then called with GATK Haplotypecaller."	Sample	C70699	6949-JMM-0042_FP_fingerprint.off_target_SNPs.tsv	1039	TSV	C164049	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/amplicon/6949-JMM-0042_FP/6949-JMM-0042_FP_fingerprint.off_target_SNPs.tsv		2526a52f8f9e110d371ac3098da184ad	2025-10-03T12:02:01Z	6949-JMM-0042_FP.pdx.samp	phs003163	phs003163.v1.p1
file	dg.4DFC/50a1ad2a-3878-4bbc-bb37-a7d2d26bfa96	dg.4DFC/50a1ad2a-3878-4bbc-bb37-a7d2d26bfa96	DNA-Seq	C153598	FASTQC collected summarized results for read 1. FASTQ was run post raw read trimmer with CutAdapt	Sample	C70699	6949-JMM-0039_FP_R1_paired_trimmed_fastqc.zip	622228	TXT	C85873	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/amplicon/6949-JMM-0039_FP/stats/6949-JMM-0039_FP_R1_paired_trimmed_fastqc.zip		7fd67518502425f674287cb563131a37	2025-10-03T12:02:01Z	6949-JMM-0039_FP.pdx.samp	phs003163	phs003163.v1.p1
file	dg.4DFC/50af6f35-1bf3-4a2f-8210-0838f1584c4c	dg.4DFC/50af6f35-1bf3-4a2f-8210-0838f1584c4c	RNA-Seq	C124261	"MultiQC report file aggregating FastQC statistics, used in MultiQC plotting"	Sample	C70699	mqc_fastqc_adapter_content_plot_1.txt	34818	TXT	C85873	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/rnaseq/multiqc/multiqc_data/mqc_fastqc_adapter_content_plot_1.txt		e1cfdca30667534463f10f9cdd993fe8	2025-10-03T12:02:01Z	6949-JMM-0107.pdx.samp | 6949-JMM-0104.pdx.samp | 6949-JMM-0102.pdx.samp | 6949-JMM-0099.pdx.samp | 6949-JMM-0077.pdx.samp | 6949-JMM-0108.pdx.samp | 6949-JMM-0091.pdx.samp | 6949-JMM-0106.pdx.samp | 6949-JMM-0081.pdx.samp | 6949-JMM-0086.pdx.samp | 6949-JMM-0094.pdx.samp | 6949-JMM-0088.pdx.samp | 6949-JMM-0097.pdx.samp | 6949-JMM-0096.pdx.samp | 6949-JMM-0100.pdx.samp | 6949-JMM-0083.pdx.samp | 6949-JMM-0073.pdx.samp | 6949-JMM-0075.pdx.samp | 6949-JMM-0095.pdx.samp | 6949-JMM-0093.pdx.samp | 6949-JMM-0105.pdx.samp | 6949-JMM-0098.pdx.samp | 6949-JMM-0082.pdx.samp | 6949-JMM-0089.pdx.samp | 6949-JMM-0074.pdx.samp | 6949-JMM-0090.pdx.samp | 6949-JMM-0092.pdx.samp | 6949-JMM-0101.pdx.samp | 6949-JMM-0087.pdx.samp | 6949-JMM-0078.pdx.samp | 6949-JMM-0076.pdx.samp | 6949-JMM-0103.pdx.samp | 6949-JMM-0079.pdx.samp | 6949-JMM-0085.pdx.samp | 6949-JMM-0080.pdx.samp | 6949-JMM-0084.pdx.samp	phs003163	phs003163.v1.p1
file	dg.4DFC/50b0c5c6-d407-43d6-9311-4665ccf53e1e	dg.4DFC/50b0c5c6-d407-43d6-9311-4665ccf53e1e	DNA-Seq	C153598	"VCF with combined SNP and insertions and deletions following filtering by FilterMutectCalls, depth and quality filters and annoated with dbSNP IDs and SNPeff. Raw reads were first trimmed for quality using a custom python script. Human / mouse disambiguation of quality filtered reads was done with Xenome. Human specifc reads were mapped with BWA to GRCh38. Duplicate reads were marked with Picard MarkDuplicates. Base recalibration was then done and applied with GATK. Variants were called with GATK Mutect2 in tumor only mode, reads were called against a panel of normal samples from the 1000 genome project and germline reference from the GnomAD project both references provided by GATK. Variants were soft filtered with FilterMutectCalls, and depth and quality filters. Variant were annotated with dbsnpID and snpEFF"	Sample	C70699	6949-JMM-0058_SNP_INDEL_filtered_annotated_final.vcf	112485328	VCF	C172216	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/wes/6949-JMM-0058/6949-JMM-0058_SNP_INDEL_filtered_annotated_final.vcf		52217dbc3ad0eb34ed5cd85ea64ee7ff	2025-10-03T12:02:01Z	6949-JMM-0058.pdx.samp	phs003163	phs003163.v1.p1
file	dg.4DFC/50bd127f-c997-4c68-aa6b-3faa250e5af5	dg.4DFC/50bd127f-c997-4c68-aa6b-3faa250e5af5	RNA-Seq	C124261	"Human deconvovled reads: read 1. Raw reads were quality and adapter trimmed with FastP, mouse and human reads were deconvolved with Xenome"	Sample	C70699	6949-JMM-0095_sorted_human_1.fastq.gz	4341910985	FASTQ	C172212	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/rnaseq/6949-JMM-0095/processed_reads/6949-JMM-0095_sorted_human_1.fastq.gz		baa6146220bd4c66027d7f4e06ae5b25	2025-10-03T12:02:01Z	6949-JMM-0095.pdx.samp	phs003163	phs003163.v1.p1
file	dg.4DFC/50c6d7fd-0515-4c59-80a4-424b561d17c8	dg.4DFC/50c6d7fd-0515-4c59-80a4-424b561d17c8	DNA-Seq	C153598	GATK Mutect2 FilterMutectCalls metrics	Sample	C70699	6949-JMM-0038_mutect2_somatic.filtered.vcf.gz.filteringStats.tsv	1867	TSV	C164049	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/wes/6949-JMM-0038/stats/6949-JMM-0038_mutect2_somatic.filtered.vcf.gz.filteringStats.tsv		9552c527b6557b3399097e8814b61e84	2025-10-03T12:02:01Z	6949-JMM-0038.pdx.samp	phs003163	phs003163.v1.p1
file	dg.4DFC/50c71633-02b0-4860-bf96-4927beec1cb2	dg.4DFC/50c71633-02b0-4860-bf96-4927beec1cb2	RNA-Seq	C124261	"MultiQC report file aggregating Xenome metrics, used in MultiQC tables"	Sample	C70699	mqc_xenome_stats_1.txt	2385	TXT	C85873	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/rnaseq/multiqc/multiqc_data/mqc_xenome_stats_1.txt		dbc7dbdb568301d140b19a70dfc0169b	2025-10-03T12:02:01Z	6949-JMM-0101.pdx.samp | 6949-JMM-0086.pdx.samp | 6949-JMM-0104.pdx.samp | 6949-JMM-0091.pdx.samp | 6949-JMM-0082.pdx.samp | 6949-JMM-0092.pdx.samp | 6949-JMM-0107.pdx.samp | 6949-JMM-0081.pdx.samp | 6949-JMM-0094.pdx.samp | 6949-JMM-0105.pdx.samp | 6949-JMM-0074.pdx.samp | 6949-JMM-0108.pdx.samp | 6949-JMM-0097.pdx.samp | 6949-JMM-0087.pdx.samp | 6949-JMM-0078.pdx.samp | 6949-JMM-0093.pdx.samp | 6949-JMM-0085.pdx.samp | 6949-JMM-0090.pdx.samp | 6949-JMM-0098.pdx.samp | 6949-JMM-0089.pdx.samp | 6949-JMM-0075.pdx.samp | 6949-JMM-0102.pdx.samp | 6949-JMM-0084.pdx.samp | 6949-JMM-0100.pdx.samp | 6949-JMM-0088.pdx.samp | 6949-JMM-0095.pdx.samp | 6949-JMM-0080.pdx.samp | 6949-JMM-0096.pdx.samp | 6949-JMM-0079.pdx.samp | 6949-JMM-0076.pdx.samp | 6949-JMM-0073.pdx.samp | 6949-JMM-0103.pdx.samp | 6949-JMM-0106.pdx.samp | 6949-JMM-0099.pdx.samp | 6949-JMM-0083.pdx.samp | 6949-JMM-0077.pdx.samp	phs003163	phs003163.v1.p1
file	dg.4DFC/50cc150a-e1b4-41d9-8eba-f1a8110d4250	dg.4DFC/50cc150a-e1b4-41d9-8eba-f1a8110d4250	RNA-Seq	C124261	Human Picard CollectRNAseqMetrics QC metrics	Sample	C70699	6949-JMM-0075_human_picard_aln_metrics.txt	3120	TXT	C85873	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/rnaseq/6949-JMM-0075_human/stats/6949-JMM-0075_human_picard_aln_metrics.txt		c37426e749d708f2b14e73f188e7eb29	2025-10-03T12:02:01Z	6949-JMM-0075.pdx.samp	phs003163	phs003163.v1.p1
file	dg.4DFC/50d1f5bf-1d01-44b2-844c-302b836de086	dg.4DFC/50d1f5bf-1d01-44b2-844c-302b836de086	DNA-Seq	C153598	FastQC report files for read 1. FastQC run on quality trimmed reads	Sample	C70699	6949-JMM-0043_R1.fastq.gz_filtered_trimmed_fastqc.zip	962093	TXT	C85873	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/wes/6949-JMM-0043/stats/6949-JMM-0043_R1.fastq.gz_filtered_trimmed_fastqc.zip		62daa17ad32ef18e6d0d8646408c74e5	2025-10-03T12:02:01Z	6949-JMM-0043.pdx.samp	phs003163	phs003163.v1.p1
file	dg.4DFC/51101987-1658-420f-8cac-1295e615c475	dg.4DFC/51101987-1658-420f-8cac-1295e615c475	DNA-Seq	C153598	"Human deconvovled reads: read 1. Raw reads were quality trimmed with a custom python script, and then mouse and human reads were deconvolved with Xenome"	Sample	C70699	6949-JMM-0045_sorted_human_1.fastq.gz	12442980229	FASTQ	C172212	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/wes/6949-JMM-0045/processed_reads/6949-JMM-0045_sorted_human_1.fastq.gz		087d9a860b100e48a2b42f176d3fe0ab	2025-10-03T12:02:01Z	6949-JMM-0045.pdx.samp	phs003163	phs003163.v1.p1
file	dg.4DFC/5121fd30-d769-4f5d-8a8b-3f560d1cde2a	dg.4DFC/5121fd30-d769-4f5d-8a8b-3f560d1cde2a	RNA-Seq	C124261	"Mouse BAM index file relative to the transcriptome. BAM derived from raw reads were quality and adapter with FastP, mouse and human reads were deconvolved with Xenome, and mouse reads were mapped with STAR to GRCm38 with ensembl v102 annotations"	Sample	C70699	6949-JMM-0089_mouse.transcript.sorted.bam.bai	5799880	BAI	C190163	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/rnaseq/6949-JMM-0089_mouse/bam/6949-JMM-0089_mouse.transcript.sorted.bam.bai		e2f3762052b9d1f416399a4d6ed4dbae	2025-10-03T12:02:01Z	6949-JMM-0089.pdx.samp	phs003163	phs003163.v1.p1
file	dg.4DFC/512d194b-d9a0-4ff4-bb5d-fe0caae49378	dg.4DFC/512d194b-d9a0-4ff4-bb5d-fe0caae49378	DNA-Seq	C153598	"Full unannotated SNP and InDEL variants called. Raw reads trimmed with CutAdapt, mapped with BWA to GRCh38, and primer sequence was removed with primerclip. GATK was used for base quality score recalibration calculation and application. Variants were then called with GATK Haplotypecaller."	Sample	C70699	6949-JMM-0045_FP_variants_raw.vcf	191170	VCF	C172216	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/amplicon/6949-JMM-0045_FP/6949-JMM-0045_FP_variants_raw.vcf		32a119dc80a4babf814b77b91f4e964b	2025-10-03T12:02:01Z	6949-JMM-0045_FP.pdx.samp	phs003163	phs003163.v1.p1
file	dg.4DFC/5138e086-38f4-438c-bd73-6f047696b498	dg.4DFC/5138e086-38f4-438c-bd73-6f047696b498	DNA-Seq	C153598	Ensembl v102 genes annotated with ASCAT CNV segments	Sample	C70699	6949-JMM-0067.segments_raw.extend.ensgene_cnvbreak.txt	18418486	TXT	C85873	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/cnvarray/6949-JMM-0067.segments_raw.extend.ensgene_cnvbreak.txt		2e907ea4ab575a845872d9effda2b435	2025-10-03T12:02:01Z	6949-JMM-0067.pdx.samp	phs003163	phs003163.v1.p1
file	dg.4DFC/514ebf9f-2d3f-46c8-8d65-61219fa3f896	dg.4DFC/514ebf9f-2d3f-46c8-8d65-61219fa3f896	DNA-Seq	C153598	FastQC html report for read 2. FastQC run on quality trimmed reads	Sample	C70699	6949-JMM-0038_R2.fastq.gz_filtered_trimmed_fastqc.html	613319	HTML	C142380	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/wes/6949-JMM-0038/stats/6949-JMM-0038_R2.fastq.gz_filtered_trimmed_fastqc.html		9d7a8d29685f91e1ef57d0049d07b6d2	2025-10-03T12:02:01Z	6949-JMM-0038.pdx.samp	phs003163	phs003163.v1.p1
file	dg.4DFC/51653632-6d14-43ab-9302-b7c5b7178a0d	dg.4DFC/51653632-6d14-43ab-9302-b7c5b7178a0d	DNA-Seq	C153598	"Plot showing ASCAT CNV profile. Containins the allele-specific copy-number of all assayed loci (copy-number on the Y-axis vs. the genomic location on the X-axis; for illustrative purposes only, both lines are slightly shifted such that they do not overlap; only probes heterozygous in the germline are shown). These ASCAT profiles allow accurate derivation of gains (which can be further subdivided into, e.g., duplications, triplications, and amplifications), losses (of one or more copies), copy-number-neutral events, and LOH."	Sample	C70699	6949-JMM-0052.ASCATprofile.png	58052	PNG	C85437	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/cnvarray/6949-JMM-0052.ASCATprofile.png		b95402dcb12f6f6852acab85123c0c94	2025-10-03T12:02:01Z	6949-JMM-0052.pdx.samp	phs003163	phs003163.v1.p1
file	dg.4DFC/5206bd24-1eb2-4221-a906-d8fae60350cb	dg.4DFC/5206bd24-1eb2-4221-a906-d8fae60350cb	DNA-Seq	C153598	Plot showing tumor separated BAF	Sample	C70699	tumorSep6949-JMM-0058.png	397992	PNG	C85437	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/cnvarray/tumorSep6949-JMM-0058.png		e25350f3ef7a97dbe570d3dd0138e9cc	2025-10-03T12:02:01Z	6949-JMM-0058.pdx.samp	phs003163	phs003163.v1.p1
file	dg.4DFC/522134bb-ffe3-4886-9e18-d43a34cc374b	dg.4DFC/522134bb-ffe3-4886-9e18-d43a34cc374b	DNA-Seq	C153598	BAM index file for BAM derived from raw reads trimmed for quality using a custom python script. Human / mouse disambiguation of quality filtered reads was done with Xenome. Human specifc reads were mapped with BWA to GRCh38. Duplicate reads were marked with Picard MarkDuplicates. Base recalibration was then done and applied with GATK	Sample	C70699	6949-JMM-0064_realigned_BQSR.bai	6949112	BAI	C190163	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/wes/6949-JMM-0064/bam/6949-JMM-0064_realigned_BQSR.bai		484ae9ef39fa56b43292b45fc9d512de	2025-10-03T12:02:01Z	6949-JMM-0064.pdx.samp	phs003163	phs003163.v1.p1
