type	pdx_id	implantation_site	implantation_type	implantation_type_concept_code	model_id	mouse_strain	sample.sample_id	sample_type_for_implantation	study.phs_accession
pdx	6949-JMM-0073.pdx	subcutaneous	Injection|Surgical	C149592|C201922	Brooke-PDX	"NSG, NOD.Cg-Prkdcscid Il2rgtm1Wjl/Sz    (establishment), CB17 SCID CB17/Icr-Prkdcscid/IcrIcoCrl (passage)"	6949-JMM-0073	Not Reported	phs003163
pdx	6949-JMM-0074.pdx	subcutaneous	Injection|Surgical	C149592|C201922	NP012x	"NSG, NOD.Cg-Prkdcscid Il2rgtm1Wjl/Sz    (establishment), CB17 SCID CB17/Icr-Prkdcscid/IcrIcoCrl (passage)"	6949-JMM-0074	Not Reported	phs003163
pdx	6949-JMM-0075.pdx	subcutaneous	Injection|Surgical	C149592|C201922	NP015x	"NSG, NOD.Cg-Prkdcscid Il2rgtm1Wjl/Sz    (establishment), CB17 SCID CB17/Icr-Prkdcscid/IcrIcoCrl (passage)"	6949-JMM-0075	Not Reported	phs003163
pdx	6949-JMM-0076.pdx	subcutaneous	Injection|Surgical	C149592|C201922	NP016x	"NSG, NOD.Cg-Prkdcscid Il2rgtm1Wjl/Sz    (establishment), CB17 SCID CB17/Icr-Prkdcscid/IcrIcoCrl (passage)"	6949-JMM-0076	Not Reported	phs003163
pdx	6949-JMM-0077.pdx	subcutaneous	Injection|Surgical	C149592|C201922	NP017x_RH07-1x	"NSG, NOD.Cg-Prkdcscid Il2rgtm1Wjl/Sz    (establishment), CB17 SCID CB17/Icr-Prkdcscid/IcrIcoCrl (passage)"	6949-JMM-0077	Not Reported	phs003163
pdx	6949-JMM-0078.pdx	subcutaneous	Injection|Surgical	C149592|C201922	NP018x_RH07-2x	"NSG, NOD.Cg-Prkdcscid Il2rgtm1Wjl/Sz    (establishment), CB17 SCID CB17/Icr-Prkdcscid/IcrIcoCrl (passage)"	6949-JMM-0078	Not Reported	phs003163
pdx	6949-JMM-0079.pdx	subcutaneous	Injection|Surgical	C149592|C201922	NP019x_RH07-3x	"NSG, NOD.Cg-Prkdcscid Il2rgtm1Wjl/Sz    (establishment), CB17 SCID CB17/Icr-Prkdcscid/IcrIcoCrl (passage)"	6949-JMM-0079	Not Reported	phs003163
pdx	6949-JMM-0080.pdx	subcutaneous	Injection|Surgical	C149592|C201922	NP020x_RH07-4x	"NSG, NOD.Cg-Prkdcscid Il2rgtm1Wjl/Sz    (establishment), CB17 SCID CB17/Icr-Prkdcscid/IcrIcoCrl (passage)"	6949-JMM-0080	Not Reported	phs003163
pdx	6949-JMM-0081.pdx	subcutaneous	Injection|Surgical	C149592|C201922	NP021x_RH07-5x	"NSG, NOD.Cg-Prkdcscid Il2rgtm1Wjl/Sz    (establishment), CB17 SCID CB17/Icr-Prkdcscid/IcrIcoCrl (passage)"	6949-JMM-0081	Not Reported	phs003163
pdx	6949-JMM-0082.pdx	subcutaneous	Injection|Surgical	C149592|C201922	NP030x	"NSG, NOD.Cg-Prkdcscid Il2rgtm1Wjl/Sz    (establishment), CB17 SCID CB17/Icr-Prkdcscid/IcrIcoCrl (passage)"	6949-JMM-0082	Not Reported	phs003163
pdx	6949-JMM-0083.pdx	subcutaneous	Injection|Surgical	C149592|C201922	NP031x	"NSG, NOD.Cg-Prkdcscid Il2rgtm1Wjl/Sz    (establishment), CB17 SCID CB17/Icr-Prkdcscid/IcrIcoCrl (passage)"	6949-JMM-0083	Not Reported	phs003163
pdx	6949-JMM-0084.pdx	subcutaneous	Injection|Surgical	C149592|C201922	NP036x	"NSG, NOD.Cg-Prkdcscid Il2rgtm1Wjl/Sz    (establishment), CB17 SCID CB17/Icr-Prkdcscid/IcrIcoCrl (passage)"	6949-JMM-0084	Not Reported	phs003163
pdx	6949-JMM-0085.pdx	subcutaneous	Injection|Surgical	C149592|C201922	NP037x	"NSG, NOD.Cg-Prkdcscid Il2rgtm1Wjl/Sz    (establishment), CB17 SCID CB17/Icr-Prkdcscid/IcrIcoCrl (passage)"	6949-JMM-0085	Not Reported	phs003163
pdx	6949-JMM-0086.pdx	subcutaneous	Injection|Surgical	C149592|C201922	NP039x	"NSG, NOD.Cg-Prkdcscid Il2rgtm1Wjl/Sz    (establishment), CB17 SCID CB17/Icr-Prkdcscid/IcrIcoCrl (passage)"	6949-JMM-0086	Not Reported	phs003163
pdx	6949-JMM-0087.pdx	subcutaneous	Injection|Surgical	C149592|C201922	NP040x	"NSG, NOD.Cg-Prkdcscid Il2rgtm1Wjl/Sz    (establishment), CB17 SCID CB17/Icr-Prkdcscid/IcrIcoCrl (passage)"	6949-JMM-0087	Not Reported	phs003163
pdx	6949-JMM-0088.pdx	subcutaneous	Injection|Surgical	C149592|C201922	NP043x	"NSG, NOD.Cg-Prkdcscid Il2rgtm1Wjl/Sz    (establishment), CB17 SCID CB17/Icr-Prkdcscid/IcrIcoCrl (passage)"	6949-JMM-0088	Not Reported	phs003163
pdx	6949-JMM-0089.pdx	subcutaneous	Injection|Surgical	C149592|C201922	Obelix-2x	"NSG, NOD.Cg-Prkdcscid Il2rgtm1Wjl/Sz    (establishment), CB17 SCID CB17/Icr-Prkdcscid/IcrIcoCrl (passage)"	6949-JMM-0089	Not Reported	phs003163
pdx	6949-JMM-0090.pdx	subcutaneous	Injection|Surgical	C149592|C201922	Obelix-Rx	"NSG, NOD.Cg-Prkdcscid Il2rgtm1Wjl/Sz    (establishment), CB17 SCID CB17/Icr-Prkdcscid/IcrIcoCrl (passage)"	6949-JMM-0090	Not Reported	phs003163
pdx	6949-JMM-0091.pdx	subcutaneous	Injection|Surgical	C149592|C201922	Obelix-Fx	"NSG, NOD.Cg-Prkdcscid Il2rgtm1Wjl/Sz    (establishment), CB17 SCID CB17/Icr-Prkdcscid/IcrIcoCrl (passage)"	6949-JMM-0091	Not Reported	phs003163
pdx	6949-JMM-0092.pdx	subcutaneous	Injection|Surgical	C149592|C201922	KWK-6062x	"NSG, NOD.Cg-Prkdcscid Il2rgtm1Wjl/Sz    (establishment), CB17 SCID CB17/Icr-Prkdcscid/IcrIcoCrl (passage)"	6949-JMM-0092	Not Reported	phs003163
pdx	6949-JMM-0093.pdx	subcutaneous	Injection|Surgical	C149592|C201922	N0619x	"NSG, NOD.Cg-Prkdcscid Il2rgtm1Wjl/Sz    (establishment), CB17 SCID CB17/Icr-Prkdcscid/IcrIcoCrl (passage)"	6949-JMM-0093	Not Reported	phs003163
pdx	6949-JMM-0094.pdx	subcutaneous	Injection|Surgical	C149592|C201922	Adam-Lx_ALK-L-PDX	"NSG, NOD.Cg-Prkdcscid Il2rgtm1Wjl/Sz    (establishment), CB17 SCID CB17/Icr-Prkdcscid/IcrIcoCrl (passage)"	6949-JMM-0094	Not Reported	phs003163
pdx	6949-JMM-0095.pdx	subcutaneous	Injection|Surgical	C149592|C201922	Adam-Rx_ALK-R-PDX	"NSG, NOD.Cg-Prkdcscid Il2rgtm1Wjl/Sz    (establishment), CB17 SCID CB17/Icr-Prkdcscid/IcrIcoCrl (passage)"	6949-JMM-0095	Not Reported	phs003163
pdx	6949-JMM-0096.pdx	subcutaneous	Injection|Surgical	C149592|C201922	Adam-Fx_ALK-F-PDX	"NSG, NOD.Cg-Prkdcscid Il2rgtm1Wjl/Sz    (establishment), CB17 SCID CB17/Icr-Prkdcscid/IcrIcoCrl (passage)"	6949-JMM-0096	Not Reported	phs003163
pdx	6949-JMM-0097.pdx	subcutaneous	Injection|Surgical	C149592|C201922	YDLRx	"NSG, NOD.Cg-Prkdcscid Il2rgtm1Wjl/Sz    (establishment), CB17 SCID CB17/Icr-Prkdcscid/IcrIcoCrl (passage)"	6949-JMM-0097	Not Reported	phs003163
pdx	6949-JMM-0098.pdx	subcutaneous	Injection|Surgical	C149592|C201922	YDLFx	"NSG, NOD.Cg-Prkdcscid Il2rgtm1Wjl/Sz    (establishment), CB17 SCID CB17/Icr-Prkdcscid/IcrIcoCrl (passage)"	6949-JMM-0098	Not Reported	phs003163
pdx	6949-JMM-0099.pdx	subcutaneous	Injection|Surgical	C149592|C201922	HG-Rx	"NSG, NOD.Cg-Prkdcscid Il2rgtm1Wjl/Sz    (establishment), CB17 SCID CB17/Icr-Prkdcscid/IcrIcoCrl (passage)"	6949-JMM-0099	Not Reported	phs003163
pdx	6949-JMM-0100.pdx	subcutaneous	Injection|Surgical	C149592|C201922	HG-Lx	"NSG, NOD.Cg-Prkdcscid Il2rgtm1Wjl/Sz    (establishment), CB17 SCID CB17/Icr-Prkdcscid/IcrIcoCrl (passage)"	6949-JMM-0100	Not Reported	phs003163
pdx	6949-JMM-0101.pdx	subcutaneous	Injection|Surgical	C149592|C201922	JG-Rx	"NSG, NOD.Cg-Prkdcscid Il2rgtm1Wjl/Sz    (establishment), CB17 SCID CB17/Icr-Prkdcscid/IcrIcoCrl (passage)"	6949-JMM-0101	Not Reported	phs003163
pdx	6949-JMM-0102.pdx	subcutaneous	Injection|Surgical	C149592|C201922	JG-Fx	"NSG, NOD.Cg-Prkdcscid Il2rgtm1Wjl/Sz    (establishment), CB17 SCID CB17/Icr-Prkdcscid/IcrIcoCrl (passage)"	6949-JMM-0102	Not Reported	phs003163
pdx	6949-JMM-0103.pdx	subcutaneous	Injection|Surgical	C149592|C201922	NP045x	"NSG, NOD.Cg-Prkdcscid Il2rgtm1Wjl/Sz    (establishment), CB17 SCID CB17/Icr-Prkdcscid/IcrIcoCrl (passage)"	6949-JMM-0103	Not Reported	phs003163
pdx	6949-JMM-0104.pdx	subcutaneous	Injection|Surgical	C149592|C201922	COG-N-573x	"NSG, NOD.Cg-Prkdcscid Il2rgtm1Wjl/Sz    (establishment), CB17 SCID CB17/Icr-Prkdcscid/IcrIcoCrl (passage)"	6949-JMM-0104	Not Reported	phs003163
pdx	6949-JMM-0105.pdx	subcutaneous	Injection|Surgical	C149592|C201922	COG-N-470x	"NSG, NOD.Cg-Prkdcscid Il2rgtm1Wjl/Sz    (establishment), CB17 SCID CB17/Icr-Prkdcscid/IcrIcoCrl (passage)"	6949-JMM-0105	Not Reported	phs003163
pdx	6949-JMM-0106.pdx	subcutaneous	Injection|Surgical	C149592|C201922	LS_Luke-PDX	"NSG, NOD.Cg-Prkdcscid Il2rgtm1Wjl/Sz    (establishment), CB17 SCID CB17/Icr-Prkdcscid/IcrIcoCrl (passage)"	6949-JMM-0106	Not Reported	phs003163
pdx	6949-JMM-0107.pdx	subcutaneous	Injection|Surgical	C149592|C201922	NP049x	"NSG, NOD.Cg-Prkdcscid Il2rgtm1Wjl/Sz    (establishment), CB17 SCID CB17/Icr-Prkdcscid/IcrIcoCrl (passage)"	6949-JMM-0107	Not Reported	phs003163
pdx	6949-JMM-0108.pdx	subcutaneous	Injection|Surgical	C149592|C201922	NP053x	"NSG, NOD.Cg-Prkdcscid Il2rgtm1Wjl/Sz    (establishment), CB17 SCID CB17/Icr-Prkdcscid/IcrIcoCrl (passage)"	6949-JMM-0108	Not Reported	phs003163
