type	genomic_info_id	design_description	file.file_id	instrument_model	library_id	library_layout	library_layout_concept_code	library_selection	library_selection_concept_code	library_source_material	library_source_material_concept_code	library_source_molecule	library_source_molecule_concept_code	library_strategy	library_strategy_concept_code	number_of_reads	platform	platform_concept_code	reference_genome_assembly	reporter_label
genomic_info	dg.4DFC/126b75fc-9e41-4c16-bec5-18e6fdbd5b0e_HALB3016740_genomicInfo	Takara SMARTer Stranded Total RNAseq v2 Low Input	dg.4DFC/126b75fc-9e41-4c16-bec5-18e6fdbd5b0e	Illumina NovaSeq	HALB3016740	Paired-End	C150423	rRNA Depletion	C163990	Bulk Tissue	C178225	Transcriptome	C153194	Bulk RNA-Seq	C219552		Illumina	C146817	Not specified in data	
genomic_info	dg.4DFC/126b75fc-9e41-4c16-bec5-18e6fdbd5b0e_HALB3016741_genomicInfo	Takara SMARTer Stranded Total RNAseq v2 Low Input	dg.4DFC/126b75fc-9e41-4c16-bec5-18e6fdbd5b0e	Illumina NovaSeq	HALB3016741	Paired-End	C150423	rRNA Depletion	C163990	Bulk Tissue	C178225	Transcriptome	C153194	Bulk RNA-Seq	C219552		Illumina	C146817	Not specified in data	
genomic_info	dg.4DFC/126b75fc-9e41-4c16-bec5-18e6fdbd5b0e_HALB3016742_genomicInfo	Takara SMARTer Stranded Total RNAseq v2 Low Input	dg.4DFC/126b75fc-9e41-4c16-bec5-18e6fdbd5b0e	Illumina NovaSeq	HALB3016742	Paired-End	C150423	rRNA Depletion	C163990	Bulk Tissue	C178225	Transcriptome	C153194	Bulk RNA-Seq	C219552		Illumina	C146817	Not specified in data	
genomic_info	dg.4DFC/126b75fc-9e41-4c16-bec5-18e6fdbd5b0e_HALB3016743_genomicInfo	Takara SMARTer Stranded Total RNAseq v2 Low Input	dg.4DFC/126b75fc-9e41-4c16-bec5-18e6fdbd5b0e	Illumina NovaSeq	HALB3016743	Paired-End	C150423	rRNA Depletion	C163990	Bulk Tissue	C178225	Transcriptome	C153194	Bulk RNA-Seq	C219552		Illumina	C146817	Not specified in data	
genomic_info	dg.4DFC/126b75fc-9e41-4c16-bec5-18e6fdbd5b0e_HALB3016744_genomicInfo	Takara SMARTer Stranded Total RNAseq v2 Low Input	dg.4DFC/126b75fc-9e41-4c16-bec5-18e6fdbd5b0e	Illumina NovaSeq	HALB3016744	Paired-End	C150423	rRNA Depletion	C163990	Bulk Tissue	C178225	Transcriptome	C153194	Bulk RNA-Seq	C219552		Illumina	C146817	Not specified in data	
genomic_info	dg.4DFC/126b75fc-9e41-4c16-bec5-18e6fdbd5b0e_HALB3016745_genomicInfo	Takara SMARTer Stranded Total RNAseq v2 Low Input	dg.4DFC/126b75fc-9e41-4c16-bec5-18e6fdbd5b0e	Illumina NovaSeq	HALB3016745	Paired-End	C150423	rRNA Depletion	C163990	Bulk Tissue	C178225	Transcriptome	C153194	Bulk RNA-Seq	C219552		Illumina	C146817	Not specified in data	
genomic_info	dg.4DFC/126b75fc-9e41-4c16-bec5-18e6fdbd5b0e_HALB3016746_genomicInfo	Takara SMARTer Stranded Total RNAseq v2 Low Input	dg.4DFC/126b75fc-9e41-4c16-bec5-18e6fdbd5b0e	Illumina NovaSeq	HALB3016746	Paired-End	C150423	rRNA Depletion	C163990	Bulk Tissue	C178225	Transcriptome	C153194	Bulk RNA-Seq	C219552		Illumina	C146817	Not specified in data	
genomic_info	dg.4DFC/126b75fc-9e41-4c16-bec5-18e6fdbd5b0e_HALB3016747_genomicInfo	Takara SMARTer Stranded Total RNAseq v2 Low Input	dg.4DFC/126b75fc-9e41-4c16-bec5-18e6fdbd5b0e	Illumina NovaSeq	HALB3016747	Paired-End	C150423	rRNA Depletion	C163990	Bulk Tissue	C178225	Transcriptome	C153194	Bulk RNA-Seq	C219552		Illumina	C146817	Not specified in data	
genomic_info	dg.4DFC/126b75fc-9e41-4c16-bec5-18e6fdbd5b0e_HALB3016748_genomicInfo	Takara SMARTer Stranded Total RNAseq v2 Low Input	dg.4DFC/126b75fc-9e41-4c16-bec5-18e6fdbd5b0e	Illumina NovaSeq	HALB3016748	Paired-End	C150423	rRNA Depletion	C163990	Bulk Tissue	C178225	Transcriptome	C153194	Bulk RNA-Seq	C219552		Illumina	C146817	Not specified in data	
genomic_info	dg.4DFC/126b75fc-9e41-4c16-bec5-18e6fdbd5b0e_HALB3016749_genomicInfo	Takara SMARTer Stranded Total RNAseq v2 Low Input	dg.4DFC/126b75fc-9e41-4c16-bec5-18e6fdbd5b0e	Illumina NovaSeq	HALB3016749	Paired-End	C150423	rRNA Depletion	C163990	Bulk Tissue	C178225	Transcriptome	C153194	Bulk RNA-Seq	C219552		Illumina	C146817	Not specified in data	
genomic_info	dg.4DFC/126b75fc-9e41-4c16-bec5-18e6fdbd5b0e_HALB3016750_genomicInfo	Takara SMARTer Stranded Total RNAseq v2 Low Input	dg.4DFC/126b75fc-9e41-4c16-bec5-18e6fdbd5b0e	Illumina NovaSeq	HALB3016750	Paired-End	C150423	rRNA Depletion	C163990	Bulk Tissue	C178225	Transcriptome	C153194	Bulk RNA-Seq	C219552		Illumina	C146817	Not specified in data	
genomic_info	dg.4DFC/126b75fc-9e41-4c16-bec5-18e6fdbd5b0e_HALB3016751_genomicInfo	Takara SMARTer Stranded Total RNAseq v2 Low Input	dg.4DFC/126b75fc-9e41-4c16-bec5-18e6fdbd5b0e	Illumina NovaSeq	HALB3016751	Paired-End	C150423	rRNA Depletion	C163990	Bulk Tissue	C178225	Transcriptome	C153194	Bulk RNA-Seq	C219552		Illumina	C146817	Not specified in data	
genomic_info	dg.4DFC/126b75fc-9e41-4c16-bec5-18e6fdbd5b0e_HALB3016752_genomicInfo	Takara SMARTer Stranded Total RNAseq v2 Low Input	dg.4DFC/126b75fc-9e41-4c16-bec5-18e6fdbd5b0e	Illumina NovaSeq	HALB3016752	Paired-End	C150423	rRNA Depletion	C163990	Bulk Tissue	C178225	Transcriptome	C153194	Bulk RNA-Seq	C219552		Illumina	C146817	Not specified in data	
genomic_info	dg.4DFC/126b75fc-9e41-4c16-bec5-18e6fdbd5b0e_HALB3016753_genomicInfo	Takara SMARTer Stranded Total RNAseq v2 Low Input	dg.4DFC/126b75fc-9e41-4c16-bec5-18e6fdbd5b0e	Illumina NovaSeq	HALB3016753	Paired-End	C150423	rRNA Depletion	C163990	Bulk Tissue	C178225	Transcriptome	C153194	Bulk RNA-Seq	C219552		Illumina	C146817	Not specified in data	
genomic_info	dg.4DFC/126b75fc-9e41-4c16-bec5-18e6fdbd5b0e_HALB3016754_genomicInfo	Takara SMARTer Stranded Total RNAseq v2 Low Input	dg.4DFC/126b75fc-9e41-4c16-bec5-18e6fdbd5b0e	Illumina NovaSeq	HALB3016754	Paired-End	C150423	rRNA Depletion	C163990	Bulk Tissue	C178225	Transcriptome	C153194	Bulk RNA-Seq	C219552		Illumina	C146817	Not specified in data	
genomic_info	dg.4DFC/126b75fc-9e41-4c16-bec5-18e6fdbd5b0e_HALB3016755_genomicInfo	Takara SMARTer Stranded Total RNAseq v2 Low Input	dg.4DFC/126b75fc-9e41-4c16-bec5-18e6fdbd5b0e	Illumina NovaSeq	HALB3016755	Paired-End	C150423	rRNA Depletion	C163990	Bulk Tissue	C178225	Transcriptome	C153194	Bulk RNA-Seq	C219552		Illumina	C146817	Not specified in data	
genomic_info	dg.4DFC/126b75fc-9e41-4c16-bec5-18e6fdbd5b0e_HALB3016756_genomicInfo	Takara SMARTer Stranded Total RNAseq v2 Low Input	dg.4DFC/126b75fc-9e41-4c16-bec5-18e6fdbd5b0e	Illumina NovaSeq	HALB3016756	Paired-End	C150423	rRNA Depletion	C163990	Bulk Tissue	C178225	Transcriptome	C153194	Bulk RNA-Seq	C219552		Illumina	C146817	Not specified in data	
genomic_info	dg.4DFC/126b75fc-9e41-4c16-bec5-18e6fdbd5b0e_HALB3016757_genomicInfo	Takara SMARTer Stranded Total RNAseq v2 Low Input	dg.4DFC/126b75fc-9e41-4c16-bec5-18e6fdbd5b0e	Illumina NovaSeq	HALB3016757	Paired-End	C150423	rRNA Depletion	C163990	Bulk Tissue	C178225	Transcriptome	C153194	Bulk RNA-Seq	C219552		Illumina	C146817	Not specified in data	
genomic_info	dg.4DFC/126b75fc-9e41-4c16-bec5-18e6fdbd5b0e_HALB3016758_genomicInfo	Takara SMARTer Stranded Total RNAseq v2 Low Input	dg.4DFC/126b75fc-9e41-4c16-bec5-18e6fdbd5b0e	Illumina NovaSeq	HALB3016758	Paired-End	C150423	rRNA Depletion	C163990	Bulk Tissue	C178225	Transcriptome	C153194	Bulk RNA-Seq	C219552		Illumina	C146817	Not specified in data	
genomic_info	dg.4DFC/126b75fc-9e41-4c16-bec5-18e6fdbd5b0e_HALB3016759_genomicInfo	Takara SMARTer Stranded Total RNAseq v2 Low Input	dg.4DFC/126b75fc-9e41-4c16-bec5-18e6fdbd5b0e	Illumina NovaSeq	HALB3016759	Paired-End	C150423	rRNA Depletion	C163990	Bulk Tissue	C178225	Transcriptome	C153194	Bulk RNA-Seq	C219552		Illumina	C146817	Not specified in data	
genomic_info	dg.4DFC/1272c4d8-f620-4774-918c-c453da3abe0f_HALB3024944_genomicInfo	IDT xGen Exome v2 hyb panel	dg.4DFC/1272c4d8-f620-4774-918c-c453da3abe0f	Illumina NovaSeq	HALB3024944	Paired-End	C150423	Hybrid Selection	Not specified in data	Bulk Tissue	C178225	Genomic DNA	C95940	WXS	C101295		Illumina	C146817	Not specified in data	
genomic_info	dg.4DFC/12aaff2e-577d-4cf2-9b42-2d4e313b9fdc_HALB3016749_genomicInfo	Takara SMARTer Stranded Total RNAseq v2 Low Input	dg.4DFC/12aaff2e-577d-4cf2-9b42-2d4e313b9fdc	Illumina NovaSeq	HALB3016749	Paired-End	C150423	rRNA Depletion	C163990	Bulk Tissue	C178225	Transcriptome	C153194	Bulk RNA-Seq	C219552		Illumina	C146817	Not specified in data	
genomic_info	dg.4DFC/12bbb8f0-9b0f-4b24-9eb9-70449e02a24e_HALB3023516_genomicInfo	xGen(TM) Sample Identification (ID) Amplicon Panel	dg.4DFC/12bbb8f0-9b0f-4b24-9eb9-70449e02a24e	Illumina NovaSeq	HALB3023516	Paired-End	C150423	Hybrid Selection	Not specified in data	Bulk Tissue	C178225	Genomic DNA	C95940	AMPLICON	C204813		Illumina	C146817	Not specified in data	
genomic_info	dg.4DFC/12bc0993-e906-40e3-8b34-8cf650d102e9_HALB3016746_genomicInfo	Takara SMARTer Stranded Total RNAseq v2 Low Input	dg.4DFC/12bc0993-e906-40e3-8b34-8cf650d102e9	Illumina NovaSeq	HALB3016746	Paired-End	C150423	rRNA Depletion	C163990	Bulk Tissue	C178225	Transcriptome	C153194	Bulk RNA-Seq	C219552		Illumina	C146817	Not specified in data	
genomic_info	dg.4DFC/12c20c2d-33d3-4f8a-a707-580d5e17b8f7_HALB3024921_genomicInfo	IDT xGen Exome v2 hyb panel	dg.4DFC/12c20c2d-33d3-4f8a-a707-580d5e17b8f7	Illumina NovaSeq	HALB3024921	Paired-End	C150423	Hybrid Selection	Not specified in data	Bulk Tissue	C178225	Genomic DNA	C95940	WXS	C101295	230777570	Illumina	C146817	Not specified in data	
genomic_info	dg.4DFC/135ec41a-f74d-4c34-ae7a-2eb1d214abf0_HALB3024944_genomicInfo	IDT xGen Exome v2 hyb panel	dg.4DFC/135ec41a-f74d-4c34-ae7a-2eb1d214abf0	Illumina NovaSeq	HALB3024944	Paired-End	C150423	Hybrid Selection	Not specified in data	Bulk Tissue	C178225	Genomic DNA	C95940	WXS	C101295		Illumina	C146817	Not specified in data	
genomic_info	dg.4DFC/1368160d-aec3-4f03-a380-23dec529bfbc_HALB3024942_genomicInfo	IDT xGen Exome v2 hyb panel	dg.4DFC/1368160d-aec3-4f03-a380-23dec529bfbc	Illumina NovaSeq	HALB3024942	Paired-End	C150423	Hybrid Selection	Not specified in data	Bulk Tissue	C178225	Genomic DNA	C95940	WXS	C101295		Illumina	C146817	Not specified in data	
genomic_info	dg.4DFC/13c2a3b1-289d-4359-8979-b35e60f31c28_HALB3023530_genomicInfo	xGen(TM) Sample Identification (ID) Amplicon Panel	dg.4DFC/13c2a3b1-289d-4359-8979-b35e60f31c28	Illumina NovaSeq	HALB3023530	Paired-End	C150423	Hybrid Selection	Not specified in data	Bulk Tissue	C178225	Genomic DNA	C95940	AMPLICON	C204813		Illumina	C146817	Not specified in data	
genomic_info	dg.4DFC/13de8222-7867-4077-9875-098615064115_HALB3016759_genomicInfo	Takara SMARTer Stranded Total RNAseq v2 Low Input	dg.4DFC/13de8222-7867-4077-9875-098615064115	Illumina NovaSeq	HALB3016759	Paired-End	C150423	rRNA Depletion	C163990	Bulk Tissue	C178225	Transcriptome	C153194	Bulk RNA-Seq	C219552	108937403	Illumina	C146817	Not specified in data	
genomic_info	dg.4DFC/13e1cc4d-0a95-403b-93c3-307166a5ce9e_HALB3024945_genomicInfo	IDT xGen Exome v2 hyb panel	dg.4DFC/13e1cc4d-0a95-403b-93c3-307166a5ce9e	Illumina NovaSeq	HALB3024945	Paired-End	C150423	Hybrid Selection	Not specified in data	Bulk Tissue	C178225	Genomic DNA	C95940	WXS	C101295		Illumina	C146817	Not specified in data	
genomic_info	dg.4DFC/13fedc36-24c3-4132-aaba-19e11439381e_HALB3024937_genomicInfo	IDT xGen Exome v2 hyb panel	dg.4DFC/13fedc36-24c3-4132-aaba-19e11439381e	Illumina NovaSeq	HALB3024937	Paired-End	C150423	Hybrid Selection	Not specified in data	Bulk Tissue	C178225	Genomic DNA	C95940	WXS	C101295		Illumina	C146817	Not specified in data	
genomic_info	dg.4DFC/1439f474-ed21-429d-9fc1-160d97ea150e_HALB3016724_genomicInfo	Takara SMARTer Stranded Total RNAseq v2 Low Input	dg.4DFC/1439f474-ed21-429d-9fc1-160d97ea150e	Illumina NovaSeq	HALB3016724	Paired-End	C150423	rRNA Depletion	C163990	Bulk Tissue	C178225	Transcriptome	C153194	Bulk RNA-Seq	C219552		Illumina	C146817	Not specified in data	
genomic_info	dg.4DFC/1439f474-ed21-429d-9fc1-160d97ea150e_HALB3016725_genomicInfo	Takara SMARTer Stranded Total RNAseq v2 Low Input	dg.4DFC/1439f474-ed21-429d-9fc1-160d97ea150e	Illumina NovaSeq	HALB3016725	Paired-End	C150423	rRNA Depletion	C163990	Bulk Tissue	C178225	Transcriptome	C153194	Bulk RNA-Seq	C219552		Illumina	C146817	Not specified in data	
genomic_info	dg.4DFC/1439f474-ed21-429d-9fc1-160d97ea150e_HALB3016726_genomicInfo	Takara SMARTer Stranded Total RNAseq v2 Low Input	dg.4DFC/1439f474-ed21-429d-9fc1-160d97ea150e	Illumina NovaSeq	HALB3016726	Paired-End	C150423	rRNA Depletion	C163990	Bulk Tissue	C178225	Transcriptome	C153194	Bulk RNA-Seq	C219552		Illumina	C146817	Not specified in data	
genomic_info	dg.4DFC/1439f474-ed21-429d-9fc1-160d97ea150e_HALB3016727_genomicInfo	Takara SMARTer Stranded Total RNAseq v2 Low Input	dg.4DFC/1439f474-ed21-429d-9fc1-160d97ea150e	Illumina NovaSeq	HALB3016727	Paired-End	C150423	rRNA Depletion	C163990	Bulk Tissue	C178225	Transcriptome	C153194	Bulk RNA-Seq	C219552		Illumina	C146817	Not specified in data	
genomic_info	dg.4DFC/1439f474-ed21-429d-9fc1-160d97ea150e_HALB3016728_genomicInfo	Takara SMARTer Stranded Total RNAseq v2 Low Input	dg.4DFC/1439f474-ed21-429d-9fc1-160d97ea150e	Illumina NovaSeq	HALB3016728	Paired-End	C150423	rRNA Depletion	C163990	Bulk Tissue	C178225	Transcriptome	C153194	Bulk RNA-Seq	C219552		Illumina	C146817	Not specified in data	
genomic_info	dg.4DFC/1439f474-ed21-429d-9fc1-160d97ea150e_HALB3016729_genomicInfo	Takara SMARTer Stranded Total RNAseq v2 Low Input	dg.4DFC/1439f474-ed21-429d-9fc1-160d97ea150e	Illumina NovaSeq	HALB3016729	Paired-End	C150423	rRNA Depletion	C163990	Bulk Tissue	C178225	Transcriptome	C153194	Bulk RNA-Seq	C219552		Illumina	C146817	Not specified in data	
genomic_info	dg.4DFC/1439f474-ed21-429d-9fc1-160d97ea150e_HALB3016730_genomicInfo	Takara SMARTer Stranded Total RNAseq v2 Low Input	dg.4DFC/1439f474-ed21-429d-9fc1-160d97ea150e	Illumina NovaSeq	HALB3016730	Paired-End	C150423	rRNA Depletion	C163990	Bulk Tissue	C178225	Transcriptome	C153194	Bulk RNA-Seq	C219552		Illumina	C146817	Not specified in data	
genomic_info	dg.4DFC/1439f474-ed21-429d-9fc1-160d97ea150e_HALB3016731_genomicInfo	Takara SMARTer Stranded Total RNAseq v2 Low Input	dg.4DFC/1439f474-ed21-429d-9fc1-160d97ea150e	Illumina NovaSeq	HALB3016731	Paired-End	C150423	rRNA Depletion	C163990	Bulk Tissue	C178225	Transcriptome	C153194	Bulk RNA-Seq	C219552		Illumina	C146817	Not specified in data	
genomic_info	dg.4DFC/1439f474-ed21-429d-9fc1-160d97ea150e_HALB3016732_genomicInfo	Takara SMARTer Stranded Total RNAseq v2 Low Input	dg.4DFC/1439f474-ed21-429d-9fc1-160d97ea150e	Illumina NovaSeq	HALB3016732	Paired-End	C150423	rRNA Depletion	C163990	Bulk Tissue	C178225	Transcriptome	C153194	Bulk RNA-Seq	C219552		Illumina	C146817	Not specified in data	
genomic_info	dg.4DFC/1439f474-ed21-429d-9fc1-160d97ea150e_HALB3016733_genomicInfo	Takara SMARTer Stranded Total RNAseq v2 Low Input	dg.4DFC/1439f474-ed21-429d-9fc1-160d97ea150e	Illumina NovaSeq	HALB3016733	Paired-End	C150423	rRNA Depletion	C163990	Bulk Tissue	C178225	Transcriptome	C153194	Bulk RNA-Seq	C219552		Illumina	C146817	Not specified in data	
genomic_info	dg.4DFC/1439f474-ed21-429d-9fc1-160d97ea150e_HALB3016734_genomicInfo	Takara SMARTer Stranded Total RNAseq v2 Low Input	dg.4DFC/1439f474-ed21-429d-9fc1-160d97ea150e	Illumina NovaSeq	HALB3016734	Paired-End	C150423	rRNA Depletion	C163990	Bulk Tissue	C178225	Transcriptome	C153194	Bulk RNA-Seq	C219552		Illumina	C146817	Not specified in data	
genomic_info	dg.4DFC/1439f474-ed21-429d-9fc1-160d97ea150e_HALB3016735_genomicInfo	Takara SMARTer Stranded Total RNAseq v2 Low Input	dg.4DFC/1439f474-ed21-429d-9fc1-160d97ea150e	Illumina NovaSeq	HALB3016735	Paired-End	C150423	rRNA Depletion	C163990	Bulk Tissue	C178225	Transcriptome	C153194	Bulk RNA-Seq	C219552		Illumina	C146817	Not specified in data	
genomic_info	dg.4DFC/1439f474-ed21-429d-9fc1-160d97ea150e_HALB3016736_genomicInfo	Takara SMARTer Stranded Total RNAseq v2 Low Input	dg.4DFC/1439f474-ed21-429d-9fc1-160d97ea150e	Illumina NovaSeq	HALB3016736	Paired-End	C150423	rRNA Depletion	C163990	Bulk Tissue	C178225	Transcriptome	C153194	Bulk RNA-Seq	C219552		Illumina	C146817	Not specified in data	
genomic_info	dg.4DFC/1439f474-ed21-429d-9fc1-160d97ea150e_HALB3016737_genomicInfo	Takara SMARTer Stranded Total RNAseq v2 Low Input	dg.4DFC/1439f474-ed21-429d-9fc1-160d97ea150e	Illumina NovaSeq	HALB3016737	Paired-End	C150423	rRNA Depletion	C163990	Bulk Tissue	C178225	Transcriptome	C153194	Bulk RNA-Seq	C219552		Illumina	C146817	Not specified in data	
genomic_info	dg.4DFC/1439f474-ed21-429d-9fc1-160d97ea150e_HALB3016738_genomicInfo	Takara SMARTer Stranded Total RNAseq v2 Low Input	dg.4DFC/1439f474-ed21-429d-9fc1-160d97ea150e	Illumina NovaSeq	HALB3016738	Paired-End	C150423	rRNA Depletion	C163990	Bulk Tissue	C178225	Transcriptome	C153194	Bulk RNA-Seq	C219552		Illumina	C146817	Not specified in data	
genomic_info	dg.4DFC/1439f474-ed21-429d-9fc1-160d97ea150e_HALB3016739_genomicInfo	Takara SMARTer Stranded Total RNAseq v2 Low Input	dg.4DFC/1439f474-ed21-429d-9fc1-160d97ea150e	Illumina NovaSeq	HALB3016739	Paired-End	C150423	rRNA Depletion	C163990	Bulk Tissue	C178225	Transcriptome	C153194	Bulk RNA-Seq	C219552		Illumina	C146817	Not specified in data	
genomic_info	dg.4DFC/1439f474-ed21-429d-9fc1-160d97ea150e_HALB3016740_genomicInfo	Takara SMARTer Stranded Total RNAseq v2 Low Input	dg.4DFC/1439f474-ed21-429d-9fc1-160d97ea150e	Illumina NovaSeq	HALB3016740	Paired-End	C150423	rRNA Depletion	C163990	Bulk Tissue	C178225	Transcriptome	C153194	Bulk RNA-Seq	C219552		Illumina	C146817	Not specified in data	
genomic_info	dg.4DFC/1439f474-ed21-429d-9fc1-160d97ea150e_HALB3016741_genomicInfo	Takara SMARTer Stranded Total RNAseq v2 Low Input	dg.4DFC/1439f474-ed21-429d-9fc1-160d97ea150e	Illumina NovaSeq	HALB3016741	Paired-End	C150423	rRNA Depletion	C163990	Bulk Tissue	C178225	Transcriptome	C153194	Bulk RNA-Seq	C219552		Illumina	C146817	Not specified in data	
genomic_info	dg.4DFC/1439f474-ed21-429d-9fc1-160d97ea150e_HALB3016742_genomicInfo	Takara SMARTer Stranded Total RNAseq v2 Low Input	dg.4DFC/1439f474-ed21-429d-9fc1-160d97ea150e	Illumina NovaSeq	HALB3016742	Paired-End	C150423	rRNA Depletion	C163990	Bulk Tissue	C178225	Transcriptome	C153194	Bulk RNA-Seq	C219552		Illumina	C146817	Not specified in data	
genomic_info	dg.4DFC/1439f474-ed21-429d-9fc1-160d97ea150e_HALB3016743_genomicInfo	Takara SMARTer Stranded Total RNAseq v2 Low Input	dg.4DFC/1439f474-ed21-429d-9fc1-160d97ea150e	Illumina NovaSeq	HALB3016743	Paired-End	C150423	rRNA Depletion	C163990	Bulk Tissue	C178225	Transcriptome	C153194	Bulk RNA-Seq	C219552		Illumina	C146817	Not specified in data	
genomic_info	dg.4DFC/1439f474-ed21-429d-9fc1-160d97ea150e_HALB3016744_genomicInfo	Takara SMARTer Stranded Total RNAseq v2 Low Input	dg.4DFC/1439f474-ed21-429d-9fc1-160d97ea150e	Illumina NovaSeq	HALB3016744	Paired-End	C150423	rRNA Depletion	C163990	Bulk Tissue	C178225	Transcriptome	C153194	Bulk RNA-Seq	C219552		Illumina	C146817	Not specified in data	
genomic_info	dg.4DFC/1439f474-ed21-429d-9fc1-160d97ea150e_HALB3016745_genomicInfo	Takara SMARTer Stranded Total RNAseq v2 Low Input	dg.4DFC/1439f474-ed21-429d-9fc1-160d97ea150e	Illumina NovaSeq	HALB3016745	Paired-End	C150423	rRNA Depletion	C163990	Bulk Tissue	C178225	Transcriptome	C153194	Bulk RNA-Seq	C219552		Illumina	C146817	Not specified in data	
genomic_info	dg.4DFC/1439f474-ed21-429d-9fc1-160d97ea150e_HALB3016746_genomicInfo	Takara SMARTer Stranded Total RNAseq v2 Low Input	dg.4DFC/1439f474-ed21-429d-9fc1-160d97ea150e	Illumina NovaSeq	HALB3016746	Paired-End	C150423	rRNA Depletion	C163990	Bulk Tissue	C178225	Transcriptome	C153194	Bulk RNA-Seq	C219552		Illumina	C146817	Not specified in data	
genomic_info	dg.4DFC/1439f474-ed21-429d-9fc1-160d97ea150e_HALB3016747_genomicInfo	Takara SMARTer Stranded Total RNAseq v2 Low Input	dg.4DFC/1439f474-ed21-429d-9fc1-160d97ea150e	Illumina NovaSeq	HALB3016747	Paired-End	C150423	rRNA Depletion	C163990	Bulk Tissue	C178225	Transcriptome	C153194	Bulk RNA-Seq	C219552		Illumina	C146817	Not specified in data	
genomic_info	dg.4DFC/1439f474-ed21-429d-9fc1-160d97ea150e_HALB3016748_genomicInfo	Takara SMARTer Stranded Total RNAseq v2 Low Input	dg.4DFC/1439f474-ed21-429d-9fc1-160d97ea150e	Illumina NovaSeq	HALB3016748	Paired-End	C150423	rRNA Depletion	C163990	Bulk Tissue	C178225	Transcriptome	C153194	Bulk RNA-Seq	C219552		Illumina	C146817	Not specified in data	
genomic_info	dg.4DFC/1439f474-ed21-429d-9fc1-160d97ea150e_HALB3016749_genomicInfo	Takara SMARTer Stranded Total RNAseq v2 Low Input	dg.4DFC/1439f474-ed21-429d-9fc1-160d97ea150e	Illumina NovaSeq	HALB3016749	Paired-End	C150423	rRNA Depletion	C163990	Bulk Tissue	C178225	Transcriptome	C153194	Bulk RNA-Seq	C219552		Illumina	C146817	Not specified in data	
genomic_info	dg.4DFC/1439f474-ed21-429d-9fc1-160d97ea150e_HALB3016750_genomicInfo	Takara SMARTer Stranded Total RNAseq v2 Low Input	dg.4DFC/1439f474-ed21-429d-9fc1-160d97ea150e	Illumina NovaSeq	HALB3016750	Paired-End	C150423	rRNA Depletion	C163990	Bulk Tissue	C178225	Transcriptome	C153194	Bulk RNA-Seq	C219552		Illumina	C146817	Not specified in data	
genomic_info	dg.4DFC/1439f474-ed21-429d-9fc1-160d97ea150e_HALB3016751_genomicInfo	Takara SMARTer Stranded Total RNAseq v2 Low Input	dg.4DFC/1439f474-ed21-429d-9fc1-160d97ea150e	Illumina NovaSeq	HALB3016751	Paired-End	C150423	rRNA Depletion	C163990	Bulk Tissue	C178225	Transcriptome	C153194	Bulk RNA-Seq	C219552		Illumina	C146817	Not specified in data	
genomic_info	dg.4DFC/1439f474-ed21-429d-9fc1-160d97ea150e_HALB3016752_genomicInfo	Takara SMARTer Stranded Total RNAseq v2 Low Input	dg.4DFC/1439f474-ed21-429d-9fc1-160d97ea150e	Illumina NovaSeq	HALB3016752	Paired-End	C150423	rRNA Depletion	C163990	Bulk Tissue	C178225	Transcriptome	C153194	Bulk RNA-Seq	C219552		Illumina	C146817	Not specified in data	
genomic_info	dg.4DFC/1439f474-ed21-429d-9fc1-160d97ea150e_HALB3016753_genomicInfo	Takara SMARTer Stranded Total RNAseq v2 Low Input	dg.4DFC/1439f474-ed21-429d-9fc1-160d97ea150e	Illumina NovaSeq	HALB3016753	Paired-End	C150423	rRNA Depletion	C163990	Bulk Tissue	C178225	Transcriptome	C153194	Bulk RNA-Seq	C219552		Illumina	C146817	Not specified in data	
genomic_info	dg.4DFC/1439f474-ed21-429d-9fc1-160d97ea150e_HALB3016754_genomicInfo	Takara SMARTer Stranded Total RNAseq v2 Low Input	dg.4DFC/1439f474-ed21-429d-9fc1-160d97ea150e	Illumina NovaSeq	HALB3016754	Paired-End	C150423	rRNA Depletion	C163990	Bulk Tissue	C178225	Transcriptome	C153194	Bulk RNA-Seq	C219552		Illumina	C146817	Not specified in data	
genomic_info	dg.4DFC/1439f474-ed21-429d-9fc1-160d97ea150e_HALB3016755_genomicInfo	Takara SMARTer Stranded Total RNAseq v2 Low Input	dg.4DFC/1439f474-ed21-429d-9fc1-160d97ea150e	Illumina NovaSeq	HALB3016755	Paired-End	C150423	rRNA Depletion	C163990	Bulk Tissue	C178225	Transcriptome	C153194	Bulk RNA-Seq	C219552		Illumina	C146817	Not specified in data	
genomic_info	dg.4DFC/1439f474-ed21-429d-9fc1-160d97ea150e_HALB3016756_genomicInfo	Takara SMARTer Stranded Total RNAseq v2 Low Input	dg.4DFC/1439f474-ed21-429d-9fc1-160d97ea150e	Illumina NovaSeq	HALB3016756	Paired-End	C150423	rRNA Depletion	C163990	Bulk Tissue	C178225	Transcriptome	C153194	Bulk RNA-Seq	C219552		Illumina	C146817	Not specified in data	
