type	file_name	uuid	file_size	md5sum	file_status	file_location	file_format	sample.sample_id	file_type	file_description	diagnosis.diagnosis_record_id
file	030077_0200_sorted.bam.bai	328ad0fb-8ede-571e-9a8e-5db0ccc05da6	4380240	a2b6066a6681fc43bb238927386914b9	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/030077_0200_sorted.bam.bai	bai	NCATS-COP01-CCB030077 0200	Index File	normal sample binary alignment file indexing 	
file	030078_0103_sorted.bam	49fc3a70-11e8-56b5-9566-eb411b343ed7	19678785523	f6775ed6929fdd67ef29ef19ff29f3f3	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/030078_0103_sorted.bam	bam	NCATS-COP01-CCB030078 0103	RNA Sequence File	tumor sample binary alignment file: seq reads to canfam3.1	
file	030078_0103_sorted.bam.bai	ca599b26-3d63-5c4b-a978-e5d993933c1b	5008856	3b8767f21e2c1fe83f6fbd54c1aab1f6	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/030078_0103_sorted.bam.bai	bai	NCATS-COP01-CCB030078 0103	Index File	tumor sample binary alignment file indexing 	
file	030078_0200_sorted.bam	d3b72710-007e-510f-bd92-1f3e025bf240	20308800814	7d8771814c36e8909a46c1f64ead9905	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/030078_0200_sorted.bam	bam	NCATS-COP01-CCB030078 0200	RNA Sequence File	normal sample binary alignment file: seq reads to canfam3.1	
file	030078_0200_sorted.bam.bai	eb657d2b-4226-5291-a34c-4bf429e8e744	4218552	e036c48f8ad6a7fda9047f4883a855b4	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/030078_0200_sorted.bam.bai	bai	NCATS-COP01-CCB030078 0200	Index File	normal sample binary alignment file indexing 	
file	050022_0103_sorted.bam	d0e4a28c-fc51-5845-a726-38a619648294	17302746070	c9a1974feb6fa779d19948b4c37a4ca2	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/050022_0103_sorted.bam	bam	NCATS-COP01-CCB050022 0103	RNA Sequence File	tumor sample binary alignment file: seq reads to canfam3.1	
file	050022_0103_sorted.bam.bai	6bf78496-6b50-5673-85c0-1e1625325b0b	4619544	a807fa2331e271b56bc9ebc759cb38b6	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/050022_0103_sorted.bam.bai	bai	NCATS-COP01-CCB050022 0103	Index File	tumor sample binary alignment file indexing 	
file	050022_0200_sorted.bam	f486956b-71ce-5589-a6da-7afb58b9c6f4	19663587022	66e3f7b0a4822a9010210cf3a02c0583	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/050022_0200_sorted.bam	bam	NCATS-COP01-CCB050022 0200	RNA Sequence File	normal sample binary alignment file: seq reads to canfam3.1	
file	050022_0200_sorted.bam.bai	3fb17ea8-d4b5-57db-9ded-ef1f222856fd	3416688	e8e266ce64016fd6f3c7f7afbf0742d8	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/050022_0200_sorted.bam.bai	bai	NCATS-COP01-CCB050022 0200	Index File	normal sample binary alignment file indexing 	
file	070003_0103_sorted.bam	1dfc8fdd-1a40-50ab-a63c-a80651ca2128	20247107450	806e7a5a79603de892b9883416564a7b	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/070003_0103_sorted.bam	bam	NCATS-COP01-CCB070003 0103	RNA Sequence File	tumor sample binary alignment file: seq reads to canfam3.1	
file	070003_0103_sorted.bam.bai	6477cc42-ff4b-5af6-b73e-dcffe0be9eb5	5007976	15566a954f7799432c616c7cf055825b	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/070003_0103_sorted.bam.bai	bai	NCATS-COP01-CCB070003 0103	Index File	tumor sample binary alignment file indexing 	
file	070013_0103_sorted.bam	5c7de043-9194-5af3-a880-bad6779dd8c3	19140116320	015bd3d4c5fadc530cadc91f37f21bb2	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/070013_0103_sorted.bam	bam	NCATS-COP01-CCB070013 0103	RNA Sequence File	tumor sample binary alignment file: seq reads to canfam3.1	
file	070013_0103_sorted.bam.bai	58eb09b6-806e-57d7-ad66-5b8c3f516793	4674264	ea3258441018450110dd5c50768e9320	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/070013_0103_sorted.bam.bai	bai	NCATS-COP01-CCB070013 0103	Index File	tumor sample binary alignment file indexing 	
file	010285_0103_sorted.bam	d894c42b-4af0-5aae-9925-2c8765a46f7c	23493159088	5f0d04a908eb4af1ef59bd06a8d43600	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/010285_0103_sorted.bam	bam	NCATS-COP01-CCB010285 0103	RNA Sequence File	tumor sample binary alignment file: seq reads to canfam3.1	
file	010285_0103_sorted.bam.bai	860795f4-3df8-51e9-9d90-94f72d8001bf	4606968	714c3e514223f692682d81e7c03e3b74	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/010285_0103_sorted.bam.bai	bai	NCATS-COP01-CCB010285 0103	Index File	tumor sample binary alignment file indexing 	
file	030255_0103_sorted.bam	143c1a5c-9208-59b8-b86c-8b2aa6bc4155	24048265435	68b13d8b0fee463c987fe4501385b568	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/030255_0103_sorted.bam	bam	NCATS-COP01-CCB030255 0103	RNA Sequence File	tumor sample binary alignment file: seq reads to canfam3.1	
file	030255_0103_sorted.bam.bai	eb7c3b27-74a8-5f35-a40b-47d76aacbe72	5027696	668970d62f9036679a011d68d2d37e70	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/030255_0103_sorted.bam.bai	bai	NCATS-COP01-CCB030255 0103	Index File	tumor sample binary alignment file indexing 	
file	040254_0103_sorted.bam	532c6708-a2dd-5a1b-8690-ac8aafcf6d03	18434964397	1acf27672d62d95d8ef36022f0544445	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/040254_0103_sorted.bam	bam	NCATS-COP01-CCB040254 0103	RNA Sequence File	tumor sample binary alignment file: seq reads to canfam3.1	
file	040254_0103_sorted.bam.bai	f1ae44a4-2d09-58a3-a922-33242eb697c2	4287936	b3c8c319b30c20e7b89f6fdf1b164773	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/040254_0103_sorted.bam.bai	bai	NCATS-COP01-CCB040254 0103	Index File	tumor sample binary alignment file indexing 	
file	040254_0200_sorted.bam	020d7306-6e24-5752-b70c-2e6e80e8d191	23622427027	b3d28be9e562b6ec4d5cd96ecfd0fb4d	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/040254_0200_sorted.bam	bam	NCATS-COP01-CCB040254 0200	RNA Sequence File	normal sample binary alignment file: seq reads to canfam3.1	
file	040254_0200_sorted.bam.bai	eadfae80-d3f9-5b0e-aa61-ff2a1cb31a4a	4624304	dc5377aa5ca5f5c2d1ba9ddf2ff382e3	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/040254_0200_sorted.bam.bai	bai	NCATS-COP01-CCB040254 0200	Index File	normal sample binary alignment file indexing 	
file	040382_0103_sorted.bam	aea4c84c-03ce-5972-8a1d-4dceeabaa9fb	21853353091	dc61ef4d510fdc1c9c3b31ea07fc0623	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/040382_0103_sorted.bam	bam	NCATS-COP01-CCB040382 0103	RNA Sequence File	tumor sample binary alignment file: seq reads to canfam3.1	
file	040382_0103_sorted.bam.bai	e55fd86c-d3ad-583a-83d7-5ac1e9368933	4565320	56acc3b9be2ef8ca754d9317f0db366d	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/040382_0103_sorted.bam.bai	bai	NCATS-COP01-CCB040382 0103	Index File	tumor sample binary alignment file indexing 	
file	040382_0200_sorted.bam	c464bf34-0031-5f91-bad9-94b80895fb72	21876404387	49275817e16f9fc7de22f4fba7edb3c8	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/040382_0200_sorted.bam	bam	NCATS-COP01-CCB040382 0200	RNA Sequence File	normal sample binary alignment file: seq reads to canfam3.1	
file	040382_0200_sorted.bam.bai	4b524171-669b-55bc-a9ce-d2e7c56f6f22	4267960	8c2d0e695fe423991b0b3b14df179974	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/040382_0200_sorted.bam.bai	bai	NCATS-COP01-CCB040382 0200	Index File	normal sample binary alignment file indexing 	
file	050216_0103_sorted.bam	b57f818b-8015-5747-a60d-e7d80f834e98	21951534014	5bcb19906cc84b91cdcb163a57049183	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/050216_0103_sorted.bam	bam	NCATS-COP01-CCB050216 0103	RNA Sequence File	tumor sample binary alignment file: seq reads to canfam3.1	
file	050216_0103_sorted.bam.bai	c523da3c-4375-5de7-904e-db2b90e4060e	4952176	da53e92193de429a95669ebd9a744d49	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/050216_0103_sorted.bam.bai	bai	NCATS-COP01-CCB050216 0103	Index File	tumor sample binary alignment file indexing 	
file	050227_0103_sorted.bam	a0bfc87e-8f37-5848-a248-9e030eb5367b	22105426896	a9a9652029047f130298378a9a9ea620	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/050227_0103_sorted.bam	bam	NCATS-COP01-CCB050227 0103	RNA Sequence File	tumor sample binary alignment file: seq reads to canfam3.1	
file	050227_0103_sorted.bam.bai	ca719c39-b2d0-5e91-8a10-df46e5ea3912	4593416	93430cbcc1e41dc3dddac99914df56ed	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/050227_0103_sorted.bam.bai	bai	NCATS-COP01-CCB050227 0103	Index File	tumor sample binary alignment file indexing 	
file	050297_0103_sorted.bam	8d8d9ab3-35bc-5e85-9d00-9a60a586d4bf	23752298994	96372d86e3723faca46a16041c9309ad	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/050297_0103_sorted.bam	bam	NCATS-COP01-CCB050297 0103	RNA Sequence File	tumor sample binary alignment file: seq reads to canfam3.1	
file	050297_0103_sorted.bam.bai	b68b36a6-468c-5586-a105-21a1bd6cf997	4989024	b4dc99467f7ebc4412cdd173a0dd6eb0	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/050297_0103_sorted.bam.bai	bai	NCATS-COP01-CCB050297 0103	Index File	tumor sample binary alignment file indexing 	
file	050297_0200_sorted.bam	78922911-a794-51c3-be00-e61a992e10bb	21689486561	31d7f1fb83e488623f27e869c501bd61	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/050297_0200_sorted.bam	bam	NCATS-COP01-CCB050297 0200	RNA Sequence File	normal sample binary alignment file: seq reads to canfam3.1	
file	050297_0200_sorted.bam.bai	ea9f1a17-775a-56d0-bd76-31ade8bf113e	4362480	c8f1f8f642674fb162985e1b1c84673d	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/050297_0200_sorted.bam.bai	bai	NCATS-COP01-CCB050297 0200	Index File	normal sample binary alignment file indexing 	
file	050327_0103_sorted.bam	41eebd7a-e10c-5a05-9c5c-0d19728fb183	22048563115	d00bb1cac3f3895356aea02eb3fe6895	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/050327_0103_sorted.bam	bam	NCATS-COP01-CCB050327 0103	RNA Sequence File	tumor sample binary alignment file: seq reads to canfam3.1	
file	050327_0103_sorted.bam.bai	804dca14-911d-50c9-96e4-d6306fc2059e	4796376	9af1bc4efd479c8216393d7d97fceb19	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/050327_0103_sorted.bam.bai	bai	NCATS-COP01-CCB050327 0103	Index File	tumor sample binary alignment file indexing 	
file	060051_0103_sorted.bam	fabb9598-bdb9-5439-b8e8-79a1dfe0fa01	22313060813	a75349c9e57f5122f1c8f0e0e8cf38ec	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/060051_0103_sorted.bam	bam	NCATS-COP01-CCB060051 0103	RNA Sequence File	tumor sample binary alignment file: seq reads to canfam3.1	
file	060051_0103_sorted.bam.bai	19ffe08e-a2cd-596b-b23c-b6de747efc6b	4950048	53ee060c9c47df17bee14c3fae230031	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/060051_0103_sorted.bam.bai	bai	NCATS-COP01-CCB060051 0103	Index File	tumor sample binary alignment file indexing 	
file	070007_0103_sorted.bam	8701e8f7-6473-5b45-a767-3f8c00961f47	23410311182	ca1a4fdf049bb2a5fae61536eaf83133	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/070007_0103_sorted.bam	bam	NCATS-COP01-CCB070007 0103	RNA Sequence File	tumor sample binary alignment file: seq reads to canfam3.1	
file	070007_0103_sorted.bam.bai	84cdfa32-8983-58e6-9b08-d77324240dc2	4724592	5900617865aaada0cd3d21b3686b089b	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/070007_0103_sorted.bam.bai	bai	NCATS-COP01-CCB070007 0103	Index File	tumor sample binary alignment file indexing 	
file	070020_0103_sorted.bam	6393ea4b-51d2-590b-a828-0cf705995a07	26269340451	710868ac955185e657f57f9455a6cdae	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/070020_0103_sorted.bam	bam	NCATS-COP01-CCB070020 0103	RNA Sequence File	tumor sample binary alignment file: seq reads to canfam3.1	
file	070020_0103_sorted.bam.bai	4f2edc65-1205-5559-aaf7-6583ba20a3a8	5193864	aa14e424e4e2da8e2f10adced70377b0	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/070020_0103_sorted.bam.bai	bai	NCATS-COP01-CCB070020 0103	Index File	tumor sample binary alignment file indexing 	
file	070034_0103_sorted.bam	3f1945aa-22eb-550f-b126-73bd38cf5398	22396537915	1ca8562644ea8d2e4134a8a933d0c200	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/070034_0103_sorted.bam	bam	NCATS-COP01-CCB070034 0103	RNA Sequence File	tumor sample binary alignment file: seq reads to canfam3.1	
file	070034_0103_sorted.bam.bai	7b800eb9-b56a-5a8e-8e37-5b96720899d0	4857912	44580e1412ff1ba5529311ee154a8add	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/070034_0103_sorted.bam.bai	bai	NCATS-COP01-CCB070034 0103	Index File	tumor sample binary alignment file indexing 	
file	010031_0103_sorted.bam	4fd63b2c-40b8-5a33-9928-b754b5767a42	20280043810	b7c784ab28dfd3c15e6fc088212ac9fd	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/010031_0103_sorted.bam	bam	NCATS-COP01-CCB010031 0103	RNA Sequence File	tumor sample binary alignment file: seq reads to canfam3.1	
file	010031_0103_sorted.bam.bai	c0f8b789-2c60-590c-be58-e6729fcef59f	4486832	45444cbc744c817d7661875a0143f71d	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/010031_0103_sorted.bam.bai	bai	NCATS-COP01-CCB010031 0103	Index File	tumor sample binary alignment file indexing 	
file	010031_0200_sorted.bam	f9f74ebd-ae66-586b-a532-36b742a40d53	20282632247	868fc50a9c10d55172862fb83f60eb4e	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/010031_0200_sorted.bam	bam	NCATS-COP01-CCB010031 0200	RNA Sequence File	normal sample binary alignment file: seq reads to canfam3.1	
file	010031_0200_sorted.bam.bai	a584014a-4e26-5140-a35c-25496715467d	4456848	e146a5872785bd2aadad0a982155a2f4	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/010031_0200_sorted.bam.bai	bai	NCATS-COP01-CCB010031 0200	Index File	normal sample binary alignment file indexing 	
file	010045_0103_sorted.bam	08b6cfe0-9df2-5910-a007-2adfe2ddfe95	20397727360	2da5ecdc57679c90c2cbdc028f39ce6c	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/010045_0103_sorted.bam	bam	NCATS-COP01-CCB010045 0103	RNA Sequence File	tumor sample binary alignment file: seq reads to canfam3.1	
file	010045_0103_sorted.bam.bai	e414039f-c6c2-5ad8-9b08-906981cf7c2c	4662720	7579710f6b28cd04e5e6c867dd266ad8	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/010045_0103_sorted.bam.bai	bai	NCATS-COP01-CCB010045 0103	Index File	tumor sample binary alignment file indexing 	
file	010093_0103_sorted.bam	67389c1c-8600-549f-b915-84e7a364e760	19477976310	ad7f3b3b768ba97039da2ce1c9725e43	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/010093_0103_sorted.bam	bam	NCATS-COP01-CCB010093 0103	RNA Sequence File	tumor sample binary alignment file: seq reads to canfam3.1	
file	010093_0103_sorted.bam.bai	2a4367ee-149c-52b4-b3ed-de51a0610163	4695480	8b2c73c6211e51e751b46b07b64d2d64	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/010093_0103_sorted.bam.bai	bai	NCATS-COP01-CCB010093 0103	Index File	tumor sample binary alignment file indexing 	
file	010233_0103_sorted.bam	a735e66d-7b99-5f50-a8b3-91454af717be	19861139363	7271a7c192a3f8db1a0d38d2b23ef398	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/010233_0103_sorted.bam	bam	NCATS-COP01-CCB010233 0103	RNA Sequence File	tumor sample binary alignment file: seq reads to canfam3.1	
file	010233_0103_sorted.bam.bai	60dc4b2e-293f-5d61-b97e-6b9ebe5903e5	4550120	afc13b67e8679714d85259a0cbfe89b5	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/010233_0103_sorted.bam.bai	bai	NCATS-COP01-CCB010233 0103	Index File	tumor sample binary alignment file indexing 	
file	010243_0103_sorted.bam	cfa8214d-a6e7-5982-8108-02b9d19f3fb5	20725540668	77429e1a6f27ed7271766a15b0ba0ed5	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/010243_0103_sorted.bam	bam	NCATS-COP01-CCB010243 0103	RNA Sequence File	tumor sample binary alignment file: seq reads to canfam3.1	
file	010243_0103_sorted.bam.bai	2ac71cd9-3e19-5bbc-ac7d-6961897e610a	4832216	17d4549401737aeb0431527ad6c40a51	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/010243_0103_sorted.bam.bai	bai	NCATS-COP01-CCB010243 0103	Index File	tumor sample binary alignment file indexing 	
file	030003_0103_sorted.bam	8028aee4-01a6-5ae4-8cef-e4e07b71638d	21920716738	7bc3df5936917f69e0614049a74b3662	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/030003_0103_sorted.bam	bam	NCATS-COP01-CCB030003 0103	RNA Sequence File	tumor sample binary alignment file: seq reads to canfam3.1	
file	030003_0103_sorted.bam.bai	66c7bc31-695b-53dc-acb0-75683b0ebd33	4885384	a117c7daf4bd4c389b825d0a9d573590	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/030003_0103_sorted.bam.bai	bai	NCATS-COP01-CCB030003 0103	Index File	tumor sample binary alignment file indexing 	
file	030026_0103_sorted.bam	94b8678b-a1f6-5606-99af-054bd058c158	21526654532	34e44e038b744d756195445790978dc4	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/030026_0103_sorted.bam	bam	NCATS-COP01-CCB030026 0103	RNA Sequence File	tumor sample binary alignment file: seq reads to canfam3.1	
file	030026_0103_sorted.bam.bai	4621a8c9-7adb-51f4-9e05-61fd64410dba	4936752	8ddad1f4f7b343912e272cf5203fefca	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/030026_0103_sorted.bam.bai	bai	NCATS-COP01-CCB030026 0103	Index File	tumor sample binary alignment file indexing 	
file	030156_0103_sorted.bam	82fdfe89-2855-56e5-a797-0be2c9e6e47e	21267998087	93b0aa14e16b8e2066956450a3f381db	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/030156_0103_sorted.bam	bam	NCATS-COP01-CCB030156 0103	RNA Sequence File	tumor sample binary alignment file: seq reads to canfam3.1	
file	030156_0103_sorted.bam.bai	d1f12919-1384-5fdc-9036-dafd349f287a	4822616	3e443f9b4fafc54f8fea3fd3a9b02267	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/030156_0103_sorted.bam.bai	bai	NCATS-COP01-CCB030156 0103	Index File	tumor sample binary alignment file indexing 	
file	030258_0103_sorted.bam	04e43dd1-730d-5b3e-b9cb-d92f867ed2c5	20630676780	b7e7735702863f80c1b1354b82da90cc	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/030258_0103_sorted.bam	bam	NCATS-COP01-CCB030258 0103	RNA Sequence File	tumor sample binary alignment file: seq reads to canfam3.1	
file	030258_0103_sorted.bam.bai	c27b0d92-c9bb-593b-a71a-a63f349d4d6d	4740976	7a71f66cb283ed7d171c94b54379b95c	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/030258_0103_sorted.bam.bai	bai	NCATS-COP01-CCB030258 0103	Index File	tumor sample binary alignment file indexing 	
file	030300_0103_sorted.bam	a8aeebcf-38d2-5a21-b5c9-16c6e6b3c993	21220781532	f4e56dc6c9799e5ab9280c0de1986a20	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/030300_0103_sorted.bam	bam	NCATS-COP01-CCB030300 0103	RNA Sequence File	tumor sample binary alignment file: seq reads to canfam3.1	
file	030300_0103_sorted.bam.bai	b5cd28b6-250f-5c34-995c-9ebbc32883f3	4957456	4c7b80b94dc6955147b3aeed558f4871	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/030300_0103_sorted.bam.bai	bai	NCATS-COP01-CCB030300 0103	Index File	tumor sample binary alignment file indexing 	
file	040184_0103_sorted.bam	d0da8b6a-88ea-5fe2-aae2-699b7b19705b	20787908950	8e9b331c8e076532ae850861f8615246	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/040184_0103_sorted.bam	bam	NCATS-COP01-CCB040184 0103	RNA Sequence File	tumor sample binary alignment file: seq reads to canfam3.1	
file	040184_0103_sorted.bam.bai	6725e1cd-ef16-5e93-9272-3bf42aa3037c	4532400	117382fe7f892a4ab50ad45d1884c2e1	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/040184_0103_sorted.bam.bai	bai	NCATS-COP01-CCB040184 0103	Index File	tumor sample binary alignment file indexing 	
file	040184_0201_sorted.bam	3d38c827-918d-5113-aa67-4252d6f9e593	17664527349	21ca005ca165e32f8001dfa269d84990	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/040184_0201_sorted.bam	bam	NCATS-COP01-CCB040184 0201	RNA Sequence File	normal sample binary alignment file: seq reads to canfam3.1	
file	040184_0201_sorted.bam.bai	46912dee-0f69-536f-8501-56c56da02537	4156736	4b8617d77e24065c4b87476cb1adf0a4	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/040184_0201_sorted.bam.bai	bai	NCATS-COP01-CCB040184 0201	Index File	normal sample binary alignment file indexing 	
file	060034_0104_sorted.bam	49fb630e-ec40-5b68-8ee4-cb994bc389e8	19208671315	b647eadbba5bfdb1dd5b6aea09b933c1	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/060034_0104_sorted.bam	bam	NCATS-COP01-CCB060034 0104	RNA Sequence File	tumor sample binary alignment file: seq reads to canfam3.1	
file	060034_0104_sorted.bam.bai	e5865718-03da-5d76-b396-e5be1c6dcb6d	4659056	0143bba08f009626490b803286c19d2e	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/060034_0104_sorted.bam.bai	bai	NCATS-COP01-CCB060034 0104	Index File	tumor sample binary alignment file indexing 	
file	060034_0200_sorted.bam	2f79a24f-d0a2-527e-9941-096723d4b1d2	19332656587	9e42fcb63ab05f280b8298a23fc37318	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/060034_0200_sorted.bam	bam	NCATS-COP01-CCB060034 0200	RNA Sequence File	normal sample binary alignment file: seq reads to canfam3.1	
file	060034_0200_sorted.bam.bai	7b672caa-961e-59ff-bf90-baf2ff23562e	4390520	7bd05962259048f520c16aaa42a18938	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/060034_0200_sorted.bam.bai	bai	NCATS-COP01-CCB060034 0200	Index File	normal sample binary alignment file indexing 	
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
