type	genomic_info_id	design_description	platform	bases	library_layout	coverage	file.file_id	sequence_alignment_software	number_of_reads	library_selection	reference_genome_assembly	avg_read_length	methylation_platform	library_source	reporter_label	instrument_model	library_id	library_strategy	custom_assembly_fasta_file_for_alignment	library_source_molecule
genomic_info	6195c5b935bbc453f9ee16f1_27-520496-AMPureB:10	100-200ng of whole blood-derived DNA was fragmented under mild settings using a low volume AFA plate on the Covaris LE220 to target 500bp fragments in accordance with manufacturer's instructions. Fragmented samples were then processed with the KAPA Hyper Library Preparation kit (Roche) following the manufacturer's recommendations.	Illumina		Paired-End		dg.4DFC/c67f94db-70da-5c68-b2cc-d8e7424ab838	bwa-mem 0.7.15		Random	GRCh38			Genomic		Illumina NovaSeq 6000	27-520496-AMPureB:10	WGS	GRCh38_full_analysis_set_plus_decoy_hla.fa	Genomic DNA
genomic_info	6195c7dab7822537eec2cedb_27-520496-AMPureH:3	100-200ng of FFPE-DNA was fragmented under mild settings using a low volume AFA plate on the Covaris LE220 to target 500bp fragments in accordance with manufacturer's instructions. Fragmented samples were then processed with the KAPA Hyper Library Preparation kit (Roche) following the modifications for degraded samples.	Illumina		Paired-End		dg.4DFC/f5539550-ec74-557d-98ea-d65ae9f68866	bwa-mem 0.7.15		Random	GRCh38			Genomic		Illumina NovaSeq 6000	27-520496-AMPureH:3	WGS	GRCh38_full_analysis_set_plus_decoy_hla.fa	Genomic DNA
genomic_info	6195cb8ab7822537eec2cee9_27-520496-AMPureH:9	100-200ng of whole blood-derived DNA was fragmented under mild settings using a low volume AFA plate on the Covaris LE220 to target 500bp fragments in accordance with manufacturer's instructions. Fragmented samples were then processed with the KAPA Hyper Library Preparation kit (Roche) following the manufacturer's recommendations.	Illumina		Paired-End		dg.4DFC/5a4d1352-89df-5670-aec2-1756f558988c	bwa-mem 0.7.15		Random	GRCh38			Genomic		Illumina NovaSeq 6000	27-520496-AMPureH:9	WGS	GRCh38_full_analysis_set_plus_decoy_hla.fa	Genomic DNA
genomic_info	6195cd96b7822537eec2cefe_27-520496-AMPureC:5	100-200ng of FFPE-DNA was fragmented under mild settings using a low volume AFA plate on the Covaris LE220 to target 500bp fragments in accordance with manufacturer's instructions. Fragmented samples were then processed with the KAPA Hyper Library Preparation kit (Roche) following the modifications for degraded samples.	Illumina		Paired-End		dg.4DFC/f9d485b4-eec2-5d19-b131-da171e4e918f	bwa-mem 0.7.15		Random	GRCh38			Genomic		Illumina NovaSeq 6000	27-520496-AMPureC:5	WGS	GRCh38_full_analysis_set_plus_decoy_hla.fa	Genomic DNA
genomic_info	6195d123b7822537eec2cf02_27-520496-AMPureF:5	100-200ng of FFPE-DNA was fragmented under mild settings using a low volume AFA plate on the Covaris LE220 to target 500bp fragments in accordance with manufacturer's instructions. Fragmented samples were then processed with the KAPA Hyper Library Preparation kit (Roche) following the modifications for degraded samples.	Illumina		Paired-End		dg.4DFC/2ffd53db-37b1-5c6f-aab0-6e36fd62fc92	bwa-mem 0.7.15		Random	GRCh38			Genomic		Illumina NovaSeq 6000	27-520496-AMPureF:5	WGS	GRCh38_full_analysis_set_plus_decoy_hla.fa	Genomic DNA
genomic_info	6195d49735bbc453f9ee1714_27-520496-AMPureC:2	100-200ng of FFPE-DNA was fragmented under mild settings using a low volume AFA plate on the Covaris LE220 to target 500bp fragments in accordance with manufacturer's instructions. Fragmented samples were then processed with the KAPA Hyper Library Preparation kit (Roche) following the modifications for degraded samples.	Illumina		Paired-End		dg.4DFC/2fabd3bc-aa7d-5e19-ac9b-b8d31b134e2d	bwa-mem 0.7.15		Random	GRCh38			Genomic		Illumina NovaSeq 6000	27-520496-AMPureC:2	WGS	GRCh38_full_analysis_set_plus_decoy_hla.fa	Genomic DNA
genomic_info	6195d7ebb7822537eec2cf0e_27-520496-AMPureD:10	100-200ng of whole blood-derived DNA was fragmented under mild settings using a low volume AFA plate on the Covaris LE220 to target 500bp fragments in accordance with manufacturer's instructions. Fragmented samples were then processed with the KAPA Hyper Library Preparation kit (Roche) following the manufacturer's recommendations.	Illumina		Paired-End		dg.4DFC/f2d1a9f2-2e8d-58bb-b87b-4c41af293811	bwa-mem 0.7.15		Random	GRCh38			Genomic		Illumina NovaSeq 6000	27-520496-AMPureD:10	WGS	GRCh38_full_analysis_set_plus_decoy_hla.fa	Genomic DNA
genomic_info	6195da0735bbc453f9ee171f_27-520496-AMPureG:2	100-200ng of FFPE-DNA was fragmented under mild settings using a low volume AFA plate on the Covaris LE220 to target 500bp fragments in accordance with manufacturer's instructions. Fragmented samples were then processed with the KAPA Hyper Library Preparation kit (Roche) following the modifications for degraded samples.	Illumina		Paired-End		dg.4DFC/d77fdf19-86a1-5b99-ae1c-959241c5fee6	bwa-mem 0.7.15		Random	GRCh38			Genomic		Illumina NovaSeq 6000	27-520496-AMPureG:2	WGS	GRCh38_full_analysis_set_plus_decoy_hla.fa	Genomic DNA
genomic_info	6195dc63b7822537eec2cf1c_27-520496-AMPureE:4	100-200ng of FFPE-DNA was fragmented under mild settings using a low volume AFA plate on the Covaris LE220 to target 500bp fragments in accordance with manufacturer's instructions. Fragmented samples were then processed with the KAPA Hyper Library Preparation kit (Roche) following the modifications for degraded samples.	Illumina		Paired-End		dg.4DFC/955d06a0-f4db-5320-a305-f7d9820d5c7f	bwa-mem 0.7.15		Random	GRCh38			Genomic		Illumina NovaSeq 6000	27-520496-AMPureE:4	WGS	GRCh38_full_analysis_set_plus_decoy_hla.fa	Genomic DNA
genomic_info	6195dfe5b7822537eec2cf3d_27-520496-AMPureF:8	100-200ng of whole blood-derived DNA was fragmented under mild settings using a low volume AFA plate on the Covaris LE220 to target 500bp fragments in accordance with manufacturer's instructions. Fragmented samples were then processed with the KAPA Hyper Library Preparation kit (Roche) following the manufacturer's recommendations.	Illumina		Paired-End		dg.4DFC/62391656-24e7-5a2e-9105-9e4d0ad8e2a4	bwa-mem 0.7.15		Random	GRCh38			Genomic		Illumina NovaSeq 6000	27-520496-AMPureF:8	WGS	GRCh38_full_analysis_set_plus_decoy_hla.fa	Genomic DNA
genomic_info	6195e20435bbc453f9ee176c_27-520496-AMPureE:3	100-200ng of FFPE-DNA was fragmented under mild settings using a low volume AFA plate on the Covaris LE220 to target 500bp fragments in accordance with manufacturer's instructions. Fragmented samples were then processed with the KAPA Hyper Library Preparation kit (Roche) following the modifications for degraded samples.	Illumina		Paired-End		dg.4DFC/bb0d4b90-74a7-557d-949b-9f878c12df7d	bwa-mem 0.7.15		Random	GRCh38			Genomic		Illumina NovaSeq 6000	27-520496-AMPureE:3	WGS	GRCh38_full_analysis_set_plus_decoy_hla.fa	Genomic DNA
genomic_info	6195e515b7822537eec2cf58_27-520496-AMPureB:9	100-200ng of whole blood-derived DNA was fragmented under mild settings using a low volume AFA plate on the Covaris LE220 to target 500bp fragments in accordance with manufacturer's instructions. Fragmented samples were then processed with the KAPA Hyper Library Preparation kit (Roche) following the manufacturer's recommendations.	Illumina		Paired-End		dg.4DFC/de43039d-623e-5aa7-b28b-e03035442be2	bwa-mem 0.7.15		Random	GRCh38			Genomic		Illumina NovaSeq 6000	27-520496-AMPureB:9	WGS	GRCh38_full_analysis_set_plus_decoy_hla.fa	Genomic DNA
genomic_info	6195e72b35bbc453f9ee1773_27-520496-AMPureF:6	100-200ng of FFPE-DNA was fragmented under mild settings using a low volume AFA plate on the Covaris LE220 to target 500bp fragments in accordance with manufacturer's instructions. Fragmented samples were then processed with the KAPA Hyper Library Preparation kit (Roche) following the modifications for degraded samples.	Illumina		Paired-End		dg.4DFC/932878d3-ac36-5b30-98a0-9925ffc422fe	bwa-mem 0.7.15		Random	GRCh38			Genomic		Illumina NovaSeq 6000	27-520496-AMPureF:6	WGS	GRCh38_full_analysis_set_plus_decoy_hla.fa	Genomic DNA
genomic_info	6195ea48b7822537eec2cf5f_27-520496-AMPureD:5	100-200ng of FFPE-DNA was fragmented under mild settings using a low volume AFA plate on the Covaris LE220 to target 500bp fragments in accordance with manufacturer's instructions. Fragmented samples were then processed with the KAPA Hyper Library Preparation kit (Roche) following the modifications for degraded samples.	Illumina		Paired-End		dg.4DFC/0bd92136-9a13-52b8-b3a7-9605e6614ab0	bwa-mem 0.7.15		Random	GRCh38			Genomic		Illumina NovaSeq 6000	27-520496-AMPureD:5	WGS	GRCh38_full_analysis_set_plus_decoy_hla.fa	Genomic DNA
genomic_info	6195ee4d35bbc453f9ee17d6_27-520496-AMPureD:11	100-200ng of whole blood-derived DNA was fragmented under mild settings using a low volume AFA plate on the Covaris LE220 to target 500bp fragments in accordance with manufacturer's instructions. Fragmented samples were then processed with the KAPA Hyper Library Preparation kit (Roche) following the manufacturer's recommendations.	Illumina		Paired-End		dg.4DFC/6fcb83dd-23ea-5fd7-b12a-83650aefa35a	bwa-mem 0.7.15		Random	GRCh38			Genomic		Illumina NovaSeq 6000	27-520496-AMPureD:11	WGS	GRCh38_full_analysis_set_plus_decoy_hla.fa	Genomic DNA
genomic_info	6195f06db7822537eec2cff1_27-520496-AMPureB:3	100-200ng of FFPE-DNA was fragmented under mild settings using a low volume AFA plate on the Covaris LE220 to target 500bp fragments in accordance with manufacturer's instructions. Fragmented samples were then processed with the KAPA Hyper Library Preparation kit (Roche) following the modifications for degraded samples.	Illumina		Paired-End		dg.4DFC/86385603-c948-575b-bc4c-e41bc1d88271	bwa-mem 0.7.15		Random	GRCh38			Genomic		Illumina NovaSeq 6000	27-520496-AMPureB:3	WGS	GRCh38_full_analysis_set_plus_decoy_hla.fa	Genomic DNA
genomic_info	6195f3e7b7822537eec2d018_27-520496-AMPureG:10	100-200ng of whole blood-derived DNA was fragmented under mild settings using a low volume AFA plate on the Covaris LE220 to target 500bp fragments in accordance with manufacturer's instructions. Fragmented samples were then processed with the KAPA Hyper Library Preparation kit (Roche) following the manufacturer's recommendations.	Illumina		Paired-End		dg.4DFC/331ac330-f932-5def-af33-b905c961b65c	bwa-mem 0.7.15		Random	GRCh38			Genomic		Illumina NovaSeq 6000	27-520496-AMPureG:10	WGS	GRCh38_full_analysis_set_plus_decoy_hla.fa	Genomic DNA
genomic_info	6195f5f835bbc453f9ee1843_27-520496-AMPureB:7	100-200ng of whole blood-derived DNA was fragmented under mild settings using a low volume AFA plate on the Covaris LE220 to target 500bp fragments in accordance with manufacturer's instructions. Fragmented samples were then processed with the KAPA Hyper Library Preparation kit (Roche) following the manufacturer's recommendations.	Illumina		Paired-End		dg.4DFC/5e044e46-7a29-5461-8e6c-7ee09c286e1f	bwa-mem 0.7.15		Random	GRCh38			Genomic		Illumina NovaSeq 6000	27-520496-AMPureB:7	WGS	GRCh38_full_analysis_set_plus_decoy_hla.fa	Genomic DNA
genomic_info	6195f815b7822537eec2d024_27-520496-AMPureF:7	100-200ng of whole blood-derived DNA was fragmented under mild settings using a low volume AFA plate on the Covaris LE220 to target 500bp fragments in accordance with manufacturer's instructions. Fragmented samples were then processed with the KAPA Hyper Library Preparation kit (Roche) following the manufacturer's recommendations.	Illumina		Paired-End		dg.4DFC/6040fd17-4730-54a5-b610-3f20ef74e601	bwa-mem 0.7.15		Random	GRCh38			Genomic		Illumina NovaSeq 6000	27-520496-AMPureF:7	WGS	GRCh38_full_analysis_set_plus_decoy_hla.fa	Genomic DNA
genomic_info	6195fa12b7822537eec2d049_27-520496-AMPureG:5	100-200ng of FFPE-DNA was fragmented under mild settings using a low volume AFA plate on the Covaris LE220 to target 500bp fragments in accordance with manufacturer's instructions. Fragmented samples were then processed with the KAPA Hyper Library Preparation kit (Roche) following the modifications for degraded samples.	Illumina		Paired-End		dg.4DFC/d1db5f1f-0c16-5f25-917d-19135198aea8	bwa-mem 0.7.15		Random	GRCh38			Genomic		Illumina NovaSeq 6000	27-520496-AMPureG:5	WGS	GRCh38_full_analysis_set_plus_decoy_hla.fa	Genomic DNA
genomic_info	6195fe0eb7822537eec2d072_27-520496-AMPureE:6	100-200ng of FFPE-DNA was fragmented under mild settings using a low volume AFA plate on the Covaris LE220 to target 500bp fragments in accordance with manufacturer's instructions. Fragmented samples were then processed with the KAPA Hyper Library Preparation kit (Roche) following the modifications for degraded samples.	Illumina		Paired-End		dg.4DFC/0a7f8a0f-e1a6-50f5-9eed-6fe4f620d7d7	bwa-mem 0.7.15		Random	GRCh38			Genomic		Illumina NovaSeq 6000	27-520496-AMPureE:6	WGS	GRCh38_full_analysis_set_plus_decoy_hla.fa	Genomic DNA
genomic_info	6196018f35bbc453f9ee187d_27-520496-AMPureC:3	100-200ng of FFPE-DNA was fragmented under mild settings using a low volume AFA plate on the Covaris LE220 to target 500bp fragments in accordance with manufacturer's instructions. Fragmented samples were then processed with the KAPA Hyper Library Preparation kit (Roche) following the modifications for degraded samples.	Illumina		Paired-End		dg.4DFC/30747af2-d12c-5e57-aeb3-05600b10236d	bwa-mem 0.7.15		Random	GRCh38			Genomic		Illumina NovaSeq 6000	27-520496-AMPureC:3	WGS	GRCh38_full_analysis_set_plus_decoy_hla.fa	Genomic DNA
genomic_info	619605a535bbc453f9ee18b2_27-520496-AMPureG:8	100-200ng of FFPE-DNA was fragmented under mild settings using a low volume AFA plate on the Covaris LE220 to target 500bp fragments in accordance with manufacturer's instructions. Fragmented samples were then processed with the KAPA Hyper Library Preparation kit (Roche) following the modifications for degraded samples.	Illumina		Paired-End		dg.4DFC/ea140449-2f70-5e73-87c7-859fc33e6de0	bwa-mem 0.7.15		Random	GRCh38			Genomic		Illumina NovaSeq 6000	27-520496-AMPureG:8	WGS	GRCh38_full_analysis_set_plus_decoy_hla.fa	Genomic DNA
genomic_info	619608b835bbc453f9ee18d6_27-520496-AMPureB:8	100-200ng of whole blood-derived DNA was fragmented under mild settings using a low volume AFA plate on the Covaris LE220 to target 500bp fragments in accordance with manufacturer's instructions. Fragmented samples were then processed with the KAPA Hyper Library Preparation kit (Roche) following the manufacturer's recommendations.	Illumina		Paired-End		dg.4DFC/b6d1d6e0-a011-5243-84bb-3185d7aae088	bwa-mem 0.7.15		Random	GRCh38			Genomic		Illumina NovaSeq 6000	27-520496-AMPureB:8	WGS	GRCh38_full_analysis_set_plus_decoy_hla.fa	Genomic DNA
genomic_info	61960ad1b7822537eec2d0ff_27-520496-AMPureE:8	100-200ng of whole blood-derived DNA was fragmented under mild settings using a low volume AFA plate on the Covaris LE220 to target 500bp fragments in accordance with manufacturer's instructions. Fragmented samples were then processed with the KAPA Hyper Library Preparation kit (Roche) following the manufacturer's recommendations.	Illumina		Paired-End		dg.4DFC/2ad7d0ee-f607-5850-a2ae-4f7407aa1e56	bwa-mem 0.7.15		Random	GRCh38			Genomic		Illumina NovaSeq 6000	27-520496-AMPureE:8	WGS	GRCh38_full_analysis_set_plus_decoy_hla.fa	Genomic DNA
genomic_info	61960cf735bbc453f9ee1943_27-520496-AMPureH:8	100-200ng of whole blood-derived DNA was fragmented under mild settings using a low volume AFA plate on the Covaris LE220 to target 500bp fragments in accordance with manufacturer's instructions. Fragmented samples were then processed with the KAPA Hyper Library Preparation kit (Roche) following the manufacturer's recommendations.	Illumina		Paired-End		dg.4DFC/d7e35e65-d319-5821-aede-883e9492f735	bwa-mem 0.7.15		Random	GRCh38			Genomic		Illumina NovaSeq 6000	27-520496-AMPureH:8	WGS	GRCh38_full_analysis_set_plus_decoy_hla.fa	Genomic DNA
genomic_info	61960f11b7822537eec2d136_27-520496-AMPureA:11	100-200ng of whole blood-derived DNA was fragmented under mild settings using a low volume AFA plate on the Covaris LE220 to target 500bp fragments in accordance with manufacturer's instructions. Fragmented samples were then processed with the KAPA Hyper Library Preparation kit (Roche) following the manufacturer's recommendations.	Illumina		Paired-End		dg.4DFC/b4a15b14-b9c9-5818-822d-8f6077ff172d	bwa-mem 0.7.15		Random	GRCh38			Genomic		Illumina NovaSeq 6000	27-520496-AMPureA:11	WGS	GRCh38_full_analysis_set_plus_decoy_hla.fa	Genomic DNA
genomic_info	61961133b7822537eec2d151_27-520496-AMPureB:4	100-200ng of FFPE-DNA was fragmented under mild settings using a low volume AFA plate on the Covaris LE220 to target 500bp fragments in accordance with manufacturer's instructions. Fragmented samples were then processed with the KAPA Hyper Library Preparation kit (Roche) following the modifications for degraded samples.	Illumina		Paired-End		dg.4DFC/21d20da5-befe-54a6-b3ea-393ce1f95f82	bwa-mem 0.7.15		Random	GRCh38			Genomic		Illumina NovaSeq 6000	27-520496-AMPureB:4	WGS	GRCh38_full_analysis_set_plus_decoy_hla.fa	Genomic DNA
genomic_info	61961438b7822537eec2d155_27-520496-AMPureC:8	100-200ng of whole blood-derived DNA was fragmented under mild settings using a low volume AFA plate on the Covaris LE220 to target 500bp fragments in accordance with manufacturer's instructions. Fragmented samples were then processed with the KAPA Hyper Library Preparation kit (Roche) following the manufacturer's recommendations.	Illumina		Paired-End		dg.4DFC/af1d1a68-29ab-5a0f-b20b-848d76094d02	bwa-mem 0.7.15		Random	GRCh38			Genomic		Illumina NovaSeq 6000	27-520496-AMPureC:8	WGS	GRCh38_full_analysis_set_plus_decoy_hla.fa	Genomic DNA
genomic_info	6196165e35bbc453f9ee19cc_27-520496-AMPureB:2	100-200ng of FFPE-DNA was fragmented under mild settings using a low volume AFA plate on the Covaris LE220 to target 500bp fragments in accordance with manufacturer's instructions. Fragmented samples were then processed with the KAPA Hyper Library Preparation kit (Roche) following the modifications for degraded samples.	Illumina		Paired-End		dg.4DFC/30266d2a-9e47-5e8a-b0a7-d35a77c8257f	bwa-mem 0.7.15		Random	GRCh38			Genomic		Illumina NovaSeq 6000	27-520496-AMPureB:2	WGS	GRCh38_full_analysis_set_plus_decoy_hla.fa	Genomic DNA
genomic_info	619618ac35bbc453f9ee19d0_27-520496-AMPureC:6	100-200ng of FFPE-DNA was fragmented under mild settings using a low volume AFA plate on the Covaris LE220 to target 500bp fragments in accordance with manufacturer's instructions. Fragmented samples were then processed with the KAPA Hyper Library Preparation kit (Roche) following the modifications for degraded samples.	Illumina		Paired-End		dg.4DFC/30d4a311-72a2-57f5-9698-5ef4c0fa28d2	bwa-mem 0.7.15		Random	GRCh38			Genomic		Illumina NovaSeq 6000	27-520496-AMPureC:6	WGS	GRCh38_full_analysis_set_plus_decoy_hla.fa	Genomic DNA
genomic_info	61961c6235bbc453f9ee19f3_27-520496-AMPureB:1	100-200ng of FFPE-DNA was fragmented under mild settings using a low volume AFA plate on the Covaris LE220 to target 500bp fragments in accordance with manufacturer's instructions. Fragmented samples were then processed with the KAPA Hyper Library Preparation kit (Roche) following the modifications for degraded samples.	Illumina		Paired-End		dg.4DFC/8bcfb76d-adaf-5918-86ff-34e1029d472f	bwa-mem 0.7.15		Random	GRCh38			Genomic		Illumina NovaSeq 6000	27-520496-AMPureB:1	WGS	GRCh38_full_analysis_set_plus_decoy_hla.fa	Genomic DNA
genomic_info	6196206435bbc453f9ee1a02_27-520496-AMPureB:11	100-200ng of whole blood-derived DNA was fragmented under mild settings using a low volume AFA plate on the Covaris LE220 to target 500bp fragments in accordance with manufacturer's instructions. Fragmented samples were then processed with the KAPA Hyper Library Preparation kit (Roche) following the manufacturer's recommendations.	Illumina		Paired-End		dg.4DFC/d0bc6843-7449-5522-802c-adaa2d1c5a9a	bwa-mem 0.7.15		Random	GRCh38			Genomic		Illumina NovaSeq 6000	27-520496-AMPureB:11	WGS	GRCh38_full_analysis_set_plus_decoy_hla.fa	Genomic DNA
genomic_info	61962274b7822537eec2d18b_27-520496-AMPureD:4	100-200ng of whole blood-derived DNA was fragmented under mild settings using a low volume AFA plate on the Covaris LE220 to target 500bp fragments in accordance with manufacturer's instructions. Fragmented samples were then processed with the KAPA Hyper Library Preparation kit (Roche) following the manufacturer's recommendations.	Illumina		Paired-End		dg.4DFC/280f61d1-a423-5aa0-bc91-e497aecc8a36	bwa-mem 0.7.15		Random	GRCh38			Genomic		Illumina NovaSeq 6000	27-520496-AMPureD:4	WGS	GRCh38_full_analysis_set_plus_decoy_hla.fa	Genomic DNA
genomic_info	6196249135bbc453f9ee1a09_27-525435-AMPureG:12	100-200ng of FFPE-DNA was fragmented under mild settings using a low volume AFA plate on the Covaris LE220 to target 500bp fragments in accordance with manufacturer's instructions. Fragmented samples were then processed with the KAPA Hyper Library Preparation kit (Roche) following the modifications for degraded samples.	Illumina		Paired-End		dg.4DFC/9aacead5-2a11-5f10-91fa-e4dc9e6e5840	bwa-mem 0.7.15		Random	GRCh38			Genomic		Illumina NovaSeq 6000	27-525435-AMPureG:12	WGS	GRCh38_full_analysis_set_plus_decoy_hla.fa	Genomic DNA
genomic_info	61c3e97de722267a17a91fb2_27-538899-AMPureC:8	100-200ng of whole blood-derived DNA was fragmented under mild settings using a low volume AFA plate on the Covaris LE220 to target 500bp fragments in accordance with manufacturer's instructions. Fragmented samples were then processed with the KAPA Hyper Library Preparation kit (Roche) following the manufacturer's recommendations.	Illumina		Paired-End		dg.4DFC/263979fc-1a48-5785-907f-d4af54765027	bwa-mem 0.7.15		Random	GRCh38			Genomic		Illumina NovaSeq 6000	27-538899-AMPureC:8	WGS	GRCh38_full_analysis_set_plus_decoy_hla.fa	Genomic DNA
genomic_info	61c3e983e722267a17a91fb8_27-538899-AMPureB:2	100-200ng of FFPE-DNA was fragmented under mild settings using a low volume AFA plate on the Covaris LE220 to target 500bp fragments in accordance with manufacturer's instructions. Fragmented samples were then processed with the KAPA Hyper Library Preparation kit (Roche) following the modifications for degraded samples.	Illumina		Paired-End		dg.4DFC/d4dc7ae1-a9e2-513b-9bc1-921ceafbb83d	bwa-mem 0.7.15		Random	GRCh38			Genomic		Illumina NovaSeq 6000	27-538899-AMPureB:2	WGS	GRCh38_full_analysis_set_plus_decoy_hla.fa	Genomic DNA
genomic_info	61c3e989e722267a17a91fbe_27-538899-AMPureD:9	100-200ng of whole blood-derived DNA was fragmented under mild settings using a low volume AFA plate on the Covaris LE220 to target 500bp fragments in accordance with manufacturer's instructions. Fragmented samples were then processed with the KAPA Hyper Library Preparation kit (Roche) following the manufacturer's recommendations.	Illumina		Paired-End		dg.4DFC/4e66269f-21a8-50da-ba73-6331842c2610	bwa-mem 0.7.15		Random	GRCh38			Genomic		Illumina NovaSeq 6000	27-538899-AMPureD:9	WGS	GRCh38_full_analysis_set_plus_decoy_hla.fa	Genomic DNA
genomic_info	61c3e98fe722267a17a91fc4_27-538899-AMPureG:3	100-200ng of FFPE-DNA was fragmented under mild settings using a low volume AFA plate on the Covaris LE220 to target 500bp fragments in accordance with manufacturer's instructions. Fragmented samples were then processed with the KAPA Hyper Library Preparation kit (Roche) following the modifications for degraded samples.	Illumina		Paired-End		dg.4DFC/186378c6-5513-543b-a0de-ef77f01bb737	bwa-mem 0.7.15		Random	GRCh38			Genomic		Illumina NovaSeq 6000	27-538899-AMPureG:3	WGS	GRCh38_full_analysis_set_plus_decoy_hla.fa	Genomic DNA
genomic_info	61c3e995e722267a17a91fca_27-538899-AMPureH:10	100-200ng of whole blood-derived DNA was fragmented under mild settings using a low volume AFA plate on the Covaris LE220 to target 500bp fragments in accordance with manufacturer's instructions. Fragmented samples were then processed with the KAPA Hyper Library Preparation kit (Roche) following the manufacturer's recommendations.	Illumina		Paired-End		dg.4DFC/30daf41d-665c-55d3-abff-33986c5a0430	bwa-mem 0.7.15		Random	GRCh38			Genomic		Illumina NovaSeq 6000	27-538899-AMPureH:10	WGS	GRCh38_full_analysis_set_plus_decoy_hla.fa	Genomic DNA
genomic_info	61c3e99be722267a17a91fd0_27-538899-AMPureD:5	100-200ng of FFPE-DNA was fragmented under mild settings using a low volume AFA plate on the Covaris LE220 to target 500bp fragments in accordance with manufacturer's instructions. Fragmented samples were then processed with the KAPA Hyper Library Preparation kit (Roche) following the modifications for degraded samples.	Illumina		Paired-End		dg.4DFC/7d36fa0e-de70-5d7d-bd44-7eca4d6da013	bwa-mem 0.7.15		Random	GRCh38			Genomic		Illumina NovaSeq 6000	27-538899-AMPureD:5	WGS	GRCh38_full_analysis_set_plus_decoy_hla.fa	Genomic DNA
genomic_info	61c3e9a2e722267a17a9208a_27-538899-AMPureH:11	100-200ng of whole blood-derived DNA was fragmented under mild settings using a low volume AFA plate on the Covaris LE220 to target 500bp fragments in accordance with manufacturer's instructions. Fragmented samples were then processed with the KAPA Hyper Library Preparation kit (Roche) following the manufacturer's recommendations.	Illumina		Paired-End		dg.4DFC/7f066a16-101c-5671-9fc1-818391f25796	bwa-mem 0.7.15		Random	GRCh38			Genomic		Illumina NovaSeq 6000	27-538899-AMPureH:11	WGS	GRCh38_full_analysis_set_plus_decoy_hla.fa	Genomic DNA
genomic_info	61c3e9a8e722267a17a92090_27-538899-AMPureB:7	100-200ng of FFPE-DNA was fragmented under mild settings using a low volume AFA plate on the Covaris LE220 to target 500bp fragments in accordance with manufacturer's instructions. Fragmented samples were then processed with the KAPA Hyper Library Preparation kit (Roche) following the modifications for degraded samples.	Illumina		Paired-End		dg.4DFC/83f3833f-e9a6-5264-a0e7-c9c0f9be3ab1	bwa-mem 0.7.15		Random	GRCh38			Genomic		Illumina NovaSeq 6000	27-538899-AMPureB:7	WGS	GRCh38_full_analysis_set_plus_decoy_hla.fa	Genomic DNA
genomic_info	61c3e9aee722267a17a92096_27-538899-AMPureG:4	100-200ng of FFPE-DNA was fragmented under mild settings using a low volume AFA plate on the Covaris LE220 to target 500bp fragments in accordance with manufacturer's instructions. Fragmented samples were then processed with the KAPA Hyper Library Preparation kit (Roche) following the modifications for degraded samples.	Illumina		Paired-End		dg.4DFC/959fac1e-f133-5a04-a53c-4f61e413fc51	bwa-mem 0.7.15		Random	GRCh38			Genomic		Illumina NovaSeq 6000	27-538899-AMPureG:4	WGS	GRCh38_full_analysis_set_plus_decoy_hla.fa	Genomic DNA
genomic_info	61c3e9b4e722267a17a9209c_27-538899-AMPureF:8	100-200ng of whole blood-derived DNA was fragmented under mild settings using a low volume AFA plate on the Covaris LE220 to target 500bp fragments in accordance with manufacturer's instructions. Fragmented samples were then processed with the KAPA Hyper Library Preparation kit (Roche) following the manufacturer's recommendations.	Illumina		Paired-End		dg.4DFC/ada87c09-ec13-5214-9325-ea572d4da223	bwa-mem 0.7.15		Random	GRCh38			Genomic		Illumina NovaSeq 6000	27-538899-AMPureF:8	WGS	GRCh38_full_analysis_set_plus_decoy_hla.fa	Genomic DNA
genomic_info	61c3e9bae722267a17a920a2_27-538899-AMPureH:2	100-200ng of FFPE-DNA was fragmented under mild settings using a low volume AFA plate on the Covaris LE220 to target 500bp fragments in accordance with manufacturer's instructions. Fragmented samples were then processed with the KAPA Hyper Library Preparation kit (Roche) following the modifications for degraded samples.	Illumina		Paired-End		dg.4DFC/fb7c3cd9-210a-5f00-a3c0-6d2a64e55bb0	bwa-mem 0.7.15		Random	GRCh38			Genomic		Illumina NovaSeq 6000	27-538899-AMPureH:2	WGS	GRCh38_full_analysis_set_plus_decoy_hla.fa	Genomic DNA
genomic_info	61c3e9c0e722267a17a920a8_27-538899-AMPureA:10	100-200ng of whole blood-derived DNA was fragmented under mild settings using a low volume AFA plate on the Covaris LE220 to target 500bp fragments in accordance with manufacturer's instructions. Fragmented samples were then processed with the KAPA Hyper Library Preparation kit (Roche) following the manufacturer's recommendations.	Illumina		Paired-End		dg.4DFC/918a981b-0ad7-547b-811a-1b518593e4c2	bwa-mem 0.7.15		Random	GRCh38			Genomic		Illumina NovaSeq 6000	27-538899-AMPureA:10	WGS	GRCh38_full_analysis_set_plus_decoy_hla.fa	Genomic DNA
