type	pdx_id	model_id	mouse_strain	sample_type_for_implantation	implantation_type	implantation_site	tumor_confirmed_not_to_be_mus_or_ebv_origin	is_tumor_from_untreated_patient	passage_number	passages_tested	validation_technique	id	study.id	sample.id
pdx	6949-JMM-0067_2.pdx	NP045x	NSG, NOD.Cg-Prkdcscid Il2rgtm1Wjl/Sz    (establishment), CB17 SCID CB17/Icr-Prkdcscid/IcrIcoCrl (passage)	Not Reported	injection;surgical	subcutaneous		No				9a7d6941-ae71-54b6-bd6d-3cdba695768a		f14b0b5a-7525-505f-8118-503af3fac7a9
pdx	6949-JMM-0060_2.pdx	Adam-Fx_ALK-F-PDX	NSG, NOD.Cg-Prkdcscid Il2rgtm1Wjl/Sz    (establishment), CB17 SCID CB17/Icr-Prkdcscid/IcrIcoCrl (passage)	Not Reported	injection;surgical	subcutaneous		Not Reported				9dc06d37-54fe-5eea-be4d-355ab315e8be		70646350-6ad9-58a1-a79f-16ea51055cc6
pdx	6949-JMM-0069_FP.pdx	COG-N-470x	NSG, NOD.Cg-Prkdcscid Il2rgtm1Wjl/Sz    (establishment), CB17 SCID CB17/Icr-Prkdcscid/IcrIcoCrl (passage)	Not Reported	injection;surgical	subcutaneous		Not Reported				a699c2b0-41d6-5538-9204-ec7934eef724		7818ad1c-c2ff-5a06-ac79-39815f040fad
pdx	6949-JMM-0064.pdx	HG-Lx	NSG, NOD.Cg-Prkdcscid Il2rgtm1Wjl/Sz    (establishment), CB17 SCID CB17/Icr-Prkdcscid/IcrIcoCrl (passage)	Not Reported	injection;surgical	subcutaneous		No				a837a9a8-8ce0-516f-a6df-30bbb32e9345		83711073-64d0-538c-96e9-162a619f3c7a
pdx	6949-JMM-0047_FP.pdx	NP031x	NSG, NOD.Cg-Prkdcscid Il2rgtm1Wjl/Sz    (establishment), CB17 SCID CB17/Icr-Prkdcscid/IcrIcoCrl (passage)	Not Reported	injection;surgical	subcutaneous		No				a853ac41-7287-5c6d-ad40-d29fe500a63d		9b689e32-7bd9-585a-b9c8-3d2fae24a168
pdx	6949-JMM-0063.pdx	HG-Rx	NSG, NOD.Cg-Prkdcscid Il2rgtm1Wjl/Sz    (establishment), CB17 SCID CB17/Icr-Prkdcscid/IcrIcoCrl (passage)	Not Reported	injection;surgical	subcutaneous		No				a8dc8d45-0c13-57ae-b95e-6e1bf529b54e		8225e9cc-ef0b-54de-9a99-be63ad390f73
pdx	6949-JMM-0097.pdx	YDLRx	NSG, NOD.Cg-Prkdcscid Il2rgtm1Wjl/Sz    (establishment), CB17 SCID CB17/Icr-Prkdcscid/IcrIcoCrl (passage)	Not Reported	injection;surgical	subcutaneous		No				a9749230-94f2-5ad4-a78c-72bf35c6d10a		2814a329-2762-5a45-9138-b727749799be
pdx	6949-JMM-0056_2.pdx	KWK-6062x	NSG, NOD.Cg-Prkdcscid Il2rgtm1Wjl/Sz    (establishment), CB17 SCID CB17/Icr-Prkdcscid/IcrIcoCrl (passage)	Not Reported	injection;surgical	subcutaneous		No				aa89674b-e8a9-5df5-9b2c-360389490306		6eac6aea-949c-54bd-95ff-ab29dc50ec6a
pdx	6949-JMM-0065.pdx	JG-Rx	NSG, NOD.Cg-Prkdcscid Il2rgtm1Wjl/Sz    (establishment), CB17 SCID CB17/Icr-Prkdcscid/IcrIcoCrl (passage)	Not Reported	injection;surgical	subcutaneous		No				aca92ee5-1379-592f-93cc-d9c68cb98944		72f8e1cc-6b24-5aab-a59e-c32ee6d10e32
pdx	6949-JMM-0093.pdx	N0619x	NSG, NOD.Cg-Prkdcscid Il2rgtm1Wjl/Sz    (establishment), CB17 SCID CB17/Icr-Prkdcscid/IcrIcoCrl (passage)	Not Reported	injection;surgical	subcutaneous		Not Reported				accd88d5-7e02-52c1-96b9-ddd9dfff7072		758094b5-9740-5d83-8bb0-2b8853221683
pdx	6949-JMM-0040.pdx	NP016x	NSG, NOD.Cg-Prkdcscid Il2rgtm1Wjl/Sz    (establishment), CB17 SCID CB17/Icr-Prkdcscid/IcrIcoCrl (passage)	Not Reported	injection;surgical	subcutaneous		No				b38a263a-2e8a-5825-a8e5-9ea2b684ec32		13d91bc6-8355-5f2c-a910-098fbc3877b4
pdx	6949-JMM-0059.pdx	Adam-Rx_ALK-R-PDX	NSG, NOD.Cg-Prkdcscid Il2rgtm1Wjl/Sz    (establishment), CB17 SCID CB17/Icr-Prkdcscid/IcrIcoCrl (passage)	Not Reported	injection;surgical	subcutaneous		Not Reported				b4614f8a-0c59-5375-9bcf-9c29bc7c0cfd		84bde840-3c5e-55f3-b23f-84761c28879a
pdx	6949-JMM-0072_FP.pdx	NP053x	NSG, NOD.Cg-Prkdcscid Il2rgtm1Wjl/Sz    (establishment), CB17 SCID CB17/Icr-Prkdcscid/IcrIcoCrl (passage)	Not Reported	injection;surgical	subcutaneous		No				b48438cd-3787-5b48-bc84-60dcc39c8e2b		3a9594b6-52fc-568d-9bdf-e7920abfa489
pdx	6949-JMM-0052_2.pdx	NP043x	NSG, NOD.Cg-Prkdcscid Il2rgtm1Wjl/Sz    (establishment), CB17 SCID CB17/Icr-Prkdcscid/IcrIcoCrl (passage)	Not Reported	injection;surgical	subcutaneous		No				b5d738c5-2504-5af6-97ea-25c803b5af05		af297010-f4fa-5da5-99f4-142ae13644a6
pdx	6949-JMM-0067_FP.pdx	NP045x	NSG, NOD.Cg-Prkdcscid Il2rgtm1Wjl/Sz    (establishment), CB17 SCID CB17/Icr-Prkdcscid/IcrIcoCrl (passage)	Not Reported	injection;surgical	subcutaneous		No				b7d0cd40-7f1f-549a-bca7-04f436dce047		445f36de-fcd4-5da3-b9ea-9d67aeb4fb40
pdx	6949-JMM-0070_FP.pdx	LS_Luke-PDX	NSG, NOD.Cg-Prkdcscid Il2rgtm1Wjl/Sz    (establishment), CB17 SCID CB17/Icr-Prkdcscid/IcrIcoCrl (passage)	Not Reported	injection;surgical	subcutaneous		No				ba02ecf4-9868-5c9b-9e6e-619d1cb704b1		8f0fc7b6-323d-50dc-a372-a20f92a0bcc0
pdx	6949-JMM-0091.pdx	Obelix-Fx	NSG, NOD.Cg-Prkdcscid Il2rgtm1Wjl/Sz    (establishment), CB17 SCID CB17/Icr-Prkdcscid/IcrIcoCrl (passage)	Not Reported	injection;surgical	subcutaneous		No				bf82c61f-2637-555e-a76f-8c0e7afae236		df5e40ef-f528-5a66-84ba-74218dd2dd3f
pdx	6949-JMM-0072.pdx	NP053x	NSG, NOD.Cg-Prkdcscid Il2rgtm1Wjl/Sz    (establishment), CB17 SCID CB17/Icr-Prkdcscid/IcrIcoCrl (passage)	Not Reported	injection;surgical	subcutaneous		No				c04976d0-e8c3-5d25-a46c-0743dd50e23a		07577ce1-c7e8-585a-9de1-e8f3080360ee
pdx	6949-JMM-0068.pdx	COG-N-573x	NSG, NOD.Cg-Prkdcscid Il2rgtm1Wjl/Sz    (establishment), CB17 SCID CB17/Icr-Prkdcscid/IcrIcoCrl (passage)	Not Reported	injection;surgical	subcutaneous		Not Reported				c27af2b5-582c-5729-bce2-5444746f9e75		01b83e2b-cbf4-5170-b9fc-6b3a4514255d
pdx	6949-JMM-0056_FP.pdx	KWK-6062x	NSG, NOD.Cg-Prkdcscid Il2rgtm1Wjl/Sz    (establishment), CB17 SCID CB17/Icr-Prkdcscid/IcrIcoCrl (passage)	Not Reported	injection;surgical	subcutaneous		No				c29d1f3f-dd0f-5391-9686-6b08f6fb39cb		2e91bb76-0ab2-5b3b-8051-bc13fb7dc17b
pdx	6949-JMM-0088.pdx	NP043x	NSG, NOD.Cg-Prkdcscid Il2rgtm1Wjl/Sz    (establishment), CB17 SCID CB17/Icr-Prkdcscid/IcrIcoCrl (passage)	Not Reported	injection;surgical	subcutaneous		No				c2d25917-509c-5369-a400-142d260336fd		a2c71211-e834-5e1e-bfe0-a65578ef22b4
pdx	6949-JMM-0046_FP.pdx	NP030x	NSG, NOD.Cg-Prkdcscid Il2rgtm1Wjl/Sz    (establishment), CB17 SCID CB17/Icr-Prkdcscid/IcrIcoCrl (passage)	Not Reported	injection;surgical	subcutaneous		No				c3535c43-eb66-52e2-a73a-c09b693e1e7b		9fe23d30-cbdb-591a-b6fc-0d5d9049cf4a
pdx	6949-JMM-0053.pdx	Obelix-2x	NSG, NOD.Cg-Prkdcscid Il2rgtm1Wjl/Sz    (establishment), CB17 SCID CB17/Icr-Prkdcscid/IcrIcoCrl (passage)	Not Reported	injection;surgical	subcutaneous		No				c4ecaa50-82d3-59a1-b391-9b2ec4310cff		ecea3038-bf52-5248-a032-c3194dc360e9
pdx	6949-JMM-0083.pdx	NP031x	NSG, NOD.Cg-Prkdcscid Il2rgtm1Wjl/Sz    (establishment), CB17 SCID CB17/Icr-Prkdcscid/IcrIcoCrl (passage)	Not Reported	injection;surgical	subcutaneous		No				c575a437-6f4b-5525-8a2b-c4129216d138		6003de67-04d6-5ad3-824c-47ee6d470716
pdx	6949-JMM-0070.pdx	LS_Luke-PDX	NSG, NOD.Cg-Prkdcscid Il2rgtm1Wjl/Sz    (establishment), CB17 SCID CB17/Icr-Prkdcscid/IcrIcoCrl (passage)	Not Reported	injection;surgical	subcutaneous		No				c78469ab-6ebc-5561-89ca-f8f3e2da41f9		0df93e70-9922-5977-8ab4-4e52ea3c64c1
pdx	6949-JMM-0052_FP.pdx	NP043x	NSG, NOD.Cg-Prkdcscid Il2rgtm1Wjl/Sz    (establishment), CB17 SCID CB17/Icr-Prkdcscid/IcrIcoCrl (passage)	Not Reported	injection;surgical	subcutaneous		No				c904b70c-e0f9-59bd-a3d2-4691d14932fd		69c8370c-0224-514b-b0a7-32ca23a32064
pdx	6949-JMM-0103.pdx	NP045x	NSG, NOD.Cg-Prkdcscid Il2rgtm1Wjl/Sz    (establishment), CB17 SCID CB17/Icr-Prkdcscid/IcrIcoCrl (passage)	Not Reported	injection;surgical	subcutaneous		No				ca5aec4b-b4f5-5370-b544-00a2361678c2		c70c81ff-a7d7-5763-92bd-668e6e8e0f0a
pdx	6949-JMM-0098.pdx	YDLFx	NSG, NOD.Cg-Prkdcscid Il2rgtm1Wjl/Sz    (establishment), CB17 SCID CB17/Icr-Prkdcscid/IcrIcoCrl (passage)	Not Reported	injection;surgical	subcutaneous		No				ca7b8cc2-1ed8-5184-9628-efd31ad50e28		31e54f15-924e-580e-8655-bf438786ede3
pdx	6949-JMM-0049_FP.pdx	NP037x	NSG, NOD.Cg-Prkdcscid Il2rgtm1Wjl/Sz    (establishment), CB17 SCID CB17/Icr-Prkdcscid/IcrIcoCrl (passage)	Not Reported	injection;surgical	subcutaneous		No				d2588ac2-c6bd-52e6-bf39-f30f878f8b9e		78493fb1-669a-5c3c-a6de-fb524536f193
pdx	6949-JMM-0045_FP.pdx	NP021x_RH07-5x	NSG, NOD.Cg-Prkdcscid Il2rgtm1Wjl/Sz    (establishment), CB17 SCID CB17/Icr-Prkdcscid/IcrIcoCrl (passage)	Not Reported	injection;surgical	subcutaneous		No				d2b5582a-d001-5981-87b5-48778ce537e5		781b13ac-5bc7-542b-a550-04a6a650c3eb
pdx	6949-JMM-0054_2.pdx	Obelix-Rx	NSG, NOD.Cg-Prkdcscid Il2rgtm1Wjl/Sz    (establishment), CB17 SCID CB17/Icr-Prkdcscid/IcrIcoCrl (passage)	Not Reported	injection;surgical	subcutaneous		No				d2fe8fbe-e1bd-5248-bba4-4b581a035ec3		2ea117c3-f122-59ea-a868-9ad2898e2acf
pdx	6949-JMM-0107.pdx	NP049x	NSG, NOD.Cg-Prkdcscid Il2rgtm1Wjl/Sz    (establishment), CB17 SCID CB17/Icr-Prkdcscid/IcrIcoCrl (passage)	Not Reported	injection;surgical	subcutaneous		No				d3ac291a-6c1b-538a-991d-d6df05bcbfa4		954904f3-eac8-5507-80a7-e15be8aaf55c
pdx	6949-JMM-0086.pdx	NP039x	NSG, NOD.Cg-Prkdcscid Il2rgtm1Wjl/Sz    (establishment), CB17 SCID CB17/Icr-Prkdcscid/IcrIcoCrl (passage)	Not Reported	injection;surgical	subcutaneous		No				d626361d-88e4-55d3-b98e-728ec5297090		97e5bf60-4132-52e1-85d6-91134975464f
pdx	6949-JMM-0059_FP.pdx	Adam-Rx_ALK-R-PDX	NSG, NOD.Cg-Prkdcscid Il2rgtm1Wjl/Sz    (establishment), CB17 SCID CB17/Icr-Prkdcscid/IcrIcoCrl (passage)	Not Reported	injection;surgical	subcutaneous		Not Reported				db50662a-0f45-5241-b349-13128648d8b6		8abc2616-550c-5488-959c-392678c08445
pdx	6949-JMM-0053_2.pdx	Obelix-2x	NSG, NOD.Cg-Prkdcscid Il2rgtm1Wjl/Sz    (establishment), CB17 SCID CB17/Icr-Prkdcscid/IcrIcoCrl (passage)	Not Reported	injection;surgical	subcutaneous		No				dc5e2fc0-68c0-52b3-96b8-1b6d554c2f54		dd28d4ad-af7d-553f-9109-e7e742c4f09d
pdx	6949-JMM-0051.pdx	NP040x	NSG, NOD.Cg-Prkdcscid Il2rgtm1Wjl/Sz    (establishment), CB17 SCID CB17/Icr-Prkdcscid/IcrIcoCrl (passage)	Not Reported	injection;surgical	subcutaneous		No				dfc74621-f0bd-566b-b76a-08512a3bfc9c		30d4b3e3-fa05-51e4-af5c-d5f2308978ff
pdx	6949-JMM-0037_FP.pdx	Brooke-PDX	NSG, NOD.Cg-Prkdcscid Il2rgtm1Wjl/Sz    (establishment), CB17 SCID CB17/Icr-Prkdcscid/IcrIcoCrl (passage)	Not Reported	injection;surgical	subcutaneous		No				e0d91c29-4649-5772-949c-e86a3b67c066		48a72351-83ed-5085-8e1f-0a42643b5409
pdx	6949-JMM-0095.pdx	Adam-Rx_ALK-R-PDX	NSG, NOD.Cg-Prkdcscid Il2rgtm1Wjl/Sz    (establishment), CB17 SCID CB17/Icr-Prkdcscid/IcrIcoCrl (passage)	Not Reported	injection;surgical	subcutaneous		Not Reported				e0ecc3fb-3906-5806-b19c-1835378b2ade		8c3252b7-0bd3-592b-962f-c1ad79f019de
pdx	6949-JMM-0055_2.pdx	Obelix-Fx	NSG, NOD.Cg-Prkdcscid Il2rgtm1Wjl/Sz    (establishment), CB17 SCID CB17/Icr-Prkdcscid/IcrIcoCrl (passage)	Not Reported	injection;surgical	subcutaneous		No				e8a2c694-fd1f-5751-a82f-326030de5e09		5250c8ed-9313-5502-92dd-c281f74ff8e9
pdx	6949-JMM-0075.pdx	NP015x	NSG, NOD.Cg-Prkdcscid Il2rgtm1Wjl/Sz    (establishment), CB17 SCID CB17/Icr-Prkdcscid/IcrIcoCrl (passage)	Not Reported	injection;surgical	subcutaneous		No				e8da086a-0b0a-5bab-96c1-bcabf37de428		1c439dc3-5f84-5437-ab14-428737b5b71b
pdx	6949-JMM-0082.pdx	NP030x	NSG, NOD.Cg-Prkdcscid Il2rgtm1Wjl/Sz    (establishment), CB17 SCID CB17/Icr-Prkdcscid/IcrIcoCrl (passage)	Not Reported	injection;surgical	subcutaneous		No				eb20c606-bd49-5c25-b315-b30d0b874d48		b0589c55-a5f2-5be5-a6ad-336b5b4bc6dd
pdx	6949-JMM-0057_FP.pdx	N0619x	NSG, NOD.Cg-Prkdcscid Il2rgtm1Wjl/Sz    (establishment), CB17 SCID CB17/Icr-Prkdcscid/IcrIcoCrl (passage)	Not Reported	injection;surgical	subcutaneous		Not Reported				ef1827ee-e543-5310-88b2-ad3dd3af06ed		20706d10-7b4e-5775-9721-f961e2a7b7da
pdx	6949-JMM-0043.pdx	NP019x_RH07-3x	NSG, NOD.Cg-Prkdcscid Il2rgtm1Wjl/Sz    (establishment), CB17 SCID CB17/Icr-Prkdcscid/IcrIcoCrl (passage)	Not Reported	injection;surgical	subcutaneous		No				f0de49f0-eb3a-5ac0-b5ef-f835093c0069		476dfae2-e178-5eb0-8418-82150842b14f
pdx	6949-JMM-0076.pdx	NP016x	NSG, NOD.Cg-Prkdcscid Il2rgtm1Wjl/Sz    (establishment), CB17 SCID CB17/Icr-Prkdcscid/IcrIcoCrl (passage)	Not Reported	injection;surgical	subcutaneous		No				f3e936c3-bede-502f-8d1d-a057fa826905		508e6e5a-0797-540b-84ca-279bcebec6b2
pdx	6949-JMM-0068_FP.pdx	COG-N-573x	NSG, NOD.Cg-Prkdcscid Il2rgtm1Wjl/Sz    (establishment), CB17 SCID CB17/Icr-Prkdcscid/IcrIcoCrl (passage)	Not Reported	injection;surgical	subcutaneous		Not Reported				f782a9d7-536b-59c3-8c01-ebdb28606857		bb06bcca-2736-596f-a5eb-a0d63f108b3d
pdx	6949-JMM-0105.pdx	COG-N-470x	NSG, NOD.Cg-Prkdcscid Il2rgtm1Wjl/Sz    (establishment), CB17 SCID CB17/Icr-Prkdcscid/IcrIcoCrl (passage)	Not Reported	injection;surgical	subcutaneous		Not Reported				f834991b-a5e5-5a9d-a527-2f4cb650f9af		9eeae6c5-34b5-5dfa-91ca-ace2e13a188b
pdx	6949-JMM-0079.pdx	NP019x_RH07-3x	NSG, NOD.Cg-Prkdcscid Il2rgtm1Wjl/Sz    (establishment), CB17 SCID CB17/Icr-Prkdcscid/IcrIcoCrl (passage)	Not Reported	injection;surgical	subcutaneous		No				f985ccac-b7cf-583c-a1e2-de1a0626c969		de87880d-e02c-5d9c-a04f-c6e233041079
pdx	6949-JMM-0056.pdx	KWK-6062x	NSG, NOD.Cg-Prkdcscid Il2rgtm1Wjl/Sz    (establishment), CB17 SCID CB17/Icr-Prkdcscid/IcrIcoCrl (passage)	Not Reported	injection;surgical	subcutaneous		No				fc2c52d5-bd19-5a39-9478-8d8202c471f0		0ae4ec71-b670-5b6d-86a4-583191001e82
pdx	6949-JMM-0084.pdx	NP036x	NSG, NOD.Cg-Prkdcscid Il2rgtm1Wjl/Sz    (establishment), CB17 SCID CB17/Icr-Prkdcscid/IcrIcoCrl (passage)	Not Reported	injection;surgical	subcutaneous		No				fe9df52c-842a-5d82-b8ef-2f03747bd64e		6aad11f5-acce-5f56-b1ea-0c68997d8a17
pdx	6949-JMM-0039.pdx	NP015x	NSG, NOD.Cg-Prkdcscid Il2rgtm1Wjl/Sz    (establishment), CB17 SCID CB17/Icr-Prkdcscid/IcrIcoCrl (passage)	Not Reported	injection;surgical	subcutaneous		No				ff6c4761-b525-5dc1-90a2-3428e751156e		3e61d0b6-83c1-5e84-8f8e-6cbec9250618
