reference_genome_assembly	library_strategy	library_layout	library_source	library_selection	platform	instrument_model	type	genomic_info_id	file.file_id
Not specified in data	WXS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/7033bac6-03d2-11ef-aa38-e30d22081389	dg.4DFC/7033bac6-03d2-11ef-aa38-e30d22081389
Not specified in data	WXS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/7033dfc4-03d2-11ef-8db9-fb4af17ce32c	dg.4DFC/7033dfc4-03d2-11ef-8db9-fb4af17ce32c
Not specified in data	WXS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/70340418-03d2-11ef-a61e-f3570dcd6cad	dg.4DFC/70340418-03d2-11ef-a61e-f3570dcd6cad
Not specified in data	WXS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/703429a2-03d2-11ef-ad5a-231b9fbd9e98	dg.4DFC/703429a2-03d2-11ef-ad5a-231b9fbd9e98
Not specified in data	WXS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/70344e0a-03d2-11ef-a40b-079552b58426	dg.4DFC/70344e0a-03d2-11ef-a40b-079552b58426
Not specified in data	WXS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/70347286-03d2-11ef-b65a-bf656a0cb2dc	dg.4DFC/70347286-03d2-11ef-b65a-bf656a0cb2dc
Not specified in data	WXS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/703497b6-03d2-11ef-b137-13397af568cb	dg.4DFC/703497b6-03d2-11ef-b137-13397af568cb
Not specified in data	WXS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/7034c010-03d2-11ef-8f6d-875ab3aaff86	dg.4DFC/7034c010-03d2-11ef-8f6d-875ab3aaff86
Not specified in data	WXS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/7034e5fe-03d2-11ef-a03d-d3fa32455ce8	dg.4DFC/7034e5fe-03d2-11ef-a03d-d3fa32455ce8
Not specified in data	WXS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/70350b7e-03d2-11ef-bfe2-e7030856d838	dg.4DFC/70350b7e-03d2-11ef-bfe2-e7030856d838
Not specified in data	WXS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/7035309a-03d2-11ef-b50a-1f516667448a	dg.4DFC/7035309a-03d2-11ef-b50a-1f516667448a
Not specified in data	WXS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/70355818-03d2-11ef-b68e-bbcf2a8d99a9	dg.4DFC/70355818-03d2-11ef-b68e-bbcf2a8d99a9
Not specified in data	WXS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/70357d3e-03d2-11ef-a495-c7fbe29480d7	dg.4DFC/70357d3e-03d2-11ef-a495-c7fbe29480d7
Not specified in data	WXS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/7035a1c4-03d2-11ef-8ec1-1fc3e2571d1c	dg.4DFC/7035a1c4-03d2-11ef-8ec1-1fc3e2571d1c
Not specified in data	WXS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/7035c67c-03d2-11ef-8492-7b3863631bc3	dg.4DFC/7035c67c-03d2-11ef-8492-7b3863631bc3
Not specified in data	WXS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/7035ed0a-03d2-11ef-a6d6-7374f6dd0b03	dg.4DFC/7035ed0a-03d2-11ef-a6d6-7374f6dd0b03
Not specified in data	WXS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/703611ea-03d2-11ef-be2f-33855cd529f9	dg.4DFC/703611ea-03d2-11ef-be2f-33855cd529f9
Not specified in data	WXS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/703636a2-03d2-11ef-90d9-8746eb63970b	dg.4DFC/703636a2-03d2-11ef-90d9-8746eb63970b
Not specified in data	WXS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/703660c8-03d2-11ef-bd46-9fdf3628bc3a	dg.4DFC/703660c8-03d2-11ef-bd46-9fdf3628bc3a
Not specified in data	WXS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/70368742-03d2-11ef-9ea9-3f7605da0d1d	dg.4DFC/70368742-03d2-11ef-9ea9-3f7605da0d1d
Not specified in data	WXS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/7036abbe-03d2-11ef-9497-bf411bcb7d59	dg.4DFC/7036abbe-03d2-11ef-9497-bf411bcb7d59
Not specified in data	WXS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/7036d08a-03d2-11ef-96ef-6b8de82b6bc0	dg.4DFC/7036d08a-03d2-11ef-96ef-6b8de82b6bc0
Not specified in data	WXS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/7036f592-03d2-11ef-8d3a-33456e5a2ce6	dg.4DFC/7036f592-03d2-11ef-8d3a-33456e5a2ce6
Not specified in data	WXS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/70371b58-03d2-11ef-bbb0-b344ed428797	dg.4DFC/70371b58-03d2-11ef-bbb0-b344ed428797
Not specified in data	WXS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/7037406a-03d2-11ef-b81f-d3cd7097eec7	dg.4DFC/7037406a-03d2-11ef-b81f-d3cd7097eec7
Not specified in data	WXS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/703764fa-03d2-11ef-9536-a33d5c900c5e	dg.4DFC/703764fa-03d2-11ef-9536-a33d5c900c5e
Not specified in data	WXS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/70378a3e-03d2-11ef-bcf4-f32ce1832b6d	dg.4DFC/70378a3e-03d2-11ef-bcf4-f32ce1832b6d
Not specified in data	WXS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/7037aef6-03d2-11ef-b288-870d2498b887	dg.4DFC/7037aef6-03d2-11ef-b288-870d2498b887
Not specified in data	WXS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/7037d4f8-03d2-11ef-9a61-ebb225649313	dg.4DFC/7037d4f8-03d2-11ef-9a61-ebb225649313
Not specified in data	WXS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/7037faa0-03d2-11ef-852b-2748b8c96b26	dg.4DFC/7037faa0-03d2-11ef-852b-2748b8c96b26
Not specified in data	WXS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/70381f6c-03d2-11ef-82aa-6f975b97ba22	dg.4DFC/70381f6c-03d2-11ef-82aa-6f975b97ba22
Not specified in data	WXS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/70384690-03d2-11ef-bbe5-9b2945a38cff	dg.4DFC/70384690-03d2-11ef-bbe5-9b2945a38cff
Not specified in data	WXS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/70386e86-03d2-11ef-9a30-8fa363bbcfe8	dg.4DFC/70386e86-03d2-11ef-9a30-8fa363bbcfe8
Not specified in data	WXS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/70389352-03d2-11ef-b439-2f283b546132	dg.4DFC/70389352-03d2-11ef-b439-2f283b546132
Not specified in data	WXS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/7038b828-03d2-11ef-91a5-e7bb56f02d0e	dg.4DFC/7038b828-03d2-11ef-91a5-e7bb56f02d0e
Not specified in data	WXS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/7038ddbc-03d2-11ef-af6e-574ff22f651c	dg.4DFC/7038ddbc-03d2-11ef-af6e-574ff22f651c
Not specified in data	WXS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/703903a0-03d2-11ef-955c-7f57974ef11f	dg.4DFC/703903a0-03d2-11ef-955c-7f57974ef11f
Not specified in data	WXS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/7039283a-03d2-11ef-8aac-0f08225bb5cb	dg.4DFC/7039283a-03d2-11ef-8aac-0f08225bb5cb
Not specified in data	WXS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/70394db0-03d2-11ef-858f-0b8f6615e295	dg.4DFC/70394db0-03d2-11ef-858f-0b8f6615e295
Not specified in data	WXS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/7039738a-03d2-11ef-97fd-7ba842ac70c9	dg.4DFC/7039738a-03d2-11ef-97fd-7ba842ac70c9
Not specified in data	WXS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/70399a0e-03d2-11ef-ad38-1bc8a7bf2c48	dg.4DFC/70399a0e-03d2-11ef-ad38-1bc8a7bf2c48
Not specified in data	WXS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/7039beee-03d2-11ef-a996-d31d65253058	dg.4DFC/7039beee-03d2-11ef-a996-d31d65253058
Not specified in data	WXS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/7039e3ec-03d2-11ef-a9b9-37c613bf75e5	dg.4DFC/7039e3ec-03d2-11ef-a9b9-37c613bf75e5
Not specified in data	WXS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/703a08f4-03d2-11ef-816a-dfa66b473582	dg.4DFC/703a08f4-03d2-11ef-816a-dfa66b473582
Not specified in data	WXS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/703a2e9c-03d2-11ef-8fa5-4b74347a818f	dg.4DFC/703a2e9c-03d2-11ef-8fa5-4b74347a818f
Not specified in data	WXS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/703a537c-03d2-11ef-9c90-0ba85202c08b	dg.4DFC/703a537c-03d2-11ef-9c90-0ba85202c08b
Not specified in data	WXS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/703a7c58-03d2-11ef-8f03-e369654edcf5	dg.4DFC/703a7c58-03d2-11ef-8f03-e369654edcf5
Not specified in data	WXS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/703aa1b0-03d2-11ef-a421-7bf5dbccbf94	dg.4DFC/703aa1b0-03d2-11ef-a421-7bf5dbccbf94
Not specified in data	WXS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/703ac88e-03d2-11ef-98e5-57f2dea47dc4	dg.4DFC/703ac88e-03d2-11ef-98e5-57f2dea47dc4
Not specified in data	WXS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/703aed78-03d2-11ef-8940-9b4937f6e859	dg.4DFC/703aed78-03d2-11ef-8940-9b4937f6e859
Not specified in data	WXS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/703b12c6-03d2-11ef-ad9a-bb4da6086357	dg.4DFC/703b12c6-03d2-11ef-ad9a-bb4da6086357
Not specified in data	WXS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/703b37ce-03d2-11ef-994e-4f9322aa81ba	dg.4DFC/703b37ce-03d2-11ef-994e-4f9322aa81ba
Not specified in data	WXS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/703b5dc6-03d2-11ef-85e8-4723718ee6cb	dg.4DFC/703b5dc6-03d2-11ef-85e8-4723718ee6cb
Not specified in data	WXS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/703b8288-03d2-11ef-8099-e31cad1f7e66	dg.4DFC/703b8288-03d2-11ef-8099-e31cad1f7e66
Not specified in data	WXS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/703ba7ae-03d2-11ef-989b-47e376e05128	dg.4DFC/703ba7ae-03d2-11ef-989b-47e376e05128
Not specified in data	WXS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/703bcce8-03d2-11ef-bb49-676312d0b7ce	dg.4DFC/703bcce8-03d2-11ef-bb49-676312d0b7ce
Not specified in data	WXS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/703bf1a0-03d2-11ef-bfe2-5760bf6c79b5	dg.4DFC/703bf1a0-03d2-11ef-bfe2-5760bf6c79b5
Not specified in data	WXS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/703c196e-03d2-11ef-8476-730aad730b31	dg.4DFC/703c196e-03d2-11ef-8476-730aad730b31
Not specified in data	WXS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/703c3e26-03d2-11ef-be46-bb5fe8775dd8	dg.4DFC/703c3e26-03d2-11ef-be46-bb5fe8775dd8
Not specified in data	WXS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/703c62ac-03d2-11ef-8fb9-a340196739bc	dg.4DFC/703c62ac-03d2-11ef-8fb9-a340196739bc
Not specified in data	WXS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/703c88a4-03d2-11ef-99cf-9be05b83b802	dg.4DFC/703c88a4-03d2-11ef-99cf-9be05b83b802
Not specified in data	WXS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/703caeba-03d2-11ef-bfc8-1fc545b5b986	dg.4DFC/703caeba-03d2-11ef-bfc8-1fc545b5b986
Not specified in data	WXS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/703cd37c-03d2-11ef-adf0-47cc56cccf28	dg.4DFC/703cd37c-03d2-11ef-adf0-47cc56cccf28
Not specified in data	WXS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/703cf802-03d2-11ef-bfd0-e7928a75c005	dg.4DFC/703cf802-03d2-11ef-bfd0-e7928a75c005
Not specified in data	WXS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/703d1cd8-03d2-11ef-ab95-07f2555b459b	dg.4DFC/703d1cd8-03d2-11ef-ab95-07f2555b459b
Not specified in data	WXS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/703d42c6-03d2-11ef-9cb8-939cc45dd40b	dg.4DFC/703d42c6-03d2-11ef-9cb8-939cc45dd40b
Not specified in data	WXS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/703d67b0-03d2-11ef-9ac0-2f42be800f21	dg.4DFC/703d67b0-03d2-11ef-9ac0-2f42be800f21
Not specified in data	WXS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/703d8c22-03d2-11ef-8dec-5738169f4f3e	dg.4DFC/703d8c22-03d2-11ef-8dec-5738169f4f3e
Not specified in data	WXS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/703db152-03d2-11ef-8409-9388c478bc34	dg.4DFC/703db152-03d2-11ef-8409-9388c478bc34
Not specified in data	WXS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/703dd650-03d2-11ef-a17f-bbf6ce00a593	dg.4DFC/703dd650-03d2-11ef-a17f-bbf6ce00a593
Not specified in data	WXS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/703dfb62-03d2-11ef-b38f-3b33f5e12182	dg.4DFC/703dfb62-03d2-11ef-b38f-3b33f5e12182
Not specified in data	WXS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/703e2088-03d2-11ef-8655-3ff3f03f95f3	dg.4DFC/703e2088-03d2-11ef-8655-3ff3f03f95f3
Not specified in data	WXS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/703e4590-03d2-11ef-bdfa-939b0fb88e99	dg.4DFC/703e4590-03d2-11ef-bdfa-939b0fb88e99
Not specified in data	WXS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/703e6b56-03d2-11ef-a644-8b8e07d583c3	dg.4DFC/703e6b56-03d2-11ef-a644-8b8e07d583c3
Not specified in data	WXS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/703e907c-03d2-11ef-96bc-533af2992ed4	dg.4DFC/703e907c-03d2-11ef-96bc-533af2992ed4
Not specified in data	WXS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/703eb5ca-03d2-11ef-a8d4-b3689a8070c9	dg.4DFC/703eb5ca-03d2-11ef-a8d4-b3689a8070c9
Not specified in data	WXS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/703edae6-03d2-11ef-a62f-1ba411a18a8a	dg.4DFC/703edae6-03d2-11ef-a62f-1ba411a18a8a
Not specified in data	WXS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/703f0016-03d2-11ef-ac9f-ef7690050953	dg.4DFC/703f0016-03d2-11ef-ac9f-ef7690050953
Not specified in data	WXS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/703f25a0-03d2-11ef-9c26-2b32e6005995	dg.4DFC/703f25a0-03d2-11ef-9c26-2b32e6005995
Not specified in data	WXS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/703f4a3a-03d2-11ef-a6ca-2fe7cdbe10ec	dg.4DFC/703f4a3a-03d2-11ef-a6ca-2fe7cdbe10ec
Not specified in data	WXS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/703f6fe2-03d2-11ef-8d23-eb37074e13c7	dg.4DFC/703f6fe2-03d2-11ef-8d23-eb37074e13c7
Not specified in data	WXS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/703f959e-03d2-11ef-8674-977f751bb76d	dg.4DFC/703f959e-03d2-11ef-8674-977f751bb76d
Not specified in data	WXS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/703fc064-03d2-11ef-9f53-3bd4569f16f9	dg.4DFC/703fc064-03d2-11ef-9f53-3bd4569f16f9
Not specified in data	WXS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/703fe4ea-03d2-11ef-9cce-a3f2a2bf3486	dg.4DFC/703fe4ea-03d2-11ef-9cce-a3f2a2bf3486
Not specified in data	WXS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/70400998-03d2-11ef-84d0-a3ca2781d6df	dg.4DFC/70400998-03d2-11ef-84d0-a3ca2781d6df
Not specified in data	WXS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/70402ea0-03d2-11ef-a368-e30203ab4f8c	dg.4DFC/70402ea0-03d2-11ef-a368-e30203ab4f8c
Not specified in data	WXS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/704054e8-03d2-11ef-960e-f7c46f650441	dg.4DFC/704054e8-03d2-11ef-960e-f7c46f650441
Not specified in data	WXS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/704079d2-03d2-11ef-b904-935817dc8c73	dg.4DFC/704079d2-03d2-11ef-b904-935817dc8c73
Not specified in data	WXS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/70409e6c-03d2-11ef-9124-239a0c03c793	dg.4DFC/70409e6c-03d2-11ef-9124-239a0c03c793
Not specified in data	WXS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/7040c324-03d2-11ef-b057-97e56ef12563	dg.4DFC/7040c324-03d2-11ef-b057-97e56ef12563
Not specified in data	WXS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/7040e994-03d2-11ef-b96e-ebba4598edec	dg.4DFC/7040e994-03d2-11ef-b96e-ebba4598edec
Not specified in data	WXS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/70410dfc-03d2-11ef-9935-d337dd05cb42	dg.4DFC/70410dfc-03d2-11ef-9935-d337dd05cb42
Not specified in data	WXS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/704132dc-03d2-11ef-af52-772cfbfb0c54	dg.4DFC/704132dc-03d2-11ef-af52-772cfbfb0c54
Not specified in data	WXS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/7041579e-03d2-11ef-a6fd-5398fae7fefd	dg.4DFC/7041579e-03d2-11ef-a6fd-5398fae7fefd
Not specified in data	WXS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/70417e9a-03d2-11ef-932e-5763cfcd0b7c	dg.4DFC/70417e9a-03d2-11ef-932e-5763cfcd0b7c
Not specified in data	WXS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/7041a316-03d2-11ef-a9a4-8792f07944bc	dg.4DFC/7041a316-03d2-11ef-a9a4-8792f07944bc
Not specified in data	WXS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/7041c79c-03d2-11ef-8d5b-2303788a17f2	dg.4DFC/7041c79c-03d2-11ef-8d5b-2303788a17f2
Not specified in data	WXS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/7041ec5e-03d2-11ef-a031-bb8f9c7e888a	dg.4DFC/7041ec5e-03d2-11ef-a031-bb8f9c7e888a
Not specified in data	WXS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/7042165c-03d2-11ef-ab76-f7003db8382e	dg.4DFC/7042165c-03d2-11ef-ab76-f7003db8382e
Not specified in data	WXS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/70423b1e-03d2-11ef-be18-6b80cdbd8066	dg.4DFC/70423b1e-03d2-11ef-be18-6b80cdbd8066
Not specified in data	WXS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/70425fea-03d2-11ef-b8d4-bf07a0165592	dg.4DFC/70425fea-03d2-11ef-b8d4-bf07a0165592
Not specified in data	WXS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/70428484-03d2-11ef-9935-afa671cb71bd	dg.4DFC/70428484-03d2-11ef-9935-afa671cb71bd
Not specified in data	WXS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/7042af72-03d2-11ef-9647-3bf4cf717f59	dg.4DFC/7042af72-03d2-11ef-9647-3bf4cf717f59
Not specified in data	WXS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/7042d466-03d2-11ef-959b-7b20063a90dd	dg.4DFC/7042d466-03d2-11ef-959b-7b20063a90dd
Not specified in data	WXS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/7042f93c-03d2-11ef-8ff8-172f385bc300	dg.4DFC/7042f93c-03d2-11ef-8ff8-172f385bc300
Not specified in data	WXS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/70431dd6-03d2-11ef-a230-cf285b7e779f	dg.4DFC/70431dd6-03d2-11ef-a230-cf285b7e779f
Not specified in data	WXS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/704342fc-03d2-11ef-baf3-ff609d73c304	dg.4DFC/704342fc-03d2-11ef-baf3-ff609d73c304
Not specified in data	WXS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/70436a16-03d2-11ef-aced-0783b477d7c8	dg.4DFC/70436a16-03d2-11ef-aced-0783b477d7c8
Not specified in data	WXS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/70438e92-03d2-11ef-9f4e-4f5feba64c65	dg.4DFC/70438e92-03d2-11ef-9f4e-4f5feba64c65
Not specified in data	WXS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/7043b43a-03d2-11ef-aed0-8f11e7bd1c8a	dg.4DFC/7043b43a-03d2-11ef-aed0-8f11e7bd1c8a
Not specified in data	WXS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/7043d960-03d2-11ef-a613-e7707283e5dc	dg.4DFC/7043d960-03d2-11ef-a613-e7707283e5dc
Not specified in data	WXS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/704400ca-03d2-11ef-9167-b3cdbc14cfa1	dg.4DFC/704400ca-03d2-11ef-9167-b3cdbc14cfa1
Not specified in data	WXS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/704425fa-03d2-11ef-9b5f-7f6828744b19	dg.4DFC/704425fa-03d2-11ef-9b5f-7f6828744b19
Not specified in data	WXS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/70444b02-03d2-11ef-8ae2-07448479567d	dg.4DFC/70444b02-03d2-11ef-8ae2-07448479567d
Not specified in data	WXS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/70446f92-03d2-11ef-9ba7-37b19902a17f	dg.4DFC/70446f92-03d2-11ef-9ba7-37b19902a17f
Not specified in data	WXS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/70449648-03d2-11ef-b677-13d519f6b32a	dg.4DFC/70449648-03d2-11ef-b677-13d519f6b32a
Not specified in data	WXS	Paired-End	Genomic	Random	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/7044bab0-03d2-11ef-b446-638d2f9c430f	dg.4DFC/7044bab0-03d2-11ef-b446-638d2f9c430f
