id	sample.id	UMI_barcode_offset	UMI_barcode_read	UMI_barcode_size	acl	authz	avg_read_length	cDNA_read	cDNA_read_offset	cDNA_read_size	cell_barcode_offset	cell_barcode_read	cell_barcode_size	checksum_algorithm	checksum_value	coverage	custom_assembly_fasta_file_for_alignment	dcf_indexd_guid	design_description	dissociation_method	end_bias	file_access	file_description	file_mapping_level	file_name	file_size	file_type	file_url	instrument_model	library_construction_method	library_id	library_layout	library_selection	library_source_material	library_source_molecule	library_strand	library_strategy	md5sum	number_of_bp	number_of_reads	platform	protocols_link	reference_genome_assembly	reverse_transcription_primer	sequence_alignment_software	sequencing_file_id	single_cell_entity	spike_in	study	total_number_of_input_cells	updated	type
phs002504::UPN0585_HM0806_Dx_na_PG_R1_001.fastq.gz	phs002504::HM0806				['phs002504']	['/programs/phs002504']												dg.4DFC/6973af88-427f-49a9-87af-6e4a84d1d462	DNA samples were sequenced using a custom amplicon-based targeted sequencing approach.			Controlled	PCR AMPLICON	Sample	UPN0585_HM0806_Dx_na_PG_R1_001.fastq.gz	66372731	fastq	s3://cds-256-phs002504-sequencefiles-p30-fy20/UPN0585_HM0806_Dx_na_PG_R1_001.fastq.gz	Illumina MiSeq		HM0806.Amplicon	Paired end	PCR	Not Reported	Genomic		AMPLICON	3be40bdf2e848cb8447104ad8e5334a9	150		Illumina					UPN0585_HM0806_Dx_na_PG_R1_001.fastq.gz			phs002504			sequencing_file
phs002504::UPN0585_HM0806_Dx_na_PG_R2_001.fastq.gz	phs002504::HM0806				['phs002504']	['/programs/phs002504']												dg.4DFC/0d6f11dc-2e92-4ce9-99a1-ce703e123dcd	DNA samples were sequenced using a custom amplicon-based targeted sequencing approach.			Controlled	PCR AMPLICON	Sample	UPN0585_HM0806_Dx_na_PG_R2_001.fastq.gz	67322559	fastq	s3://cds-256-phs002504-sequencefiles-p30-fy20/UPN0585_HM0806_Dx_na_PG_R2_001.fastq.gz	Illumina MiSeq		HM0806.Amplicon	Paired end	PCR	Not Reported	Genomic		AMPLICON	f2b1b01f7113e92e0a63b496c5385cc4	150		Illumina					UPN0585_HM0806_Dx_na_PG_R2_001.fastq.gz			phs002504			sequencing_file
phs002504::UPN0647_HM0896_Dx_na_PG_R1_001.fastq.gz	phs002504::HM0896				['phs002504']	['/programs/phs002504']												dg.4DFC/20b668d0-d811-4f7a-a206-1d337b30ac0c	DNA samples were sequenced using a custom amplicon-based targeted sequencing approach. Libraries were prepared (Paragon Genomics) with a custom amplicon panel targeting 25 genes that are recurrently mutated in JMML (Supporting Information Table S1). The quality of the libraries was assessed on a Bioanalyzer (Agilent). Samples were then sequenced on a MiSeq platform (Illumina) at 760X mean coverage. :: PMID: 31347788			Controlled	PCR AMPLICON	Sample	UPN0647_HM0896_Dx_na_PG_R1_001.fastq.gz	9015840	fastq	s3://cds-256-phs002504-sequencefiles-p30-fy20/UPN0647_HM0896_Dx_na_PG_R1_001.fastq.gz	Illumina MiSeq		HM0896.Amplicon	Paired end	PCR	Not Reported	Genomic		AMPLICON	c9ac1b2553198317b21c0cdf2087616a	150		Illumina					UPN0647_HM0896_Dx_na_PG_R1_001.fastq.gz			phs002504			sequencing_file
phs002504::UPN0647_HM0896_Dx_na_PG_R2_001.fastq.gz	phs002504::HM0896				['phs002504']	['/programs/phs002504']												dg.4DFC/6600caf5-68be-46e7-9734-8c8627cf16ae	DNA samples were sequenced using a custom amplicon-based targeted sequencing approach. Libraries were prepared (Paragon Genomics) with a custom amplicon panel targeting 25 genes that are recurrently mutated in JMML (Supporting Information Table S1). The quality of the libraries was assessed on a Bioanalyzer (Agilent). Samples were then sequenced on a MiSeq platform (Illumina) at 760X mean coverage. :: PMID: 31347788			Controlled	PCR AMPLICON	Sample	UPN0647_HM0896_Dx_na_PG_R2_001.fastq.gz	9199921	fastq	s3://cds-256-phs002504-sequencefiles-p30-fy20/UPN0647_HM0896_Dx_na_PG_R2_001.fastq.gz	Illumina MiSeq		HM0896.Amplicon	Paired end	PCR	Not Reported	Genomic		AMPLICON	7be2ce902be633879e28d7e7e131b193	150		Illumina					UPN0647_HM0896_Dx_na_PG_R2_001.fastq.gz			phs002504			sequencing_file
phs002504::UPN0647_HM1026_preTx_na_PG_R1_001.fastq.gz	phs002504::HM1026				['phs002504']	['/programs/phs002504']												dg.4DFC/40804b6c-fbf4-42cb-a34c-d5831568e5ce	DNA samples were sequenced using a custom amplicon-based targeted sequencing approach. Libraries were prepared (Paragon Genomics) with a custom amplicon panel targeting 25 genes that are recurrently mutated in JMML (Supporting Information Table S1). The quality of the libraries was assessed on a Bioanalyzer (Agilent). Samples were then sequenced on a MiSeq platform (Illumina) at 760X mean coverage. :: PMID: 31347788			Controlled	PCR AMPLICON	Sample	UPN0647_HM1026_preTx_na_PG_R1_001.fastq.gz	11042310	fastq	s3://cds-256-phs002504-sequencefiles-p30-fy20/UPN0647_HM1026_preTx_na_PG_R1_001.fastq.gz	Illumina MiSeq		HM1026.Amplicon	Paired end	PCR	Not Reported	Genomic		AMPLICON	918322a2e8dd6a5a41480220b388074a	150		Illumina					UPN0647_HM1026_preTx_na_PG_R1_001.fastq.gz			phs002504			sequencing_file
phs002504::UPN0647_HM1026_preTx_na_PG_R2_001.fastq.gz	phs002504::HM1026				['phs002504']	['/programs/phs002504']												dg.4DFC/3a9be69d-7345-430b-ad11-8e966df7b366	DNA samples were sequenced using a custom amplicon-based targeted sequencing approach. Libraries were prepared (Paragon Genomics) with a custom amplicon panel targeting 25 genes that are recurrently mutated in JMML (Supporting Information Table S1). The quality of the libraries was assessed on a Bioanalyzer (Agilent). Samples were then sequenced on a MiSeq platform (Illumina) at 760X mean coverage. :: PMID: 31347788			Controlled	PCR AMPLICON	Sample	UPN0647_HM1026_preTx_na_PG_R2_001.fastq.gz	11431767	fastq	s3://cds-256-phs002504-sequencefiles-p30-fy20/UPN0647_HM1026_preTx_na_PG_R2_001.fastq.gz	Illumina MiSeq		HM1026.Amplicon	Paired end	PCR	Not Reported	Genomic		AMPLICON	592977a02045db0d7c7c96a650761798	150		Illumina					UPN0647_HM1026_preTx_na_PG_R2_001.fastq.gz			phs002504			sequencing_file
phs002504::UPN0830_HM1158_Dx_na_PG_R1_001.fastq.gz	phs002504::HM1158				['phs002504']	['/programs/phs002504']												dg.4DFC/a9141e13-d526-4b22-ad68-53f255a25bc2	DNA samples were sequenced using a custom amplicon-based targeted sequencing approach. Libraries were prepared (Paragon Genomics) with a custom amplicon panel targeting 25 genes that are recurrently mutated in JMML (Supporting Information Table S1). The quality of the libraries was assessed on a Bioanalyzer (Agilent). Samples were then sequenced on a MiSeq platform (Illumina) at 760X mean coverage. :: PMID: 31347788			Controlled	PCR AMPLICON	Sample	UPN0830_HM1158_Dx_na_PG_R1_001.fastq.gz	6209435	fastq	s3://cds-256-phs002504-sequencefiles-p30-fy20/UPN0830_HM1158_Dx_na_PG_R1_001.fastq.gz	Illumina MiSeq		HM1158.Amplicon	Paired end	PCR	Not Reported	Genomic		AMPLICON	ec5f5e8322c7261871e81f0a3c5a794c	150		Illumina					UPN0830_HM1158_Dx_na_PG_R1_001.fastq.gz			phs002504			sequencing_file
phs002504::UPN0830_HM1158_Dx_na_PG_R2_001.fastq.gz	phs002504::HM1158				['phs002504']	['/programs/phs002504']												dg.4DFC/d773660c-e92c-4d73-9855-fdee7cb5e203	DNA samples were sequenced using a custom amplicon-based targeted sequencing approach. Libraries were prepared (Paragon Genomics) with a custom amplicon panel targeting 25 genes that are recurrently mutated in JMML (Supporting Information Table S1). The quality of the libraries was assessed on a Bioanalyzer (Agilent). Samples were then sequenced on a MiSeq platform (Illumina) at 760X mean coverage. :: PMID: 31347788			Controlled	PCR AMPLICON	Sample	UPN0830_HM1158_Dx_na_PG_R2_001.fastq.gz	6417124	fastq	s3://cds-256-phs002504-sequencefiles-p30-fy20/UPN0830_HM1158_Dx_na_PG_R2_001.fastq.gz	Illumina MiSeq		HM1158.Amplicon	Paired end	PCR	Not Reported	Genomic		AMPLICON	cfb0bc087997fe22c43d6ecfd55250fb	150		Illumina					UPN0830_HM1158_Dx_na_PG_R2_001.fastq.gz			phs002504			sequencing_file
phs002504::UPN0830_HM1228_preTx_na_PG_R1_001.fastq.gz	phs002504::HM1228				['phs002504']	['/programs/phs002504']												dg.4DFC/5fad4b6c-0128-4938-b33e-0b8a0698b9ed	DNA samples were sequenced using a custom amplicon-based targeted sequencing approach. Libraries were prepared (Paragon Genomics) with a custom amplicon panel targeting 25 genes that are recurrently mutated in JMML (Supporting Information Table S1). The quality of the libraries was assessed on a Bioanalyzer (Agilent). Samples were then sequenced on a MiSeq platform (Illumina) at 760X mean coverage. :: PMID: 31347788			Controlled	PCR AMPLICON	Sample	UPN0830_HM1228_preTx_na_PG_R1_001.fastq.gz	5926184	fastq	s3://cds-256-phs002504-sequencefiles-p30-fy20/UPN0830_HM1228_preTx_na_PG_R1_001.fastq.gz	Illumina MiSeq		HM1228.Amplicon	Paired end	PCR	Not Reported	Genomic		AMPLICON	15f59ac2eb548f38ab0122d00301d745	150		Illumina					UPN0830_HM1228_preTx_na_PG_R1_001.fastq.gz			phs002504			sequencing_file
phs002504::UPN0830_HM1228_preTx_na_PG_R2_001.fastq.gz	phs002504::HM1228				['phs002504']	['/programs/phs002504']												dg.4DFC/262ae2a1-3329-423e-99e6-a6ae626d15d2	DNA samples were sequenced using a custom amplicon-based targeted sequencing approach. Libraries were prepared (Paragon Genomics) with a custom amplicon panel targeting 25 genes that are recurrently mutated in JMML (Supporting Information Table S1). The quality of the libraries was assessed on a Bioanalyzer (Agilent). Samples were then sequenced on a MiSeq platform (Illumina) at 760X mean coverage. :: PMID: 31347788			Controlled	PCR AMPLICON	Sample	UPN0830_HM1228_preTx_na_PG_R2_001.fastq.gz	5977687	fastq	s3://cds-256-phs002504-sequencefiles-p30-fy20/UPN0830_HM1228_preTx_na_PG_R2_001.fastq.gz	Illumina MiSeq		HM1228.Amplicon	Paired end	PCR	Not Reported	Genomic		AMPLICON	446bf2cb63e61362e63aed2f660c2cc0	150		Illumina					UPN0830_HM1228_preTx_na_PG_R2_001.fastq.gz			phs002504			sequencing_file
phs002504::UPN0868_6LU3890_guth_na_Mseq_R1_001.fastq.gz	phs002504::6LU3890				['phs002504']	['/programs/phs002504']												dg.4DFC/29a82954-4d1e-4719-8b0b-43f1868eccaa	DNA samples were sequenced using a custom amplicon-based targeted sequencing approach. Libraries were prepared (Paragon Genomics, Hayward, CA) using 20ng (for Guthrie cards) or 10ng (for diagnosis samples) of genomic DNA per primer pool targeting 26 genes in total that are recurrently mutated in JMML (Supplemental Table 1). Libraries were assessed by Bioanalyzer (Agilent, Santa Clara, CA) and sequenced on a HiSeq 4000 (Illumina, San Diego, CA). FASTQ reads were trimmed with fastp to remove amplicon primer sequences and adapters then aligned using BWA5,. Variants called with VarScan23. Total mean and median coverage per alteration site examined in BAM files was 39,500× and 38,000x respectively. Minimum depth of ≥ 100 reads and ≥ 10 alternate reads were required to call alterations. Mean and median unique reads per mutation was 6,600x and 6,400x respectively.  :: PMID: 34183765			Controlled		Sample	UPN0868_6LU3890_guth_na_Mseq_R1_001.fastq.gz	2050699264	fastq	s3://cds-256-phs002504-sequencefiles-p30-fy20/UPN0868_6LU3890_guth_na_Mseq_R1_001.fastq.gz	Illumina NovaSeq 6000		6LU3890.Bisulfite-Seq	Paired end	Hybrid Selection	Not Reported	Genomic		Bisulfite-Seq	14a4b206c17d2e37f5174c633a23b6b4	150		Illumina					UPN0868_6LU3890_guth_na_Mseq_R1_001.fastq.gz			phs002504			sequencing_file
phs002504::UPN0868_6LU3890_guth_na_Mseq_R2_001.fastq.gz	phs002504::6LU3890				['phs002504']	['/programs/phs002504']												dg.4DFC/592f447a-ba68-405b-9a47-388095854dc9	DNA samples were sequenced using a custom amplicon-based targeted sequencing approach. Libraries were prepared (Paragon Genomics, Hayward, CA) using 20ng (for Guthrie cards) or 10ng (for diagnosis samples) of genomic DNA per primer pool targeting 26 genes in total that are recurrently mutated in JMML (Supplemental Table 1). Libraries were assessed by Bioanalyzer (Agilent, Santa Clara, CA) and sequenced on a HiSeq 4000 (Illumina, San Diego, CA). FASTQ reads were trimmed with fastp to remove amplicon primer sequences and adapters then aligned using BWA5,. Variants called with VarScan23. Total mean and median coverage per alteration site examined in BAM files was 39,500× and 38,000x respectively. Minimum depth of ≥ 100 reads and ≥ 10 alternate reads were required to call alterations. Mean and median unique reads per mutation was 6,600x and 6,400x respectively.  :: PMID: 34183765			Controlled		Sample	UPN0868_6LU3890_guth_na_Mseq_R2_001.fastq.gz	2061822829	fastq	s3://cds-256-phs002504-sequencefiles-p30-fy20/UPN0868_6LU3890_guth_na_Mseq_R2_001.fastq.gz	Illumina NovaSeq 6000		6LU3890.Bisulfite-Seq	Paired end	Hybrid Selection	Not Reported	Genomic		Bisulfite-Seq	4fca3dedaa15696be8baf3b305acf7eb	150		Illumina					UPN0868_6LU3890_guth_na_Mseq_R2_001.fastq.gz			phs002504			sequencing_file
phs002504::UPN0868_6LU3890_guth_na_PG_R1_001.fastq.gz	phs002504::6LU3890				['phs002504']	['/programs/phs002504']												dg.4DFC/ffe44980-5841-4a75-8ade-72558a2fed33	DNA samples were sequenced using a custom amplicon-based targeted sequencing approach. Libraries were prepared (Paragon Genomics, Hayward, CA) using 20ng (for Guthrie cards) or 10ng (for diagnosis samples) of genomic DNA per primer pool targeting 26 genes in total that are recurrently mutated in JMML (Supplemental Table 1). Libraries were assessed by Bioanalyzer (Agilent, Santa Clara, CA) and sequenced on a HiSeq 4000 (Illumina, San Diego, CA). FASTQ reads were trimmed with fastp to remove amplicon primer sequences and adapters then aligned using BWA5,. Variants called with VarScan23. Total mean and median coverage per alteration site examined in BAM files was 39,500× and 38,000x respectively. Minimum depth of ≥ 100 reads and ≥ 10 alternate reads were required to call alterations. Mean and median unique reads per mutation was 6,600x and 6,400x respectively.  :: PMID: 34183765			Controlled	PCR AMPLICON	Sample	UPN0868_6LU3890_guth_na_PG_R1_001.fastq.gz	627608667	fastq	s3://cds-256-phs002504-sequencefiles-p30-fy20/UPN0868_6LU3890_guth_na_PG_R1_001.fastq.gz	Illumina MiSeq		6LU3890.Amplicon	Paired end	PCR	Not Reported	Genomic		AMPLICON	02c38b1f5e308006d632a889c3c3e6ba	150		Illumina					UPN0868_6LU3890_guth_na_PG_R1_001.fastq.gz			phs002504			sequencing_file
phs002504::UPN0868_6LU3890_guth_na_PG_R2_001.fastq.gz	phs002504::6LU3890				['phs002504']	['/programs/phs002504']												dg.4DFC/98757264-b1a3-4e1e-87c2-7dfd7ece3d20	DNA samples were sequenced using a custom amplicon-based targeted sequencing approach. Libraries were prepared (Paragon Genomics, Hayward, CA) using 20ng (for Guthrie cards) or 10ng (for diagnosis samples) of genomic DNA per primer pool targeting 26 genes in total that are recurrently mutated in JMML (Supplemental Table 1). Libraries were assessed by Bioanalyzer (Agilent, Santa Clara, CA) and sequenced on a HiSeq 4000 (Illumina, San Diego, CA). FASTQ reads were trimmed with fastp to remove amplicon primer sequences and adapters then aligned using BWA5,. Variants called with VarScan23. Total mean and median coverage per alteration site examined in BAM files was 39,500× and 38,000x respectively. Minimum depth of ≥ 100 reads and ≥ 10 alternate reads were required to call alterations. Mean and median unique reads per mutation was 6,600x and 6,400x respectively.  :: PMID: 34183765			Controlled	PCR AMPLICON	Sample	UPN0868_6LU3890_guth_na_PG_R2_001.fastq.gz	739803540	fastq	s3://cds-256-phs002504-sequencefiles-p30-fy20/UPN0868_6LU3890_guth_na_PG_R2_001.fastq.gz	Illumina MiSeq		6LU3890.Amplicon	Paired end	PCR	Not Reported	Genomic		AMPLICON	1223fc54421c217fb061fc4d88941bd5	150		Illumina					UPN0868_6LU3890_guth_na_PG_R2_001.fastq.gz			phs002504			sequencing_file
phs002504::UPN0868_HM1224_preTx_na_PG_R1_001.fastq.gz	phs002504::HM1224				['phs002504']	['/programs/phs002504']												dg.4DFC/442f8f02-8a4a-4cab-9d91-5771329dde77	DNA samples were sequenced using a custom amplicon-based targeted sequencing approach. Libraries were prepared (Paragon Genomics) with a custom amplicon panel targeting 25 genes that are recurrently mutated in JMML (Supporting Information Table S1). The quality of the libraries was assessed on a Bioanalyzer (Agilent). Samples were then sequenced on a MiSeq platform (Illumina) at 760X mean coverage. :: PMID: 31347788			Controlled	PCR AMPLICON	Sample	UPN0868_HM1224_preTx_na_PG_R1_001.fastq.gz	6093353	fastq	s3://cds-256-phs002504-sequencefiles-p30-fy20/UPN0868_HM1224_preTx_na_PG_R1_001.fastq.gz	Illumina MiSeq		HM1224.Amplicon	Paired end	PCR	Not Reported	Genomic		AMPLICON	403175f6cc0c3d1a6b05940d75c41602	150		Illumina					UPN0868_HM1224_preTx_na_PG_R1_001.fastq.gz			phs002504			sequencing_file
phs002504::UPN0868_HM1224_preTx_na_PG_R2_001.fastq.gz	phs002504::HM1224				['phs002504']	['/programs/phs002504']												dg.4DFC/3dc9ceb1-4e67-44ec-8331-1df5282cadbf	DNA samples were sequenced using a custom amplicon-based targeted sequencing approach. Libraries were prepared (Paragon Genomics) with a custom amplicon panel targeting 25 genes that are recurrently mutated in JMML (Supporting Information Table S1). The quality of the libraries was assessed on a Bioanalyzer (Agilent). Samples were then sequenced on a MiSeq platform (Illumina) at 760X mean coverage. :: PMID: 31347788			Controlled	PCR AMPLICON	Sample	UPN0868_HM1224_preTx_na_PG_R2_001.fastq.gz	6218077	fastq	s3://cds-256-phs002504-sequencefiles-p30-fy20/UPN0868_HM1224_preTx_na_PG_R2_001.fastq.gz	Illumina MiSeq		HM1224.Amplicon	Paired end	PCR	Not Reported	Genomic		AMPLICON	3a61d231e6ae606823110d9dd8a7bcfb	150		Illumina					UPN0868_HM1224_preTx_na_PG_R2_001.fastq.gz			phs002504			sequencing_file
phs002504::UPN0906_6LU9887_guth_na_Mseq_R1_001.fastq.gz	phs002504::6LU9887				['phs002504']	['/programs/phs002504']												dg.4DFC/bec9aefd-57ae-447d-937a-280148947cce	DNA samples were sequenced using a custom amplicon-based targeted sequencing approach. Libraries were prepared (Paragon Genomics, Hayward, CA) using 20ng (for Guthrie cards) or 10ng (for diagnosis samples) of genomic DNA per primer pool targeting 26 genes in total that are recurrently mutated in JMML (Supplemental Table 1). Libraries were assessed by Bioanalyzer (Agilent, Santa Clara, CA) and sequenced on a HiSeq 4000 (Illumina, San Diego, CA). FASTQ reads were trimmed with fastp to remove amplicon primer sequences and adapters then aligned using BWA5,. Variants called with VarScan23. Total mean and median coverage per alteration site examined in BAM files was 39,500× and 38,000x respectively. Minimum depth of ≥ 100 reads and ≥ 10 alternate reads were required to call alterations. Mean and median unique reads per mutation was 6,600x and 6,400x respectively.  :: PMID: 34183765			Controlled		Sample	UPN0906_6LU9887_guth_na_Mseq_R1_001.fastq.gz	2385884522	fastq	s3://cds-256-phs002504-sequencefiles-p30-fy20/UPN0906_6LU9887_guth_na_Mseq_R1_001.fastq.gz	Illumina NovaSeq 6000		6LU9887.Bisulfite-Seq	Paired end	Hybrid Selection	Not Reported	Genomic		Bisulfite-Seq	4ae54558b712b73cb5565aeb8befa438	150		Illumina					UPN0906_6LU9887_guth_na_Mseq_R1_001.fastq.gz			phs002504			sequencing_file
phs002504::UPN0906_6LU9887_guth_na_Mseq_R2_001.fastq.gz	phs002504::6LU9887				['phs002504']	['/programs/phs002504']												dg.4DFC/52e762f1-4872-42d7-8214-3d4c85563ade	DNA samples were sequenced using a custom amplicon-based targeted sequencing approach. Libraries were prepared (Paragon Genomics, Hayward, CA) using 20ng (for Guthrie cards) or 10ng (for diagnosis samples) of genomic DNA per primer pool targeting 26 genes in total that are recurrently mutated in JMML (Supplemental Table 1). Libraries were assessed by Bioanalyzer (Agilent, Santa Clara, CA) and sequenced on a HiSeq 4000 (Illumina, San Diego, CA). FASTQ reads were trimmed with fastp to remove amplicon primer sequences and adapters then aligned using BWA5,. Variants called with VarScan23. Total mean and median coverage per alteration site examined in BAM files was 39,500× and 38,000x respectively. Minimum depth of ≥ 100 reads and ≥ 10 alternate reads were required to call alterations. Mean and median unique reads per mutation was 6,600x and 6,400x respectively.  :: PMID: 34183765			Controlled		Sample	UPN0906_6LU9887_guth_na_Mseq_R2_001.fastq.gz	2424681006	fastq	s3://cds-256-phs002504-sequencefiles-p30-fy20/UPN0906_6LU9887_guth_na_Mseq_R2_001.fastq.gz	Illumina NovaSeq 6000		6LU9887.Bisulfite-Seq	Paired end	Hybrid Selection	Not Reported	Genomic		Bisulfite-Seq	7e68bd21a3657fbf321d89cb9b27de8f	150		Illumina					UPN0906_6LU9887_guth_na_Mseq_R2_001.fastq.gz			phs002504			sequencing_file
phs002504::UPN0906_6LU9887_guth_na_PG_R1_001.fastq.gz	phs002504::6LU9887				['phs002504']	['/programs/phs002504']												dg.4DFC/b3c69687-ee2a-412c-8a92-da9d9d701d76	DNA samples were sequenced using a custom amplicon-based targeted sequencing approach. Libraries were prepared (Paragon Genomics, Hayward, CA) using 20ng (for Guthrie cards) or 10ng (for diagnosis samples) of genomic DNA per primer pool targeting 26 genes in total that are recurrently mutated in JMML (Supplemental Table 1). Libraries were assessed by Bioanalyzer (Agilent, Santa Clara, CA) and sequenced on a HiSeq 4000 (Illumina, San Diego, CA). FASTQ reads were trimmed with fastp to remove amplicon primer sequences and adapters then aligned using BWA5,. Variants called with VarScan23. Total mean and median coverage per alteration site examined in BAM files was 39,500× and 38,000x respectively. Minimum depth of ≥ 100 reads and ≥ 10 alternate reads were required to call alterations. Mean and median unique reads per mutation was 6,600x and 6,400x respectively.  :: PMID: 34183765			Controlled	PCR AMPLICON	Sample	UPN0906_6LU9887_guth_na_PG_R1_001.fastq.gz	575145766	fastq	s3://cds-256-phs002504-sequencefiles-p30-fy20/UPN0906_6LU9887_guth_na_PG_R1_001.fastq.gz	Illumina MiSeq		6LU9887.Amplicon	Paired end	PCR	Not Reported	Genomic		AMPLICON	9c636a4f57cdee6e5046f9c756b9ae49	150		Illumina					UPN0906_6LU9887_guth_na_PG_R1_001.fastq.gz			phs002504			sequencing_file
phs002504::UPN0906_6LU9887_guth_na_PG_R2_001.fastq.gz	phs002504::6LU9887				['phs002504']	['/programs/phs002504']												dg.4DFC/d845f0e1-7b3e-4d98-82bf-cbb91d4af468	DNA samples were sequenced using a custom amplicon-based targeted sequencing approach. Libraries were prepared (Paragon Genomics, Hayward, CA) using 20ng (for Guthrie cards) or 10ng (for diagnosis samples) of genomic DNA per primer pool targeting 26 genes in total that are recurrently mutated in JMML (Supplemental Table 1). Libraries were assessed by Bioanalyzer (Agilent, Santa Clara, CA) and sequenced on a HiSeq 4000 (Illumina, San Diego, CA). FASTQ reads were trimmed with fastp to remove amplicon primer sequences and adapters then aligned using BWA5,. Variants called with VarScan23. Total mean and median coverage per alteration site examined in BAM files was 39,500× and 38,000x respectively. Minimum depth of ≥ 100 reads and ≥ 10 alternate reads were required to call alterations. Mean and median unique reads per mutation was 6,600x and 6,400x respectively.  :: PMID: 34183765			Controlled	PCR AMPLICON	Sample	UPN0906_6LU9887_guth_na_PG_R2_001.fastq.gz	680461009	fastq	s3://cds-256-phs002504-sequencefiles-p30-fy20/UPN0906_6LU9887_guth_na_PG_R2_001.fastq.gz	Illumina MiSeq		6LU9887.Amplicon	Paired end	PCR	Not Reported	Genomic		AMPLICON	277c25f36c32854baa8c0f225f16555f	150		Illumina					UPN0906_6LU9887_guth_na_PG_R2_001.fastq.gz			phs002504			sequencing_file
phs002504::UPN0906_HM1379_preTx_na_PG_R1_001.fastq.gz	phs002504::HM1379				['phs002504']	['/programs/phs002504']												dg.4DFC/0877acc2-6d53-4732-95c1-2d09e681295f	DNA samples were sequenced using a custom amplicon-based targeted sequencing approach. Libraries were prepared (Paragon Genomics) with a custom amplicon panel targeting 25 genes that are recurrently mutated in JMML (Supporting Information Table S1). The quality of the libraries was assessed on a Bioanalyzer (Agilent). Samples were then sequenced on a MiSeq platform (Illumina) at 760X mean coverage. :: PMID: 31347788			Controlled	PCR AMPLICON	Sample	UPN0906_HM1379_preTx_na_PG_R1_001.fastq.gz	7590658	fastq	s3://cds-256-phs002504-sequencefiles-p30-fy20/UPN0906_HM1379_preTx_na_PG_R1_001.fastq.gz	Illumina MiSeq		HM1379.Amplicon	Paired end	PCR	Not Reported	Genomic		AMPLICON	8b494d424135512768788f41cb9348b9	150		Illumina					UPN0906_HM1379_preTx_na_PG_R1_001.fastq.gz			phs002504			sequencing_file
phs002504::UPN0906_HM1379_preTx_na_PG_R2_001.fastq.gz	phs002504::HM1379				['phs002504']	['/programs/phs002504']												dg.4DFC/925b95fc-8c19-43bb-a947-b5014a2abb59	DNA samples were sequenced using a custom amplicon-based targeted sequencing approach. Libraries were prepared (Paragon Genomics) with a custom amplicon panel targeting 25 genes that are recurrently mutated in JMML (Supporting Information Table S1). The quality of the libraries was assessed on a Bioanalyzer (Agilent). Samples were then sequenced on a MiSeq platform (Illumina) at 760X mean coverage. :: PMID: 31347788			Controlled	PCR AMPLICON	Sample	UPN0906_HM1379_preTx_na_PG_R2_001.fastq.gz	7880650	fastq	s3://cds-256-phs002504-sequencefiles-p30-fy20/UPN0906_HM1379_preTx_na_PG_R2_001.fastq.gz	Illumina MiSeq		HM1379.Amplicon	Paired end	PCR	Not Reported	Genomic		AMPLICON	80986c7f568bc7310e146cf19d680e1b	150		Illumina					UPN0906_HM1379_preTx_na_PG_R2_001.fastq.gz			phs002504			sequencing_file
phs002504::UPN0969_6LU8886_guth_na_Mseq_R1_001.fastq.gz	phs002504::6LU8886				['phs002504']	['/programs/phs002504']												dg.4DFC/ab9ba9be-7170-4fd2-abea-ad95dc36e9de	DNA samples were sequenced using a custom amplicon-based targeted sequencing approach. Libraries were prepared (Paragon Genomics, Hayward, CA) using 20ng (for Guthrie cards) or 10ng (for diagnosis samples) of genomic DNA per primer pool targeting 26 genes in total that are recurrently mutated in JMML (Supplemental Table 1). Libraries were assessed by Bioanalyzer (Agilent, Santa Clara, CA) and sequenced on a HiSeq 4000 (Illumina, San Diego, CA). FASTQ reads were trimmed with fastp to remove amplicon primer sequences and adapters then aligned using BWA5,. Variants called with VarScan23. Total mean and median coverage per alteration site examined in BAM files was 39,500× and 38,000x respectively. Minimum depth of ≥ 100 reads and ≥ 10 alternate reads were required to call alterations. Mean and median unique reads per mutation was 6,600x and 6,400x respectively.  :: PMID: 34183765			Controlled		Sample	UPN0969_6LU8886_guth_na_Mseq_R1_001.fastq.gz	2255002783	fastq	s3://cds-256-phs002504-sequencefiles-p30-fy20/UPN0969_6LU8886_guth_na_Mseq_R1_001.fastq.gz	Illumina NovaSeq 6000		6LU8886.Bisulfite-Seq	Paired end	Hybrid Selection	Not Reported	Genomic		Bisulfite-Seq	e6c954b763c51840672e73c8c1c2c07f	150		Illumina					UPN0969_6LU8886_guth_na_Mseq_R1_001.fastq.gz			phs002504			sequencing_file
