library_id	bases	number_of_reads	avg_read_length	reference_genome_assembly	design_description	library_strategy	library_layout	library_source	library_selection	platform	instrument_model	type	genomic_info_id	file.file_id
20025523_10005152_HCI040EI_pdx_P1_XXX_WXS_18251X2	4423771375	35390171	125	GRCh37	IDT xGEN Exome Research Panel v2; Genomic DNA libraries were constructed using high molecular weight DNA (100-200 ng) using the Illumina DNA Prep with Enrichment kit (cat#20025523).  PCR-amplified libraries (500 ng) were enriched for exonic regions by hybridization with the IDT xGEN Exome Research Panel v2 (cat#10005152).  Enriched libraries were qualified on an Agilent Technologies 4150 TapeStation using a D1000 ScreenTape assay (cat# 5067-5582 and 5067-5583).  The molarity of adapter-modified molecules was defined by quantitative PCR using the Kapa Biosystems Kapa Library Quant Kit (cat#KK4824).  Individual libraries were normalized to 5 nM in preparation for Illumina sequence analysis.	WXS	Paired-End	Genomic	PCR	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/7cacbd28-c78e-11ee-823f-6be6114d6f16_20025523_10005152_HCI040EI_pdx_P1_XXX_WXS_18251X2	dg.4DFC/7cacbd28-c78e-11ee-823f-6be6114d6f16
20025523_10005152_HCI040EI_pdx_P1_XXX_WXS_18251X2	4423771375	35390171	125	GRCh37	IDT xGEN Exome Research Panel v2; Genomic DNA libraries were constructed using high molecular weight DNA (100-200 ng) using the Illumina DNA Prep with Enrichment kit (cat#20025523).  PCR-amplified libraries (500 ng) were enriched for exonic regions by hybridization with the IDT xGEN Exome Research Panel v2 (cat#10005152).  Enriched libraries were qualified on an Agilent Technologies 4150 TapeStation using a D1000 ScreenTape assay (cat# 5067-5582 and 5067-5583).  The molarity of adapter-modified molecules was defined by quantitative PCR using the Kapa Biosystems Kapa Library Quant Kit (cat#KK4824).  Individual libraries were normalized to 5 nM in preparation for Illumina sequence analysis.	WXS	Paired-End	Genomic	PCR	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/7cace80c-c78e-11ee-be84-df2f9cb46f31_20025523_10005152_HCI040EI_pdx_P1_XXX_WXS_18251X2	dg.4DFC/7cace80c-c78e-11ee-be84-df2f9cb46f31
20025523_10005152_HCI042_pdx_P0_XXX_WXS_18251X3	5517976125	44143809	125	GRCh37	IDT xGEN Exome Research Panel v2; Genomic DNA libraries were constructed using high molecular weight DNA (100-200 ng) using the Illumina DNA Prep with Enrichment kit (cat#20025523).  PCR-amplified libraries (500 ng) were enriched for exonic regions by hybridization with the IDT xGEN Exome Research Panel v2 (cat#10005152).  Enriched libraries were qualified on an Agilent Technologies 4150 TapeStation using a D1000 ScreenTape assay (cat# 5067-5582 and 5067-5583).  The molarity of adapter-modified molecules was defined by quantitative PCR using the Kapa Biosystems Kapa Library Quant Kit (cat#KK4824).  Individual libraries were normalized to 5 nM in preparation for Illumina sequence analysis.	WXS	Paired-End	Genomic	PCR	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/7cad100c-c78e-11ee-b1c0-77b7209c7dac_20025523_10005152_HCI042_pdx_P0_XXX_WXS_18251X3	dg.4DFC/7cad100c-c78e-11ee-b1c0-77b7209c7dac
20025523_10005152_HCI042_pdx_P0_XXX_WXS_18251X3	5517976125	44143809	125	GRCh37	IDT xGEN Exome Research Panel v2; Genomic DNA libraries were constructed using high molecular weight DNA (100-200 ng) using the Illumina DNA Prep with Enrichment kit (cat#20025523).  PCR-amplified libraries (500 ng) were enriched for exonic regions by hybridization with the IDT xGEN Exome Research Panel v2 (cat#10005152).  Enriched libraries were qualified on an Agilent Technologies 4150 TapeStation using a D1000 ScreenTape assay (cat# 5067-5582 and 5067-5583).  The molarity of adapter-modified molecules was defined by quantitative PCR using the Kapa Biosystems Kapa Library Quant Kit (cat#KK4824).  Individual libraries were normalized to 5 nM in preparation for Illumina sequence analysis.	WXS	Paired-End	Genomic	PCR	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/7cad3438-c78e-11ee-9cfb-57390648da18_20025523_10005152_HCI042_pdx_P0_XXX_WXS_18251X3	dg.4DFC/7cad3438-c78e-11ee-9cfb-57390648da18
20025523_10005152_HCI044_pdx_P1_XXX_WXS_18251X4	4985070625	39880565	125	GRCh37	IDT xGEN Exome Research Panel v2; Genomic DNA libraries were constructed using high molecular weight DNA (100-200 ng) using the Illumina DNA Prep with Enrichment kit (cat#20025523).  PCR-amplified libraries (500 ng) were enriched for exonic regions by hybridization with the IDT xGEN Exome Research Panel v2 (cat#10005152).  Enriched libraries were qualified on an Agilent Technologies 4150 TapeStation using a D1000 ScreenTape assay (cat# 5067-5582 and 5067-5583).  The molarity of adapter-modified molecules was defined by quantitative PCR using the Kapa Biosystems Kapa Library Quant Kit (cat#KK4824).  Individual libraries were normalized to 5 nM in preparation for Illumina sequence analysis.	WXS	Paired-End	Genomic	PCR	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/7cad58fa-c78e-11ee-8c2b-332f12565bc6_20025523_10005152_HCI044_pdx_P1_XXX_WXS_18251X4	dg.4DFC/7cad58fa-c78e-11ee-8c2b-332f12565bc6
20025523_10005152_HCI044_pdx_P1_XXX_WXS_18251X4	4985070625	39880565	125	GRCh37	IDT xGEN Exome Research Panel v2; Genomic DNA libraries were constructed using high molecular weight DNA (100-200 ng) using the Illumina DNA Prep with Enrichment kit (cat#20025523).  PCR-amplified libraries (500 ng) were enriched for exonic regions by hybridization with the IDT xGEN Exome Research Panel v2 (cat#10005152).  Enriched libraries were qualified on an Agilent Technologies 4150 TapeStation using a D1000 ScreenTape assay (cat# 5067-5582 and 5067-5583).  The molarity of adapter-modified molecules was defined by quantitative PCR using the Kapa Biosystems Kapa Library Quant Kit (cat#KK4824).  Individual libraries were normalized to 5 nM in preparation for Illumina sequence analysis.	WXS	Paired-End	Genomic	PCR	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/7cad82ee-c78e-11ee-bdd5-ab2f6d255f5c_20025523_10005152_HCI044_pdx_P1_XXX_WXS_18251X4	dg.4DFC/7cad82ee-c78e-11ee-bdd5-ab2f6d255f5c
20025523_10005152_HCI044EI_pdx_P2_XXX_WXS_18251X5	5163837875	41310703	125	GRCh37	IDT xGEN Exome Research Panel v2; Genomic DNA libraries were constructed using high molecular weight DNA (100-200 ng) using the Illumina DNA Prep with Enrichment kit (cat#20025523).  PCR-amplified libraries (500 ng) were enriched for exonic regions by hybridization with the IDT xGEN Exome Research Panel v2 (cat#10005152).  Enriched libraries were qualified on an Agilent Technologies 4150 TapeStation using a D1000 ScreenTape assay (cat# 5067-5582 and 5067-5583).  The molarity of adapter-modified molecules was defined by quantitative PCR using the Kapa Biosystems Kapa Library Quant Kit (cat#KK4824).  Individual libraries were normalized to 5 nM in preparation for Illumina sequence analysis.	WXS	Paired-End	Genomic	PCR	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/7cada72e-c78e-11ee-98b3-8f08a1fa3114_20025523_10005152_HCI044EI_pdx_P2_XXX_WXS_18251X5	dg.4DFC/7cada72e-c78e-11ee-98b3-8f08a1fa3114
20025523_10005152_HCI044EI_pdx_P2_XXX_WXS_18251X5	5163837875	41310703	125	GRCh37	IDT xGEN Exome Research Panel v2; Genomic DNA libraries were constructed using high molecular weight DNA (100-200 ng) using the Illumina DNA Prep with Enrichment kit (cat#20025523).  PCR-amplified libraries (500 ng) were enriched for exonic regions by hybridization with the IDT xGEN Exome Research Panel v2 (cat#10005152).  Enriched libraries were qualified on an Agilent Technologies 4150 TapeStation using a D1000 ScreenTape assay (cat# 5067-5582 and 5067-5583).  The molarity of adapter-modified molecules was defined by quantitative PCR using the Kapa Biosystems Kapa Library Quant Kit (cat#KK4824).  Individual libraries were normalized to 5 nM in preparation for Illumina sequence analysis.	WXS	Paired-End	Genomic	PCR	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/7cadcc04-c78e-11ee-8d76-ff82949dee54_20025523_10005152_HCI044EI_pdx_P2_XXX_WXS_18251X5	dg.4DFC/7cadcc04-c78e-11ee-8d76-ff82949dee54
20025523_10005152_HCI045_pdx_P0_XXX_WXS_18251X6	4655510625	37244085	125	GRCh37	IDT xGEN Exome Research Panel v2; Genomic DNA libraries were constructed using high molecular weight DNA (100-200 ng) using the Illumina DNA Prep with Enrichment kit (cat#20025523).  PCR-amplified libraries (500 ng) were enriched for exonic regions by hybridization with the IDT xGEN Exome Research Panel v2 (cat#10005152).  Enriched libraries were qualified on an Agilent Technologies 4150 TapeStation using a D1000 ScreenTape assay (cat# 5067-5582 and 5067-5583).  The molarity of adapter-modified molecules was defined by quantitative PCR using the Kapa Biosystems Kapa Library Quant Kit (cat#KK4824).  Individual libraries were normalized to 5 nM in preparation for Illumina sequence analysis.	WXS	Paired-End	Genomic	PCR	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/7cadf698-c78e-11ee-b2ca-5b4f8ae88c0b_20025523_10005152_HCI045_pdx_P0_XXX_WXS_18251X6	dg.4DFC/7cadf698-c78e-11ee-b2ca-5b4f8ae88c0b
20025523_10005152_HCI045_pdx_P0_XXX_WXS_18251X6	4655510625	37244085	125	GRCh37	IDT xGEN Exome Research Panel v2; Genomic DNA libraries were constructed using high molecular weight DNA (100-200 ng) using the Illumina DNA Prep with Enrichment kit (cat#20025523).  PCR-amplified libraries (500 ng) were enriched for exonic regions by hybridization with the IDT xGEN Exome Research Panel v2 (cat#10005152).  Enriched libraries were qualified on an Agilent Technologies 4150 TapeStation using a D1000 ScreenTape assay (cat# 5067-5582 and 5067-5583).  The molarity of adapter-modified molecules was defined by quantitative PCR using the Kapa Biosystems Kapa Library Quant Kit (cat#KK4824).  Individual libraries were normalized to 5 nM in preparation for Illumina sequence analysis.	WXS	Paired-End	Genomic	PCR	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/7cae22f8-c78e-11ee-b7ad-1f4990512afc_20025523_10005152_HCI045_pdx_P0_XXX_WXS_18251X6	dg.4DFC/7cae22f8-c78e-11ee-b7ad-1f4990512afc
20025523_10005152_HCI046_pdx_P2_XXX_WXS_18251X7	5628700750	45029606	125	GRCh37	IDT xGEN Exome Research Panel v2; Genomic DNA libraries were constructed using high molecular weight DNA (100-200 ng) using the Illumina DNA Prep with Enrichment kit (cat#20025523).  PCR-amplified libraries (500 ng) were enriched for exonic regions by hybridization with the IDT xGEN Exome Research Panel v2 (cat#10005152).  Enriched libraries were qualified on an Agilent Technologies 4150 TapeStation using a D1000 ScreenTape assay (cat# 5067-5582 and 5067-5583).  The molarity of adapter-modified molecules was defined by quantitative PCR using the Kapa Biosystems Kapa Library Quant Kit (cat#KK4824).  Individual libraries were normalized to 5 nM in preparation for Illumina sequence analysis.	WXS	Paired-End	Genomic	PCR	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/7cae4a6c-c78e-11ee-a3cb-97c5d6efc353_20025523_10005152_HCI046_pdx_P2_XXX_WXS_18251X7	dg.4DFC/7cae4a6c-c78e-11ee-a3cb-97c5d6efc353
20025523_10005152_HCI046_pdx_P2_XXX_WXS_18251X7	5628700750	45029606	125	GRCh37	IDT xGEN Exome Research Panel v2; Genomic DNA libraries were constructed using high molecular weight DNA (100-200 ng) using the Illumina DNA Prep with Enrichment kit (cat#20025523).  PCR-amplified libraries (500 ng) were enriched for exonic regions by hybridization with the IDT xGEN Exome Research Panel v2 (cat#10005152).  Enriched libraries were qualified on an Agilent Technologies 4150 TapeStation using a D1000 ScreenTape assay (cat# 5067-5582 and 5067-5583).  The molarity of adapter-modified molecules was defined by quantitative PCR using the Kapa Biosystems Kapa Library Quant Kit (cat#KK4824).  Individual libraries were normalized to 5 nM in preparation for Illumina sequence analysis.	WXS	Paired-End	Genomic	PCR	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/7cae6e66-c78e-11ee-85b1-afb97a688880_20025523_10005152_HCI046_pdx_P2_XXX_WXS_18251X7	dg.4DFC/7cae6e66-c78e-11ee-85b1-afb97a688880
20025523_10005152_HCI048_pdx_P1_XXX_WXS_18251X8	5054172750	40433382	125	GRCh37	IDT xGEN Exome Research Panel v2; Genomic DNA libraries were constructed using high molecular weight DNA (100-200 ng) using the Illumina DNA Prep with Enrichment kit (cat#20025523).  PCR-amplified libraries (500 ng) were enriched for exonic regions by hybridization with the IDT xGEN Exome Research Panel v2 (cat#10005152).  Enriched libraries were qualified on an Agilent Technologies 4150 TapeStation using a D1000 ScreenTape assay (cat# 5067-5582 and 5067-5583).  The molarity of adapter-modified molecules was defined by quantitative PCR using the Kapa Biosystems Kapa Library Quant Kit (cat#KK4824).  Individual libraries were normalized to 5 nM in preparation for Illumina sequence analysis.	WXS	Paired-End	Genomic	PCR	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/7caee10c-c78e-11ee-9d32-4376929e5705_20025523_10005152_HCI048_pdx_P1_XXX_WXS_18251X8	dg.4DFC/7caee10c-c78e-11ee-9d32-4376929e5705
20025523_10005152_HCI048_pdx_P1_XXX_WXS_18251X8	5054172750	40433382	125	GRCh37	IDT xGEN Exome Research Panel v2; Genomic DNA libraries were constructed using high molecular weight DNA (100-200 ng) using the Illumina DNA Prep with Enrichment kit (cat#20025523).  PCR-amplified libraries (500 ng) were enriched for exonic regions by hybridization with the IDT xGEN Exome Research Panel v2 (cat#10005152).  Enriched libraries were qualified on an Agilent Technologies 4150 TapeStation using a D1000 ScreenTape assay (cat# 5067-5582 and 5067-5583).  The molarity of adapter-modified molecules was defined by quantitative PCR using the Kapa Biosystems Kapa Library Quant Kit (cat#KK4824).  Individual libraries were normalized to 5 nM in preparation for Illumina sequence analysis.	WXS	Paired-End	Genomic	PCR	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/7caf0524-c78e-11ee-8fb4-47359aabd5ae_20025523_10005152_HCI048_pdx_P1_XXX_WXS_18251X8	dg.4DFC/7caf0524-c78e-11ee-8fb4-47359aabd5ae
20025523_10005152_HCI049_pdx_P1_XXX_WXS_18251X9	5255632750	42045062	125	GRCh37	IDT xGEN Exome Research Panel v2; Genomic DNA libraries were constructed using high molecular weight DNA (100-200 ng) using the Illumina DNA Prep with Enrichment kit (cat#20025523).  PCR-amplified libraries (500 ng) were enriched for exonic regions by hybridization with the IDT xGEN Exome Research Panel v2 (cat#10005152).  Enriched libraries were qualified on an Agilent Technologies 4150 TapeStation using a D1000 ScreenTape assay (cat# 5067-5582 and 5067-5583).  The molarity of adapter-modified molecules was defined by quantitative PCR using the Kapa Biosystems Kapa Library Quant Kit (cat#KK4824).  Individual libraries were normalized to 5 nM in preparation for Illumina sequence analysis.	WXS	Paired-End	Genomic	PCR	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/7caf2edc-c78e-11ee-b435-dfc9709ac799_20025523_10005152_HCI049_pdx_P1_XXX_WXS_18251X9	dg.4DFC/7caf2edc-c78e-11ee-b435-dfc9709ac799
20025523_10005152_HCI049_pdx_P1_XXX_WXS_18251X9	5255632750	42045062	125	GRCh37	IDT xGEN Exome Research Panel v2; Genomic DNA libraries were constructed using high molecular weight DNA (100-200 ng) using the Illumina DNA Prep with Enrichment kit (cat#20025523).  PCR-amplified libraries (500 ng) were enriched for exonic regions by hybridization with the IDT xGEN Exome Research Panel v2 (cat#10005152).  Enriched libraries were qualified on an Agilent Technologies 4150 TapeStation using a D1000 ScreenTape assay (cat# 5067-5582 and 5067-5583).  The molarity of adapter-modified molecules was defined by quantitative PCR using the Kapa Biosystems Kapa Library Quant Kit (cat#KK4824).  Individual libraries were normalized to 5 nM in preparation for Illumina sequence analysis.	WXS	Paired-End	Genomic	PCR	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/7caf5952-c78e-11ee-9d74-77bda0ca89bc_20025523_10005152_HCI049_pdx_P1_XXX_WXS_18251X9	dg.4DFC/7caf5952-c78e-11ee-9d74-77bda0ca89bc
20025523_10005152_HCI028LV_pdx_P5_XXX_WXS_18588X11	3249630875	25997047	125	GRCh37	IDT xGEN Exome Research Panel v3; Genomic DNA libraries were constructed using high molecular weight DNA (100-200 ng) using the Illumina DNA Prep with Enrichment kit (cat#20025523).  PCR-amplified libraries (500 ng) were enriched for exonic regions by hybridization with the IDT xGEN Exome Research Panel v2 (cat#10005152).  Enriched libraries were qualified on an Agilent Technologies 4150 TapeStation using a D1000 ScreenTape assay (cat# 5067-5582 and 5067-5583).  The molarity of adapter-modified molecules was defined by quantitative PCR using the Kapa Biosystems Kapa Library Quant Kit (cat#KK4824).  Individual libraries were normalized to 5 nM in preparation for Illumina sequence analysis.	WXS	Paired-End	Genomic	PCR	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/7caa031c-c78e-11ee-8cd3-d7827fb4eafa_20025523_10005152_HCI028LV_pdx_P5_XXX_WXS_18588X11	dg.4DFC/7caa031c-c78e-11ee-8cd3-d7827fb4eafa
20025523_10005152_HCI028LV_pdx_P5_XXX_WXS_18588X11	3249630875	25997047	125	GRCh37	IDT xGEN Exome Research Panel v3; Genomic DNA libraries were constructed using high molecular weight DNA (100-200 ng) using the Illumina DNA Prep with Enrichment kit (cat#20025523).  PCR-amplified libraries (500 ng) were enriched for exonic regions by hybridization with the IDT xGEN Exome Research Panel v2 (cat#10005152).  Enriched libraries were qualified on an Agilent Technologies 4150 TapeStation using a D1000 ScreenTape assay (cat# 5067-5582 and 5067-5583).  The molarity of adapter-modified molecules was defined by quantitative PCR using the Kapa Biosystems Kapa Library Quant Kit (cat#KK4824).  Individual libraries were normalized to 5 nM in preparation for Illumina sequence analysis.	WXS	Paired-End	Genomic	PCR	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/7caa270c-c78e-11ee-8238-9f0f9d05a66b_20025523_10005152_HCI028LV_pdx_P5_XXX_WXS_18588X11	dg.4DFC/7caa270c-c78e-11ee-8238-9f0f9d05a66b
20025523_10005152_HCI047_pdx_P2_XXX_WXS_18588X13	2638345625	21106765	125	GRCh37	IDT xGEN Exome Research Panel v4; Genomic DNA libraries were constructed using high molecular weight DNA (100-200 ng) using the Illumina DNA Prep with Enrichment kit (cat#20025523).  PCR-amplified libraries (500 ng) were enriched for exonic regions by hybridization with the IDT xGEN Exome Research Panel v2 (cat#10005152).  Enriched libraries were qualified on an Agilent Technologies 4150 TapeStation using a D1000 ScreenTape assay (cat# 5067-5582 and 5067-5583).  The molarity of adapter-modified molecules was defined by quantitative PCR using the Kapa Biosystems Kapa Library Quant Kit (cat#KK4824).  Individual libraries were normalized to 5 nM in preparation for Illumina sequence analysis.	WXS	Paired-End	Genomic	PCR	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/7cae9274-c78e-11ee-9c70-4b0cac690255_20025523_10005152_HCI047_pdx_P2_XXX_WXS_18588X13	dg.4DFC/7cae9274-c78e-11ee-9c70-4b0cac690255
20025523_10005152_HCI047_pdx_P2_XXX_WXS_18588X13	2638345625	21106765	125	GRCh37	IDT xGEN Exome Research Panel v4; Genomic DNA libraries were constructed using high molecular weight DNA (100-200 ng) using the Illumina DNA Prep with Enrichment kit (cat#20025523).  PCR-amplified libraries (500 ng) were enriched for exonic regions by hybridization with the IDT xGEN Exome Research Panel v2 (cat#10005152).  Enriched libraries were qualified on an Agilent Technologies 4150 TapeStation using a D1000 ScreenTape assay (cat# 5067-5582 and 5067-5583).  The molarity of adapter-modified molecules was defined by quantitative PCR using the Kapa Biosystems Kapa Library Quant Kit (cat#KK4824).  Individual libraries were normalized to 5 nM in preparation for Illumina sequence analysis.	WXS	Paired-End	Genomic	PCR	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/7caebc2c-c78e-11ee-aa5f-2f0adbc7b881_20025523_10005152_HCI047_pdx_P2_XXX_WXS_18588X13	dg.4DFC/7caebc2c-c78e-11ee-aa5f-2f0adbc7b881
20025523_10005152_HCI050_pdx_P1_XXX_WXS_18588X14	2738281125	21906249	125	GRCh37	IDT xGEN Exome Research Panel v5; Genomic DNA libraries were constructed using high molecular weight DNA (100-200 ng) using the Illumina DNA Prep with Enrichment kit (cat#20025523).  PCR-amplified libraries (500 ng) were enriched for exonic regions by hybridization with the IDT xGEN Exome Research Panel v2 (cat#10005152).  Enriched libraries were qualified on an Agilent Technologies 4150 TapeStation using a D1000 ScreenTape assay (cat# 5067-5582 and 5067-5583).  The molarity of adapter-modified molecules was defined by quantitative PCR using the Kapa Biosystems Kapa Library Quant Kit (cat#KK4824).  Individual libraries were normalized to 5 nM in preparation for Illumina sequence analysis.	WXS	Paired-End	Genomic	PCR	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/7caf7d42-c78e-11ee-8561-cf54809a4a38_20025523_10005152_HCI050_pdx_P1_XXX_WXS_18588X14	dg.4DFC/7caf7d42-c78e-11ee-8561-cf54809a4a38
20025523_10005152_HCI050_pdx_P1_XXX_WXS_18588X14	2738281125	21906249	125	GRCh37	IDT xGEN Exome Research Panel v5; Genomic DNA libraries were constructed using high molecular weight DNA (100-200 ng) using the Illumina DNA Prep with Enrichment kit (cat#20025523).  PCR-amplified libraries (500 ng) were enriched for exonic regions by hybridization with the IDT xGEN Exome Research Panel v2 (cat#10005152).  Enriched libraries were qualified on an Agilent Technologies 4150 TapeStation using a D1000 ScreenTape assay (cat# 5067-5582 and 5067-5583).  The molarity of adapter-modified molecules was defined by quantitative PCR using the Kapa Biosystems Kapa Library Quant Kit (cat#KK4824).  Individual libraries were normalized to 5 nM in preparation for Illumina sequence analysis.	WXS	Paired-End	Genomic	PCR	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/7cafa6f0-c78e-11ee-8f14-0759927a9eb3_20025523_10005152_HCI050_pdx_P1_XXX_WXS_18588X14	dg.4DFC/7cafa6f0-c78e-11ee-8f14-0759927a9eb3
20020598_20022371_HCI017_pdxo_P3_190_RNA_18587X8	2849265750	22794126	125	GRCh37	IDT xGEN Exome Research Panel v5; Total RNA samples (100-500 ng) were hybridized with Ribo-Zero Gold to substantially deplete cytoplasmic and mitochondrial rRNA from the samples.  Stranded RNA sequencing libraries were prepared as described using the Illumina TruSeq Stranded Total RNA Library Prep Gold kit (20020598) with TruSeq RNA UD Indexes (20022371).  Purified libraries were qualified on an Agilent Technologies 2200 TapeStation using a D1000 ScreenTape assay (cat# 5067-5582 and 5067-5583).  The molarity of adapter-modified molecules was defined by quantitative PCR using the Kapa Biosystems Kapa Library Quant Kit (cat#KK4824).  Individual libraries were normalized to 1.30 nM in preparation for Illumina sequence analysis.	RNA-Seq	Paired-End	Transcriptomic	PCR	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/7ca627d8-c78e-11ee-802f-b7a3f247fcaf_20020598_20022371_HCI017_pdxo_P3_190_RNA_18587X8	dg.4DFC/7ca627d8-c78e-11ee-802f-b7a3f247fcaf
20025523_10005152_HCI051_pdx_P1_XXX_WXS_18588X15	3872333750	30978670	125	GRCh37	IDT xGEN Exome Research Panel v6; Genomic DNA libraries were constructed using high molecular weight DNA (100-200 ng) using the Illumina DNA Prep with Enrichment kit (cat#20025523).  PCR-amplified libraries (500 ng) were enriched for exonic regions by hybridization with the IDT xGEN Exome Research Panel v2 (cat#10005152).  Enriched libraries were qualified on an Agilent Technologies 4150 TapeStation using a D1000 ScreenTape assay (cat# 5067-5582 and 5067-5583).  The molarity of adapter-modified molecules was defined by quantitative PCR using the Kapa Biosystems Kapa Library Quant Kit (cat#KK4824).  Individual libraries were normalized to 5 nM in preparation for Illumina sequence analysis.	WXS	Paired-End	Genomic	PCR	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/7cafccac-c78e-11ee-8b82-6b764b4c7796_20025523_10005152_HCI051_pdx_P1_XXX_WXS_18588X15	dg.4DFC/7cafccac-c78e-11ee-8b82-6b764b4c7796
20025523_10005152_HCI051_pdx_P1_XXX_WXS_18588X15	3872333750	30978670	125	GRCh37	IDT xGEN Exome Research Panel v6; Genomic DNA libraries were constructed using high molecular weight DNA (100-200 ng) using the Illumina DNA Prep with Enrichment kit (cat#20025523).  PCR-amplified libraries (500 ng) were enriched for exonic regions by hybridization with the IDT xGEN Exome Research Panel v2 (cat#10005152).  Enriched libraries were qualified on an Agilent Technologies 4150 TapeStation using a D1000 ScreenTape assay (cat# 5067-5582 and 5067-5583).  The molarity of adapter-modified molecules was defined by quantitative PCR using the Kapa Biosystems Kapa Library Quant Kit (cat#KK4824).  Individual libraries were normalized to 5 nM in preparation for Illumina sequence analysis.	WXS	Paired-End	Genomic	PCR	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/7caff68c-c78e-11ee-82c6-2b7dac6e665d_20025523_10005152_HCI051_pdx_P1_XXX_WXS_18588X15	dg.4DFC/7caff68c-c78e-11ee-82c6-2b7dac6e665d
20025523_10005152_HCI052_pdx_P1_XXX_WXS_18588X16	3046840500	24374724	125	GRCh37	IDT xGEN Exome Research Panel v7; Genomic DNA libraries were constructed using high molecular weight DNA (100-200 ng) using the Illumina DNA Prep with Enrichment kit (cat#20025523).  PCR-amplified libraries (500 ng) were enriched for exonic regions by hybridization with the IDT xGEN Exome Research Panel v2 (cat#10005152).  Enriched libraries were qualified on an Agilent Technologies 4150 TapeStation using a D1000 ScreenTape assay (cat# 5067-5582 and 5067-5583).  The molarity of adapter-modified molecules was defined by quantitative PCR using the Kapa Biosystems Kapa Library Quant Kit (cat#KK4824).  Individual libraries were normalized to 5 nM in preparation for Illumina sequence analysis.	WXS	Paired-End	Genomic	PCR	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/7cb01e3c-c78e-11ee-bea0-577c7290b77a_20025523_10005152_HCI052_pdx_P1_XXX_WXS_18588X16	dg.4DFC/7cb01e3c-c78e-11ee-bea0-577c7290b77a
20025523_10005152_HCI052_pdx_P1_XXX_WXS_18588X16	3046840500	24374724	125	GRCh37	IDT xGEN Exome Research Panel v7; Genomic DNA libraries were constructed using high molecular weight DNA (100-200 ng) using the Illumina DNA Prep with Enrichment kit (cat#20025523).  PCR-amplified libraries (500 ng) were enriched for exonic regions by hybridization with the IDT xGEN Exome Research Panel v2 (cat#10005152).  Enriched libraries were qualified on an Agilent Technologies 4150 TapeStation using a D1000 ScreenTape assay (cat# 5067-5582 and 5067-5583).  The molarity of adapter-modified molecules was defined by quantitative PCR using the Kapa Biosystems Kapa Library Quant Kit (cat#KK4824).  Individual libraries were normalized to 5 nM in preparation for Illumina sequence analysis.	WXS	Paired-End	Genomic	PCR	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/7cb04218-c78e-11ee-946f-2fea56562fc6_20025523_10005152_HCI052_pdx_P1_XXX_WXS_18588X16	dg.4DFC/7cb04218-c78e-11ee-946f-2fea56562fc6
20025523_10005152_HCI053_pdx_P1_XXX_WXS_18588X17	2691798875	21534391	125	GRCh37	IDT xGEN Exome Research Panel v8; Genomic DNA libraries were constructed using high molecular weight DNA (100-200 ng) using the Illumina DNA Prep with Enrichment kit (cat#20025523).  PCR-amplified libraries (500 ng) were enriched for exonic regions by hybridization with the IDT xGEN Exome Research Panel v2 (cat#10005152).  Enriched libraries were qualified on an Agilent Technologies 4150 TapeStation using a D1000 ScreenTape assay (cat# 5067-5582 and 5067-5583).  The molarity of adapter-modified molecules was defined by quantitative PCR using the Kapa Biosystems Kapa Library Quant Kit (cat#KK4824).  Individual libraries were normalized to 5 nM in preparation for Illumina sequence analysis.	WXS	Paired-End	Genomic	PCR	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/7cb069fa-c78e-11ee-9ba6-e3551df91b38_20025523_10005152_HCI053_pdx_P1_XXX_WXS_18588X17	dg.4DFC/7cb069fa-c78e-11ee-9ba6-e3551df91b38
