reference_genome_assembly	library_strategy	library_layout	library_source	library_selection	platform	instrument_model	type	genomic_info_id	file.file_id
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq 2500	genomic_info	dg.4DFC/5a094790-d257-11ee-989d-cfa180666443	dg.4DFC/5a094790-d257-11ee-989d-cfa180666443
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq 2500	genomic_info	dg.4DFC/5a096b8a-d257-11ee-a358-7faa38fb4425	dg.4DFC/5a096b8a-d257-11ee-a358-7faa38fb4425
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq 2500	genomic_info	dg.4DFC/5a098f20-d257-11ee-b62c-8bb3df254e89	dg.4DFC/5a098f20-d257-11ee-b62c-8bb3df254e89
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq 2500	genomic_info	dg.4DFC/5a09b360-d257-11ee-9611-4bfd67a32101	dg.4DFC/5a09b360-d257-11ee-9611-4bfd67a32101
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq 2500	genomic_info	dg.4DFC/5a09d7e6-d257-11ee-b84e-efc9d6bae3c3	dg.4DFC/5a09d7e6-d257-11ee-b84e-efc9d6bae3c3
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq 2500	genomic_info	dg.4DFC/5a09fb86-d257-11ee-91da-8bccbf3eda4b	dg.4DFC/5a09fb86-d257-11ee-91da-8bccbf3eda4b
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq 2500	genomic_info	dg.4DFC/5a0a1fda-d257-11ee-9201-330caa99b7dc	dg.4DFC/5a0a1fda-d257-11ee-9201-330caa99b7dc
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq 2500	genomic_info	dg.4DFC/5a0a4500-d257-11ee-9e4d-87fe0242841b	dg.4DFC/5a0a4500-d257-11ee-9e4d-87fe0242841b
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq 2500	genomic_info	dg.4DFC/5a0a6ab2-d257-11ee-974e-4f3f1bfc6926	dg.4DFC/5a0a6ab2-d257-11ee-974e-4f3f1bfc6926
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq 2500	genomic_info	dg.4DFC/5a0a93de-d257-11ee-a241-3fa5de07fb1e	dg.4DFC/5a0a93de-d257-11ee-a241-3fa5de07fb1e
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq 2500	genomic_info	dg.4DFC/5a0ab85a-d257-11ee-a3a3-3fd389630f32	dg.4DFC/5a0ab85a-d257-11ee-a3a3-3fd389630f32
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq 2500	genomic_info	dg.4DFC/5a0adca4-d257-11ee-a01a-4b53bb32f62c	dg.4DFC/5a0adca4-d257-11ee-a01a-4b53bb32f62c
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq 2500	genomic_info	dg.4DFC/5a0b00a8-d257-11ee-8db4-17cd829eb86d	dg.4DFC/5a0b00a8-d257-11ee-8db4-17cd829eb86d
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq 2500	genomic_info	dg.4DFC/5a0b2830-d257-11ee-84ac-3bc530a82eed	dg.4DFC/5a0b2830-d257-11ee-84ac-3bc530a82eed
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq 2500	genomic_info	dg.4DFC/5a0b4c84-d257-11ee-9525-e326d612be13	dg.4DFC/5a0b4c84-d257-11ee-9525-e326d612be13
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq 2500	genomic_info	dg.4DFC/5a0b795c-d257-11ee-8bf2-1b3de5335a4d	dg.4DFC/5a0b795c-d257-11ee-8bf2-1b3de5335a4d
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq 2500	genomic_info	dg.4DFC/5a0b9d9c-d257-11ee-853d-df51d688af57	dg.4DFC/5a0b9d9c-d257-11ee-853d-df51d688af57
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq 2500	genomic_info	dg.4DFC/5a0bc3e4-d257-11ee-9d34-2b8c7a646505	dg.4DFC/5a0bc3e4-d257-11ee-9d34-2b8c7a646505
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq 2500	genomic_info	dg.4DFC/5a0be7ca-d257-11ee-aa75-9bf6adc22f61	dg.4DFC/5a0be7ca-d257-11ee-aa75-9bf6adc22f61
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq 2500	genomic_info	dg.4DFC/5a0c0cf0-d257-11ee-8615-db949a9fdd43	dg.4DFC/5a0c0cf0-d257-11ee-8615-db949a9fdd43
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq 2500	genomic_info	dg.4DFC/5a0c313a-d257-11ee-a9fa-ef3d92656789	dg.4DFC/5a0c313a-d257-11ee-a9fa-ef3d92656789
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq 2500	genomic_info	dg.4DFC/5a0c56e2-d257-11ee-9d7f-eb599d5bf4a4	dg.4DFC/5a0c56e2-d257-11ee-9d7f-eb599d5bf4a4
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq 2500	genomic_info	dg.4DFC/5a0c7b4a-d257-11ee-9268-572c8f020f95	dg.4DFC/5a0c7b4a-d257-11ee-9268-572c8f020f95
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq 2500	genomic_info	dg.4DFC/5a0c9f30-d257-11ee-bbfc-836f59e62d9e	dg.4DFC/5a0c9f30-d257-11ee-bbfc-836f59e62d9e
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq 2500	genomic_info	dg.4DFC/5a0cc320-d257-11ee-aa8c-8f8946982f37	dg.4DFC/5a0cc320-d257-11ee-aa8c-8f8946982f37
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq 2500	genomic_info	dg.4DFC/5a0ce814-d257-11ee-972a-ab0ed0acca8e	dg.4DFC/5a0ce814-d257-11ee-972a-ab0ed0acca8e
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq 2500	genomic_info	dg.4DFC/5a0d0bfa-d257-11ee-8960-fba16d994a9b	dg.4DFC/5a0d0bfa-d257-11ee-8960-fba16d994a9b
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq 2500	genomic_info	dg.4DFC/5a0d33b4-d257-11ee-b1ca-0be5cb232ef6	dg.4DFC/5a0d33b4-d257-11ee-b1ca-0be5cb232ef6
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq 2500	genomic_info	dg.4DFC/5a0d598e-d257-11ee-a930-03e56440b658	dg.4DFC/5a0d598e-d257-11ee-a930-03e56440b658
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq 2500	genomic_info	dg.4DFC/5a0d7d92-d257-11ee-9d57-47ac6fb1ecb5	dg.4DFC/5a0d7d92-d257-11ee-9d57-47ac6fb1ecb5
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq 2500	genomic_info	dg.4DFC/5a0da40c-d257-11ee-8174-37e7556c612e	dg.4DFC/5a0da40c-d257-11ee-8174-37e7556c612e
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq 2500	genomic_info	dg.4DFC/5a0dc856-d257-11ee-ba56-b32aa417cad4	dg.4DFC/5a0dc856-d257-11ee-ba56-b32aa417cad4
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq 2500	genomic_info	dg.4DFC/5a0deca0-d257-11ee-ae74-d7ff6423c265	dg.4DFC/5a0deca0-d257-11ee-ae74-d7ff6423c265
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq 2500	genomic_info	dg.4DFC/5a0e118a-d257-11ee-8136-2bf8f619c57e	dg.4DFC/5a0e118a-d257-11ee-8136-2bf8f619c57e
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq 2500	genomic_info	dg.4DFC/5a0e3732-d257-11ee-83ae-877eabfff6f0	dg.4DFC/5a0e3732-d257-11ee-83ae-877eabfff6f0
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq 2500	genomic_info	dg.4DFC/5a0e5b7c-d257-11ee-8e1d-f3946abbf057	dg.4DFC/5a0e5b7c-d257-11ee-8e1d-f3946abbf057
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq 2500	genomic_info	dg.4DFC/5a0e802a-d257-11ee-873d-5b4d240dff77	dg.4DFC/5a0e802a-d257-11ee-873d-5b4d240dff77
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq 2500	genomic_info	dg.4DFC/5a0ea5fa-d257-11ee-8e90-976cd917b200	dg.4DFC/5a0ea5fa-d257-11ee-8e90-976cd917b200
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq 2500	genomic_info	dg.4DFC/5a0ed020-d257-11ee-9a91-03d5938fd313	dg.4DFC/5a0ed020-d257-11ee-9a91-03d5938fd313
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq 2500	genomic_info	dg.4DFC/5a0ef42e-d257-11ee-904b-1bcc58b94ecd	dg.4DFC/5a0ef42e-d257-11ee-904b-1bcc58b94ecd
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq 2500	genomic_info	dg.4DFC/5a0f1878-d257-11ee-91ff-8fbb849ee998	dg.4DFC/5a0f1878-d257-11ee-91ff-8fbb849ee998
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq 2500	genomic_info	dg.4DFC/5a0f3c9a-d257-11ee-91de-7bb1bff3ae73	dg.4DFC/5a0f3c9a-d257-11ee-91de-7bb1bff3ae73
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq 2500	genomic_info	dg.4DFC/5a0f621a-d257-11ee-b418-4b47c74e71a7	dg.4DFC/5a0f621a-d257-11ee-b418-4b47c74e71a7
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq 2500	genomic_info	dg.4DFC/5a0f861e-d257-11ee-b875-27f8a3ab00c5	dg.4DFC/5a0f861e-d257-11ee-b875-27f8a3ab00c5
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq 2500	genomic_info	dg.4DFC/5a0fa9f0-d257-11ee-a328-3f64637c80e8	dg.4DFC/5a0fa9f0-d257-11ee-a328-3f64637c80e8
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq 2500	genomic_info	dg.4DFC/5a0fcdea-d257-11ee-90f1-8f32d32ec931	dg.4DFC/5a0fcdea-d257-11ee-90f1-8f32d32ec931
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq 2500	genomic_info	dg.4DFC/5a0ff3d8-d257-11ee-b2ce-77fb965c37e0	dg.4DFC/5a0ff3d8-d257-11ee-b2ce-77fb965c37e0
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq 2500	genomic_info	dg.4DFC/5a1017d2-d257-11ee-af80-438482efaaa1	dg.4DFC/5a1017d2-d257-11ee-af80-438482efaaa1
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq 2500	genomic_info	dg.4DFC/5a103b22-d257-11ee-96c1-973cad8e00d2	dg.4DFC/5a103b22-d257-11ee-96c1-973cad8e00d2
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq 2500	genomic_info	dg.4DFC/5a106098-d257-11ee-b0b5-cb9806385701	dg.4DFC/5a106098-d257-11ee-b0b5-cb9806385701
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq 2500	genomic_info	dg.4DFC/5a108550-d257-11ee-865d-7b7b9e1d7e80	dg.4DFC/5a108550-d257-11ee-865d-7b7b9e1d7e80
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq 2500	genomic_info	dg.4DFC/5a10aac6-d257-11ee-9116-c70e273ee514	dg.4DFC/5a10aac6-d257-11ee-9116-c70e273ee514
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq 2500	genomic_info	dg.4DFC/5a10cf10-d257-11ee-b86d-67bdb79676d1	dg.4DFC/5a10cf10-d257-11ee-b86d-67bdb79676d1
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq 2500	genomic_info	dg.4DFC/5a10f396-d257-11ee-a301-afb180f6b77c	dg.4DFC/5a10f396-d257-11ee-a301-afb180f6b77c
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq 2500	genomic_info	dg.4DFC/5a111786-d257-11ee-8f40-d78ec1f862b8	dg.4DFC/5a111786-d257-11ee-8f40-d78ec1f862b8
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq 2500	genomic_info	dg.4DFC/5a113c84-d257-11ee-bdcd-d71b047877e5	dg.4DFC/5a113c84-d257-11ee-bdcd-d71b047877e5
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq 2500	genomic_info	dg.4DFC/5a1160ba-d257-11ee-83fd-5bc04a4bd7b5	dg.4DFC/5a1160ba-d257-11ee-83fd-5bc04a4bd7b5
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq 2500	genomic_info	dg.4DFC/5a1184a0-d257-11ee-b74e-73968bd3bb4f	dg.4DFC/5a1184a0-d257-11ee-b74e-73968bd3bb4f
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq 2500	genomic_info	dg.4DFC/5a11a872-d257-11ee-becb-b30988c92180	dg.4DFC/5a11a872-d257-11ee-becb-b30988c92180
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq 2500	genomic_info	dg.4DFC/5a11cf78-d257-11ee-95fe-3b93a83a53b4	dg.4DFC/5a11cf78-d257-11ee-95fe-3b93a83a53b4
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Poly-A Enriched Genomic Librar	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5a11f462-d257-11ee-a416-6bde4f7b794d	dg.4DFC/5a11f462-d257-11ee-a416-6bde4f7b794d
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Poly-A Enriched Genomic Librar	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5a1218b6-d257-11ee-bc38-4707e8a2648d	dg.4DFC/5a1218b6-d257-11ee-bc38-4707e8a2648d
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Poly-A Enriched Genomic Librar	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5a123cf6-d257-11ee-a185-1378530d5838	dg.4DFC/5a123cf6-d257-11ee-a185-1378530d5838
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Poly-A Enriched Genomic Librar	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5a126064-d257-11ee-a3ab-e3d9c828f1dd	dg.4DFC/5a126064-d257-11ee-a3ab-e3d9c828f1dd
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Poly-A Enriched Genomic Librar	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5a1284f4-d257-11ee-aefc-bfe3cb68629a	dg.4DFC/5a1284f4-d257-11ee-aefc-bfe3cb68629a
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Poly-A Enriched Genomic Librar	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5a12a894-d257-11ee-8ef0-6bd1166bf1e9	dg.4DFC/5a12a894-d257-11ee-8ef0-6bd1166bf1e9
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Poly-A Enriched Genomic Librar	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5a12cd6a-d257-11ee-a77a-13e8768eef9d	dg.4DFC/5a12cd6a-d257-11ee-a77a-13e8768eef9d
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Poly-A Enriched Genomic Librar	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5a12f330-d257-11ee-bf7d-830bde01c10d	dg.4DFC/5a12f330-d257-11ee-bf7d-830bde01c10d
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Poly-A Enriched Genomic Librar	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5a131b26-d257-11ee-81fa-772f1a38087c	dg.4DFC/5a131b26-d257-11ee-81fa-772f1a38087c
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Poly-A Enriched Genomic Librar	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5a133f02-d257-11ee-9b20-4fb8b2cbc6d6	dg.4DFC/5a133f02-d257-11ee-9b20-4fb8b2cbc6d6
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Poly-A Enriched Genomic Librar	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5a136360-d257-11ee-9c9c-bf40e229d9de	dg.4DFC/5a136360-d257-11ee-9c9c-bf40e229d9de
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Poly-A Enriched Genomic Librar	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5a1387d2-d257-11ee-a4e7-bf4927c2ed4b	dg.4DFC/5a1387d2-d257-11ee-a4e7-bf4927c2ed4b
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Poly-A Enriched Genomic Librar	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5a13ac62-d257-11ee-b526-9be89edf37ee	dg.4DFC/5a13ac62-d257-11ee-b526-9be89edf37ee
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Poly-A Enriched Genomic Librar	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5a13d89a-d257-11ee-8d24-7791614f8cc8	dg.4DFC/5a13d89a-d257-11ee-8d24-7791614f8cc8
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Poly-A Enriched Genomic Librar	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5a13fcbc-d257-11ee-8e20-ff312cf47506	dg.4DFC/5a13fcbc-d257-11ee-8e20-ff312cf47506
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Poly-A Enriched Genomic Librar	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5a142098-d257-11ee-970a-4f6850ee63b7	dg.4DFC/5a142098-d257-11ee-970a-4f6850ee63b7
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Poly-A Enriched Genomic Librar	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5a14474e-d257-11ee-b52e-833d711fdbbf	dg.4DFC/5a14474e-d257-11ee-b52e-833d711fdbbf
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Poly-A Enriched Genomic Librar	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5a146b20-d257-11ee-89a7-e70638cfc429	dg.4DFC/5a146b20-d257-11ee-89a7-e70638cfc429
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Poly-A Enriched Genomic Librar	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5a148f1a-d257-11ee-9f1f-8f2b1b8b3c91	dg.4DFC/5a148f1a-d257-11ee-9f1f-8f2b1b8b3c91
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Poly-A Enriched Genomic Librar	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5a14b332-d257-11ee-ad98-5b2c31f31fe1	dg.4DFC/5a14b332-d257-11ee-ad98-5b2c31f31fe1
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Poly-A Enriched Genomic Librar	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5a14da38-d257-11ee-9432-5f69623d9551	dg.4DFC/5a14da38-d257-11ee-9432-5f69623d9551
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Poly-A Enriched Genomic Librar	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5a14ff4a-d257-11ee-8421-f3939ac0a397	dg.4DFC/5a14ff4a-d257-11ee-8421-f3939ac0a397
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Poly-A Enriched Genomic Librar	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5a15233a-d257-11ee-8dc1-1fba83b522d6	dg.4DFC/5a15233a-d257-11ee-8dc1-1fba83b522d6
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Poly-A Enriched Genomic Librar	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5a1547b6-d257-11ee-b34c-87ccff50e147	dg.4DFC/5a1547b6-d257-11ee-b34c-87ccff50e147
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Poly-A Enriched Genomic Librar	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5a156b42-d257-11ee-8f0c-3b8e2557e02a	dg.4DFC/5a156b42-d257-11ee-8f0c-3b8e2557e02a
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Poly-A Enriched Genomic Librar	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5a158f78-d257-11ee-89d5-ebbae912abd4	dg.4DFC/5a158f78-d257-11ee-89d5-ebbae912abd4
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Poly-A Enriched Genomic Librar	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5a15b372-d257-11ee-b52a-d7c20c767bf5	dg.4DFC/5a15b372-d257-11ee-b52a-d7c20c767bf5
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Poly-A Enriched Genomic Librar	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5a15d794-d257-11ee-9e16-e7946007ae1d	dg.4DFC/5a15d794-d257-11ee-9e16-e7946007ae1d
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Poly-A Enriched Genomic Librar	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5a15fb70-d257-11ee-b7a3-e379ae11a68d	dg.4DFC/5a15fb70-d257-11ee-b7a3-e379ae11a68d
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Poly-A Enriched Genomic Librar	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5a1620f0-d257-11ee-9fd3-ebed4749030d	dg.4DFC/5a1620f0-d257-11ee-9fd3-ebed4749030d
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Poly-A Enriched Genomic Librar	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5a164486-d257-11ee-a967-3774885bb5d4	dg.4DFC/5a164486-d257-11ee-a967-3774885bb5d4
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Poly-A Enriched Genomic Librar	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5a166858-d257-11ee-9ca3-ab42ec2d6c00	dg.4DFC/5a166858-d257-11ee-9ca3-ab42ec2d6c00
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Poly-A Enriched Genomic Librar	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5a168ca2-d257-11ee-b5e4-378624069192	dg.4DFC/5a168ca2-d257-11ee-b5e4-378624069192
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Poly-A Enriched Genomic Librar	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5a16b24a-d257-11ee-924f-cfc5d735a7bb	dg.4DFC/5a16b24a-d257-11ee-924f-cfc5d735a7bb
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Poly-A Enriched Genomic Librar	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5a16d7de-d257-11ee-9011-2700fd236a4d	dg.4DFC/5a16d7de-d257-11ee-9011-2700fd236a4d
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Poly-A Enriched Genomic Librar	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5a16fba6-d257-11ee-9383-4742a9e917f1	dg.4DFC/5a16fba6-d257-11ee-9383-4742a9e917f1
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Poly-A Enriched Genomic Librar	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5a171fbe-d257-11ee-b39e-23b626af1439	dg.4DFC/5a171fbe-d257-11ee-b39e-23b626af1439
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Poly-A Enriched Genomic Librar	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5a174714-d257-11ee-8022-ab6321f08763	dg.4DFC/5a174714-d257-11ee-8022-ab6321f08763
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Poly-A Enriched Genomic Librar	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5a176af0-d257-11ee-be13-f7e61c67515e	dg.4DFC/5a176af0-d257-11ee-be13-f7e61c67515e
