id	sample.id	avg_read_length	checksum_algorithm	checksum_value	coverage	custom_assembly_fasta_file_for_alignment	dcf_indexd_guid	design_description	file_description	file_mapping_level	file_name	file_size	file_type	file_url_in_cds	instrument_model	library_id	library_layout	library_selection	library_source	library_strategy	md5sum	number_of_bp	number_of_reads	platform	reference_genome_assembly	sequence_alignment_software	sequencing_file_id	study	updated	type
phs002371::MLL_PAYKGI_scRNA.bam	phs002371::HTA4_5_1018						dg.4DFC/97d50f45-513e-490b-ac5c-97f42d35c55b	Not Available			MLL_PAYKGI_scRNA.bam	30290783712	bam	s3://cds-243-phs002371/v23.7.1.seq/htan-dcc-chop/single_cell_RNAseq_level_2/MLL_ PAYKGI_scRNA.bam/MLL_PAYKGI_scRNA.bam	Not Reported	Not Available	Not Applicable	Unspecified	Transcriptomic Single Cell	RNA-Seq	e88a3793d24d3d0462dadc7cfefa3503			Other			MLL_PAYKGI_scRNA.bam	phs002371		sequencing_file
phs002371::MLL_PAYKGI_scRNA_S1_L001_R1_001.fastq.gz	phs002371::HTA4_5_1018						dg.4DFC/add49974-363b-4a96-af81-eaebda3d757f	Not Available			MLL_PAYKGI_scRNA_S1_L001_R1_001.fastq.gz	4529257698	fastq	s3://cds-243-phs002371/v23.7.1.seq/htan-dcc-chop/single_cell_RNAseq_level_1/MLL_PAYKGI_scRNA/MLL_PAYKGI_scRNA_S1_L001_R1_001.fastq.gz	Illumina NovaSeq 6000	Not Available	Not Applicable	Unspecified	Transcriptomic Single Cell	RNA-Seq	411c88cef33337dfcee8b57e360963a2			Illumina			MLL_PAYKGI_scRNA_S1_L001_R1_001.fastq.gz	phs002371		sequencing_file
phs002371::MLL_PAYKGI_scRNA_S1_L001_R2_001.fastq.gz	phs002371::HTA4_5_1018						dg.4DFC/554adb70-7200-41ce-8a81-4b94a3756a66	Not Available			MLL_PAYKGI_scRNA_S1_L001_R2_001.fastq.gz	10302574695	fastq	s3://cds-243-phs002371/v23.7.1.seq/htan-dcc-chop/single_cell_RNAseq_level_1/MLL_PAYKGI_scRNA/MLL_PAYKGI_scRNA_S1_L001_R2_001.fastq.gz	Illumina NovaSeq 6000	Not Available	Not Applicable	Unspecified	Transcriptomic Single Cell	RNA-Seq	697e5a6dc448308416e9e3af280736dd			Illumina			MLL_PAYKGI_scRNA_S1_L001_R2_001.fastq.gz	phs002371		sequencing_file
phs002371::MLL_PAYKGI_scRNA_S1_L002_R1_001.fastq.gz	phs002371::HTA4_5_1018						dg.4DFC/7f67f7da-d3f5-4adb-b3ef-74cbe5a78181	Not Available			MLL_PAYKGI_scRNA_S1_L002_R1_001.fastq.gz	4527020242	fastq	s3://cds-243-phs002371/v23.7.1.seq/htan-dcc-chop/single_cell_RNAseq_level_1/MLL_PAYKGI_scRNA/MLL_PAYKGI_scRNA_S1_L002_R1_001.fastq.gz	Illumina NovaSeq 6000	Not Available	Not Applicable	Unspecified	Transcriptomic Single Cell	RNA-Seq	1844804249fdbea61a47efd8e7212e15			Illumina			MLL_PAYKGI_scRNA_S1_L002_R1_001.fastq.gz	phs002371		sequencing_file
phs002371::MLL_PAYKGI_scRNA_S1_L002_R2_001.fastq.gz	phs002371::HTA4_5_1018						dg.4DFC/f2a54b2f-879e-4de5-8977-d87baf77335e	Not Available			MLL_PAYKGI_scRNA_S1_L002_R2_001.fastq.gz	10305950177	fastq	s3://cds-243-phs002371/v23.7.1.seq/htan-dcc-chop/single_cell_RNAseq_level_1/MLL_PAYKGI_scRNA/MLL_PAYKGI_scRNA_S1_L002_R2_001.fastq.gz	Illumina NovaSeq 6000	Not Available	Not Applicable	Unspecified	Transcriptomic Single Cell	RNA-Seq	1ae2e045f2649d8cfc01acf415229690			Illumina			MLL_PAYKGI_scRNA_S1_L002_R2_001.fastq.gz	phs002371		sequencing_file
phs002371::MLL_PAYLNH_scATAC_S2_L001_R1_001.fastq.gz	phs002371::HTA4_11_1021						dg.4DFC/b6149248-7415-4feb-a3a3-333385cc1594	Not Available			MLL_PAYLNH_scATAC_S2_L001_R1_001.fastq.gz	5983664867	fastq	s3://cds-243-phs002371/v23.7.1.seq/htan-dcc-chop/single_cell_ATACseq_level_1_CLEAN/MLL_PAYLNH_scATAC/MLL_PAYLNH_scATAC_S2_L001_R1_001.fastq.gz	Illumina NovaSeq 6000	Not Available	Not Applicable	Unspecified	Genomic Single Cell	ATAC-seq	07d86f695147c1d8af3e8e88fa7516b7			Illumina			MLL_PAYLNH_scATAC_S2_L001_R1_001.fastq.gz	phs002371		sequencing_file
phs002371::MLL_PAYLNH_scATAC_S2_L001_R2_001.fastq.gz	phs002371::HTA4_11_1021						dg.4DFC/8e1a154f-9f4c-4e24-bdc9-684ccb70156d	Not Available			MLL_PAYLNH_scATAC_S2_L001_R2_001.fastq.gz	3156214564	fastq	s3://cds-243-phs002371/v23.7.1.seq/htan-dcc-chop/single_cell_ATACseq_level_1_CLEAN/MLL_PAYLNH_scATAC/MLL_PAYLNH_scATAC_S2_L001_R2_001.fastq.gz	Illumina NovaSeq 6000	Not Available	Not Applicable	Unspecified	Genomic Single Cell	ATAC-seq	01d2e00968ed4e8c31eb45dcafd843d4			Illumina			MLL_PAYLNH_scATAC_S2_L001_R2_001.fastq.gz	phs002371		sequencing_file
phs002371::MLL_PAYLNH_scATAC_S2_L001_R3_001.fastq.gz	phs002371::HTA4_11_1021						dg.4DFC/216de542-07f0-45c8-9075-8b151179095c	Not Available			MLL_PAYLNH_scATAC_S2_L001_R3_001.fastq.gz	6012333048	fastq	s3://cds-243-phs002371/v23.7.1.seq/htan-dcc-chop/single_cell_ATACseq_level_1_CLEAN/MLL_PAYLNH_scATAC/MLL_PAYLNH_scATAC_S2_L001_R3_001.fastq.gz	Illumina NovaSeq 6000	Not Available	Not Applicable	Unspecified	Genomic Single Cell	ATAC-seq	206eb57e5954676151947528f40ae4e4			Illumina			MLL_PAYLNH_scATAC_S2_L001_R3_001.fastq.gz	phs002371		sequencing_file
phs002371::MLL_PAYLNH_scATAC_S2_L002_R1_001.fastq.gz	phs002371::HTA4_11_1021						dg.4DFC/4478df58-4e7e-4c18-ac19-72fdfe3971ee	Not Available			MLL_PAYLNH_scATAC_S2_L002_R1_001.fastq.gz	6061561046	fastq	s3://cds-243-phs002371/v23.7.1.seq/htan-dcc-chop/single_cell_ATACseq_level_1_CLEAN/MLL_PAYLNH_scATAC/MLL_PAYLNH_scATAC_S2_L002_R1_001.fastq.gz	Illumina NovaSeq 6000	Not Available	Not Applicable	Unspecified	Genomic Single Cell	ATAC-seq	8b42107a6d6b8f776ef58bc15a247098			Illumina			MLL_PAYLNH_scATAC_S2_L002_R1_001.fastq.gz	phs002371		sequencing_file
phs002371::MLL_PAYLNH_scATAC_S2_L002_R2_001.fastq.gz	phs002371::HTA4_11_1021						dg.4DFC/4e96224c-d051-42cc-bab6-c2c377daf0ed	Not Available			MLL_PAYLNH_scATAC_S2_L002_R2_001.fastq.gz	3195287381	fastq	s3://cds-243-phs002371/v23.7.1.seq/htan-dcc-chop/single_cell_ATACseq_level_1_CLEAN/MLL_PAYLNH_scATAC/MLL_PAYLNH_scATAC_S2_L002_R2_001.fastq.gz	Illumina NovaSeq 6000	Not Available	Not Applicable	Unspecified	Genomic Single Cell	ATAC-seq	cec35fad6fcedc89ae1e0786514de5c3			Illumina			MLL_PAYLNH_scATAC_S2_L002_R2_001.fastq.gz	phs002371		sequencing_file
phs002371::MLL_PAYLNH_scATAC_S2_L002_R3_001.fastq.gz	phs002371::HTA4_11_1021						dg.4DFC/2d6e0308-3f28-49f0-ba53-79e776c33cd5	Not Available			MLL_PAYLNH_scATAC_S2_L002_R3_001.fastq.gz	6088989349	fastq	s3://cds-243-phs002371/v23.7.1.seq/htan-dcc-chop/single_cell_ATACseq_level_1_CLEAN/MLL_PAYLNH_scATAC/MLL_PAYLNH_scATAC_S2_L002_R3_001.fastq.gz	Illumina NovaSeq 6000	Not Available	Not Applicable	Unspecified	Genomic Single Cell	ATAC-seq	37e52ff2cac2b81e790de66256108c32			Illumina			MLL_PAYLNH_scATAC_S2_L002_R3_001.fastq.gz	phs002371		sequencing_file
phs002371::MLL_PAYLNH_scRNA.bam	phs002371::HTA4_11_1021						dg.4DFC/f31e9600-0239-4aab-9820-0f881cd7088f	Not Available			MLL_PAYLNH_scRNA.bam	33650025882	bam	s3://cds-243-phs002371/v23.7.1.seq/htan-dcc-chop/single_cell_RNAseq_level_2/MLL_ PAYLNH_scRNA.bam/MLL_PAYLNH_scRNA.bam	Not Reported	Not Available	Not Applicable	Unspecified	Transcriptomic Single Cell	RNA-Seq	02b0daace4548c7aa3482595868894db			Other			MLL_PAYLNH_scRNA.bam	phs002371		sequencing_file
phs002371::MLL_PAYLNH_scRNA_S2_L001_R1_001.fastq.gz	phs002371::HTA4_11_1021						dg.4DFC/6dc1a65c-1f1d-48b2-a96f-270cb5189caa	Not Available			MLL_PAYLNH_scRNA_S2_L001_R1_001.fastq.gz	4948564355	fastq	s3://cds-243-phs002371/v23.7.1.seq/htan-dcc-chop/single_cell_RNAseq_level_1/MLL_PAYLNH_scRNA/MLL_PAYLNH_scRNA_S2_L001_R1_001.fastq.gz	Illumina NovaSeq 6000	Not Available	Not Applicable	Unspecified	Transcriptomic Single Cell	RNA-Seq	388b29b8d1a37ec7d4e6a985ad4d37b8			Illumina			MLL_PAYLNH_scRNA_S2_L001_R1_001.fastq.gz	phs002371		sequencing_file
phs002371::MLL_PAYLNH_scRNA_S2_L001_R2_001.fastq.gz	phs002371::HTA4_11_1021						dg.4DFC/23409716-a17f-4551-96b5-2e30799ae912	Not Available			MLL_PAYLNH_scRNA_S2_L001_R2_001.fastq.gz	11223863289	fastq	s3://cds-243-phs002371/v23.7.1.seq/htan-dcc-chop/single_cell_RNAseq_level_1/MLL_PAYLNH_scRNA/MLL_PAYLNH_scRNA_S2_L001_R2_001.fastq.gz	Illumina NovaSeq 6000	Not Available	Not Applicable	Unspecified	Transcriptomic Single Cell	RNA-Seq	e6b573ad4368550d12f1aeaa1eb9a73f			Illumina			MLL_PAYLNH_scRNA_S2_L001_R2_001.fastq.gz	phs002371		sequencing_file
phs002371::MLL_PAYLNH_scRNA_S2_L002_R1_001.fastq.gz	phs002371::HTA4_11_1021						dg.4DFC/e22204aa-f621-442a-88bd-53d058fa7447	Not Available			MLL_PAYLNH_scRNA_S2_L002_R1_001.fastq.gz	4953380733	fastq	s3://cds-243-phs002371/v23.7.1.seq/htan-dcc-chop/single_cell_RNAseq_level_1/MLL_PAYLNH_scRNA/MLL_PAYLNH_scRNA_S2_L002_R1_001.fastq.gz	Illumina NovaSeq 6000	Not Available	Not Applicable	Unspecified	Transcriptomic Single Cell	RNA-Seq	b693aa8bff5ff8ff123ecdac3d80df2c			Illumina			MLL_PAYLNH_scRNA_S2_L002_R1_001.fastq.gz	phs002371		sequencing_file
phs002371::MLL_PAYLNH_scRNA_S2_L002_R2_001.fastq.gz	phs002371::HTA4_11_1021						dg.4DFC/829a075a-850b-4088-a74a-df55c847ae18	Not Available			MLL_PAYLNH_scRNA_S2_L002_R2_001.fastq.gz	11244177101	fastq	s3://cds-243-phs002371/v23.7.1.seq/htan-dcc-chop/single_cell_RNAseq_level_1/MLL_PAYLNH_scRNA/MLL_PAYLNH_scRNA_S2_L002_R2_001.fastq.gz	Illumina NovaSeq 6000	Not Available	Not Applicable	Unspecified	Transcriptomic Single Cell	RNA-Seq	69af9fcd9bc7f814951ab64fc660063d			Illumina			MLL_PAYLNH_scRNA_S2_L002_R2_001.fastq.gz	phs002371		sequencing_file
phs002371::MLL_PAYSBA_scATAC_S1_L001_R1_001.fastq.gz	phs002371::HTA4_8_1024						dg.4DFC/5679bc10-9ca9-4df5-8f9f-1c2e569eec48	Not Available			MLL_PAYSBA_scATAC_S1_L001_R1_001.fastq.gz	5894397588	fastq	s3://cds-243-phs002371/v23.7.1.seq/htan-dcc-chop/single_cell_ATACseq_level_1_CLEAN/MLL_PAYSBA_scATAC/MLL_PAYSBA_scATAC_S1_L001_R1_001.fastq.gz	Illumina NovaSeq 6000	Not Available	Not Applicable	Unspecified	Genomic Single Cell	ATAC-seq	ffd8e3f1a6e439db8298528fbb2465b5			Illumina			MLL_PAYSBA_scATAC_S1_L001_R1_001.fastq.gz	phs002371		sequencing_file
phs002371::MLL_PAYSBA_scATAC_S1_L001_R2_001.fastq.gz	phs002371::HTA4_8_1024						dg.4DFC/8c342e70-a42a-406c-8b8d-6936996613c1	Not Available			MLL_PAYSBA_scATAC_S1_L001_R2_001.fastq.gz	3125771890	fastq	s3://cds-243-phs002371/v23.7.1.seq/htan-dcc-chop/single_cell_ATACseq_level_1_CLEAN/MLL_PAYSBA_scATAC/MLL_PAYSBA_scATAC_S1_L001_R2_001.fastq.gz	Illumina NovaSeq 6000	Not Available	Not Applicable	Unspecified	Genomic Single Cell	ATAC-seq	0cd2362fba069ebb347e9eef9f17d5d7			Illumina			MLL_PAYSBA_scATAC_S1_L001_R2_001.fastq.gz	phs002371		sequencing_file
phs002371::MLL_PAYSBA_scATAC_S1_L001_R3_001.fastq.gz	phs002371::HTA4_8_1024						dg.4DFC/b11f4717-ee26-49f7-a48d-b83f693c63c3	Not Available			MLL_PAYSBA_scATAC_S1_L001_R3_001.fastq.gz	5900215411	fastq	s3://cds-243-phs002371/v23.7.1.seq/htan-dcc-chop/single_cell_ATACseq_level_1_CLEAN/MLL_PAYSBA_scATAC/MLL_PAYSBA_scATAC_S1_L001_R3_001.fastq.gz	Illumina NovaSeq 6000	Not Available	Not Applicable	Unspecified	Genomic Single Cell	ATAC-seq	8aead11058bc362c3872cc562c8bc832			Illumina			MLL_PAYSBA_scATAC_S1_L001_R3_001.fastq.gz	phs002371		sequencing_file
phs002371::MLL_PAYSBA_scATAC_S1_L002_R1_001.fastq.gz	phs002371::HTA4_8_1024						dg.4DFC/8b684a36-707b-4933-a1b3-e082cd158076	Not Available			MLL_PAYSBA_scATAC_S1_L002_R1_001.fastq.gz	5942933102	fastq	s3://cds-243-phs002371/v23.7.1.seq/htan-dcc-chop/single_cell_ATACseq_level_1_CLEAN/MLL_PAYSBA_scATAC/MLL_PAYSBA_scATAC_S1_L002_R1_001.fastq.gz	Illumina NovaSeq 6000	Not Available	Not Applicable	Unspecified	Genomic Single Cell	ATAC-seq	d2c7ced82ac6adeb9ea50a94b524f5b9			Illumina			MLL_PAYSBA_scATAC_S1_L002_R1_001.fastq.gz	phs002371		sequencing_file
phs002371::MLL_PAYSBA_scATAC_S1_L002_R2_001.fastq.gz	phs002371::HTA4_8_1024						dg.4DFC/651f23e8-359e-4595-9e74-eb7653554619	Not Available			MLL_PAYSBA_scATAC_S1_L002_R2_001.fastq.gz	3160319647	fastq	s3://cds-243-phs002371/v23.7.1.seq/htan-dcc-chop/single_cell_ATACseq_level_1_CLEAN/MLL_PAYSBA_scATAC/MLL_PAYSBA_scATAC_S1_L002_R2_001.fastq.gz	Illumina NovaSeq 6000	Not Available	Not Applicable	Unspecified	Genomic Single Cell	ATAC-seq	62b6327995d0fe2ca490449831d79158			Illumina			MLL_PAYSBA_scATAC_S1_L002_R2_001.fastq.gz	phs002371		sequencing_file
phs002371::MLL_PAYSBA_scATAC_S1_L002_R3_001.fastq.gz	phs002371::HTA4_8_1024						dg.4DFC/f8876dbd-7deb-4d3f-8b06-076250bf3139	Not Available			MLL_PAYSBA_scATAC_S1_L002_R3_001.fastq.gz	5962904474	fastq	s3://cds-243-phs002371/v23.7.1.seq/htan-dcc-chop/single_cell_ATACseq_level_1_CLEAN/MLL_PAYSBA_scATAC/MLL_PAYSBA_scATAC_S1_L002_R3_001.fastq.gz	Illumina NovaSeq 6000	Not Available	Not Applicable	Unspecified	Genomic Single Cell	ATAC-seq	db9932b48d42d9103a78b35f9cadeadb			Illumina			MLL_PAYSBA_scATAC_S1_L002_R3_001.fastq.gz	phs002371		sequencing_file
phs002371::MLL_PAYSBA_scRNA.bam	phs002371::HTA4_8_1024						dg.4DFC/700266a1-d63d-4bc1-9e3d-617432898bbc	Not Available			MLL_PAYSBA_scRNA.bam	31165895325	bam	s3://cds-243-phs002371/v23.7.1.seq/htan-dcc-chop/single_cell_RNAseq_level_2/MLL_ PAYSBA_scRNA.bam/MLL_PAYSBA_scRNA.bam	Not Reported	Not Available	Not Applicable	Unspecified	Transcriptomic Single Cell	RNA-Seq	1ce8ca3a269963c287cff608bfa1add0			Other			MLL_PAYSBA_scRNA.bam	phs002371		sequencing_file
phs002371::MLL_PAYSBA_scRNA_S1_L001_R1_001.fastq.gz	phs002371::HTA4_8_1024						dg.4DFC/c21df89d-0c15-4517-9a2b-bf7d6b6c455f	Not Available			MLL_PAYSBA_scRNA_S1_L001_R1_001.fastq.gz	4153872825	fastq	s3://cds-243-phs002371/v23.7.1.seq/htan-dcc-chop/single_cell_RNAseq_level_1/MLL_PAYSBA_scRNA/MLL_PAYSBA_scRNA_S1_L001_R1_001.fastq.gz	Illumina NovaSeq 6000	Not Available	Not Applicable	Unspecified	Transcriptomic Single Cell	RNA-Seq	7bcf256af47fdeb804ce4352d967609d			Illumina			MLL_PAYSBA_scRNA_S1_L001_R1_001.fastq.gz	phs002371		sequencing_file
phs002371::MLL_PAYSBA_scRNA_S1_L001_R2_001.fastq.gz	phs002371::HTA4_8_1024						dg.4DFC/573bd9ff-46d7-4168-9fac-813f0ce8dec6	Not Available			MLL_PAYSBA_scRNA_S1_L001_R2_001.fastq.gz	10026996576	fastq	s3://cds-243-phs002371/v23.7.1.seq/htan-dcc-chop/single_cell_RNAseq_level_1/MLL_PAYSBA_scRNA/MLL_PAYSBA_scRNA_S1_L001_R2_001.fastq.gz	Illumina NovaSeq 6000	Not Available	Not Applicable	Unspecified	Transcriptomic Single Cell	RNA-Seq	fb3e4fad989d0a065fdef4c485ed79ee			Illumina			MLL_PAYSBA_scRNA_S1_L001_R2_001.fastq.gz	phs002371		sequencing_file
phs002371::MLL_PAYSBA_scRNA_S1_L002_R1_001.fastq.gz	phs002371::HTA4_8_1024						dg.4DFC/c7f17295-3955-464c-bc93-8a099fd4bf41	Not Available			MLL_PAYSBA_scRNA_S1_L002_R1_001.fastq.gz	4637341799	fastq	s3://cds-243-phs002371/v23.7.1.seq/htan-dcc-chop/single_cell_RNAseq_level_1/MLL_PAYSBA_scRNA/MLL_PAYSBA_scRNA_S1_L002_R1_001.fastq.gz	Illumina NovaSeq 6000	Not Available	Not Applicable	Unspecified	Transcriptomic Single Cell	RNA-Seq	1f317d7a977798bf6a754991f9ec94e9			Illumina			MLL_PAYSBA_scRNA_S1_L002_R1_001.fastq.gz	phs002371		sequencing_file
phs002371::MLL_PAYSBA_scRNA_S1_L002_R2_001.fastq.gz	phs002371::HTA4_8_1024						dg.4DFC/79751ed6-756a-4f8f-bb35-d2dc289d1740	Not Available			MLL_PAYSBA_scRNA_S1_L002_R2_001.fastq.gz	10825524282	fastq	s3://cds-243-phs002371/v23.7.1.seq/htan-dcc-chop/single_cell_RNAseq_level_1/MLL_PAYSBA_scRNA/MLL_PAYSBA_scRNA_S1_L002_R2_001.fastq.gz	Illumina NovaSeq 6000	Not Available	Not Applicable	Unspecified	Transcriptomic Single Cell	RNA-Seq	d0c2bcb09ff6232a0d7690240bb50b70			Illumina			MLL_PAYSBA_scRNA_S1_L002_R2_001.fastq.gz	phs002371		sequencing_file
phs002371::MLL_PAYUZJ_scATAC_S5_L001_R1_001.fastq.gz	phs002371::HTA4_12_1027						dg.4DFC/628cb802-80f7-4e84-8e4d-ec964606dc7e	Not Available			MLL_PAYUZJ_scATAC_S5_L001_R1_001.fastq.gz	4386313990	fastq	s3://cds-243-phs002371/v23.7.1.seq/htan-dcc-chop/single_cell_ATACseq_level_1_CLEAN/MLL_PAYUZJ_scATAC/MLL_PAYUZJ_scATAC_S5_L001_R1_001.fastq.gz	Illumina NovaSeq 6000	Not Available	Not Applicable	Unspecified	Genomic Single Cell	ATAC-seq	b4e475b668bbee463317d1ba9a179916			Illumina			MLL_PAYUZJ_scATAC_S5_L001_R1_001.fastq.gz	phs002371		sequencing_file
phs002371::MLL_PAYUZJ_scATAC_S5_L001_R2_001.fastq.gz	phs002371::HTA4_12_1027						dg.4DFC/e598cae1-86c6-475b-8f90-bf84c64d636e	Not Available			MLL_PAYUZJ_scATAC_S5_L001_R2_001.fastq.gz	2348233424	fastq	s3://cds-243-phs002371/v23.7.1.seq/htan-dcc-chop/single_cell_ATACseq_level_1_CLEAN/MLL_PAYUZJ_scATAC/MLL_PAYUZJ_scATAC_S5_L001_R2_001.fastq.gz	Illumina NovaSeq 6000	Not Available	Not Applicable	Unspecified	Genomic Single Cell	ATAC-seq	ac44c86b4f24242c882757cce1bc3474			Illumina			MLL_PAYUZJ_scATAC_S5_L001_R2_001.fastq.gz	phs002371		sequencing_file
phs002371::MLL_PAYUZJ_scATAC_S5_L001_R3_001.fastq.gz	phs002371::HTA4_12_1027						dg.4DFC/cf72c23f-aaf9-4ad2-96fe-34110c212b8d	Not Available			MLL_PAYUZJ_scATAC_S5_L001_R3_001.fastq.gz	4463573931	fastq	s3://cds-243-phs002371/v23.7.1.seq/htan-dcc-chop/single_cell_ATACseq_level_1_CLEAN/MLL_PAYUZJ_scATAC/MLL_PAYUZJ_scATAC_S5_L001_R3_001.fastq.gz	Illumina NovaSeq 6000	Not Available	Not Applicable	Unspecified	Genomic Single Cell	ATAC-seq	8a7522ab65bcec7cedb8469f5609632b			Illumina			MLL_PAYUZJ_scATAC_S5_L001_R3_001.fastq.gz	phs002371		sequencing_file
phs002371::MLL_PAYUZJ_scATAC_S5_L002_R1_001.fastq.gz	phs002371::HTA4_12_1027						dg.4DFC/731fe357-0fe4-46fb-ae15-1aae6b622e58	Not Available			MLL_PAYUZJ_scATAC_S5_L002_R1_001.fastq.gz	4458133988	fastq	s3://cds-243-phs002371/v23.7.1.seq/htan-dcc-chop/single_cell_ATACseq_level_1_CLEAN/MLL_PAYUZJ_scATAC/MLL_PAYUZJ_scATAC_S5_L002_R1_001.fastq.gz	Illumina NovaSeq 6000	Not Available	Not Applicable	Unspecified	Genomic Single Cell	ATAC-seq	1593143582145b5ed466c865cc023b41			Illumina			MLL_PAYUZJ_scATAC_S5_L002_R1_001.fastq.gz	phs002371		sequencing_file
phs002371::MLL_PAYUZJ_scATAC_S5_L002_R2_001.fastq.gz	phs002371::HTA4_12_1027						dg.4DFC/8c3eb6fa-ffd0-4681-96f1-0cf59be73295	Not Available			MLL_PAYUZJ_scATAC_S5_L002_R2_001.fastq.gz	2386550428	fastq	s3://cds-243-phs002371/v23.7.1.seq/htan-dcc-chop/single_cell_ATACseq_level_1_CLEAN/MLL_PAYUZJ_scATAC/MLL_PAYUZJ_scATAC_S5_L002_R2_001.fastq.gz	Illumina NovaSeq 6000	Not Available	Not Applicable	Unspecified	Genomic Single Cell	ATAC-seq	c7dcf31b5deac59d18a1d807326ef6bd			Illumina			MLL_PAYUZJ_scATAC_S5_L002_R2_001.fastq.gz	phs002371		sequencing_file
phs002371::MLL_PAYUZJ_scATAC_S5_L002_R3_001.fastq.gz	phs002371::HTA4_12_1027						dg.4DFC/ba504f52-e4cd-4829-a452-9d4390caa728	Not Available			MLL_PAYUZJ_scATAC_S5_L002_R3_001.fastq.gz	4538191573	fastq	s3://cds-243-phs002371/v23.7.1.seq/htan-dcc-chop/single_cell_ATACseq_level_1_CLEAN/MLL_PAYUZJ_scATAC/MLL_PAYUZJ_scATAC_S5_L002_R3_001.fastq.gz	Illumina NovaSeq 6000	Not Available	Not Applicable	Unspecified	Genomic Single Cell	ATAC-seq	ae5b418a63d42e08d3f80c5de7b381ff			Illumina			MLL_PAYUZJ_scATAC_S5_L002_R3_001.fastq.gz	phs002371		sequencing_file
phs002371::MLL_PAYUZJ_scRNA.bam	phs002371::HTA4_12_1027						dg.4DFC/aa836fa9-fa6c-4a29-859f-88280ca23e91	Not Available			MLL_PAYUZJ_scRNA.bam	30072362514	bam	s3://cds-243-phs002371/v23.7.1.seq/htan-dcc-chop/single_cell_RNAseq_level_2/MLL_ PAYUZJ_scRNA.bam/MLL_PAYUZJ_scRNA.bam	Not Reported	Not Available	Not Applicable	Unspecified	Transcriptomic Single Cell	RNA-Seq	b5efb8d9ecc657edc87c0e43725d625a			Other			MLL_PAYUZJ_scRNA.bam	phs002371		sequencing_file
phs002371::MLL_PAYUZJ_scRNA_S5_L001_R1_001.fastq.gz	phs002371::HTA4_12_1027						dg.4DFC/5ba4d243-711a-4399-8d54-15b264107035	Not Available			MLL_PAYUZJ_scRNA_S5_L001_R1_001.fastq.gz	4623378604	fastq	s3://cds-243-phs002371/v23.7.1.seq/htan-dcc-chop/single_cell_RNAseq_level_1/MLL_PAYUZJ_scRNA/MLL_PAYUZJ_scRNA_S5_L001_R1_001.fastq.gz	Illumina NovaSeq 6000	Not Available	Not Applicable	Unspecified	Transcriptomic Single Cell	RNA-Seq	06fef0e583dddfb30feae84615f06d83			Illumina			MLL_PAYUZJ_scRNA_S5_L001_R1_001.fastq.gz	phs002371		sequencing_file
phs002371::MLL_PAYUZJ_scRNA_S5_L001_R2_001.fastq.gz	phs002371::HTA4_12_1027						dg.4DFC/59a04399-56f0-4b4a-a52c-b62c3e987dbd	Not Available			MLL_PAYUZJ_scRNA_S5_L001_R2_001.fastq.gz	10478932925	fastq	s3://cds-243-phs002371/v23.7.1.seq/htan-dcc-chop/single_cell_RNAseq_level_1/MLL_PAYUZJ_scRNA/MLL_PAYUZJ_scRNA_S5_L001_R2_001.fastq.gz	Illumina NovaSeq 6000	Not Available	Not Applicable	Unspecified	Transcriptomic Single Cell	RNA-Seq	f77d93ead3acd57622f4fc6ec0fc8d74			Illumina			MLL_PAYUZJ_scRNA_S5_L001_R2_001.fastq.gz	phs002371		sequencing_file
phs002371::MLL_PAYUZJ_scRNA_S5_L002_R1_001.fastq.gz	phs002371::HTA4_12_1027						dg.4DFC/8c309e75-04d7-4a65-b980-b0639514859e	Not Available			MLL_PAYUZJ_scRNA_S5_L002_R1_001.fastq.gz	4623757516	fastq	s3://cds-243-phs002371/v23.7.1.seq/htan-dcc-chop/single_cell_RNAseq_level_1/MLL_PAYUZJ_scRNA/MLL_PAYUZJ_scRNA_S5_L002_R1_001.fastq.gz	Illumina NovaSeq 6000	Not Available	Not Applicable	Unspecified	Transcriptomic Single Cell	RNA-Seq	eedd805cb86fab54fbc49581845ce1c2			Illumina			MLL_PAYUZJ_scRNA_S5_L002_R1_001.fastq.gz	phs002371		sequencing_file
phs002371::MLL_PAYUZJ_scRNA_S5_L002_R2_001.fastq.gz	phs002371::HTA4_12_1027						dg.4DFC/d634bd1a-b552-43c9-a3e3-c0e063dae8d7	Not Available			MLL_PAYUZJ_scRNA_S5_L002_R2_001.fastq.gz	10487967556	fastq	s3://cds-243-phs002371/v23.7.1.seq/htan-dcc-chop/single_cell_RNAseq_level_1/MLL_PAYUZJ_scRNA/MLL_PAYUZJ_scRNA_S5_L002_R2_001.fastq.gz	Illumina NovaSeq 6000	Not Available	Not Applicable	Unspecified	Transcriptomic Single Cell	RNA-Seq	d347f709e8d68bec75c53a0df16a9b4a			Illumina			MLL_PAYUZJ_scRNA_S5_L002_R2_001.fastq.gz	phs002371		sequencing_file
