library_id	bases	number_of_reads	avg_read_length	coverage	design_description	library_strategy	library_layout	library_source	library_selection	platform	type	genomic_info_id	file.file_id	reference_genome_assembly	instrument_model
10294X8_746_5	2727921221	27009121	101	0.0	Illumina HiSeq 2000	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/b9095df7-0f66-4099-9bf1-5ae59bfe48ca_10294X8_746_5	dg.4DFC/b9095df7-0f66-4099-9bf1-5ae59bfe48ca	Not specified in data	Not specified in data
10294X8_746_5	2727921221	27009121	101	0.0	Illumina HiSeq 2000	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/81436d20-3e9c-4ace-9147-32a61996e7a6_10294X8_746_5	dg.4DFC/81436d20-3e9c-4ace-9147-32a61996e7a6	Not specified in data	Not specified in data
10294X13	4032767794	39928394	101	107.577922712614	Illumina HiSeq 2500	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/4018796b-0fe4-4502-bcbc-b5bf1ebb7514_10294X13	dg.4DFC/4018796b-0fe4-4502-bcbc-b5bf1ebb7514	Not specified in data	Not specified in data
10294X13	4032767794	39928394	101	107.577922712614	Illumina HiSeq 2500	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/c610efb0-cd7b-4205-956e-450dd1fd7ee0_10294X13	dg.4DFC/c610efb0-cd7b-4205-956e-450dd1fd7ee0	Not specified in data	Not specified in data
10294X13_436_4	4178664314	41372914	101	0.0	Illumina HiSeq 2000	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/726d44e3-0dda-474b-a18e-8460f7e02a17_10294X13_436_4	dg.4DFC/726d44e3-0dda-474b-a18e-8460f7e02a17	Not specified in data	Not specified in data
10294X13_436_4	4178664314	41372914	101	0.0	Illumina HiSeq 2000	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/c2128f82-1680-41f2-9066-bfa84ffd77bb_10294X13_436_4	dg.4DFC/c2128f82-1680-41f2-9066-bfa84ffd77bb	Not specified in data	Not specified in data
10294X13_746_6	4032767794	39928394	101	0.0	Illumina HiSeq 2000	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/261f7a4e-4fbe-45e6-955f-0bb6656843da_10294X13_746_6	dg.4DFC/261f7a4e-4fbe-45e6-955f-0bb6656843da	Not specified in data	Not specified in data
10294X13_746_6	4032767794	39928394	101	0.0	Illumina HiSeq 2000	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/2133931d-8bf0-4ee6-8a5b-1a93dd1b3611_10294X13_746_6	dg.4DFC/2133931d-8bf0-4ee6-8a5b-1a93dd1b3611	Not specified in data	Not specified in data
10294X7	4202191759	41605859	101	78.1603960609432	Illumina HiSeq 2500	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/a3fd3e94-2976-4115-9ae2-4e4089556b98_10294X7	dg.4DFC/a3fd3e94-2976-4115-9ae2-4e4089556b98	Not specified in data	Not specified in data
10294X7	4202191759	41605859	101	78.1603960609432	Illumina HiSeq 2500	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/dab4f390-81b6-4530-ad6d-91a6bddcbca4_10294X7	dg.4DFC/dab4f390-81b6-4530-ad6d-91a6bddcbca4	Not specified in data	Not specified in data
10294X7_436_3	4544952631	44999531	101	0.0	Illumina HiSeq 2000	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/29e88e73-0034-4e80-89f7-de7c6da5f09a_10294X7_436_3	dg.4DFC/29e88e73-0034-4e80-89f7-de7c6da5f09a	Not specified in data	Not specified in data
10294X7_436_3	4544952631	44999531	101	0.0	Illumina HiSeq 2000	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/d85b3486-70e7-40cb-97eb-4c4f532ba45a_10294X7_436_3	dg.4DFC/d85b3486-70e7-40cb-97eb-4c4f532ba45a	Not specified in data	Not specified in data
10294X7_746_5	4202191759	41605859	101	0.0	Illumina HiSeq 2000	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/706bee79-e5ed-4fbe-bbc9-92f0b55b9a41_10294X7_746_5	dg.4DFC/706bee79-e5ed-4fbe-bbc9-92f0b55b9a41	Not specified in data	Not specified in data
10294X7_746_5	4202191759	41605859	101	0.0	Illumina HiSeq 2000	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/f61a45ac-dd34-4ba6-97b8-d7de8f0aa331_10294X7_746_5	dg.4DFC/f61a45ac-dd34-4ba6-97b8-d7de8f0aa331	Not specified in data	Not specified in data
10294X21	2163151946	21417346	101	95.9091350557654	Illumina HiSeq 2500	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/2c52961d-7a83-4fe7-ad99-76be76775a79_10294X21	dg.4DFC/2c52961d-7a83-4fe7-ad99-76be76775a79	Not specified in data	Not specified in data
10294X21	2163151946	21417346	101	95.9091350557654	Illumina HiSeq 2500	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/357e2f79-6ba5-4beb-8006-57e0d95e376c_10294X21	dg.4DFC/357e2f79-6ba5-4beb-8006-57e0d95e376c	Not specified in data	Not specified in data
10294X21_436_5	3793241648	37556848	101	0.0	Illumina HiSeq 2000	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/fa8fb78c-6e27-4da3-959e-10118f6a0a5a_10294X21_436_5	dg.4DFC/fa8fb78c-6e27-4da3-959e-10118f6a0a5a	Not specified in data	Not specified in data
10294X21_436_5	3793241648	37556848	101	0.0	Illumina HiSeq 2000	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/8df7036a-04ad-4103-abe4-40cb7f194eaa_10294X21_436_5	dg.4DFC/8df7036a-04ad-4103-abe4-40cb7f194eaa	Not specified in data	Not specified in data
10294X21_746_7	2163151946	21417346	101	0.0	Illumina HiSeq 2000	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/93a0ccb2-98f0-4304-98d1-036ea06c2357_10294X21_746_7	dg.4DFC/93a0ccb2-98f0-4304-98d1-036ea06c2357	Not specified in data	Not specified in data
10294X21_746_7	2163151946	21417346	101	0.0	Illumina HiSeq 2000	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/547f5bff-105d-4a30-b8d3-8cbc8de2df19_10294X21_746_7	dg.4DFC/547f5bff-105d-4a30-b8d3-8cbc8de2df19	Not specified in data	Not specified in data
10294X15	2490815641	24661541	101	65.4778702230073	Illumina HiSeq 2500	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/e1b238d5-86e3-4879-893d-31af40afd606_10294X15	dg.4DFC/e1b238d5-86e3-4879-893d-31af40afd606	Not specified in data	Not specified in data
10294X15	2490815641	24661541	101	65.4778702230073	Illumina HiSeq 2500	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/8c7f6a0e-2f92-4398-b5c9-69e5d8d254d0_10294X15	dg.4DFC/8c7f6a0e-2f92-4398-b5c9-69e5d8d254d0	Not specified in data	Not specified in data
10294X15_436_4	2600274189	25745289	101	0.0	Illumina HiSeq 2000	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/68554d0e-2f91-4207-9918-c343893d2a1b_10294X15_436_4	dg.4DFC/68554d0e-2f91-4207-9918-c343893d2a1b	Not specified in data	Not specified in data
10294X15_436_4	2600274189	25745289	101	0.0	Illumina HiSeq 2000	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/64dd9cf8-e776-4f4a-b94f-add15a3ce88a_10294X15_436_4	dg.4DFC/64dd9cf8-e776-4f4a-b94f-add15a3ce88a	Not specified in data	Not specified in data
10294X15_746_6	2490815641	24661541	101	0.0	Illumina HiSeq 2000	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/fa2e1d6d-67ed-4cae-ac0d-1ec584fec479_10294X15_746_6	dg.4DFC/fa2e1d6d-67ed-4cae-ac0d-1ec584fec479	Not specified in data	Not specified in data
10294X15_746_6	2490815641	24661541	101	0.0	Illumina HiSeq 2000	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/ea796af4-53a1-4fec-8148-bca73264f17a_10294X15_746_6	dg.4DFC/ea796af4-53a1-4fec-8148-bca73264f17a	Not specified in data	Not specified in data
10294X5	2800744948	27730148	101	86.0457180460965	Illumina HiSeq 2500	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/40ac4713-84f8-477d-8995-299e56be93e4_10294X5	dg.4DFC/40ac4713-84f8-477d-8995-299e56be93e4	Not specified in data	Not specified in data
10294X5	2800744948	27730148	101	86.0457180460965	Illumina HiSeq 2500	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/a77fcac6-c7dd-4b2d-9bc5-2bb9666e3474_10294X5	dg.4DFC/a77fcac6-c7dd-4b2d-9bc5-2bb9666e3474	Not specified in data	Not specified in data
10294X5_436_2	2988292050	29587050	101	0.0	Illumina HiSeq 2000	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/8ec0e0b9-d47f-487c-be5a-902ef735245c_10294X5_436_2	dg.4DFC/8ec0e0b9-d47f-487c-be5a-902ef735245c	Not specified in data	Not specified in data
10294X5_436_2	2988292050	29587050	101	0.0	Illumina HiSeq 2000	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/9d39ac1a-cb59-4f8d-a3e4-48849599c561_10294X5_436_2	dg.4DFC/9d39ac1a-cb59-4f8d-a3e4-48849599c561	Not specified in data	Not specified in data
10294X5_746_4	2800744948	27730148	101	0.0	Illumina HiSeq 2000	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/62b87329-a2a4-4567-b3d8-d27a1e2b6d6c_10294X5_746_4	dg.4DFC/62b87329-a2a4-4567-b3d8-d27a1e2b6d6c	Not specified in data	Not specified in data
10294X5_746_4	2800744948	27730148	101	0.0	Illumina HiSeq 2000	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/210656b6-1d1d-4fad-97c4-c975aa81e314_10294X5_746_4	dg.4DFC/210656b6-1d1d-4fad-97c4-c975aa81e314	Not specified in data	Not specified in data
10294X16	2373982578	23504778	101	73.9053196206431	Illumina HiSeq 2500	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/26299d77-fef1-4e30-b0ef-eaf90a84636b_10294X16	dg.4DFC/26299d77-fef1-4e30-b0ef-eaf90a84636b	Not specified in data	Not specified in data
10294X16	2373982578	23504778	101	73.9053196206431	Illumina HiSeq 2500	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/5fe39ddb-0798-4c4a-a9fa-cf2af53b494a_10294X16	dg.4DFC/5fe39ddb-0798-4c4a-a9fa-cf2af53b494a	Not specified in data	Not specified in data
10294X16_436_4	2463950651	24395551	101	0.0	Illumina HiSeq 2000	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/fe09762e-c33c-4612-9a3d-28cb3db0b78a_10294X16_436_4	dg.4DFC/fe09762e-c33c-4612-9a3d-28cb3db0b78a	Not specified in data	Not specified in data
10294X16_436_4	2463950651	24395551	101	0.0	Illumina HiSeq 2000	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/7a13421a-0a1c-4f26-a792-31500d41d540_10294X16_436_4	dg.4DFC/7a13421a-0a1c-4f26-a792-31500d41d540	Not specified in data	Not specified in data
10294X16_746_6	2373982578	23504778	101	0.0	Illumina HiSeq 2000	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/11f0fefa-441b-4052-aa6f-624363a42c52_10294X16_746_6	dg.4DFC/11f0fefa-441b-4052-aa6f-624363a42c52	Not specified in data	Not specified in data
10294X16_746_6	2373982578	23504778	101	0.0	Illumina HiSeq 2000	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/734542e5-c95a-4315-bd10-111ba35e0fe8_10294X16_746_6	dg.4DFC/734542e5-c95a-4315-bd10-111ba35e0fe8	Not specified in data	Not specified in data
10294X10	3726193404	36893004	101	74.6998108627921	Illumina HiSeq 2500	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/984ff1a3-6fdf-43bc-8350-f2a6f87e9425_10294X10	dg.4DFC/984ff1a3-6fdf-43bc-8350-f2a6f87e9425	Not specified in data	Not specified in data
10294X10	3726193404	36893004	101	74.6998108627921	Illumina HiSeq 2500	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/ae10ff7b-84d2-4dce-9563-95fa97eaa68a_10294X10	dg.4DFC/ae10ff7b-84d2-4dce-9563-95fa97eaa68a	Not specified in data	Not specified in data
10294X10_436_3	4044525507	40044807	101	0.0	Illumina HiSeq 2000	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/eed2ed8b-cf71-4a38-bfb1-322c5aaeb661_10294X10_436_3	dg.4DFC/eed2ed8b-cf71-4a38-bfb1-322c5aaeb661	Not specified in data	Not specified in data
10294X10_436_3	4044525507	40044807	101	0.0	Illumina HiSeq 2000	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/649b1289-830f-4d85-b69c-029c85aa4b2d_10294X10_436_3	dg.4DFC/649b1289-830f-4d85-b69c-029c85aa4b2d	Not specified in data	Not specified in data
10294X10_746_5	3726193404	36893004	101	0.0	Illumina HiSeq 2000	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/f5e4b1f5-ff9a-4dcd-8aab-5395e73c33b4_10294X10_746_5	dg.4DFC/f5e4b1f5-ff9a-4dcd-8aab-5395e73c33b4	Not specified in data	Not specified in data
10294X10_746_5	3726193404	36893004	101	0.0	Illumina HiSeq 2000	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/7ecfd931-91e7-44dc-bda5-2cee976bf82a_10294X10_746_5	dg.4DFC/7ecfd931-91e7-44dc-bda5-2cee976bf82a	Not specified in data	Not specified in data
10297X1	3724336115	36874615	101	113.215850083454	Illumina HiSeq 2500	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/bc15e161-99f4-4686-a0cf-1d98b3a8b658_10297X1	dg.4DFC/bc15e161-99f4-4686-a0cf-1d98b3a8b658	Not specified in data	Not specified in data
10297X1	3724336115	36874615	101	113.215850083454	Illumina HiSeq 2500	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/79f1f5e1-f9ac-4687-9e5b-c311e6fe1d33_10297X1	dg.4DFC/79f1f5e1-f9ac-4687-9e5b-c311e6fe1d33	Not specified in data	Not specified in data
10297X1_442_5	4222421352	41806152	101	0.0	Illumina HiSeq 2000	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/d56ec78d-5686-478a-bd5e-53e2ad566691_10297X1_442_5	dg.4DFC/d56ec78d-5686-478a-bd5e-53e2ad566691	Not specified in data	Not specified in data
10297X1_442_5	4222421352	41806152	101	0.0	Illumina HiSeq 2000	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/2bf737cb-96e5-44f0-9ea4-efea618bb34b_10297X1_442_5	dg.4DFC/2bf737cb-96e5-44f0-9ea4-efea618bb34b	Not specified in data	Not specified in data
10297X1_746_8	3724336115	36874615	101	0.0	Illumina HiSeq 2000	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/e4f70196-3ecb-4925-b994-33c60f379f87_10297X1_746_8	dg.4DFC/e4f70196-3ecb-4925-b994-33c60f379f87	Not specified in data	Not specified in data
10297X1_746_8	3724336115	36874615	101	0.0	Illumina HiSeq 2000	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/1a9bf364-50e0-430b-a23d-3733d120fb4b_10297X1_746_8	dg.4DFC/1a9bf364-50e0-430b-a23d-3733d120fb4b	Not specified in data	Not specified in data
10297X2	3009865044	29800644	101	79.3340037865198	Illumina HiSeq 2500	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/7b901c4b-97b3-4e3d-9e6e-b0d216fbd119_10297X2	dg.4DFC/7b901c4b-97b3-4e3d-9e6e-b0d216fbd119	Not specified in data	Not specified in data
10297X2	3009865044	29800644	101	79.3340037865198	Illumina HiSeq 2500	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/ef3153b1-ef38-4d5d-ae96-ff6e9cc6fa96_10297X2	dg.4DFC/ef3153b1-ef38-4d5d-ae96-ff6e9cc6fa96	Not specified in data	Not specified in data
10297X2_442_5	3326867179	32939279	101	0.0	Illumina HiSeq 2000	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/8a90f9ad-8053-4253-975e-8cb51659b618_10297X2_442_5	dg.4DFC/8a90f9ad-8053-4253-975e-8cb51659b618	Not specified in data	Not specified in data
10297X2_442_5	3326867179	32939279	101	0.0	Illumina HiSeq 2000	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/79c15bf4-9060-42f2-a6b8-ebfc356fd3e4_10297X2_442_5	dg.4DFC/79c15bf4-9060-42f2-a6b8-ebfc356fd3e4	Not specified in data	Not specified in data
10297X2_746_8	3009865044	29800644	101	0.0	Illumina HiSeq 2000	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/d3f1cb99-9f68-448f-b9fc-bc0a43c642df_10297X2_746_8	dg.4DFC/d3f1cb99-9f68-448f-b9fc-bc0a43c642df	Not specified in data	Not specified in data
10297X2_746_8	3009865044	29800644	101	0.0	Illumina HiSeq 2000	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/4262708c-1882-4d22-bf36-ee9eb358f92c_10297X2_746_8	dg.4DFC/4262708c-1882-4d22-bf36-ee9eb358f92c	Not specified in data	Not specified in data
10296X1	2419144021	23951921	101	76.5954758254016	Illumina HiSeq 2500	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/e2f1c8d2-a95e-44ff-9071-1d5d6b23a016_10296X1	dg.4DFC/e2f1c8d2-a95e-44ff-9071-1d5d6b23a016	Not specified in data	Not specified in data
10296X1	2419144021	23951921	101	76.5954758254016	Illumina HiSeq 2500	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/bd00de46-2503-4212-9272-624ac5d1cc51_10296X1	dg.4DFC/bd00de46-2503-4212-9272-624ac5d1cc51	Not specified in data	Not specified in data
10296X1_442_3	2467930152	24434952	101	0.0	Illumina HiSeq 2000	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/01b9fa10-aaa3-44ab-807c-3700c5f6c507_10296X1_442_3	dg.4DFC/01b9fa10-aaa3-44ab-807c-3700c5f6c507	Not specified in data	Not specified in data
10296X1_442_3	2467930152	24434952	101	0.0	Illumina HiSeq 2000	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/d74b9850-bf7b-4ac3-a474-04bf24426ec3_10296X1_442_3	dg.4DFC/d74b9850-bf7b-4ac3-a474-04bf24426ec3	Not specified in data	Not specified in data
10296X1_756_3	2419144021	23951921	101	0.0	Illumina HiSeq 2000	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/c865ea3a-6e1f-45cd-97bd-18353552e006_10296X1_756_3	dg.4DFC/c865ea3a-6e1f-45cd-97bd-18353552e006	Not specified in data	Not specified in data
10296X1_756_3	2419144021	23951921	101	0.0	Illumina HiSeq 2000	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/8eb6a880-ee3f-40e8-a0bc-07ea57696374_10296X1_756_3	dg.4DFC/8eb6a880-ee3f-40e8-a0bc-07ea57696374	Not specified in data	Not specified in data
10294X24	1563069637	15475937	101	67.9123627457358	Illumina HiSeq 2500	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/17dee51c-618b-4f59-a2c5-84f2ed4e8cf2_10294X24	dg.4DFC/17dee51c-618b-4f59-a2c5-84f2ed4e8cf2	Not specified in data	Not specified in data
10294X24	1563069637	15475937	101	67.9123627457358	Illumina HiSeq 2500	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/9a982557-5c51-44fe-8e4e-55ea489e5893_10294X24	dg.4DFC/9a982557-5c51-44fe-8e4e-55ea489e5893	Not specified in data	Not specified in data
10294X24_436_5	2603234196	25774596	101	0.0	Illumina HiSeq 2000	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/6b1b81f6-1092-4841-8174-b9c91e1772e9_10294X24_436_5	dg.4DFC/6b1b81f6-1092-4841-8174-b9c91e1772e9	Not specified in data	Not specified in data
10294X24_436_5	2603234196	25774596	101	0.0	Illumina HiSeq 2000	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/30e2f84d-2f8f-45e3-82c5-b4706085b88d_10294X24_436_5	dg.4DFC/30e2f84d-2f8f-45e3-82c5-b4706085b88d	Not specified in data	Not specified in data
10294X24_746_7	1563069637	15475937	101	0.0	Illumina HiSeq 2000	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/4a08405a-6172-40da-b0df-696f037a1525_10294X24_746_7	dg.4DFC/4a08405a-6172-40da-b0df-696f037a1525	Not specified in data	Not specified in data
10294X24_746_7	1563069637	15475937	101	0.0	Illumina HiSeq 2000	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/e9dee1fd-ed0e-4b17-b787-cba1f45d8571_10294X24_746_7	dg.4DFC/e9dee1fd-ed0e-4b17-b787-cba1f45d8571	Not specified in data	Not specified in data
10296X2	3601963606	35663006	101	71.0433376467681	Illumina HiSeq 2500	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/b864c55f-68f1-4b84-8ccb-05fd1c17126b_10296X2	dg.4DFC/b864c55f-68f1-4b84-8ccb-05fd1c17126b	Not specified in data	Not specified in data
10296X2	3601963606	35663006	101	71.0433376467681	Illumina HiSeq 2500	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/b10784a6-f18e-44e6-9a78-f2d208158e8a_10296X2	dg.4DFC/b10784a6-f18e-44e6-9a78-f2d208158e8a	Not specified in data	Not specified in data
10296X2_442_3	3675294656	36389056	101	0.0	Illumina HiSeq 2000	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/23e22e9b-009a-4405-b3ce-6e2ce55ba80e_10296X2_442_3	dg.4DFC/23e22e9b-009a-4405-b3ce-6e2ce55ba80e	Not specified in data	Not specified in data
10296X2_442_3	3675294656	36389056	101	0.0	Illumina HiSeq 2000	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/5534978e-4ab9-49a2-baf2-b7d7dff7cd66_10296X2_442_3	dg.4DFC/5534978e-4ab9-49a2-baf2-b7d7dff7cd66	Not specified in data	Not specified in data
10296X2_756_3	3601963606	35663006	101	0.0	Illumina HiSeq 2000	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/26229545-8463-417e-a7f6-832758e7cf9e_10296X2_756_3	dg.4DFC/26229545-8463-417e-a7f6-832758e7cf9e	Not specified in data	Not specified in data
10296X2_756_3	3601963606	35663006	101	0.0	Illumina HiSeq 2000	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/32d59b9a-29d5-44a7-881e-36272b64d95e_10296X2_756_3	dg.4DFC/32d59b9a-29d5-44a7-881e-36272b64d95e	Not specified in data	Not specified in data
10297X3	5299434650	52469650	101	170.789588053734	Illumina HiSeq 2500	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/a8f64cdb-b62c-46d4-a079-64e80d9d494e_10297X3	dg.4DFC/a8f64cdb-b62c-46d4-a079-64e80d9d494e	Not specified in data	Not specified in data
10297X3	5299434650	52469650	101	170.789588053734	Illumina HiSeq 2500	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/e78f1259-2192-47d3-bca6-4ca7f64ec3da_10297X3	dg.4DFC/e78f1259-2192-47d3-bca6-4ca7f64ec3da	Not specified in data	Not specified in data
10297X3_442_5	5788825504	57315104	101	0.0	Illumina HiSeq 2000	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/a5c549fe-6375-41e7-9156-4617e480854d_10297X3_442_5	dg.4DFC/a5c549fe-6375-41e7-9156-4617e480854d	Not specified in data	Not specified in data
10297X3_442_5	5788825504	57315104	101	0.0	Illumina HiSeq 2000	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/8baf79d7-7389-403f-91bb-9789d2fea5a8_10297X3_442_5	dg.4DFC/8baf79d7-7389-403f-91bb-9789d2fea5a8	Not specified in data	Not specified in data
10297X3_746_8	5299434650	52469650	101	0.0	Illumina HiSeq 2000	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/d1d716bf-c849-4b6b-9325-34fdaf8e8ef5_10297X3_746_8	dg.4DFC/d1d716bf-c849-4b6b-9325-34fdaf8e8ef5	Not specified in data	Not specified in data
10297X3_746_8	5299434650	52469650	101	0.0	Illumina HiSeq 2000	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/bbaa92ea-201f-4084-ae3f-86a27c20f83e_10297X3_746_8	dg.4DFC/bbaa92ea-201f-4084-ae3f-86a27c20f83e	Not specified in data	Not specified in data
10296X4	3108504674	30777274	101	104.679898132564	Illumina HiSeq 2500	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/86fe3eed-ceab-40a0-b61a-74c03e5a425c_10296X4	dg.4DFC/86fe3eed-ceab-40a0-b61a-74c03e5a425c	Not specified in data	Not specified in data
10296X4	3108504674	30777274	101	104.679898132564	Illumina HiSeq 2500	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/54c23959-b803-4da6-a554-89ea620a8d7a_10296X4	dg.4DFC/54c23959-b803-4da6-a554-89ea620a8d7a	Not specified in data	Not specified in data
10296X4_442_3	3226070694	31941294	101	0.0	Illumina HiSeq 2000	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/42ff0a5e-f530-41d4-846d-97af5d78c4b8_10296X4_442_3	dg.4DFC/42ff0a5e-f530-41d4-846d-97af5d78c4b8	Not specified in data	Not specified in data
10296X4_442_3	3226070694	31941294	101	0.0	Illumina HiSeq 2000	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/845df0aa-272e-41b1-8eec-3048ced1bf18_10296X4_442_3	dg.4DFC/845df0aa-272e-41b1-8eec-3048ced1bf18	Not specified in data	Not specified in data
